Wavelength (nm)	N15 abs e
220.00	26128
220.25	26410
220.50	26748
220.75	26472
221.00	26591
221.25	26562
221.50	26372
221.75	26567
222.00	26328
222.25	26248
222.50	26625
222.75	26559
223.00	26205
223.25	26435
223.50	26441
223.75	26430
224.00	26513
224.25	26406
224.50	26519
224.75	26427
225.00	26486
225.25	26277
225.50	26420
225.75	26129
226.00	26069
226.25	26029
226.50	26196
226.75	26051
227.00	25967
227.25	25974
227.50	26062
227.75	25648
228.00	25773
228.25	25587
228.50	25589
228.75	25458
229.00	25413
229.25	24845
229.50	24806
229.75	24962
230.00	24918
230.25	24812
230.50	24816
230.75	24505
231.00	24346
231.25	24177
231.50	24299
231.75	23942
232.00	23712
232.25	23774
232.50	23486
232.75	23541
233.00	23175
233.25	22775
233.50	22730
233.75	22590
234.00	22512
234.25	22490
234.50	22038
234.75	21914
235.00	21675
235.25	21137
235.50	21385
235.75	21120
236.00	20989
236.25	20779
236.50	20449
236.75	20202
237.00	20088
237.25	19878
237.50	19738
237.75	19556
238.00	19472
238.25	19373
238.50	19132
238.75	18955
239.00	18913
239.25	18835
239.50	18774
239.75	18527
240.00	18384
240.25	18222
240.50	17987
240.75	18009
241.00	17917
241.25	17655
241.50	17581
241.75	17455
242.00	17371
242.25	17181
242.50	16933
242.75	16869
243.00	16831
243.25	16806
243.50	16597
243.75	16473
244.00	16434
244.25	16183
244.50	16017
244.75	16134
245.00	15717
245.25	16127
245.50	15769
245.75	15789
246.00	15586
246.25	15596
246.50	15537
246.75	15370
247.00	15291
247.25	15263
247.50	15053
247.75	14848
248.00	14694
248.25	14492
248.50	14348
248.75	14312
249.00	14232
249.25	14262
249.50	14397
249.75	14378
250.00	14434
250.25	14133
250.50	14257
250.75	14249
251.00	14212
251.25	14288
251.50	14418
251.75	14256
252.00	14229
252.25	14275
252.50	14407
252.75	14272
253.00	14408
253.25	14525
253.50	14438
253.75	14342
254.00	14394
254.25	14624
254.50	14722
254.75	15056
255.00	15196
255.25	15477
255.50	15612
255.75	15989
256.00	16270
256.25	16600
256.50	16782
256.75	16872
257.00	17519
257.25	17643
257.50	17767
257.75	18097
258.00	18622
258.25	18719
258.50	19088
258.75	19453
259.00	19754
259.25	19975
259.50	20302
259.75	20564
260.00	20780
260.25	21080
260.50	21477
260.75	21785
261.00	22001
261.25	22449
261.50	22875
261.75	23250
262.00	23609
262.25	24086
262.50	24744
262.75	24978
263.00	25349
263.25	25920
263.50	26415
263.75	26797
264.00	27106
264.25	27379
264.50	27817
264.75	28307
265.00	28501
265.25	28727
265.50	28822
265.75	29012
266.00	29040
266.25	29300
266.50	29350
266.75	29215
267.00	29303
267.25	29189
267.50	28949
267.75	28702
268.00	28240
268.25	27966
268.50	27680
268.75	27195
269.00	26695
269.25	26245
269.50	25786
269.75	25112
270.00	24708
270.25	24233
270.50	23749
270.75	23205
271.00	22673
271.25	22227
271.50	21466
271.75	20792
272.00	20424
272.25	19781
272.50	19541
272.75	19064
273.00	18543
273.25	18335
273.50	17829
273.75	17337
274.00	16934
274.25	16648
274.50	16457
274.75	16192
275.00	15672
275.25	15315
275.50	15216
275.75	14826
276.00	14700
276.25	14488
276.50	14170
276.75	14104
277.00	13902
277.25	13631
277.50	13686
277.75	13298
278.00	13070
278.25	12901
278.50	12844
278.75	12470
279.00	12576
279.25	12622
279.50	12373
279.75	12311
280.00	12260
280.25	12134
280.50	12123
280.75	11988
281.00	11931
281.25	11844
281.50	11876
281.75	11776
282.00	11601
282.25	11732
282.50	11558
282.75	11579
283.00	11369
283.25	11519
283.50	11408
283.75	11495
284.00	11313
284.25	11491
284.50	11334
284.75	11346
285.00	11292
285.25	11442
285.50	11398
285.75	11502
286.00	11559
286.25	11535
286.50	11667
