Wavelength (nm)	E11 abs e
200.00	17178
201.00	17977
202.00	18811
203.00	19706
204.00	20698
205.00	21650
206.00	22410
207.00	23105
208.00	23952
209.00	24946
210.00	25940
211.00	27036
212.00	28132
213.00	29252
214.00	30125
215.00	30849
216.00	31380
217.00	31729
218.00	31897
219.00	31909
220.00	31657
221.00	31087
222.00	30137
223.00	28784
224.00	27114
225.00	25178
226.00	23160
227.00	21322
228.00	19522
229.00	17642
230.00	15690
231.00	13819
232.00	12217
233.00	10848
234.00	9632.4
235.00	8374.1
236.00	7085.2
237.00	5886.8
238.00	4895.1
239.00	4143.3
240.00	3611.9
241.00	3275.3
242.00	2988.6
243.00	2582.9
244.00	2083.6
245.00	1636.4
246.00	1308.8
247.00	1118.4
248.00	1023.9
249.00	992.04
250.00	996.19
251.00	1027.3
252.00	1073.0
253.00	1130.1
254.00	1194.8
255.00	1267.4
256.00	1350.7
257.00	1431.2
258.00	1528.4
259.00	1627.5
260.00	1725.3
261.00	1838.5
262.00	1952.5
263.00	2071.3
264.00	2197.0
265.00	2322.2
266.00	2464.3
267.00	2597.3
268.00	2731.0
269.00	2873.8
270.00	3020.0
271.00	3160.1
272.00	3313.5
273.00	3466.1
274.00	3617.2
275.00	3764.6
276.00	3910.1
277.00	4053.4
278.00	4193.3
279.00	4340.5
280.00	4491.3
281.00	4633.8
282.00	4774.6
283.00	4891.3
284.00	4998.6
285.00	5100.1
286.00	5196.5
287.00	5271.0
288.00	5321.1
289.00	5370.6
290.00	5433.3
291.00	5523.2
292.00	5648.1
293.00	5769.2
294.00	5811.9
295.00	5810.7
296.00	5802.4
297.00	5788.3
298.00	5764.6
299.00	5688.9
300.00	5520.2
301.00	5337.1
302.00	5191.0
303.00	5131.5
304.00	5269.4
305.00	5570.5
306.00	5684.2
307.00	5499.6
308.00	5263.0
309.00	5089.3
310.00	4983.5
311.00	4901.1
312.00	4718.6
313.00	4356.8
314.00	3953.7
315.00	3650.5
316.00	3562.1
317.00	3913.5
318.00	4940.8
319.00	5750.1
320.00	5322.5
321.00	4001.1
322.00	2684.1
323.00	1716.8
324.00	1117.5
325.00	765.54
326.00	551.52
327.00	430.07
328.00	336.64
329.00	274.25
330.00	230.03
331.00	200.54
332.00	174.14
333.00	158.44
334.00	147.48
335.00	136.89
336.00	128.34
337.00	121.60
338.00	113.74
339.00	106.05
340.00	109.22
341.00	103.32
342.00	102.99
343.00	98.599
344.00	97.279
345.00	86.745
346.00	88.857
347.00	84.837
348.00	91.381
349.00	86.055
350.00	76.196
