Wavelength (nm)	E10 abs e
200.00	20803
201.00	23915
202.00	25699
203.00	26943
204.00	27010
205.00	26251
206.00	24701
207.00	23257
208.00	22130
209.00	21205
210.00	20437
211.00	19927
212.00	19646
213.00	19550
214.00	19481
215.00	19427
216.00	19482
217.00	19608
218.00	19829
219.00	20094
220.00	20675
221.00	21532
222.00	22241
223.00	22766
224.00	23085
225.00	23326
226.00	23105
227.00	21429
228.00	19025
229.00	18763
230.00	19546
231.00	17212
232.00	11973
233.00	7171.8
234.00	4248.7
235.00	2681.9
236.00	1878.9
237.00	1449.1
238.00	1223.6
239.00	1106.0
240.00	1041.9
241.00	1012.9
242.00	1005.7
243.00	1014.3
244.00	1029.8
245.00	1056.7
246.00	1089.2
247.00	1131.1
248.00	1177.3
249.00	1224.7
250.00	1278.7
251.00	1335.5
252.00	1393.1
253.00	1454.9
254.00	1517.5
255.00	1586.3
256.00	1652.3
257.00	1719.6
258.00	1785.7
259.00	1856.3
260.00	1927.4
261.00	1991.1
262.00	2058.0
263.00	2115.8
264.00	2178.4
265.00	2237.2
266.00	2287.5
267.00	2340.5
268.00	2390.3
269.00	2436.7
270.00	2476.4
271.00	2516.7
272.00	2545.3
273.00	2565.9
274.00	2584.3
275.00	2605.4
276.00	2619.5
277.00	2620.7
278.00	2604.2
279.00	2586.5
280.00	2572.6
281.00	2564.0
282.00	2553.7
283.00	2520.3
284.00	2478.7
285.00	2444.0
286.00	2447.5
287.00	2474.5
288.00	2452.8
289.00	2360.5
290.00	2260.4
291.00	2185.9
292.00	2143.3
293.00	2136.0
294.00	2080.3
295.00	1964.9
296.00	1841.8
297.00	1787.5
298.00	1890.1
299.00	2154.5
300.00	2284.5
301.00	2131.7
302.00	1934.4
303.00	1803.8
304.00	1728.8
305.00	1722.1
306.00	1692.0
307.00	1516.2
308.00	1255.8
309.00	1044.5
310.00	1009.4
311.00	1384.5
312.00	2122.8
313.00	2560.0
314.00	2251.6
315.00	1536.4
316.00	905.33
317.00	509.18
318.00	294.70
319.00	192.63
320.00	137.91
321.00	107.27
322.00	82.792
323.00	60.301
324.00	46.499
325.00	44.117
326.00	36.990
327.00	31.906
328.00	27.462
329.00	27.101
330.00	20.526
331.00	24.359
332.00	23.418
333.00	23.318
334.00	22.187
335.00	22.337
336.00	23.408
337.00	21.396
338.00	22.898
339.00	22.297
340.00	23.859
341.00	22.357
342.00	23.748
343.00	20.716
344.00	21.526
345.00	17.733
346.00	17.643
347.00	20.005
348.00	21.606
349.00	24.289
350.00	18.884
