Wavelength (nm)	E18 abs e
361.00	393.77
362.00	417.76
363.00	446.23
364.00	476.40
365.00	509.50
366.00	547.81
367.00	607.66
368.00	654.71
369.00	706.33
370.00	758.53
371.00	839.54
372.00	918.78
373.00	968.87
374.00	1051.4
375.00	1166.2
376.00	1244.9
377.00	1371.1
378.00	1472.0
379.00	1552.2
380.00	1682.5
381.00	1793.1
382.00	1912.8
383.00	2041.1
384.00	2189.2
385.00	2323.4
386.00	2505.2
387.00	2638.3
388.00	2851.9
389.00	3024.3
390.00	3222.6
391.00	3439.3
392.00	3704.5
393.00	3952.5
394.00	4198.4
395.00	4468.6
396.00	4749.1
397.00	5007.4
398.00	5293.7
399.00	5539.4
400.00	5769.6
401.00	5986.5
402.00	6185.7
403.00	6385.3
404.00	6568.7
405.00	6743.5
406.00	6919.7
407.00	7086.9
408.00	7245.6
409.00	7480.6
410.00	7711.6
411.00	7990.6
412.00	8308.8
413.00	8620.0
414.00	8940.1
415.00	9306.7
416.00	9672.4
417.00	10069
418.00	10463
419.00	10804
420.00	11118
421.00	11406
422.00	11571
423.00	11687
424.00	11668
425.00	11548
426.00	11341
427.00	11006
428.00	10676
429.00	10249
430.00	9806.3
431.00	9424.2
432.00	9028.5
433.00	8629.7
434.00	8339.6
435.00	8103.6
436.00	7888.6
437.00	7763.7
438.00	7685.0
439.00	7693.4
440.00	7740.0
441.00	7822.1
442.00	7972.5
443.00	8178.4
444.00	8416.5
445.00	8677.6
446.00	9004.4
447.00	9346.7
448.00	9719.0
449.00	10157
450.00	10601
451.00	11093
452.00	11631
453.00	12186
454.00	12768
455.00	13448
456.00	14124
457.00	14899
458.00	15671
459.00	16473
460.00	17284
461.00	18198
462.00	19129
463.00	20198
464.00	21248
465.00	22255
466.00	23280
467.00	24343
468.00	25462
469.00	26512
470.00	27541
471.00	28726
472.00	29771
473.00	30875
474.00	31831
475.00	32832
476.00	33596
477.00	34621
478.00	35526
479.00	36344
480.00	37154
481.00	38018
482.00	38918
483.00	39880
484.00	40830
485.00	42213
486.00	43008
487.00	43625
488.00	44839
489.00	46032
490.00	47508
491.00	48641
492.00	49781
493.00	51188
494.00	52316
495.00	53523
496.00	54774
497.00	55628
498.00	56690
499.00	57499
500.00	57912
501.00	58384
502.00	58500
503.00	58260
504.00	57784
505.00	57207
506.00	56264
507.00	54939
508.00	53403
509.00	51597
510.00	49412
511.00	47324
512.00	44949
513.00	42560
514.00	40096
515.00	37676
516.00	35076
517.00	32745
518.00	30337
519.00	28027
520.00	25925
521.00	23910
522.00	22068
523.00	20195
524.00	18560
525.00	17012
526.00	15587
527.00	14343
528.00	13120
529.00	11993
530.00	11032
531.00	10057
532.00	9158.6
533.00	8390.1
534.00	7700.9
535.00	7022.7
536.00	6443.2
537.00	5869.8
538.00	5333.7
539.00	4881.3
540.00	4438.0
541.00	4056.5
542.00	3697.4
543.00	3374.2
544.00	3073.6
545.00	2813.7
546.00	2554.8
547.00	2305.4
548.00	2119.7
549.00	1926.8
550.00	1741.2
551.00	1597.9
552.00	1450.5
553.00	1342.2
554.00	1221.9
555.00	1102.2
556.00	1008.3
557.00	893.58
558.00	829.39
559.00	756.17
560.00	699.71
561.00	635.90
562.00	588.44
563.00	521.43
564.00	492.65
565.00	456.64
566.00	387.93
567.00	370.04
568.00	337.14
569.00	309.13
570.00	283.51
571.00	245.06
572.00	231.22
573.00	207.27
574.00	192.22
575.00	180.58
576.00	160.27
577.00	152.25
578.00	140.34
579.00	133.56
580.00	113.28
581.00	107.82
582.00	105.57
583.00	94.528
584.00	89.150
585.00	81.874
586.00	78.682
587.00	76.266
588.00	72.729
589.00	71.722
590.00	52.338
591.00	60.765
592.00	62.203
593.00	55.502
594.00	43.308
595.00	43.912
596.00	57.774
597.00	50.814
598.00	62.749
599.00	49.865
600.00	51.533
