Wavelength (nm)	E18 abs e
200.00	34672
201.00	35995
202.00	35861
203.00	34847
204.00	33775
205.00	33054
206.00	32471
207.00	31929
208.00	31542
209.00	31508
210.00	31613
211.00	31728
212.00	31889
213.00	32072
214.00	32315
215.00	32542
216.00	32812
217.00	33092
218.00	33234
219.00	33270
220.00	33141
221.00	32988
222.00	32786
223.00	32247
224.00	31336
225.00	30238
226.00	29236
227.00	28669
228.00	28157
229.00	27279
230.00	26134
231.00	25304
232.00	24980
233.00	24999
234.00	25185
235.00	25517
236.00	26115
237.00	26902
238.00	27058
239.00	25578
240.00	22212
241.00	17934
242.00	14000
243.00	10837
244.00	8568.8
245.00	7031.0
246.00	5991.2
247.00	5319.0
248.00	4891.8
249.00	4625.4
250.00	4465.3
251.00	4384.9
252.00	4357.0
253.00	4382.0
254.00	4432.2
255.00	4505.9
256.00	4592.5
257.00	4656.6
258.00	4730.8
259.00	4790.3
260.00	4875.2
261.00	5002.8
262.00	5105.1
263.00	5193.2
264.00	5251.9
265.00	5307.7
266.00	5368.5
267.00	5470.3
268.00	5567.4
269.00	5664.0
270.00	5773.1
271.00	5905.5
272.00	6068.8
273.00	6248.5
274.00	6450.6
275.00	6668.1
276.00	6912.4
277.00	7185.6
278.00	7470.8
279.00	7775.5
280.00	8124.1
281.00	8495.7
282.00	8882.3
283.00	9278.5
284.00	9660.3
285.00	9994.8
286.00	10241
287.00	10376
288.00	10422
289.00	10361
290.00	10250
291.00	10087
292.00	9904.5
293.00	9757.3
294.00	9618.9
295.00	9497.4
296.00	9359.9
297.00	9231.0
298.00	9090.2
299.00	8948.7
300.00	8814.2
301.00	8673.7
302.00	8503.6
303.00	8311.6
304.00	8051.5
305.00	7755.9
306.00	7426.2
307.00	7063.5
308.00	6674.1
309.00	6263.5
310.00	5893.7
311.00	5532.3
312.00	5199.7
313.00	4903.7
314.00	4636.1
315.00	4366.5
316.00	4137.7
317.00	3939.4
318.00	3746.3
319.00	3580.6
320.00	3416.7
321.00	3276.3
322.00	3137.4
323.00	3000.5
324.00	2875.8
325.00	2740.3
326.00	2628.9
327.00	2521.0
328.00	2412.6
329.00	2298.4
330.00	2189.1
331.00	2080.3
332.00	1969.2
333.00	1854.5
334.00	1737.2
335.00	1614.0
336.00	1497.4
337.00	1376.1
338.00	1247.8
339.00	1136.0
340.00	1022.1
341.00	910.23
342.00	797.01
343.00	703.83
344.00	635.52
345.00	568.97
346.00	513.09
347.00	457.44
348.00	418.99
349.00	384.97
350.00	366.33
351.00	332.08
352.00	335.19
353.00	333.98
354.00	322.36
355.00	334.70
356.00	314.02
357.00	331.51
358.00	334.93
359.00	346.35
360.00	377.58
