Wavelength (nm)	E09 abs e
210.00	6358.5
211.00	5339.8
212.00	4608.2
213.00	4117.3
214.00	3880.4
215.00	3861.5
216.00	4016.6
217.00	4288.8
218.00	4655.3
219.00	5075.4
220.00	5549.6
221.00	6050.3
222.00	6580.7
223.00	7122.5
224.00	7678.2
225.00	8229.9
226.00	8782.6
227.00	9316.3
228.00	9832.4
229.00	10301
230.00	10748
231.00	11168
232.00	11546
233.00	11869
234.00	12138
235.00	12345
236.00	12468
237.00	12562
238.00	12599
239.00	12563
240.00	12467
241.00	12306
242.00	12083
243.00	11810
244.00	11486
245.00	11124
246.00	10730
247.00	10307
248.00	9866.0
249.00	9430.5
250.00	8993.6
251.00	8558.5
252.00	8141.7
253.00	7719.8
254.00	7322.3
255.00	6960.7
256.00	6635.7
257.00	6347.9
258.00	6105.4
259.00	5885.3
260.00	5692.6
261.00	5506.6
262.00	5339.9
263.00	5184.6
264.00	5040.6
265.00	4910.8
266.00	4780.3
267.00	4650.4
268.00	4528.3
269.00	4397.8
270.00	4265.6
271.00	4133.0
272.00	3988.7
273.00	3836.4
274.00	3673.4
275.00	3510.0
276.00	3346.3
277.00	3177.7
278.00	3006.2
279.00	2830.0
280.00	2650.4
281.00	2475.1
282.00	2299.8
283.00	2127.4
284.00	1963.6
285.00	1803.1
286.00	1647.1
287.00	1494.3
288.00	1346.7
289.00	1212.8
290.00	1086.1
291.00	969.90
292.00	859.59
293.00	753.57
294.00	659.87
295.00	571.51
296.00	495.24
297.00	429.45
298.00	372.64
299.00	316.78
300.00	269.32
301.00	230.07
302.00	197.87
303.00	173.22
304.00	149.40
305.00	130.81
306.00	103.04
307.00	73.088
308.00	58.693
309.00	49.038
310.00	46.170
311.00	43.564
312.00	39.202
313.00	34.253
314.00	31.425
315.00	28.779
316.00	30.195
317.00	30.949
318.00	30.260
319.00	27.626
320.00	25.465
321.00	25.221
322.00	23.922
323.00	27.550
324.00	30.187
325.00	26.452
326.00	27.080
327.00	26.990
328.00	22.349
329.00	22.658
330.00	25.168
331.00	26.977
332.00	25.975
333.00	22.696
334.00	20.285
335.00	19.966
336.00	20.795
337.00	19.381
338.00	19.388
339.00	19.326
340.00	18.369
341.00	19.032
342.00	17.744
343.00	18.475
344.00	19.172
345.00	18.882
346.00	17.931
347.00	15.325
348.00	16.519
349.00	15.253
350.00	19.612
