Wavelength (nm)	Q25 abs e
350.00	12017
351.00	11778
352.00	11632
353.00	11480
354.00	11344
355.00	11159
356.00	11026
357.00	10950
358.00	10814
359.00	10698
360.00	10510
361.00	10490
362.00	10327
363.00	10175
364.00	10069
365.00	9837.2
366.00	9668.2
367.00	9409.9
368.00	9184.7
369.00	9012.4
370.00	8870.0
371.00	8621.6
372.00	8479.2
373.00	8217.5
374.00	8035.3
375.00	7883.0
376.00	7727.3
377.00	7684.3
378.00	7575.0
379.00	7478.9
380.00	7482.2
381.00	7531.9
382.00	7329.8
383.00	7429.2
384.00	7280.2
385.00	7478.9
386.00	7578.3
387.00	7674.3
388.00	7853.2
389.00	8018.8
390.00	8273.8
391.00	8538.8
392.00	8886.6
393.00	9274.1
394.00	9671.6
395.00	10043
396.00	10417
397.00	10824
398.00	11232
399.00	11513
400.00	11874
401.00	12133
402.00	12474
403.00	12722
404.00	13053
405.00	13282
406.00	13623
407.00	13967
408.00	14464
409.00	15070
410.00	15948
411.00	17021
412.00	18462
413.00	20317
414.00	22642
415.00	25414
416.00	28743
417.00	32436
418.00	36381
419.00	40508
420.00	44668
421.00	48504
422.00	51875
423.00	54528
424.00	56380
425.00	57231
426.00	57281
427.00	56582
428.00	55416
429.00	53926
430.00	52438
431.00	51210
432.00	50395
433.00	50229
434.00	50812
435.00	52289
436.00	54810
437.00	58818
438.00	64392
439.00	72368
440.00	83225
441.00	97944
442.00	1.1693e+05
443.00	1.4149e+05
444.00	1.7165e+05
445.00	2.0771e+05
446.00	2.4816e+05
447.00	2.9185e+05
448.00	3.3556e+05
449.00	3.7522e+05
450.00	4.0738e+05
451.00	4.2826e+05
452.00	4.3700e+05
453.00	4.3269e+05
454.00	4.1732e+05
455.00	3.9266e+05
456.00	3.6153e+05
457.00	3.2671e+05
458.00	2.9050e+05
459.00	2.5495e+05
460.00	2.2085e+05
461.00	1.8935e+05
462.00	1.6058e+05
463.00	1.3529e+05
464.00	1.1307e+05
465.00	94036
466.00	77671
467.00	63948
468.00	52399
469.00	42760
470.00	34702
471.00	28286
472.00	22987
473.00	18840
474.00	15431
475.00	12778
476.00	10576
477.00	8850.1
478.00	7445.8
479.00	6296.4
480.00	5379.0
481.00	4620.5
482.00	4021.0
483.00	3520.8
484.00	3143.3
485.00	2792.2
486.00	2533.8
487.00	2321.8
488.00	2192.7
489.00	2043.6
490.00	1940.9
491.00	1834.9
492.00	1805.1
493.00	1762.1
494.00	1725.6
495.00	1725.6
496.00	1709.1
497.00	1719.0
498.00	1729.0
499.00	1679.3
500.00	1722.3
501.00	1695.8
502.00	1695.8
503.00	1722.3
504.00	1745.5
505.00	1725.6
506.00	1729.0
507.00	1738.9
508.00	1782.0
509.00	1775.3
510.00	1798.5
511.00	1772.0
512.00	1755.5
513.00	1745.5
514.00	1725.6
515.00	1732.3
516.00	1722.3
517.00	1715.7
518.00	1695.8
519.00	1646.2
520.00	1642.8
521.00	1619.7
522.00	1682.6
523.00	1719.0
524.00	1699.1
525.00	1709.1
526.00	1831.6
527.00	1914.4
528.00	2000.6
529.00	2149.6
530.00	2292.0
531.00	2374.8
532.00	2437.8
533.00	2510.6
534.00	2557.0
535.00	2682.9
536.00	2729.2
537.00	2792.2
538.00	2878.3
539.00	2884.9
540.00	2921.3
541.00	2881.6
542.00	2838.5
543.00	2914.7
544.00	2884.9
545.00	2888.2
546.00	2898.2
547.00	2894.8
548.00	2855.1
549.00	2891.5
