Wavelength (nm)	J07 abs e
280.00	5279.1
281.00	5191.0
282.00	5065.7
283.00	4943.5
284.00	4853.2
285.00	4812.6
286.00	4817.4
287.00	4873.1
288.00	4950.4
289.00	5045.6
290.00	5160.7
291.00	5281.1
292.00	5405.1
293.00	5523.8
294.00	5646.3
295.00	5767.2
296.00	5883.9
297.00	6006.6
298.00	6129.7
299.00	6254.2
300.00	6364.8
301.00	6484.5
302.00	6585.7
303.00	6677.1
304.00	6743.4
305.00	6806.5
306.00	6858.5
307.00	6882.0
308.00	6897.3
309.00	6912.5
310.00	6929.3
311.00	6922.2
312.00	6922.8
313.00	6930.1
314.00	6926.4
315.00	6909.9
316.00	6866.6
317.00	6791.7
318.00	6684.3
319.00	6526.8
320.00	6335.3
321.00	6105.4
322.00	5849.3
323.00	5577.5
324.00	5314.5
325.00	5055.6
326.00	4826.3
327.00	4633.1
328.00	4446.8
329.00	4294.8
330.00	4170.5
331.00	4065.8
332.00	3981.1
333.00	3913.7
334.00	3856.4
335.00	3814.7
336.00	3777.6
337.00	3752.4
338.00	3732.5
339.00	3720.4
340.00	3713.1
341.00	3708.1
342.00	3714.1
343.00	3723.4
344.00	3738.2
345.00	3763.7
346.00	3794.7
347.00	3828.1
348.00	3864.2
349.00	3909.5
350.00	3954.3
351.00	4009.7
352.00	4063.8
353.00	4136.5
354.00	4196.9
355.00	4257.2
356.00	4328.1
357.00	4384.5
358.00	4464.4
359.00	4564.0
360.00	4654.2
361.00	4726.2
362.00	4801.6
363.00	4883.6
364.00	4963.5
365.00	5069.8
366.00	5167.5
367.00	5262.1
368.00	5353.5
369.00	5438.3
370.00	5535.5
371.00	5608.1
372.00	5706.6
373.00	5802.7
374.00	5898.3
375.00	6000.2
376.00	6098.1
377.00	6174.7
378.00	6276.6
379.00	6370.1
380.00	6463.8
381.00	6582.6
382.00	6691.8
383.00	6813.1
384.00	6941.8
385.00	7051.9
386.00	7167.4
387.00	7306.5
388.00	7433.7
389.00	7537.5
390.00	7647.6
391.00	7752.9
392.00	7883.2
393.00	8000.9
394.00	8110.9
395.00	8187.7
396.00	8289.2
397.00	8369.2
398.00	8472.5
399.00	8572.3
400.00	8659.4
401.00	8731.5
402.00	8796.5
403.00	8892.8
404.00	9001.4
405.00	9091.9
406.00	9190.2
407.00	9264.6
408.00	9312.4
409.00	9392.6
410.00	9490.5
411.00	9546.3
412.00	9596.5
413.00	9663.6
414.00	9724.6
415.00	9743.4
416.00	9769.1
417.00	9790.9
418.00	9816.9
419.00	9821.5
420.00	9820.9
421.00	9819.2
422.00	9833.5
423.00	9831.6
424.00	9828.8
425.00	9783.1
426.00	9779.5
427.00	9742.9
428.00	9798.0
429.00	9750.7
430.00	9749.3
431.00	9794.8
432.00	9781.4
433.00	9762.1
434.00	9807.0
435.00	9835.2
436.00	9852.2
437.00	9918.6
438.00	9955.8
439.00	10030
440.00	10109
441.00	10142
442.00	10282
443.00	10351
444.00	10461
445.00	10581
446.00	10689
447.00	10832
448.00	10943
449.00	11062
450.00	11205
451.00	11331
452.00	11462
453.00	11593
454.00	11710
455.00	11818
456.00	11983
457.00	12090
458.00	12245
459.00	12382
460.00	12499
461.00	12616
462.00	12733
463.00	12828
464.00	12986
465.00	13144
466.00	13266
467.00	13395
468.00	13490
469.00	13648
470.00	13759
471.00	13838
472.00	13941
473.00	14050
474.00	14170
475.00	14215
476.00	14341
477.00	14377
478.00	14416
479.00	14481
480.00	14477
481.00	14500
482.00	14491
483.00	14450
484.00	14431
485.00	14261
486.00	14231
487.00	14216
488.00	14194
489.00	14102
490.00	14026
491.00	13963
492.00	13858
493.00	13744
494.00	13690
495.00	13603
496.00	13500
497.00	13471
498.00	13367
499.00	13312
500.00	13275
501.00	13163
502.00	13114
503.00	13030
504.00	12971
505.00	12857
506.00	12797
507.00	12679
508.00	12536
509.00	12401
510.00	12230
511.00	12027
512.00	11819
513.00	11591
514.00	11307
515.00	10989
516.00	10623
517.00	10282
518.00	9897.1
519.00	9479.4
520.00	9090.4
521.00	8642.0
522.00	8195.1
523.00	7737.8
524.00	7269.7
525.00	6809.7
526.00	6303.1
527.00	5835.5
528.00	5373.2
529.00	4917.4
530.00	4484.4
531.00	4038.7
532.00	3646.9
533.00	3266.5
534.00	2929.1
535.00	2612.5
536.00	2331.9
537.00	2083.1
538.00	1852.9
539.00	1638.9
540.00	1450.1
541.00	1276.8
542.00	1136.6
543.00	996.02
544.00	887.74
545.00	788.24
546.00	692.28
547.00	619.38
548.00	559.71
549.00	482.67
550.00	431.88
551.00	389.92
552.00	344.31
553.00	308.28
554.00	275.27
555.00	249.19
556.00	231.07
557.00	200.35
558.00	180.01
559.00	158.07
560.00	157.31
561.00	141.84
562.00	123.98
563.00	110.69
564.00	109.96
565.00	93.052
566.00	80.403
567.00	94.268
568.00	83.586
569.00	85.872
570.00	83.138
571.00	76.933
572.00	54.977
573.00	58.079
574.00	68.650
575.00	52.514
576.00	38.730
577.00	49.844
578.00	58.367
579.00	26.768
580.00	45.398
581.00	62.749
582.00	42.760
583.00	31.937
584.00	31.838
585.00	58.511
586.00	14.199
587.00	26.528
588.00	31.822
589.00	9.6736
590.00	18.517
591.00	22.099
592.00	37.562
593.00	44.407
594.00	20.596
595.00	23.938
596.00	15.654
597.00	25.601
598.00	41.416
599.00	47.717
600.00	29.167
601.00	29.535
602.00	25.377
603.00	31.278
604.00	21.475
605.00	19.364
606.00	30.111
607.00	28.319
608.00	25.457
609.00	25.713
610.00	33.021
611.00	26.560
612.00	23.858
613.00	24.226
614.00	29.919
615.00	28.144
616.00	17.989
617.00	19.732
618.00	20.516
619.00	31.518
620.00	33.868
621.00	21.859
622.00	36.539
623.00	34.700
624.00	24.817
625.00	18.645
626.00	20.084
627.00	27.712
628.00	27.152
629.00	30.670
630.00	31.198
631.00	34.476
632.00	45.606
633.00	29.331
634.00	32.277
635.00	32.769
636.00	32.123
637.00	32.461
638.00	32.662
639.00	32.494
640.00	32.133
641.00	31.519
642.00	38.376
643.00	43.671
644.00	34.620
645.00	35.340
646.00	22.275
647.00	29.338
648.00	32.733
649.00	39.737
650.00	25.681
