Wavelength (nm)	J05 abs e
280.00	4399.5
281.00	4287.5
282.00	4210.2
283.00	4173.0
284.00	4171.7
285.00	4204.6
286.00	4271.0
287.00	4356.9
288.00	4458.7
289.00	4569.7
290.00	4701.4
291.00	4829.3
292.00	4963.6
293.00	5106.8
294.00	5262.8
295.00	5415.9
296.00	5572.9
297.00	5733.7
298.00	5890.8
299.00	6032.0
300.00	6161.0
301.00	6264.6
302.00	6350.9
303.00	6419.8
304.00	6477.5
305.00	6512.2
306.00	6542.9
307.00	6566.0
308.00	6584.8
309.00	6607.5
310.00	6617.7
311.00	6614.3
312.00	6590.2
313.00	6538.0
314.00	6449.7
315.00	6328.2
316.00	6160.4
317.00	5959.4
318.00	5710.5
319.00	5433.3
320.00	5137.2
321.00	4825.9
322.00	4539.1
323.00	4250.7
324.00	3990.2
325.00	3752.3
326.00	3539.0
327.00	3348.2
328.00	3178.9
329.00	3038.2
330.00	2902.6
331.00	2787.0
332.00	2678.8
333.00	2586.2
334.00	2504.5
335.00	2427.4
336.00	2359.5
337.00	2298.9
338.00	2242.1
339.00	2187.8
340.00	2142.1
341.00	2099.0
342.00	2060.5
343.00	2031.6
344.00	1999.2
345.00	1978.9
346.00	1958.1
347.00	1943.9
348.00	1934.3
349.00	1931.5
350.00	1935.1
351.00	1942.9
352.00	1957.0
353.00	1981.8
354.00	2003.2
355.00	2035.8
356.00	2074.1
357.00	2113.1
358.00	2160.7
359.00	2218.3
360.00	2278.1
361.00	2344.9
362.00	2406.3
363.00	2484.5
364.00	2558.0
365.00	2647.5
366.00	2734.2
367.00	2818.4
368.00	2914.3
369.00	3005.1
370.00	3103.1
371.00	3198.9
372.00	3295.7
373.00	3393.0
374.00	3498.7
375.00	3599.3
376.00	3704.4
377.00	3817.7
378.00	3920.8
379.00	4015.3
380.00	4112.0
381.00	4226.3
382.00	4342.0
383.00	4448.3
384.00	4551.4
385.00	4666.7
386.00	4774.6
387.00	4880.3
388.00	4991.4
389.00	5086.1
390.00	5184.2
391.00	5295.1
392.00	5388.9
393.00	5474.2
394.00	5562.1
395.00	5655.4
396.00	5739.7
397.00	5819.3
398.00	5892.0
399.00	5961.0
400.00	6030.1
401.00	6094.9
402.00	6159.1
403.00	6227.1
404.00	6277.8
405.00	6322.7
406.00	6380.4
407.00	6439.0
408.00	6478.1
409.00	6516.1
410.00	6576.8
411.00	6613.5
412.00	6658.3
413.00	6694.9
414.00	6742.2
415.00	6774.4
416.00	6812.1
417.00	6847.9
418.00	6881.8
419.00	6930.9
420.00	6962.8
421.00	6999.7
422.00	7036.5
423.00	7070.4
424.00	7118.1
425.00	7148.8
426.00	7197.2
427.00	7246.0
428.00	7290.1
429.00	7327.3
430.00	7389.6
431.00	7453.1
432.00	7503.6
433.00	7581.3
434.00	7666.0
435.00	7744.2
436.00	7837.4
437.00	7937.6
438.00	8048.7
439.00	8151.6
440.00	8275.4
441.00	8409.8
442.00	8546.9
443.00	8681.4
444.00	8846.4
445.00	8998.6
446.00	9152.7
447.00	9332.7
448.00	9490.5
449.00	9678.6
450.00	9867.8
451.00	10039
452.00	10224
453.00	10426
454.00	10608
455.00	10789
