Wavelength (nm)	J05 abs e
456.00	10995
457.00	11206
458.00	11426
459.00	11586
460.00	11796
461.00	12006
462.00	12225
463.00	12437
464.00	12624
465.00	12845
466.00	13038
467.00	13225
468.00	13455
469.00	13663
470.00	13835
471.00	14017
472.00	14218
473.00	14386
474.00	14537
475.00	14619
476.00	14823
477.00	14960
478.00	15053
479.00	15130
480.00	15250
481.00	15318
482.00	15326
483.00	15379
484.00	15338
485.00	15352
486.00	15400
487.00	15395
488.00	15315
489.00	15239
490.00	15171
491.00	15103
492.00	15055
493.00	14994
494.00	14903
495.00	14784
496.00	14698
497.00	14641
498.00	14487
499.00	14394
500.00	14363
501.00	14242
502.00	14150
503.00	14040
504.00	13903
505.00	13783
506.00	13626
507.00	13499
508.00	13336
509.00	13172
510.00	12943
511.00	12700
512.00	12473
513.00	12195
514.00	11964
515.00	11606
516.00	11313
517.00	10936
518.00	10613
519.00	10169
520.00	9805.1
521.00	9389.3
522.00	8984.5
523.00	8569.3
524.00	8107.1
525.00	7653.9
526.00	7216.7
527.00	6777.9
528.00	6353.8
529.00	5923.8
530.00	5540.3
531.00	5142.5
532.00	4737.9
533.00	4373.0
534.00	4018.8
535.00	3697.7
536.00	3393.4
537.00	3088.6
538.00	2820.9
539.00	2571.7
540.00	2331.7
541.00	2115.3
542.00	1912.4
543.00	1735.4
544.00	1562.7
545.00	1420.1
546.00	1274.8
547.00	1153.7
548.00	1037.9
549.00	937.03
550.00	845.70
551.00	757.57
552.00	677.82
553.00	608.75
554.00	540.46
555.00	490.67
556.00	448.56
557.00	401.30
558.00	366.93
559.00	324.90
560.00	286.40
561.00	260.65
562.00	233.74
563.00	213.86
564.00	186.58
565.00	174.27
566.00	151.89
567.00	134.82
568.00	118.26
569.00	100.45
570.00	93.014
571.00	83.368
572.00	72.459
573.00	67.466
574.00	57.382
575.00	49.805
576.00	45.337
577.00	38.906
578.00	34.875
579.00	27.385
580.00	25.559
581.00	23.480
582.00	19.205
583.00	20.595
584.00	15.019
585.00	10.404
586.00	10.861
587.00	10.191
588.00	12.124
589.00	9.6854
590.00	9.0929
591.00	10.443
592.00	11.502
593.00	7.7037
594.00	9.8409
595.00	11.317
596.00	10.725
597.00	11.580
598.00	6.4506
599.00	12.600
600.00	16.369
601.00	16.458
602.00	14.672
603.00	13.421
604.00	14.219
605.00	13.055
606.00	17.739
607.00	16.400
608.00	13.876
609.00	18.609
610.00	12.947
611.00	17.553
612.00	19.265
613.00	21.559
614.00	17.199
615.00	15.268
616.00	20.457
617.00	21.488
618.00	18.275
619.00	25.066
620.00	23.203
621.00	26.964
622.00	25.091
623.00	24.044
624.00	26.814
625.00	26.660
626.00	28.799
627.00	33.347
628.00	32.999
629.00	36.391
630.00	32.060
631.00	31.780
632.00	37.776
633.00	24.956
634.00	25.187
635.00	25.752
636.00	28.823
637.00	25.025
638.00	23.857
639.00	23.733
640.00	31.844
641.00	29.563
642.00	31.556
643.00	38.300
644.00	29.286
645.00	29.240
646.00	18.274
647.00	34.013
648.00	28.934
649.00	18.940
650.00	28.461
