Wavelength (nm)	D03 abs e
240.00	2513.5
240.25	2324.3
240.50	2154.7
240.75	2057.5
241.00	2100.9
241.25	1867.2
241.50	1999.7
241.75	1984.8
242.00	2042.1
242.25	2046.9
242.50	2152.9
242.75	2077.6
243.00	2176.6
243.25	2181.3
243.50	2228.1
243.75	2120.0
244.00	2231.2
244.25	2294.5
244.50	2436.9
244.75	2372.3
245.00	2346.0
245.25	2289.2
245.50	2407.2
245.75	2405.7
246.00	2472.8
246.25	2550.7
246.50	2604.7
246.75	2623.8
247.00	2741.1
247.25	2754.4
247.50	2940.6
247.75	2960.7
248.00	3087.2
248.25	3244.4
248.50	3468.3
248.75	3414.1
249.00	3419.9
249.25	3618.2
249.50	3719.2
249.75	3627.8
250.00	3692.5
250.25	3699.4
250.50	3912.7
250.75	3727.1
251.00	3771.6
251.25	4059.7
251.50	4009.4
251.75	4207.7
252.00	4150.3
252.25	4303.9
252.50	4592.6
252.75	4555.6
253.00	4754.6
253.25	4784.6
253.50	5035.4
253.75	5082.6
254.00	5402.3
254.25	5529.7
254.50	5746.2
254.75	5703.1
255.00	5729.5
255.25	5954.3
255.50	5839.3
255.75	6010.2
256.00	6153.1
256.25	6188.2
256.50	6325.0
256.75	6397.9
257.00	6389.8
257.25	6535.9
257.50	6718.1
257.75	6731.4
258.00	7083.8
258.25	7051.8
258.50	7195.2
258.75	7400.0
259.00	7518.7
259.25	7566.0
259.50	7754.0
259.75	7936.9
260.00	8310.1
260.25	8420.2
260.50	8720.6
260.75	8830.0
261.00	9080.5
261.25	9222.2
261.50	9306.1
261.75	9448.0
262.00	9537.5
262.25	9731.3
262.50	9869.4
262.75	10078
263.00	10204
263.25	10292
263.50	10454
263.75	10647
264.00	10883
264.25	10994
264.50	11135
264.75	11365
265.00	11636
265.25	11746
265.50	12020
265.75	12127
266.00	12258
266.25	12358
266.50	12604
266.75	12832
267.00	13140
267.25	13366
267.50	13601
267.75	13669
268.00	13880
268.25	14132
268.50	14321
268.75	14534
269.00	14661
269.25	14918
269.50	15134
269.75	15163
270.00	15582
270.25	15645
270.50	15766
270.75	16081
271.00	16199
271.25	16420
271.50	16723
271.75	16895
272.00	17114
272.25	17345
272.50	17451
272.75	17836
273.00	17969
273.25	18113
273.50	18441
273.75	18684
274.00	18860
274.25	18915
274.50	19356
274.75	19408
275.00	19586
275.25	19915
275.50	20030
275.75	19994
276.00	20550
276.25	20600
276.50	20849
276.75	21042
277.00	21216
277.25	21203
277.50	21407
277.75	21705
278.00	21734
278.25	22069
278.50	22290
278.75	22284
279.00	22433
279.25	22652
279.50	22720
279.75	22909
280.00	23133
280.25	23291
280.50	23469
280.75	23633
281.00	23778
281.25	24020
281.50	23960
281.75	23926
282.00	24316
282.25	24503
282.50	24420
282.75	24687
283.00	24835
283.25	24849
283.50	25026
283.75	25020
284.00	24982
284.25	25357
284.50	25587
284.75	25736
285.00	25385
285.25	25877
285.50	25711
285.75	25836
286.00	25945
286.25	26060
286.50	26231
286.75	26166
287.00	26394
287.25	26601
287.50	26389
287.75	26655
288.00	26411
288.25	26573
288.50	26605
288.75	26876
289.00	26651
289.25	26932
289.50	26922
289.75	27035
290.00	27256
290.25	27083
290.50	27438
290.75	27030
291.00	27410
291.25	27602
291.50	27364
291.75	27631
292.00	27454
292.25	27841
292.50	27940
292.75	27664
293.00	27958
293.25	27682
293.50	28065
293.75	28200
294.00	28165
294.25	27957
294.50	28020
294.75	28018
295.00	27924
295.25	27764
295.50	28167
295.75	27776
296.00	27847
296.25	27966
296.50	27939
296.75	27523
297.00	27990
297.25	27726
297.50	27257
297.75	27303
298.00	27324
298.25	27196
298.50	27249
298.75	27095
299.00	26932
299.25	26823
299.50	26852
299.75	26741
300.00	26638
300.25	26571
300.50	26261
300.75	26236
301.00	26128
301.25	25995
301.50	26050
301.75	25861
302.00	25752
302.25	25804
302.50	25558
302.75	25647
303.00	25607
303.25	25728
303.50	25754
303.75	25808
304.00	25595
304.25	25949
304.50	25977
304.75	25901
305.00	26081
305.25	25852
305.50	25993
305.75	25822
306.00	26028
306.25	26058
306.50	26006
306.75	26165
307.00	25955
307.25	25909
307.50	26049
307.75	25913
308.00	26119
308.25	25722
308.50	25397
308.75	25204
309.00	25031
309.25	24607
309.50	24614
309.75	24105
310.00	23795
310.25	23521
310.50	23243
310.75	22610
311.00	22500
311.25	21946
311.50	21458
311.75	21424
312.00	21176
312.25	20585
312.50	20346
312.75	19683
313.00	19411
313.25	19114
313.50	18735
313.75	18554
314.00	18087
314.25	17990
314.50	17833
314.75	17427
315.00	17207
315.25	17285
315.50	17132
315.75	16859
316.00	16840
316.25	16380
316.50	16503
316.75	16562
317.00	16208
317.25	16316
317.50	16321
317.75	16215
318.00	16135
318.25	16073
318.50	15891
318.75	16156
319.00	15805
319.25	15982
319.50	15832
319.75	15585
320.00	15708
320.25	15766
320.50	15514
320.75	15217
321.00	15039
321.25	14854
321.50	14602
321.75	14623
322.00	14157
322.25	14141
322.50	13653
322.75	13578
323.00	12890
323.25	12501
323.50	12201
323.75	11801
324.00	11491
324.25	10798
324.50	10388
324.75	9844.9
325.00	9362.7
325.25	8942.9
325.50	8470.7
325.75	7996.2
326.00	7453.2
326.25	6895.6
326.50	6596.1
326.75	6154.4
327.00	5560.3
327.25	5342.3
327.50	4896.3
327.75	4412.0
328.00	3974.0
328.25	3793.0
328.50	3350.2
328.75	3212.6
329.00	2855.3
329.25	2495.7
329.50	2426.1
329.75	1986.5
330.00	2000.2
330.25	1637.8
330.50	1513.6
330.75	1453.7
331.00	1271.8
331.25	1047.2
331.50	1057.1
331.75	1043.2
332.00	976.27
332.25	782.99
332.50	670.84
332.75	604.02
333.00	523.53
333.25	504.45
333.50	555.63
333.75	624.03
334.00	384.90
334.25	425.20
334.50	276.50
334.75	434.24
335.00	282.44
335.25	226.32
335.50	327.29
335.75	149.76
336.00	281.05
336.25	165.41
336.50	246.54
336.75	121.56
337.00	86.304
337.25	62.035
337.50	153.13
337.75	100.27
338.00	90.178
338.25	95.798
338.50	151.08
338.75	142.21
339.00	161.73
339.25	113.30
339.50	5.5350
339.75	52.412
340.00	23.183
340.25	121.09
340.50	107.87
340.75	-131.67
341.00	107.98
341.25	185.66
341.50	26.845
341.75	59.736
342.00	197.56
342.25	-107.63
342.50	115.11
342.75	179.70
343.00	57.649
343.25	38.617
343.50	70.210
343.75	85.218
344.00	25.631
344.25	192.92
344.50	36.872
344.75	-1.4050
345.00	-44.174
345.25	-71.402
345.50	60.545
345.75	213.59
346.00	17.755
346.25	-41.087
346.50	53.924
346.75	112.94
347.00	124.15
347.25	-15.945
347.50	-11.262
347.75	106.12
348.00	-7.1530
348.25	117.36
348.50	3.5339
348.75	0.27675
349.00	11.070
349.25	81.535
349.50	86.730
349.75	168.69
350.00	174.86
350.25	136.20
350.50	39.810
350.75	54.286
351.00	51.731
351.25	82.940
351.50	116.96
351.75	4.5983
352.00	55.946
352.25	94.904
352.50	133.69
352.75	47.090
353.00	-0.85154
353.25	-23.652
353.50	57.053
353.75	181.61
354.00	76.830
354.25	21.416
354.50	46.005
354.75	45.345
355.00	198.94
355.25	80.237
355.50	22.694
355.75	55.840
356.00	95.011
356.25	42.407
356.50	32.359
356.75	88.092
357.00	-48.942
357.25	120.47
357.50	-45.153
357.75	-34.296
358.00	45.132
358.25	6.8123
358.50	145.36
358.75	73.765
359.00	100.76
359.25	13.220
359.50	84.792
359.75	61.247
360.00	-7.1955
360.25	53.541
360.50	-13.880
360.75	65.845
361.00	24.205
361.25	70.018
361.50	116.90
361.75	100.06
362.00	13.390
362.25	96.331
362.50	57.032
362.75	44.025
363.00	44.514
363.25	51.156
363.50	49.432
363.75	19.309
364.00	152.47
364.25	9.1754
364.50	-3.3636
364.75	-1.2347
365.00	12.411
365.25	80.662
365.50	4.0022
365.75	63.355
366.00	-44.450
366.25	57.798
366.50	-13.412
366.75	83.302
367.00	55.116
367.25	38.958
367.50	-36.680
367.75	59.927
368.00	83.579
368.25	24.418
368.50	-3.9171
368.75	68.507
369.00	76.234
369.25	57.458
369.50	8.2600
369.75	49.645
370.00	32.891
370.25	-17.584
370.50	101.42
370.75	-13.646
371.00	99.417
371.25	40.171
371.50	70.912
371.75	56.606
372.00	66.761
372.25	92.839
372.50	62.248
372.75	72.317
373.00	39.597
373.25	88.007
373.50	76.958
373.75	26.824
374.00	74.616
374.25	100.95
374.50	69.017
374.75	23.609
375.00	34.487
375.25	55.563
375.50	82.961
375.75	43.067
376.00	43.684
376.25	76.234
376.50	48.091
376.75	63.248
377.00	30.251
377.25	-15.157
377.50	116.51
377.75	63.184
378.00	76.596
378.25	33.678
378.50	-5.8331
378.75	81.322
379.00	57.266
379.25	31.337
379.50	-3.4487
379.75	69.805
380.00	66.165
380.25	37.553
380.50	64.887
380.75	23.715
381.00	144.85
381.25	77.746
381.50	49.049
381.75	-5.6840
382.00	70.146
382.25	-24.056
382.50	37.872
382.75	44.238
383.00	-23.609
383.25	-24.546
383.50	18.500
383.75	92.520
384.00	41.108
384.25	100.38
384.50	47.899
384.75	49.517
385.00	117.53
385.25	122.28
385.50	81.067
385.75	-12.560
386.00	9.4095
386.25	13.348
386.50	158.24
386.75	61.481
387.00	95.735
387.25	50.901
387.50	31.613
387.75	65.739
388.00	67.314
388.25	129.12
388.50	151.81
388.75	74.148
389.00	93.244
389.25	22.545
389.50	-19.500
389.75	42.598
390.00	54.797
390.25	86.644
390.50	98.736
390.75	47.090
391.00	91.647
391.25	6.8762
391.50	77.107
391.75	68.059
392.00	95.969
392.25	61.588
392.50	51.092
392.75	25.929
