Wavelength (nm)	E04 abs e
210.00	8723.5
211.00	8315.2
212.00	7848.1
213.00	7287.5
214.00	6639.0
215.00	5918.3
216.00	5188.3
217.00	4523.8
218.00	3944.4
219.00	3484.6
220.00	3121.2
221.00	2857.4
222.00	2676.2
223.00	2564.7
224.00	2509.3
225.00	2500.1
226.00	2525.9
227.00	2578.6
228.00	2654.5
229.00	2746.1
230.00	2854.8
231.00	2971.0
232.00	3087.6
233.00	3219.5
234.00	3350.9
235.00	3493.0
236.00	3651.1
237.00	3830.0
238.00	4037.0
239.00	4271.2
240.00	4552.3
241.00	4883.7
242.00	5265.6
243.00	5711.9
244.00	6224.0
245.00	6792.6
246.00	7426.5
247.00	8114.7
248.00	8844.6
249.00	9584.8
250.00	10333
251.00	11055
252.00	11718
253.00	12307
254.00	12773
255.00	13114
256.00	13295
257.00	13300
258.00	13114
259.00	12734
260.00	12165
261.00	11429
262.00	10568
263.00	9624.5
264.00	8677.4
265.00	7769.9
266.00	6930.6
267.00	6185.3
268.00	5539.9
269.00	4995.5
270.00	4546.5
271.00	4168.1
272.00	3844.8
273.00	3578.6
274.00	3348.2
275.00	3152.5
276.00	2975.7
277.00	2820.7
278.00	2683.1
279.00	2552.9
280.00	2432.0
281.00	2315.6
282.00	2206.6
283.00	2098.0
284.00	1990.6
285.00	1887.5
286.00	1786.7
287.00	1682.1
288.00	1578.8
289.00	1476.1
290.00	1370.8
291.00	1265.1
292.00	1162.9
293.00	1064.2
294.00	970.81
295.00	875.03
296.00	788.74
297.00	703.81
298.00	625.26
299.00	545.88
300.00	476.03
301.00	410.99
302.00	349.73
303.00	293.03
304.00	241.76
305.00	200.89
306.00	166.44
307.00	137.10
308.00	113.77
309.00	93.401
310.00	80.762
311.00	68.903
312.00	58.835
313.00	55.224
314.00	48.655
315.00	42.845
316.00	42.696
317.00	41.656
318.00	40.274
319.00	37.844
320.00	39.427
321.00	35.556
322.00	32.465
323.00	33.312
324.00	33.995
325.00	34.664
326.00	33.074
327.00	29.336
328.00	29.203
329.00	29.344
330.00	28.809
331.00	29.076
332.00	30.050
333.00	30.347
334.00	28.051
335.00	28.073
336.00	29.054
337.00	27.613
338.00	27.367
339.00	29.351
340.00	27.687
341.00	28.103
342.00	28.720
343.00	27.226
344.00	28.029
345.00	24.848
346.00	26.595
347.00	29.463
348.00	28.207
349.00	28.482
350.00	27.092
