Wavelength (nm)	G01 abs e
269.50	310.04
269.75	288.39
270.00	339.42
270.25	345.52
270.50	275.52
270.75	262.13
271.00	236.09
271.25	325.88
271.50	295.72
271.75	273.55
272.00	275.19
272.25	291.63
272.50	343.05
272.75	284.11
273.00	289.65
273.25	303.87
273.50	331.23
273.75	337.51
274.00	262.27
274.25	262.21
274.50	312.98
274.75	284.23
275.00	291.68
275.25	312.34
275.50	308.94
275.75	262.36
276.00	296.89
276.25	235.38
276.50	313.17
276.75	265.87
277.00	307.65
277.25	263.86
277.50	316.65
277.75	292.65
278.00	319.93
278.25	230.13
278.50	231.68
278.75	208.27
279.00	273.79
279.25	295.93
279.50	271.73
279.75	274.80
280.00	248.65
280.25	302.57
280.50	256.76
280.75	277.77
281.00	285.94
281.25	290.45
281.50	293.69
281.75	215.91
282.00	266.06
282.25	333.23
282.50	324.80
282.75	327.61
283.00	291.56
283.25	230.17
283.50	221.37
283.75	233.68
284.00	280.99
284.25	263.51
284.50	267.56
284.75	276.43
285.00	286.79
285.25	324.55
285.50	199.40
285.75	296.80
286.00	283.02
286.25	244.69
286.50	229.89
286.75	259.67
287.00	296.46
287.25	237.47
287.50	309.33
287.75	186.74
288.00	273.07
288.25	251.70
288.50	267.87
288.75	242.34
289.00	325.74
289.25	185.99
289.50	265.60
289.75	228.39
290.00	190.40
290.25	182.54
290.50	243.77
290.75	202.15
291.00	211.69
291.25	203.75
291.50	193.52
291.75	225.58
292.00	266.62
292.25	175.03
292.50	203.48
292.75	270.31
293.00	159.60
293.25	205.22
293.50	196.83
293.75	194.42
294.00	216.28
294.25	217.83
294.50	234.68
294.75	210.81
295.00	197.90
295.25	132.36
295.50	192.53
295.75	206.63
296.00	195.41
296.25	193.67
296.50	209.64
296.75	129.63
297.00	148.06
297.25	203.26
297.50	171.00
297.75	164.31
298.00	165.01
298.25	183.33
298.50	154.44
298.75	164.33
299.00	134.26
299.25	144.59
299.50	155.81
299.75	168.34
300.00	112.75
300.25	125.80
300.50	123.81
300.75	130.36
301.00	151.64
301.25	139.34
301.50	139.38
301.75	148.99
302.00	128.73
302.25	115.32
302.50	98.810
302.75	153.71
303.00	84.015
303.25	137.48
303.50	140.27
303.75	120.99
304.00	145.16
304.25	77.390
304.50	99.028
304.75	100.29
305.00	151.94
305.25	94.981
305.50	122.26
305.75	84.799
306.00	52.478
306.25	75.530
306.50	73.866
306.75	56.134
307.00	82.340
307.25	58.201
307.50	101.75
307.75	127.33
308.00	70.276
308.25	10.128
308.50	20.887
308.75	97.418
309.00	25.108
309.25	-5.7657
309.50	54.991
309.75	5.9832
310.00	50.803
310.25	52.761
310.50	35.986
310.75	-8.4200
311.00	33.985
311.25	95.199
311.50	66.512
311.75	23.302
312.00	55.394
312.25	-19.592
312.50	58.527
312.75	57.504
313.00	86.909
313.25	74.703
313.50	13.130
313.75	5.2326
314.00	67.273
314.25	96.308
314.50	9.1598
314.75	-53.958
315.00	34.398
315.25	41.056
315.50	52.228
315.75	12.510
316.00	-5.2870
316.25	38.151
316.50	-25.597
316.75	-36.541
317.00	59.408
317.25	46.408
317.50	-40.316
317.75	4.3079
318.00	32.190
318.25	6.4837
318.50	34.920
318.75	-19.810
319.00	-30.264
319.25	18.515
319.50	52.794
319.75	-34.822
320.00	18.624
320.25	23.748
320.50	59.908
320.75	30.199
321.00	-28.839
321.25	-2.2410
321.50	-69.645
321.75	-45.984
322.00	7.8870
322.25	-27.773
322.50	14.392
322.75	-39.273
323.00	36.857
323.25	35.018
323.50	2.5891
323.75	17.038
324.00	32.037
324.25	20.702
324.50	-83.994
324.75	3.3724
325.00	-44.211
325.25	-45.984
325.50	-12.380
325.75	26.935
326.00	-35.932
326.25	-67.534
326.50	-52.130
326.75	49.900
327.00	62.854
327.25	32.143
327.50	-19.331
327.75	53.621
328.00	-74.007
328.25	18.265
328.50	-31.602
328.75	25.630
329.00	18.156
329.25	-42.422
329.50	-51.739
329.75	40.763
330.00	-44.709
330.25	24.074
330.50	20.898
330.75	58.592
331.00	-11.270
331.25	-44.439
331.50	-34.583
331.75	33.365
332.00	37.575
332.25	-5.5046
332.50	11.064
332.75	40.708
333.00	28.328
333.25	-2.7414
333.50	39.870
333.75	-4.0686
334.00	-18.211
334.25	6.2443
334.50	-18.320
334.75	33.985
335.00	-29.481
335.25	-53.269
335.50	-23.218
335.75	17.547
336.00	-53.001
336.25	14.197
336.50	-50.129
336.75	12.260
337.00	-87.431
337.25	9.6058
337.50	-64.173
337.75	-14.523
338.00	-14.806
338.25	-43.721
338.50	-37.771
338.75	-56.460
339.00	45.810
339.25	6.2226
339.50	-36.019
339.75	-4.5135
340.00	1.6971
340.25	-31.559
340.50	-75.400
340.75	39.740
341.00	-24.531
341.25	-21.638
341.50	27.175
341.75	-1.8602
342.00	58.527
342.25	-13.761
342.50	-68.546
342.75	27.773
343.00	-34.159
343.25	24.444
343.50	-1.8385
343.75	44.649
344.00	35.345
344.25	48.823
344.50	-7.4410
344.75	-34.104
345.00	-36.835
345.25	-59.332
345.50	-59.114
345.75	62.813
346.00	12.021
346.25	17.232
346.50	-4.5581
346.75	-34.268
347.00	-17.145
347.25	27.077
347.50	-43.350
347.75	-1.4142
348.00	51.456
348.25	-30.363
348.50	-17.417
348.75	-55.905
349.00	46.669
349.25	-42.524
349.50	-12.374
349.75	-2.0778
350.00	-4.0795
