Wavelength (nm)	G19 abs e
346.75	1848.7
347.00	1690.7
347.25	1714.3
347.50	1730.4
347.75	1719.6
348.00	1526.6
348.25	1604.9
348.50	1407.2
348.75	1476.9
349.00	1507.3
349.25	1366.8
349.50	1262.8
349.75	1280.7
350.00	1345.4
350.25	1165.2
350.50	1149.5
350.75	1176.3
351.00	1151.3
351.25	972.95
351.50	997.61
351.75	1031.6
352.00	1048.4
352.25	930.06
352.50	1082.3
352.75	966.16
353.00	970.09
353.25	755.63
353.50	817.46
353.75	1010.1
354.00	765.28
354.25	838.19
354.50	844.63
354.75	817.10
355.00	838.55
355.25	700.94
355.50	519.36
355.75	593.71
356.00	571.54
356.25	731.68
356.50	601.57
356.75	561.89
357.00	549.38
357.25	584.41
357.50	582.98
357.75	631.59
358.00	480.04
358.25	485.76
358.50	420.71
358.75	387.11
359.00	549.38
359.25	580.48
359.50	562.97
359.75	542.95
360.00	408.19
360.25	548.31
360.50	426.07
360.75	504.70
361.00	421.06
361.25	338.85
361.50	327.41
361.75	385.32
362.00	416.06
362.25	363.16
362.50	540.45
362.75	441.44
363.00	232.69
363.25	368.16
363.50	347.07
363.75	445.37
364.00	467.17
364.25	470.03
364.50	347.79
364.75	364.59
365.00	467.89
365.25	430.71
365.50	293.46
365.75	378.17
366.00	290.60
366.25	261.65
366.50	267.01
366.75	313.83
367.00	397.11
367.25	334.21
367.50	296.32
367.75	221.97
368.00	362.44
368.25	285.59
368.50	357.80
368.75	300.61
369.00	290.96
369.25	269.51
369.50	242.70
369.75	378.88
370.00	204.45
370.25	218.39
370.50	226.97
370.75	258.43
371.00	322.77
371.25	335.99
371.50	379.60
371.75	304.18
372.00	233.05
372.25	269.87
372.50	194.45
372.75	274.87
373.00	292.03
373.25	204.45
373.50	167.28
373.75	238.05
374.00	260.57
374.25	350.29
374.50	309.90
374.75	221.25
375.00	280.23
375.25	341.00
375.50	204.81
375.75	209.46
376.00	290.96
376.25	219.82
376.50	268.44
376.75	190.87
377.00	327.41
377.25	211.96
377.50	252.71
377.75	232.69
378.00	266.65
378.25	241.27
378.50	250.56
378.75	288.45
379.00	249.85
379.25	217.32
379.50	185.51
379.75	206.60
380.00	125.82
380.25	328.13
380.50	288.81
380.75	187.66
381.00	189.44
381.25	198.02
381.50	232.69
381.75	104.37
382.00	157.63
382.25	231.26
382.50	350.29
382.75	243.42
383.00	271.30
383.25	184.44
383.50	219.47
383.75	213.39
384.00	208.03
384.25	198.38
384.50	191.23
384.75	245.56
385.00	58.262
385.25	280.23
385.50	132.25
385.75	332.78
386.00	232.34
386.25	259.86
386.50	216.97
386.75	253.42
387.00	105.09
387.25	228.76
387.50	158.70
387.75	197.66
388.00	248.42
388.25	136.90
388.50	175.50
388.75	268.08
389.00	238.77
389.25	280.23
389.50	151.20
389.75	218.39
390.00	220.18
390.25	276.30
390.50	224.83
390.75	120.10
391.00	181.22
391.25	165.14
391.50	219.11
391.75	256.28
392.00	171.57
392.25	143.33
392.50	212.68
392.75	145.12
393.00	162.99
393.25	116.17
393.50	152.98
393.75	139.04
394.00	208.39
394.25	125.10
394.50	248.78
394.75	141.19
395.00	222.68
395.25	234.12
395.50	211.25
395.75	148.34
396.00	257.36
396.25	173.36
396.50	114.74
396.75	180.15
397.00	176.22
397.25	132.25
397.50	185.51
397.75	237.34
398.00	202.67
398.25	158.35
398.50	129.04
398.75	110.09
399.00	122.96
399.25	167.28
399.50	124.75
399.75	174.07
400.00	101.16
