Wavelength (nm)	I14 abs e
200.00	18295
201.00	17771
202.00	17064
203.00	15877
204.00	14768
205.00	13844
206.00	13026
207.00	12435
208.00	11872
209.00	11419
210.00	10977
211.00	10634
212.00	10318
213.00	10067
214.00	9884.1
215.00	9709.5
216.00	9548.6
217.00	9441.2
218.00	9352.5
219.00	9288.9
220.00	9252.2
221.00	9213.0
222.00	9218.0
223.00	9205.1
224.00	9178.1
225.00	9153.2
226.00	9143.2
227.00	9135.0
228.00	9195.2
229.00	9320.6
230.00	9520.3
231.00	9766.3
232.00	10087
233.00	10457
234.00	10876
235.00	11343
236.00	11842
237.00	12340
238.00	12854
239.00	13362
240.00	13871
241.00	14345
242.00	14694
243.00	14883
244.00	14895
245.00	14703
246.00	14332
247.00	13865
248.00	13331
249.00	12779
250.00	12283
251.00	11862
252.00	11535
253.00	11305
254.00	11186
255.00	11162
256.00	11243
257.00	11432
258.00	11708
259.00	12043
260.00	12452
261.00	12897
262.00	13375
263.00	13887
264.00	14405
265.00	14950
266.00	15506
267.00	16120
268.00	16759
269.00	17459
270.00	18212
271.00	19016
272.00	19848
273.00	20707
274.00	21627
275.00	22560
276.00	23540
277.00	24559
278.00	25616
279.00	26772
280.00	28044
281.00	29464
282.00	30982
283.00	32612
284.00	34199
285.00	35677
286.00	36913
287.00	37772
288.00	38117
289.00	37901
290.00	37070
291.00	35775
292.00	34059
293.00	32032
294.00	29882
295.00	27705
296.00	25569
297.00	23516
298.00	21506
299.00	19635
300.00	17845
301.00	16205
302.00	14723
303.00	13429
304.00	12335
305.00	11433
306.00	10723
307.00	10148
308.00	9696.6
309.00	9358.7
310.00	9070.3
311.00	8828.0
312.00	8649.9
313.00	8486.2
314.00	8358.5
315.00	8255.0
316.00	8170.7
317.00	8081.2
318.00	8005.7
319.00	7881.6
320.00	7736.6
321.00	7530.3
322.00	7252.0
323.00	6918.9
324.00	6505.7
325.00	6094.9
326.00	5659.7
327.00	5214.5
328.00	4799.4
329.00	4400.9
330.00	4026.7
331.00	3692.0
332.00	3407.1
333.00	3152.2
334.00	2918.2
335.00	2734.4
336.00	2569.8
337.00	2441.7
338.00	2317.3
339.00	2196.3
340.00	2097.3
341.00	2018.1
342.00	1933.2
343.00	1855.8
344.00	1788.6
345.00	1718.6
346.00	1655.5
347.00	1611.9
348.00	1548.0
349.00	1493.1
350.00	1443.2
351.00	1409.1
352.00	1375.0
353.00	1320.1
354.00	1281.4
355.00	1259.7
