Wavelength (nm)	G08 abs e
235.00	18208
236.00	16836
237.00	19938
238.00	21541
239.00	22531
240.00	25067
241.00	28345
242.00	30476
243.00	31135
244.00	31023
245.00	30453
246.00	29451
247.00	28483
248.00	27412
249.00	26303
250.00	25183
251.00	24061
252.00	22974
253.00	21882
254.00	20829
255.00	19829
256.00	18884
257.00	17968
258.00	17056
259.00	16153
260.00	15243
261.00	14358
262.00	13481
263.00	12570
264.00	11630
265.00	10645
266.00	9660.4
267.00	8695.7
268.00	7766.9
269.00	6887.1
270.00	6081.5
271.00	5366.4
272.00	4722.8
273.00	4164.4
274.00	3692.8
275.00	3291.4
276.00	2960.3
277.00	2684.2
278.00	2455.8
279.00	2270.8
280.00	2125.5
281.00	2012.9
282.00	1926.3
283.00	1861.0
284.00	1806.8
285.00	1780.8
286.00	1754.7
287.00	1747.3
288.00	1746.8
289.00	1763.4
290.00	1784.8
291.00	1813.2
292.00	1858.5
293.00	1909.3
294.00	1973.5
295.00	2035.5
296.00	2117.1
297.00	2201.4
298.00	2297.7
299.00	2394.8
300.00	2509.7
301.00	2625.0
302.00	2749.6
303.00	2888.6
304.00	3028.0
305.00	3181.2
306.00	3338.0
307.00	3506.1
308.00	3675.1
309.00	3850.6
310.00	4033.0
311.00	4227.7
312.00	4423.1
313.00	4630.2
314.00	4838.7
315.00	5042.3
316.00	5272.3
317.00	5487.0
318.00	5718.6
319.00	5948.4
320.00	6181.1
321.00	6418.1
322.00	6652.2
323.00	6883.3
324.00	7119.9
325.00	7355.8
326.00	7601.1
327.00	7832.0
328.00	8066.7
329.00	8285.3
330.00	8503.6
331.00	8718.7
332.00	8936.2
333.00	9131.3
334.00	9326.0
335.00	9501.6
336.00	9662.7
337.00	9819.2
338.00	9954.9
339.00	10086
340.00	10204
341.00	10292
342.00	10369
343.00	10425
344.00	10472
345.00	10491
346.00	10500
347.00	10480
348.00	10448
349.00	10387
350.00	10290
351.00	10197
352.00	10075
353.00	9927.4
354.00	9762.7
355.00	9574.8
356.00	9369.0
357.00	9151.6
358.00	8923.7
359.00	8670.8
360.00	8388.3
361.00	8107.9
362.00	7798.6
363.00	7480.6
364.00	7177.5
365.00	6846.4
366.00	6507.9
367.00	6192.3
368.00	5862.7
369.00	5550.8
370.00	5245.7
371.00	4947.9
372.00	4665.9
373.00	4401.4
374.00	4145.2
375.00	3887.9
376.00	3662.2
377.00	3448.2
378.00	3240.0
379.00	3064.2
380.00	2900.8
381.00	2751.9
382.00	2613.6
383.00	2473.8
384.00	2364.3
385.00	2268.5
386.00	2163.5
387.00	2078.9
388.00	1992.5
389.00	1934.7
390.00	1871.0
391.00	1816.9
392.00	1751.9
393.00	1694.5
394.00	1664.2
395.00	1621.5
396.00	1571.3
397.00	1545.7
398.00	1501.2
399.00	1472.1
400.00	1435.4
401.00	1405.1
402.00	1377.7
403.00	1357.4
404.00	1324.5
405.00	1287.2
406.00	1255.5
407.00	1243.7
408.00	1214.4
409.00	1181.3
410.00	1159.1
411.00	1123.9
412.00	1092.1
413.00	1091.4
414.00	1060.4
415.00	1026.2
416.00	1000.9
417.00	979.46
418.00	947.90
419.00	918.07
420.00	897.91
421.00	878.14
422.00	860.63
423.00	839.56
424.00	808.35
425.00	788.76
426.00	772.68
427.00	744.82
428.00	734.57
429.00	706.73
430.00	687.54
431.00	667.14
432.00	651.27
433.00	634.75
434.00	613.59
435.00	598.17
436.00	578.52
437.00	558.20
438.00	546.94
439.00	536.02
440.00	519.87
441.00	509.14
442.00	485.19
443.00	477.08
444.00	460.00
445.00	454.78
446.00	439.13
447.00	429.27
448.00	417.45
449.00	407.76
450.00	394.10
451.00	384.18
452.00	381.01
453.00	371.45
454.00	362.95
455.00	349.93
456.00	345.07
457.00	338.32
458.00	323.15
459.00	326.98
460.00	333.49
461.00	308.98
462.00	312.38
463.00	297.58
464.00	302.95
465.00	290.11
466.00	284.09
467.00	282.40
468.00	284.09
469.00	273.12
470.00	272.13
471.00	260.72
472.00	249.49
473.00	250.05
474.00	239.61
475.00	249.83
476.00	235.83
477.00	244.38
478.00	237.16
479.00	237.90
480.00	206.00
481.00	213.59
482.00	227.59
483.00	209.95
484.00	201.75
485.00	192.31
486.00	182.96
487.00	191.24
488.00	194.10
489.00	170.60
490.00	167.82
491.00	175.88
492.00	148.84
493.00	144.44
494.00	159.55
495.00	148.88
496.00	147.43
497.00	141.52
498.00	129.69
499.00	138.32
500.00	136.33
501.00	119.64
502.00	118.71
503.00	122.79
504.00	137.73
505.00	101.94
506.00	109.56
507.00	88.721
508.00	107.48
509.00	98.179
510.00	76.270
511.00	87.637
512.00	86.668
513.00	77.760
514.00	68.591
515.00	68.519
516.00	63.761
517.00	42.127
518.00	60.464
519.00	57.731
520.00	67.839
521.00	55.388
522.00	42.070
523.00	38.469
524.00	31.325
525.00	31.759
526.00	20.320
527.00	23.776
528.00	35.360
529.00	35.707
530.00	19.467
531.00	26.350
532.00	30.804
533.00	36.762
534.00	39.741
535.00	28.245
536.00	30.197
537.00	16.719
538.00	29.705
539.00	28.187
540.00	21.580
541.00	18.773
542.00	17.486
543.00	29.112
544.00	17.384
545.00	23.024
546.00	24.716
547.00	12.019
548.00	29.720
549.00	28.765
550.00	16.777
