Wavelength (nm)	Q19 abs e
300.00	12138
300.25	12347
300.50	11424
300.75	11029
301.00	13614
301.25	9311.9
301.50	13461
301.75	12195
302.00	13230
302.25	13970
302.50	11731
302.75	12201
303.00	14084
303.25	13527
303.50	11317
303.75	9772.0
304.00	9724.3
304.25	14234
304.50	12767
304.75	12484
305.00	12431
305.25	11607
305.50	12162
305.75	12645
306.00	11359
306.25	10656
306.50	11097
306.75	12331
307.00	11313
307.25	9213.0
307.50	12483
307.75	11489
308.00	14559
308.25	12748
308.50	12525
308.75	11725
309.00	11638
309.25	14089
309.50	12707
309.75	13435
310.00	13728
310.25	12505
310.50	15370
310.75	9635.2
311.00	11926
311.25	12595
311.50	10239
311.75	13457
312.00	10668
312.25	12720
312.50	14512
312.75	13401
313.00	12868
313.25	11502
313.50	15627
313.75	11864
314.00	15520
314.25	12183
314.50	13811
314.75	11990
315.00	14363
315.25	14181
315.50	15698
315.75	12071
316.00	15224
316.25	14631
316.50	13342
316.75	13587
317.00	14126
317.25	15010
317.50	13875
317.75	13143
318.00	10798
318.25	13089
318.50	13939
318.75	14399
319.00	14120
319.25	13661
319.50	13558
319.75	13584
320.00	13759
320.25	14358
320.50	15105
320.75	16503
321.00	15815
321.25	14701
321.50	15431
321.75	14800
322.00	15043
322.25	13311
322.50	15645
322.75	12923
323.00	13223
323.25	17630
323.50	17230
323.75	16642
324.00	18149
324.25	16078
324.50	13823
324.75	16709
325.00	14709
325.25	13943
325.50	11721
325.75	13475
326.00	17438
326.25	17781
326.50	16115
326.75	16163
327.00	20089
327.25	17582
327.50	17466
327.75	16174
328.00	17224
328.25	17344
328.50	17878
328.75	18877
329.00	22663
329.25	21378
329.50	16268
329.75	18821
330.00	19575
330.25	16406
330.50	17233
330.75	16208
331.00	17460
331.25	20964
331.50	18416
331.75	16913
332.00	19686
332.25	20496
332.50	18460
332.75	19813
333.00	17300
333.25	18803
333.50	18322
333.75	19811
334.00	21846
334.25	20562
334.50	21163
334.75	22295
335.00	18909
335.25	20566
335.50	19646
335.75	19329
336.00	20394
336.25	22187
336.50	19505
336.75	22548
337.00	20684
337.25	19631
337.50	21170
337.75	21128
338.00	21312
338.25	22386
338.50	20681
338.75	19260
339.00	24459
339.25	20746
339.50	21350
339.75	20270
340.00	21635
340.25	20929
340.50	22899
340.75	23136
341.00	22571
341.25	22592
341.50	22718
341.75	24010
342.00	24091
342.25	22464
342.50	23980
342.75	22483
343.00	24180
343.25	22936
343.50	24608
343.75	23971
344.00	24621
344.25	22344
344.50	24964
344.75	26286
345.00	22337
345.25	24743
345.50	23248
345.75	25509
346.00	25985
346.25	24796
346.50	23089
346.75	25320
347.00	25147
347.25	22443
347.50	27530
347.75	24143
348.00	23446
348.25	24542
348.50	26311
348.75	25749
349.00	24292
349.25	24424
349.50	25575
349.75	26717
350.00	25800
350.25	24950
350.50	26326
350.75	26286
351.00	26158
351.25	26034
351.50	27220
351.75	26892
352.00	27303
352.25	26182
352.50	26483
352.75	26352
353.00	27264
353.25	27813
353.50	26876
353.75	25991
354.00	27798
354.25	26363
354.50	26340
354.75	27842
355.00	27295
355.25	27403
355.50	25114
355.75	27882
356.00	28037
356.25	25298
356.50	24781
356.75	27180
357.00	26599
357.25	25156
357.50	27428
357.75	27206
358.00	26495
358.25	26453
358.50	25138
358.75	27289
359.00	26930
359.25	26827
359.50	27294
359.75	26234
360.00	24472
360.25	28098
360.50	26644
360.75	26763
361.00	28398
361.25	24876
361.50	26815
361.75	27733
362.00	25370
362.25	26294
362.50	26248
362.75	27110
363.00	25538
363.25	24569
363.50	24571
363.75	24888
364.00	26124
364.25	25588
364.50	24739
364.75	25179
365.00	25252
365.25	24831
365.50	24708
365.75	24291
366.00	24393
366.25	24632
366.50	24400
366.75	25218
367.00	25869
367.25	23301
367.50	23773
367.75	23156
368.00	23686
368.25	24377
368.50	23365
368.75	23753
369.00	22309
369.25	24137
369.50	22320
369.75	23374
370.00	24351
370.25	22787
370.50	22009
370.75	22879
371.00	23079
371.25	21463
371.50	20794
371.75	21930
372.00	21666
372.25	21596
372.50	21471
372.75	20783
373.00	21601
373.25	22957
373.50	19344
373.75	21727
374.00	20424
374.25	20785
374.50	20042
374.75	20183
375.00	19923
375.25	20461
375.50	19199
375.75	21374
376.00	20201
376.25	19419
376.50	19638
376.75	20802
377.00	19895
377.25	21037
377.50	18683
377.75	19079
378.00	19148
378.25	18668
378.50	17244
378.75	18046
379.00	19275
379.25	18146
379.50	17892
379.75	17667
380.00	17230
380.25	17321
380.50	17727
380.75	16882
381.00	18479
381.25	17001
381.50	17513
381.75	17617
382.00	17351
382.25	17174
382.50	17295
382.75	16706
383.00	16428
383.25	17440
383.50	15835
383.75	17093
384.00	16794
384.25	16207
384.50	15156
384.75	16956
385.00	16215
385.25	17021
385.50	17136
385.75	15940
386.00	15474
386.25	16642
386.50	16634
386.75	14618
387.00	15470
387.25	15130
387.50	16350
387.75	14210
388.00	16741
388.25	16083
388.50	16338
388.75	14154
389.00	15003
389.25	14624
389.50	14676
389.75	15572
390.00	14866
390.25	14968
390.50	14310
390.75	14145
391.00	14564
391.25	15036
391.50	15009
391.75	14692
392.00	14850
392.25	15305
392.50	14748
392.75	14194
393.00	15411
393.25	14485
393.50	13691
393.75	14896
394.00	13784
394.25	15231
394.50	15641
394.75	15060
395.00	14903
395.25	15075
395.50	15307
395.75	14378
396.00	14953
396.25	14933
396.50	15735
396.75	15808
397.00	14829
397.25	15233
397.50	14945
397.75	15150
398.00	15923
398.25	15967
398.50	15531
398.75	16297
399.00	16352
399.25	16002
399.50	16003
399.75	15651
400.00	16366
400.25	15855
400.50	15961
400.75	15252
401.00	17023
401.25	16043
401.50	16467
401.75	15893
402.00	16176
402.25	15916
402.50	17155
402.75	16677
403.00	17415
403.25	16455
403.50	16766
403.75	16300
404.00	17621
404.25	16646
404.50	16806
404.75	17983
405.00	17290
405.25	18200
405.50	16962
405.75	17892
406.00	18469
406.25	18335
406.50	18523
406.75	19147
407.00	18953
407.25	18774
407.50	19647
407.75	20199
408.00	19498
408.25	20029
408.50	20764
408.75	21814
409.00	21108
409.25	21018
409.50	21271
409.75	23051
410.00	23245
410.25	23174
410.50	23968
410.75	24085
411.00	25054
411.25	25859
411.50	26430
411.75	26320
412.00	27490
412.25	28274
412.50	27853
412.75	28442
413.00	29135
413.25	30535
413.50	30027
413.75	31645
414.00	32406
414.25	32834
414.50	33331
414.75	35069
415.00	36357
415.25	36623
415.50	37450
415.75	37809
416.00	39212
416.25	40043
416.50	41864
416.75	42749
417.00	43319
417.25	44596
417.50	45872
417.75	45995
418.00	46212
418.25	47399
418.50	49670
418.75	49944
419.00	50725
419.25	51733
419.50	52433
419.75	53233
420.00	53237
420.25	54873
420.50	55576
420.75	56009
421.00	56449
421.25	57255
421.50	58424
421.75	58421
422.00	59770
422.25	59941
422.50	60896
422.75	61085
423.00	62240
423.25	62831
423.50	62802
423.75	63020
424.00	63559
424.25	62779
424.50	64298
424.75	64827
425.00	64301
425.25	65615
425.50	64913
425.75	65679
426.00	66079
426.25	65464
426.50	66694
426.75	67127
427.00	66964
427.25	67658
427.50	67374
427.75	69190
428.00	69904
428.25	69673
428.50	71005
428.75	70890
429.00	72306
429.25	73317
429.50	73194
429.75	74613
430.00	76072
430.25	78310
430.50	78297
