Wavelength (nm)	I11 abs e
200.00	16934
201.00	16417
202.00	15708
203.00	14329
204.00	13302
205.00	12359
206.00	11463
207.00	10727
208.00	10073
209.00	9652.2
210.00	9303.4
211.00	9077.7
212.00	8900.0
213.00	8807.0
214.00	8771.6
215.00	8724.5
216.00	8710.6
217.00	8704.9
218.00	8693.8
219.00	8661.2
220.00	8630.7
221.00	8566.0
222.00	8483.3
223.00	8423.5
224.00	8398.7
225.00	8435.7
226.00	8566.3
227.00	8771.6
228.00	9029.1
229.00	9367.1
230.00	9749.2
231.00	10163
232.00	10560
233.00	10963
234.00	11355
235.00	11720
236.00	12047
237.00	12280
238.00	12350
239.00	12247
240.00	11979
241.00	11576
242.00	11116
243.00	10646
244.00	10203
245.00	9841.4
246.00	9562.4
247.00	9390.8
248.00	9312.2
249.00	9336.3
250.00	9450.1
251.00	9629.2
252.00	9846.4
253.00	10090
254.00	10372
255.00	10689
256.00	11065
257.00	11491
258.00	12011
259.00	12629
260.00	13301
261.00	14019
262.00	14786
263.00	15589
264.00	16367
265.00	17129
266.00	17871
267.00	18530
268.00	19238
269.00	19997
270.00	20875
271.00	21866
272.00	22970
273.00	24190
274.00	25529
275.00	26986
276.00	28619
277.00	30541
278.00	32865
279.00	35556
280.00	38480
281.00	41259
282.00	43246
283.00	43952
284.00	43065
285.00	40658
286.00	37207
287.00	33165
288.00	29130
289.00	25397
290.00	22099
291.00	19381
292.00	17131
293.00	15305
294.00	13811
295.00	12554
296.00	11479
297.00	10584
298.00	9840.2
299.00	9250.6
300.00	8774.6
301.00	8406.2
302.00	8109.9
303.00	7878.4
304.00	7682.5
305.00	7530.2
306.00	7402.0
307.00	7300.8
308.00	7251.0
309.00	7211.5
310.00	7198.5
311.00	7207.7
312.00	7233.5
313.00	7231.8
314.00	7161.6
315.00	7024.5
316.00	6824.3
317.00	6576.7
318.00	6212.8
319.00	5843.1
320.00	5446.5
321.00	5039.6
322.00	4667.1
323.00	4320.2
324.00	3996.9
325.00	3725.4
326.00	3510.0
327.00	3304.5
328.00	3112.5
329.00	2964.1
330.00	2816.6
331.00	2694.0
332.00	2589.3
333.00	2466.2
334.00	2345.5
335.00	2236.7
336.00	2141.1
337.00	2060.6
338.00	1973.9
339.00	1880.6
340.00	1800.9
341.00	1727.7
342.00	1669.9
343.00	1595.6
344.00	1545.4
345.00	1489.3
346.00	1418.1
347.00	1376.5
348.00	1334.3
349.00	1302.8
350.00	1273.3
351.00	1235.3
352.00	1204.9
353.00	1175.2
354.00	1140.2
355.00	1128.0
356.00	1157.5
357.00	1202.6
358.00	1256.9
359.00	1260.7
360.00	1218.0
361.00	1175.1
362.00	1204.8
363.00	1229.6
364.00	1237.7
365.00	1199.2
366.00	1165.8
367.00	1153.5
368.00	1132.6
369.00	1088.0
370.00	1063.5
371.00	1010.9
372.00	949.62
373.00	908.88
374.00	869.61
375.00	826.18
376.00	800.09
377.00	786.13
378.00	735.03
379.00	700.21
380.00	717.26
381.00	725.14
382.00	653.74
383.00	641.02
384.00	651.17
385.00	618.62
386.00	628.51
387.00	554.20
388.00	589.36
389.00	604.35
390.00	646.54
391.00	574.11
392.00	536.21
393.00	507.72
394.00	571.76
395.00	552.70
396.00	573.73
397.00	554.03
398.00	523.83
399.00	535.57
400.00	594.24
401.00	585.38
402.00	560.15
403.00	564.35
404.00	576.81
405.00	561.82
406.00	569.62
407.00	663.37
408.00	616.60
409.00	617.54
410.00	653.74
411.00	665.17
412.00	659.61
413.00	644.31
414.00	702.31
415.00	779.02
416.00	746.04
417.00	749.94
418.00	800.69
419.00	824.46
420.00	827.55
421.00	818.68
422.00	820.87
423.00	882.67
424.00	950.43
425.00	994.16
426.00	1001.5
427.00	1001.9
428.00	964.48
429.00	1080.9
430.00	1017.1
431.00	1123.5
432.00	1189.6
433.00	1180.7
434.00	1170.5
435.00	1213.3
436.00	1240.3
437.00	1271.7
438.00	1287.3
439.00	1318.4
440.00	1384.1
441.00	1352.8
442.00	1398.5
443.00	1475.9
444.00	1469.6
445.00	1533.8
446.00	1574.0
447.00	1600.2
448.00	1634.6
449.00	1667.3
450.00	1689.3
451.00	1758.9
452.00	1811.8
453.00	1831.9
454.00	1874.1
455.00	1892.7
456.00	1962.8
457.00	1994.7
458.00	1967.6
459.00	2053.9
460.00	2112.2
461.00	2156.7
462.00	2200.3
463.00	2171.2
464.00	2149.8
465.00	2197.4
466.00	2264.7
467.00	2321.3
468.00	2264.8
469.00	2302.1
470.00	2327.1
471.00	2287.1
472.00	2285.1
473.00	2233.8
474.00	2309.1
475.00	2329.0
476.00	2281.9
477.00	2306.6
478.00	2326.7
479.00	2316.1
480.00	2310.6
481.00	2318.3
482.00	2344.7
483.00	2348.7
484.00	2314.0
485.00	2339.6
486.00	2097.0
487.00	2671.2
488.00	2648.4
489.00	2485.6
490.00	2474.7
491.00	2556.7
492.00	2542.5
493.00	2563.0
494.00	2659.2
495.00	2716.2
496.00	2743.7
497.00	2808.2
498.00	2862.3
499.00	2903.2
500.00	3023.4
501.00	3111.2
502.00	3163.6
503.00	3239.8
504.00	3368.1
505.00	3466.1
506.00	3581.0
507.00	3696.6
508.00	3833.8
509.00	3963.1
510.00	4107.6
511.00	4208.8
512.00	4366.0
513.00	4565.0
514.00	4687.7
515.00	4866.2
516.00	5046.4
517.00	5169.9
518.00	5340.1
519.00	5594.5
520.00	5757.8
521.00	5967.5
522.00	6185.9
523.00	6424.6
524.00	6648.6
525.00	6907.4
526.00	7148.9
527.00	7462.0
528.00	7732.0
529.00	8002.6
530.00	8344.6
531.00	8669.0
532.00	9056.7
533.00	9385.3
534.00	9755.0
535.00	10182
536.00	10640
537.00	11119
538.00	11589
539.00	12062
540.00	12605
541.00	13122
542.00	13699
543.00	14250
544.00	14876
545.00	15516
546.00	16165
547.00	16859
548.00	17554
549.00	18316
550.00	19083
551.00	19878
552.00	20641
553.00	21370
554.00	22107
555.00	22888
556.00	23590
557.00	24221
558.00	24876
559.00	25471
560.00	25984
561.00	26468
562.00	26938
563.00	27375
564.00	27699
565.00	28081
566.00	28463
567.00	28800
568.00	29130
569.00	29525
570.00	29929
571.00	30422
572.00	30925
573.00	31513
574.00	32081
575.00	32783
576.00	33556
577.00	34372
578.00	35251
579.00	36378
580.00	37567
581.00	38877
582.00	40158
583.00	41716
584.00	43446
585.00	44973
586.00	46557
587.00	48208
588.00	49644
589.00	51027
590.00	52392
591.00	53620
592.00	54917
593.00	56125
594.00	57600
595.00	59185
596.00	60965
597.00	63211
598.00	65493
599.00	68050
600.00	70567
601.00	72954
602.00	74997
603.00	76671
604.00	77544
605.00	77600
606.00	76822
607.00	75096
608.00	72441
609.00	68864
610.00	64494
611.00	59853
612.00	54714
613.00	49458
614.00	44474
615.00	39739
616.00	35373
617.00	31357
618.00	27835
619.00	24616
620.00	21809
621.00	19563
622.00	17195
623.00	15348
624.00	13669
625.00	12134
626.00	10722
627.00	9421.7
628.00	8307.9
629.00	7251.2
630.00	6345.4
631.00	5558.6
632.00	4804.1
633.00	4180.8
634.00	3666.4
635.00	3197.8
636.00	2778.6
637.00	2451.5
638.00	2158.0
639.00	1908.5
640.00	1736.7
641.00	1571.4
642.00	1434.1
643.00	1273.8
644.00	1158.7
645.00	1076.4
646.00	986.58
647.00	889.61
648.00	829.22
649.00	724.28
650.00	713.83
651.00	666.84
652.00	598.01
653.00	556.30
654.00	568.76
655.00	195.10
656.00	97.270
657.00	839.11
658.00	606.41
659.00	447.97
660.00	442.11
661.00	412.68
662.00	386.08
663.00	381.71
664.00	380.64
665.00	374.05
666.00	361.11
667.00	341.41
668.00	321.79
669.00	329.80
670.00	298.36
671.00	302.48
672.00	285.34
673.00	296.82
674.00	287.66
675.00	276.18
676.00	272.71
677.00	280.08
678.00	278.32
679.00	269.58
680.00	243.71
681.00	252.02
682.00	246.32
683.00	232.06
684.00	240.20
685.00	221.61
686.00	229.45
687.00	226.15
688.00	227.74
689.00	215.19
690.00	214.80
691.00	206.79
692.00	219.43
693.00	196.73
694.00	215.91
695.00	197.92
696.00	203.49
697.00	191.84
698.00	194.20
699.00	198.82
700.00	187.73
