Wavelength (nm)	H04 abs e
220.00	9513.5
221.00	9341.3
222.00	9156.5
223.00	8877.5
224.00	8384.2
225.00	7698.3
226.00	6878.0
227.00	6088.0
228.00	5384.7
229.00	4829.2
230.00	4388.8
231.00	4044.8
232.00	3751.2
233.00	3496.3
234.00	3278.0
235.00	3088.1
236.00	2933.4
237.00	2804.4
238.00	2698.1
239.00	2591.2
240.00	2475.3
241.00	2354.0
242.00	2235.9
243.00	2134.7
244.00	2055.4
245.00	1996.8
246.00	1960.5
247.00	1948.3
248.00	1952.2
249.00	1946.7
250.00	1906.1
251.00	1829.8
252.00	1738.8
253.00	1659.7
254.00	1611.2
255.00	1589.4
256.00	1586.6
257.00	1596.6
258.00	1626.4
259.00	1669.1
260.00	1705.6
261.00	1686.7
262.00	1598.0
263.00	1436.6
264.00	1245.1
265.00	1086.8
266.00	976.68
267.00	924.21
268.00	915.13
269.00	932.72
270.00	970.40
271.00	1023.1
272.00	1081.1
273.00	1149.1
274.00	1223.6
275.00	1301.2
276.00	1380.5
277.00	1468.7
278.00	1561.9
279.00	1652.6
280.00	1749.9
281.00	1852.3
282.00	1954.8
283.00	2065.0
284.00	2175.5
285.00	2286.5
286.00	2403.6
287.00	2525.3
288.00	2650.3
289.00	2777.1
290.00	2912.3
291.00	3049.0
292.00	3187.5
293.00	3334.7
294.00	3491.3
295.00	3649.4
296.00	3812.0
297.00	3977.3
298.00	4151.5
299.00	4327.5
300.00	4515.6
301.00	4709.5
302.00	4910.5
303.00	5126.5
304.00	5346.0
305.00	5574.7
306.00	5808.0
307.00	6051.2
308.00	6299.5
309.00	6555.7
310.00	6819.8
311.00	7091.9
312.00	7357.9
313.00	7629.2
314.00	7905.8
315.00	8186.0
316.00	8474.7
317.00	8754.9
318.00	9056.5
319.00	9349.8
320.00	9638.9
321.00	9909.9
322.00	10190
323.00	10474
324.00	10718
325.00	10970
326.00	11193
327.00	11398
328.00	11587
329.00	11778
330.00	11942
331.00	12061
332.00	12184
333.00	12309
334.00	12390
335.00	12479
336.00	12553
337.00	12584
338.00	12600
339.00	12592
340.00	12554
341.00	12493
342.00	12393
343.00	12250
344.00	12063
345.00	11867
346.00	11640
347.00	11368
348.00	11111
349.00	10839
350.00	10535
351.00	10248
352.00	9951.8
353.00	9636.6
354.00	9319.0
355.00	9020.0
356.00	8702.8
357.00	8375.3
358.00	8054.9
359.00	7718.9
360.00	7353.8
361.00	6973.2
362.00	6571.1
363.00	6146.1
364.00	5722.2
365.00	5276.7
366.00	4830.0
367.00	4392.2
368.00	3964.8
369.00	3552.9
370.00	3154.5
371.00	2791.0
372.00	2455.7
373.00	2142.9
374.00	1863.4
375.00	1611.9
376.00	1394.7
377.00	1197.1
378.00	1029.4
379.00	891.17
380.00	771.83
381.00	673.69
382.00	587.16
383.00	517.67
384.00	463.19
385.00	418.30
386.00	379.88
387.00	345.38
388.00	326.89
389.00	308.11
390.00	289.71
391.00	281.34
392.00	274.38
393.00	262.24
394.00	256.88
395.00	256.20
396.00	254.91
397.00	248.35
398.00	248.42
399.00	251.70
400.00	247.81
401.00	248.77
402.00	249.51
403.00	245.48
404.00	241.63
405.00	240.70
406.00	241.03
407.00	239.16
408.00	236.15
409.00	234.68
410.00	234.66
411.00	229.40
412.00	225.17
413.00	223.91
414.00	227.74
415.00	223.67
416.00	216.20
417.00	213.71
418.00	205.84
419.00	201.45
420.00	197.49
421.00	191.00
422.00	185.20
423.00	184.82
424.00	178.16
425.00	174.48
426.00	172.89
427.00	158.67
428.00	154.21
429.00	152.11
430.00	143.36
431.00	139.24
432.00	132.84
433.00	131.72
434.00	121.84
435.00	116.99
436.00	112.54
437.00	104.42
438.00	98.166
439.00	97.579
440.00	90.898
441.00	84.725
442.00	78.925
443.00	76.129
444.00	67.232
445.00	69.167
446.00	62.493
447.00	58.235
448.00	53.997
449.00	54.872
450.00	51.001
451.00	46.536
452.00	44.280
453.00	39.534
454.00	35.336
455.00	34.489
456.00	31.232
457.00	23.930
458.00	22.269
459.00	23.557
460.00	18.691
461.00	19.212
462.00	18.738
463.00	24.051
464.00	17.016
465.00	13.158
466.00	12.665
467.00	11.196
468.00	12.611
469.00	8.9338
470.00	15.521
471.00	11.096
472.00	6.8848
473.00	6.9049
474.00	8.6067
475.00	7.0317
476.00	12.177
477.00	14.740
478.00	11.150
479.00	13.192
480.00	13.185
481.00	10.649
482.00	9.5278
483.00	12.571
484.00	10.108
485.00	5.2230
486.00	5.5700
487.00	5.9238
488.00	6.6846
489.00	11.597
490.00	6.8248
491.00	9.1540
492.00	12.271
493.00	10.976
494.00	8.0995
495.00	5.4699
496.00	9.0539
497.00	8.3865
498.00	3.9477
499.00	3.7347
500.00	4.1685
