Wavelength (nm)	F06 abs e
247.50	8831.1
247.75	8962.1
248.00	9077.4
248.25	9193.9
248.50	9307.4
248.75	9366.1
249.00	9536.9
249.25	9647.4
249.50	9769.7
249.75	9853.6
250.00	9990.1
250.25	10080
250.50	10169
250.75	10299
251.00	10384
251.25	10469
251.50	10614
251.75	10739
252.00	10805
252.25	10906
252.50	10967
252.75	11042
253.00	11190
253.25	11264
253.50	11339
253.75	11474
254.00	11525
254.25	11613
254.50	11712
254.75	11782
255.00	11804
255.25	11896
255.50	11869
255.75	11956
256.00	12083
256.25	12129
256.50	12252
256.75	12297
257.00	12308
257.25	12423
257.50	12465
257.75	12494
258.00	12599
258.25	12643
258.50	12699
258.75	12744
259.00	12822
259.25	12856
259.50	12898
259.75	12919
260.00	12946
260.25	12927
260.50	12939
260.75	12956
261.00	13000
261.25	12940
261.50	12863
261.75	12813
262.00	12736
262.25	12645
262.50	12551
262.75	12477
263.00	12378
263.25	12271
263.50	12171
263.75	12046
264.00	11978
264.25	11819
264.50	11708
264.75	11614
265.00	11486
265.25	11404
265.50	11301
265.75	11179
266.00	11085
266.25	11022
266.50	10879
266.75	10830
267.00	10723
267.25	10667
267.50	10531
267.75	10440
268.00	10337
268.25	10186
268.50	10053
268.75	9851.9
269.00	9724.4
269.25	9549.6
269.50	9300.7
269.75	9086.1
270.00	8849.1
270.25	8586.1
270.50	8337.4
270.75	8039.8
271.00	7734.3
271.25	7461.0
271.50	7167.6
271.75	6870.4
272.00	6579.7
272.25	6341.3
272.50	6045.0
272.75	5786.8
273.00	5542.6
273.25	5279.8
273.50	5072.1
273.75	4842.6
274.00	4659.9
274.25	4423.1
274.50	4250.8
274.75	4086.8
275.00	3882.3
275.25	3687.4
275.50	3524.7
275.75	3361.3
276.00	3207.9
276.25	3052.4
276.50	2928.8
276.75	2804.2
277.00	2689.4
277.25	2616.3
277.50	2506.6
277.75	2404.3
278.00	2335.1
278.25	2240.4
278.50	2147.6
278.75	2039.4
279.00	1949.3
279.25	1870.6
279.50	1775.7
279.75	1686.4
280.00	1608.9
280.25	1521.8
280.50	1448.4
280.75	1343.5
281.00	1254.2
281.25	1173.6
281.50	1093.3
281.75	1029.9
282.00	959.92
282.25	873.73
282.50	816.78
282.75	761.90
283.00	699.37
283.25	645.60
283.50	581.16
283.75	553.84
284.00	514.73
284.25	461.04
284.50	435.87
284.75	395.49
285.00	375.81
285.25	329.37
285.50	318.62
285.75	284.45
286.00	254.82
286.25	247.41
286.50	226.22
286.75	219.93
287.00	211.96
287.25	200.73
287.50	190.45
287.75	156.92
288.00	158.35
288.25	155.49
288.50	144.41
288.75	138.92
289.00	123.07
289.25	112.87
289.50	121.63
289.75	100.44
290.00	108.01
290.25	96.780
290.50	114.22
290.75	89.771
291.00	106.02
291.25	87.540
291.50	92.798
291.75	94.550
292.00	62.768
292.25	88.178
292.50	78.540
292.75	89.373
293.00	94.630
293.25	67.627
293.50	53.528
293.75	70.176
294.00	77.185
294.25	72.167
294.50	72.725
294.75	52.015
295.00	64.441
295.25	66.591
295.50	55.918
295.75	65.237
296.00	52.652
296.25	57.909
296.50	60.697
296.75	49.704
297.00	64.600
297.25	56.157
297.50	75.831
297.75	55.519
298.00	54.245
298.25	66.751
298.50	48.669
298.75	54.643
299.00	61.493
299.25	54.165
299.50	36.243
299.75	36.004
300.00	35.685
300.25	30.110
300.50	34.729
300.75	41.022
301.00	44.288
301.25	44.766
301.50	34.968
301.75	43.014
302.00	42.217
302.25	44.288
302.50	30.747
302.75	30.348
303.00	36.482
303.25	45.244
303.50	25.091
303.75	37.039
304.00	44.527
304.25	32.499
304.50	45.722
304.75	36.562
305.00	32.658
305.25	42.934
305.50	57.192
305.75	31.145
306.00	29.950
306.25	41.978
306.50	28.118
306.75	46.837
307.00	48.828
307.25	47.713
307.50	19.834
307.75	38.553
308.00	42.376
308.25	23.100
308.50	55.679
308.75	30.906
309.00	36.880
309.25	37.119
309.50	57.909
309.75	85.310
310.00	40.704
310.25	135.81
310.50	71.530
310.75	61.493
311.00	131.75
311.25	81.885
311.50	74.318
311.75	40.305
312.00	14.975
312.25	32.658
312.50	96.860
312.75	95.267
313.00	25.649
313.25	57.431
313.50	45.244
313.75	10.992
314.00	91.921
314.25	43.491
314.50	1.2745
314.75	72.804
315.00	25.489
315.25	90.966
315.50	81.407
315.75	44.766
316.00	65.635
316.25	49.067
316.50	59.661
316.75	44.766
317.00	90.010
317.25	74.557
317.50	32.101
317.75	53.687
318.00	59.183
318.25	18.161
318.50	84.832
318.75	50.103
319.00	72.565
319.25	68.344
319.50	87.620
319.75	107.45
320.00	50.660
320.25	40.146
320.50	52.970
320.75	70.893
321.00	69.300
321.25	62.688
321.50	75.831
321.75	19.993
322.00	54.563
322.25	61.414
322.50	84.992
322.75	79.495
323.00	43.173
323.25	76.787
323.50	58.785
323.75	62.131
324.00	60.139
324.25	37.995
324.50	64.361
324.75	72.804
325.00	40.863
325.25	15.453
325.50	61.892
325.75	87.620
326.00	52.492
326.25	35.207
326.50	29.393
326.75	40.146
327.00	37.039
327.25	9.7975
327.50	70.733
327.75	48.669
328.00	4.6199
328.25	47.395
328.50	-35.685
328.75	35.765
329.00	64.441
329.25	23.657
329.50	15.294
329.75	75.114
330.00	1.9913
330.25	16.728
330.50	22.303
330.75	66.591
331.00	47.315
331.25	17.843
331.50	-10.674
331.75	16.966
332.00	10.036
332.25	0.15927
332.50	60.777
332.75	30.986
333.00	51.218
333.25	18.878
333.50	-0.95586
333.75	43.571
334.00	27.959
334.25	21.746
334.50	36.960
334.75	-3.3455
335.00	20.471
335.25	-5.4962
335.50	39.668
335.75	9.3195
336.00	56.316
336.25	39.031
336.50	-20.312
336.75	6.1334
337.00	-20.949
337.25	34.809
337.50	15.612
337.75	13.063
338.00	-8.2841
338.25	6.4521
338.50	-9.5585
338.75	10.674
339.00	-51.537
339.25	-1.2744
339.50	-20.232
339.75	-23.259
340.00	-9.3196
340.25	16.728
340.50	-8.6824
340.75	9.3993
341.00	10.037
341.25	-13.063
341.50	15.533
341.75	-2.6286
342.00	-6.4520
342.25	5.0979
342.50	15.134
342.75	46.359
343.00	16.250
343.25	22.861
343.50	10.196
343.75	2.6286
344.00	-10.913
344.25	-19.834
344.50	44.049
344.75	1.5931
345.00	-3.1862
345.25	-1.2744
345.50	6.8503
345.75	14.656
346.00	2.6286
346.25	12.506
346.50	26.445
346.75	-0.55758
347.00	0.95583
347.25	15.931
347.50	17.365
347.75	27.720
348.00	43.491
348.25	25.967
348.50	8.3637
348.75	39.907
349.00	24.773
349.25	4.4607
349.50	15.931
349.75	-8.7620
350.00	30.906
