Wavelength (nm)	F06 abs e
220.00	6031.9
220.25	5802.2
220.50	5652.5
220.75	5471.1
221.00	5317.4
221.25	5168.4
221.50	5040.5
221.75	4897.6
222.00	4789.2
222.25	4699.0
222.50	4592.8
222.75	4499.7
223.00	4423.9
223.25	4361.9
223.50	4298.5
223.75	4211.5
224.00	4182.3
224.25	4152.2
224.50	4089.3
224.75	4085.3
225.00	4088.8
225.25	4045.3
225.50	4016.1
225.75	4028.3
226.00	3983.1
226.25	3984.2
226.50	3985.6
226.75	3979.2
227.00	3992.0
227.25	3979.1
227.50	3988.4
227.75	3978.8
228.00	3970.4
228.25	3960.0
228.50	3969.5
228.75	3980.2
229.00	3999.3
229.25	3984.5
229.50	4007.3
229.75	3998.7
230.00	4009.3
230.25	4025.0
230.50	4037.1
230.75	4051.5
231.00	4076.2
231.25	4077.0
231.50	4116.2
231.75	4119.6
232.00	4154.2
232.25	4176.9
232.50	4188.9
232.75	4227.5
233.00	4226.9
233.25	4264.1
233.50	4298.8
233.75	4333.7
234.00	4369.2
234.25	4402.8
234.50	4434.5
234.75	4487.3
235.00	4533.4
235.25	4570.3
235.50	4629.0
235.75	4697.6
236.00	4755.6
236.25	4834.5
236.50	4894.8
236.75	4922.0
237.00	5004.9
237.25	5047.1
237.50	5109.1
237.75	5196.4
238.00	5244.8
238.25	5328.1
238.50	5389.5
238.75	5484.0
239.00	5539.2
239.25	5626.2
239.50	5676.7
239.75	5767.3
240.00	5866.3
240.25	5922.8
240.50	6022.5
240.75	6107.6
241.00	6181.8
241.25	6269.7
241.50	6337.2
241.75	6446.8
242.00	6553.9
242.25	6626.7
242.50	6715.4
242.75	6820.8
243.00	6946.7
243.25	7014.6
243.50	7095.1
243.75	7205.5
244.00	7320.1
244.25	7380.6
244.50	7510.3
244.75	7597.7
245.00	7724.8
245.25	7854.1
245.50	7959.5
245.75	8046.1
246.00	8173.0
246.25	8273.4
246.50	8406.6
246.75	8519.5
247.00	8602.5
247.25	8729.2
