Wavelength (nm)	F12 abs e
200.00	7059.0
201.00	7499.6
202.00	8463.8
203.00	8784.3
204.00	8804.2
205.00	8777.1
206.00	8618.6
207.00	8488.8
208.00	8387.0
209.00	8194.4
210.00	7991.1
211.00	7724.0
212.00	7339.4
213.00	6934.3
214.00	6540.0
215.00	6108.5
216.00	5668.1
217.00	5197.7
218.00	4726.8
219.00	4273.0
220.00	3836.8
221.00	3438.0
222.00	3071.4
223.00	2756.6
224.00	2485.7
225.00	2270.4
226.00	2106.6
227.00	2001.2
228.00	1946.2
229.00	1938.7
230.00	1976.6
231.00	2058.3
232.00	2175.8
233.00	2331.3
234.00	2514.4
235.00	2726.4
236.00	2962.7
237.00	3227.5
238.00	3506.4
239.00	3796.0
240.00	4107.0
241.00	4436.6
242.00	4770.0
243.00	5124.7
244.00	5480.1
245.00	5828.7
246.00	6185.3
247.00	6542.1
248.00	6893.8
249.00	7236.1
250.00	7576.3
251.00	7900.8
252.00	8187.4
253.00	8444.8
254.00	8676.9
255.00	8876.8
256.00	9046.5
257.00	9192.2
258.00	9282.8
259.00	9300.1
260.00	9282.7
261.00	9227.8
262.00	9134.7
263.00	9032.1
264.00	8810.6
265.00	8571.4
266.00	8246.0
267.00	7872.0
268.00	7492.6
269.00	7085.6
270.00	6659.0
271.00	6222.9
272.00	5746.9
273.00	5263.4
274.00	4783.7
275.00	4292.6
276.00	3791.6
277.00	3287.9
278.00	2787.2
279.00	2311.7
280.00	1873.7
281.00	1485.2
282.00	1155.1
283.00	877.99
284.00	656.37
285.00	482.73
286.00	355.06
287.00	257.39
288.00	187.10
289.00	138.10
290.00	104.01
291.00	79.028
292.00	64.811
293.00	54.507
294.00	46.393
295.00	41.607
296.00	34.636
297.00	35.242
298.00	31.701
299.00	30.837
300.00	29.630
301.00	27.720
302.00	26.301
303.00	26.814
304.00	26.810
305.00	26.606
306.00	25.590
307.00	24.383
308.00	24.819
309.00	23.426
310.00	22.536
311.00	21.063
312.00	20.770
313.00	19.491
314.00	21.566
315.00	20.940
316.00	22.236
317.00	18.602
318.00	19.796
319.00	19.534
320.00	21.274
321.00	20.440
322.00	18.657
323.00	19.517
324.00	18.161
325.00	19.271
326.00	20.008
327.00	19.064
328.00	16.184
329.00	15.443
330.00	16.637
331.00	16.594
332.00	17.035
333.00	15.489
334.00	14.883
335.00	14.947
336.00	15.324
337.00	15.307
338.00	15.794
339.00	14.312
340.00	15.671
341.00	15.472
342.00	12.592
343.00	14.396
344.00	15.201
345.00	14.697
346.00	15.502
347.00	13.532
348.00	12.618
349.00	10.432
350.00	13.774
