Wavelength (nm)	R04 abs e
400.25	23343
400.50	23540
400.75	23726
401.00	23949
401.25	24070
401.50	24164
401.75	24493
402.00	24627
402.25	24832
402.50	24976
402.75	25194
403.00	25444
403.25	25613
403.50	25587
403.75	25939
404.00	26134
404.25	26402
404.50	26475
404.75	26642
405.00	26744
405.25	27063
405.50	27236
405.75	27458
406.00	27863
406.25	27872
406.50	28182
406.75	28145
407.00	28472
407.25	28646
407.50	28751
407.75	29148
408.00	29173
408.25	29531
408.50	29641
408.75	29862
409.00	30053
409.25	30305
409.50	30572
409.75	30648
410.00	30834
410.25	30927
410.50	31207
410.75	31550
411.00	31700
411.25	31889
411.50	32218
411.75	32412
412.00	32611
412.25	32536
412.50	32946
412.75	32847
413.00	33201
413.25	33433
413.50	33480
413.75	33777
414.00	34094
414.25	34189
414.50	34531
414.75	34833
415.00	34902
415.25	35083
415.50	35412
415.75	35562
416.00	35703
416.25	35776
416.50	36109
416.75	36428
417.00	36593
417.25	36890
417.50	37135
417.75	37283
418.00	37554
418.25	37583
418.50	37952
418.75	38207
419.00	38470
419.25	38635
419.50	38896
419.75	39039
420.00	39287
420.25	39639
420.50	39668
420.75	39879
421.00	40229
421.25	40292
421.50	40890
421.75	40969
422.00	41137
422.25	41201
422.50	41430
422.75	41650
423.00	42015
423.25	41928
423.50	42245
423.75	42500
424.00	42560
424.25	42820
424.50	42994
424.75	43210
425.00	43481
425.25	43764
425.50	43947
425.75	44055
426.00	44095
426.25	44354
426.50	44644
426.75	44806
427.00	44908
427.25	45163
427.50	45277
427.75	45193
428.00	45640
428.25	45650
428.50	46018
428.75	45867
429.00	46270
429.25	46262
429.50	46307
429.75	46861
430.00	46787
430.25	47019
430.50	47168
430.75	47144
431.00	47482
431.25	47723
431.50	47608
431.75	47929
432.00	48053
432.25	48029
432.50	48465
432.75	48536
433.00	48439
433.25	48778
433.50	48965
433.75	48808
434.00	49344
434.25	49318
434.50	49544
434.75	49347
435.00	49779
435.25	49813
435.50	50178
435.75	50041
436.00	50062
436.25	50453
436.50	50225
436.75	50194
437.00	50981
437.25	50687
437.50	50700
437.75	51047
438.00	51253
438.25	51294
438.50	51565
438.75	51453
439.00	51634
439.25	51827
439.50	51757
439.75	51904
440.00	52089
440.25	52188
440.50	52260
440.75	52273
441.00	52336
441.25	52437
441.50	52536
441.75	52893
442.00	52980
442.25	52652
442.50	52871
442.75	52783
443.00	53113
443.25	52973
443.50	53291
443.75	53478
444.00	53549
444.25	53355
444.50	53705
444.75	53568
445.00	53444
445.25	53309
445.50	53529
445.75	53834
446.00	53924
446.25	54078
446.50	53781
446.75	54021
447.00	53706
447.25	54183
447.50	54298
447.75	54301
448.00	54314
448.25	54342
448.50	54175
448.75	54423
449.00	54570
449.25	54647
449.50	54548
449.75	54792
450.00	54866
450.25	54994
450.50	54608
450.75	55000
451.00	54881
451.25	54980
451.50	54686
451.75	54669
452.00	54890
452.25	54860
452.50	54757
452.75	54793
453.00	54962
453.25	54687
453.50	54918
453.75	54942
454.00	54921
454.25	54874
454.50	54858
454.75	54837
455.00	54815
455.25	54947
455.50	54891
455.75	54770
456.00	54829
456.25	54787
456.50	54630
456.75	54668
457.00	54675
457.25	54477
457.50	54389
457.75	54357
458.00	54434
458.25	54454
458.50	54484
458.75	54296
459.00	54157
459.25	54346
459.50	53960
459.75	53754
460.00	53847
460.25	53841
460.50	53744
460.75	53666
461.00	53591
461.25	53400
461.50	53142
461.75	53199
462.00	53052
462.25	52785
462.50	52623
462.75	52635
463.00	52277
463.25	52326
463.50	52105
463.75	52104
464.00	51874
464.25	51693
464.50	51582
464.75	51178
465.00	51163
465.25	50752
465.50	50657
465.75	50451
466.00	50195
466.25	50129
466.50	49914
466.75	49530
467.00	49342
467.25	49017
467.50	48847
467.75	48672
468.00	48315
468.25	47996
468.50	47832
468.75	47514
469.00	47199
469.25	47150
469.50	46765
469.75	46491
470.00	46175
470.25	45736
470.50	45313
470.75	45047
471.00	44697
471.25	44302
471.50	44093
471.75	43970
472.00	43427
472.25	43041
472.50	42712
472.75	42361
473.00	41980
473.25	41725
473.50	41234
473.75	40781
474.00	40487
474.25	39936
474.50	39687
474.75	39253
475.00	38759
475.25	38213
475.50	37890
475.75	37463
476.00	36977
476.25	36507
476.50	36000
476.75	35532
477.00	35154
477.25	34645
477.50	34092
477.75	33756
478.00	33338
478.25	32857
478.50	32488
478.75	31973
479.00	31380
479.25	30975
479.50	30624
479.75	30129
480.00	29640
480.25	29224
480.50	28814
480.75	28432
481.00	27956
481.25	27603
481.50	27070
481.75	26739
482.00	26279
482.25	25880
482.50	25400
482.75	24939
483.00	24554
483.25	24190
483.50	23805
483.75	23364
484.00	22845
484.25	22544
484.50	22136
484.75	21606
485.00	21346
485.25	20966
485.50	20425
485.75	20100
486.00	19786
486.25	19402
486.50	18956
486.75	18580
487.00	18227
487.25	17844
487.50	17451
487.75	17169
488.00	16812
488.25	16473
488.50	16054
488.75	15710
489.00	15386
489.25	15015
489.50	14698
489.75	14383
490.00	14046
490.25	13772
490.50	13437
490.75	13125
491.00	12820
491.25	12479
491.50	12214
491.75	11987
492.00	11858
492.25	11572
492.50	11322
492.75	11038
493.00	10743
493.25	10514
493.50	10224
493.75	9969.2
494.00	9659.7
494.25	9424.5
494.50	9124.6
494.75	8939.9
495.00	8637.6
495.25	8352.7
495.50	8222.2
495.75	7914.4
496.00	7734.5
496.25	7548.1
496.50	7348.6
496.75	7061.7
497.00	6849.8
497.25	6630.6
497.50	6514.0
497.75	6199.9
498.00	6119.2
498.25	5918.8
498.50	5751.1
498.75	5538.1
499.00	5430.6
499.25	5212.4
499.50	5098.6
499.75	4923.6
500.00	4798.1
500.25	4564.9
500.50	4492.6
500.75	4316.8
501.00	4235.2
501.25	4084.4
501.50	3906.8
501.75	3784.6
502.00	3685.8
502.25	3518.8
502.50	3444.8
502.75	3365.1
503.00	3183.3
503.25	3183.3
503.50	3069.6
503.75	2932.0
504.00	2827.0
504.25	2779.2
504.50	2687.5
504.75	2562.9
505.00	2535.9
505.25	2392.9
505.50	2360.5
505.75	2244.3
506.00	2177.3
506.25	2064.1
506.50	2066.5
506.75	2038.6
507.00	1897.2
507.25	1892.2
507.50	1752.5
507.75	1809.9
508.00	1736.4
508.25	1620.8
508.50	1644.9
508.75	1595.0
509.00	1500.0
509.25	1419.3
509.50	1417.8
509.75	1408.3
510.00	1333.2
510.25	1348.5
510.50	1235.1
510.75	1182.4
511.00	1150.8
511.25	1066.7
511.50	1142.6
511.75	1029.7
512.00	1001.3
512.25	976.24
512.50	954.65
512.75	942.73
513.00	881.54
513.25	883.23
513.50	880.86
513.75	771.86
514.00	816.81
514.25	759.02
514.50	750.95
514.75	739.30
515.00	659.01
515.25	651.20
515.50	609.50
515.75	637.24
516.00	617.54
516.25	582.12
516.50	541.93
516.75	560.29
517.00	520.81
517.25	523.74
517.50	522.47
517.75	466.90
518.00	431.80
518.25	446.61
518.50	453.12
518.75	400.39
519.00	436.26
519.25	397.05
519.50	410.83
519.75	381.43
520.00	375.58
520.25	362.06
520.50	392.73
520.75	327.34
521.00	341.51
521.25	305.25
521.50	308.30
521.75	287.18
522.00	247.50
522.25	288.28
522.50	320.48
522.75	268.35
523.00	286.71
523.25	283.04
523.50	271.36
523.75	271.01
524.00	249.80
524.25	224.10
524.50	248.06
524.75	237.15
525.00	250.07
525.25	205.21
525.50	171.76
525.75	218.16
526.00	257.55
526.25	183.09
526.50	199.97
526.75	169.28
527.00	226.47
527.25	212.25
527.50	176.49
527.75	192.05
528.00	243.65
528.25	215.06
528.50	153.01
528.75	152.18
529.00	188.03
529.25	157.00
529.50	189.03
529.75	213.93
530.00	164.54
530.25	138.02
530.50	199.23
530.75	153.78
531.00	165.37
531.25	118.03
531.50	119.36
531.75	134.76
532.00	161.65
532.25	188.71
532.50	105.96
532.75	144.79
533.00	136.75
533.25	107.65
533.50	107.65
533.75	149.73
534.00	104.04
534.25	107.11
534.50	125.74
534.75	212.48
535.00	142.42
535.25	142.54
535.50	116.19
535.75	127.43
536.00	157.00
536.25	73.282
536.50	50.836
536.75	89.666
537.00	155.47
537.25	139.58
537.50	95.107
537.75	76.358
538.00	117.11
538.25	162.18
538.50	137.49
538.75	115.84
539.00	102.38
539.25	100.61
539.50	68.077
539.75	119.00
540.00	102.00
540.25	100.16
540.50	128.32
540.75	119.71
541.00	94.190
541.25	108.09
541.50	49.801
541.75	113.44
542.00	44.951
542.25	106.88
542.50	75.618
542.75	153.51
543.00	92.859
543.25	135.74
543.50	125.24
543.75	100.37
544.00	96.526
544.25	121.66
544.50	104.01
544.75	111.93
545.00	82.361
545.25	120.57
545.50	106.70
545.75	97.295
546.00	66.658
546.25	104.16
546.50	120.24
546.75	104.33
547.00	81.001
547.25	129.41
547.50	160.55
547.75	68.550
548.00	139.47
548.25	105.69
548.50	94.634
548.75	68.728
549.00	57.046
549.25	37.085
549.50	90.464
549.75	77.186
550.00	97.029
550.25	111.19
550.50	106.52
550.75	116.70
551.00	69.556
551.25	98.951
551.50	103.54
551.75	92.002
552.00	62.931
552.25	97.177
552.50	104.57
552.75	80.882
553.00	107.35
553.25	125.86
553.50	90.878
553.75	140.68
554.00	55.509
554.25	82.598
554.50	56.544
554.75	46.252
555.00	92.652
555.25	112.64
555.50	55.479
555.75	92.238
556.00	96.319
556.25	140.97
556.50	50.866
556.75	43.709
557.00	27.266
557.25	104.57
557.50	53.586
557.75	83.366
558.00	41.609
558.25	77.570
558.50	63.168
558.75	74.554
559.00	48.352
559.25	55.834
559.50	77.038
559.75	44.655
560.00	88.305
560.25	102.77
560.50	74.849
560.75	107.68
561.00	76.239
561.25	87.743
561.50	108.77
561.75	74.938
562.00	30.993
562.25	107.65
562.50	99.898
562.75	87.477
563.00	144.73
563.25	47.820
563.50	85.259
563.75	9.8183
564.00	45.010
564.25	71.212
564.50	94.959
564.75	113.80
565.00	50.747
565.25	63.257
565.50	87.714
565.75	133.94
566.00	45.572
566.25	31.821
566.50	75.766
566.75	33.418
567.00	52.137
567.25	99.780
567.50	117.82
567.75	54.621
568.00	64.203
568.25	73.371
568.50	42.142
568.75	100.31
569.00	71.242
569.25	54.533
569.50	53.616
569.75	1.5674
570.00	81.237
570.25	28.597
570.50	55.154
570.75	47.524
571.00	44.596
571.25	28.597
571.50	33.861
571.75	38.948
572.00	82.479
572.25	75.234
572.50	52.108
572.75	69.319
573.00	46.193
573.25	68.343
573.50	54.326
573.75	65.416
574.00	103.68
574.25	87.921
574.50	44.685
574.75	56.514
575.00	69.852
575.25	59.501
575.50	43.029
575.75	-28.006
576.00	59.885
576.25	67.634
576.50	89.488
576.75	54.592
577.00	49.269
577.25	47.110
577.50	94.456
577.75	67.013
578.00	114.09
578.25	19.075
578.50	74.968
578.75	22.890
579.00	49.417
579.25	57.283
579.50	112.53
579.75	61.423
580.00	37.647
580.25	31.998
580.50	29.159
580.75	36.257
581.00	60.388
581.25	7.7777
581.50	64.795
581.75	24.398
582.00	52.640
582.25	17.478
582.50	25.167
582.75	87.329
583.00	62.577
583.25	30.224
583.50	52.492
583.75	-31.081
584.00	35.517
584.25	54.828
584.50	57.253
584.75	56.307
585.00	13.870
585.25	27.473
585.50	84.609
585.75	23.304
586.00	40.338
586.25	96.083
586.50	65.356
586.75	51.812
587.00	89.961
587.25	24.989
587.50	51.221
587.75	13.130
588.00	-3.6079
588.25	51.221
588.50	82.331
588.75	65.238
589.00	3.7854
589.25	79.492
589.50	-1.9518
589.75	47.761
590.00	92.091
590.25	86.442
590.50	79.759
590.75	57.697
591.00	81.474
591.25	33.122
591.50	95.403
591.75	62.577
592.00	113.35
592.25	73.992
592.50	109.83
592.75	91.736
593.00	27.119
593.25	35.310
593.50	61.157
593.75	90.405
594.00	53.912
594.25	146.36
594.50	53.232
594.75	18.838
595.00	46.045
595.25	-35.754
595.50	10.232
595.75	92.919
596.00	41.018
596.25	5.9442
596.50	87.655
596.75	73.430
597.00	65.741
597.25	59.649
597.50	120.63
597.75	63.730
598.00	72.129
598.25	38.475
598.50	-13.130
598.75	102.47
599.00	4.4655
599.25	43.739
599.50	91.913
599.75	106.58
600.00	94.102
