Wavelength (nm)	R04 abs e
250.00	12277
250.25	12309
250.50	12197
250.75	12254
251.00	11864
251.25	11796
251.50	11599
251.75	11270
252.00	11255
252.25	11189
252.50	11045
252.75	11058
253.00	11092
253.25	10814
253.50	10715
253.75	10592
254.00	10502
254.25	10366
254.50	10371
254.75	10054
255.00	10189
255.25	10081
255.50	9995.0
255.75	9890.8
256.00	9970.4
256.25	9789.3
256.50	9657.5
256.75	9806.1
257.00	9696.0
257.25	9551.5
257.50	9248.9
257.75	9121.9
258.00	9246.6
258.25	9337.9
258.50	9171.5
258.75	9164.4
259.00	8981.9
259.25	9009.9
259.50	8888.1
259.75	8959.8
260.00	8917.2
260.25	8922.6
260.50	8842.7
260.75	9009.9
261.00	8800.6
261.25	8866.2
261.50	8763.4
261.75	8705.7
262.00	8746.1
262.25	8900.0
262.50	8804.0
262.75	8711.8
263.00	8653.4
263.25	8758.4
263.50	8553.7
263.75	8598.5
264.00	8677.0
264.25	8838.6
264.50	8640.7
264.75	8628.2
265.00	8638.3
265.25	8714.9
265.50	8539.5
265.75	8525.0
266.00	8724.9
266.25	8580.9
266.50	8506.0
266.75	8475.7
267.00	8587.3
267.25	8571.2
267.50	8562.7
267.75	8475.1
268.00	8497.1
268.25	8600.9
268.50	8546.3
268.75	8607.0
269.00	8545.3
269.25	8486.9
269.50	8541.1
269.75	8642.9
270.00	8646.3
270.25	8707.6
270.50	8463.3
270.75	8535.5
271.00	8599.5
271.25	8553.0
271.50	8500.4
271.75	8570.2
272.00	8617.5
272.25	8542.0
272.50	8564.3
272.75	8721.9
273.00	8576.9
273.25	8574.3
273.50	8622.6
273.75	8571.4
274.00	8461.8
274.25	8722.1
274.50	8498.2
274.75	8586.6
275.00	8753.3
275.25	8658.2
275.50	8678.7
275.75	8387.4
276.00	8652.2
276.25	8483.2
276.50	8665.7
276.75	8658.7
277.00	8500.0
277.25	8548.3
277.50	8615.5
277.75	8584.3
278.00	8653.7
278.25	8370.6
278.50	8623.4
278.75	8588.1
279.00	8673.2
279.25	8478.8
279.50	8553.9
279.75	8452.5
280.00	8660.9
280.25	8487.6
280.50	8523.4
280.75	8551.5
281.00	8409.9
281.25	8541.5
281.50	8334.0
281.75	8437.7
282.00	8401.4
282.25	8689.4
282.50	8424.6
282.75	8445.1
283.00	8527.6
283.25	8592.1
283.50	8253.9
283.75	8313.4
284.00	8609.2
284.25	8361.5
284.50	8331.6
284.75	8246.8
285.00	8340.2
285.25	8238.1
285.50	8329.0
285.75	8253.6
286.00	8261.4
286.25	8497.6
286.50	8231.9
286.75	8340.6
287.00	8285.5
287.25	8264.5
287.50	8261.4
287.75	8237.4
288.00	8131.0
288.25	8230.5
288.50	8296.6
288.75	8164.9
289.00	8057.3
289.25	8090.7
289.50	8130.8
289.75	8146.7
290.00	7901.7
290.25	7997.8
290.50	8108.2
290.75	8095.8
291.00	8142.5
291.25	7970.2
291.50	7938.5
291.75	7835.3
292.00	7903.3
292.25	7974.3
292.50	7859.4
292.75	8051.4
293.00	7894.8
293.25	7684.5
293.50	7825.9
293.75	7767.2
294.00	7772.5
294.25	7650.1
294.50	7746.1
294.75	7949.0
295.00	7837.9
295.25	7736.7
295.50	7811.2
295.75	7772.8
296.00	7671.6
296.25	7669.4
296.50	7540.4
296.75	7636.9
297.00	7819.1
297.25	7691.6
297.50	7442.1
297.75	7543.2
298.00	7624.2
298.25	7654.3
298.50	7605.8
298.75	7655.5
299.00	7597.1
299.25	7402.3
299.50	7456.9
299.75	7495.8
300.00	7398.1
300.25	7476.2
300.50	7359.6
300.75	7619.9
301.00	7401.9
301.25	7242.1
301.50	7512.4
301.75	7477.5
302.00	7310.2
302.25	7258.1
302.50	7356.5
302.75	7099.5
303.00	7376.1
303.25	7163.3
303.50	7252.5
303.75	7328.3
304.00	7426.9
304.25	7252.4
304.50	7272.2
304.75	7236.6
305.00	7113.8
305.25	7064.7
305.50	7284.9
305.75	7181.1
306.00	7017.7
306.25	6823.3
306.50	7040.8
306.75	7021.2
307.00	7075.5
307.25	7113.7
307.50	6928.4
307.75	6851.9
308.00	6765.9
308.25	6925.5
308.50	6881.0
308.75	7111.3
309.00	6931.9
309.25	6923.1
309.50	6854.2
309.75	6848.9
310.00	6839.2
310.25	6936.0
310.50	6832.6
310.75	6551.5
311.00	6588.3
311.25	6646.7
311.50	6717.0
311.75	6730.0
312.00	6661.2
312.25	6577.5
312.50	6696.2
312.75	6608.5
313.00	6548.5
313.25	6635.5
313.50	6367.6
313.75	6588.2
314.00	6558.3
314.25	6414.6
314.50	6453.9
314.75	6375.6
315.00	6486.9
315.25	6347.5
315.50	6289.0
315.75	6241.2
316.00	6306.7
316.25	6205.6
316.50	6248.1
316.75	6391.7
317.00	6189.3
317.25	6333.4
317.50	6099.5
317.75	6230.0
318.00	6206.3
318.25	6137.8
318.50	6062.9
318.75	5940.9
319.00	5893.5
319.25	5980.2
319.50	6024.7
319.75	5930.3
320.00	6039.5
320.25	5845.0
320.50	5782.7
320.75	6025.3
321.00	5915.3
321.25	5859.8
321.50	5846.0
321.75	5657.3
322.00	5899.2
322.25	5650.9
322.50	5588.7
322.75	5726.6
323.00	5709.3
323.25	5573.6
323.50	5508.1
323.75	5667.4
324.00	5720.1
324.25	5516.0
324.50	5355.2
324.75	5481.8
325.00	5358.3
325.25	5462.3
325.50	5594.2
325.75	5239.0
326.00	5224.4
326.25	5180.6
326.50	5282.5
326.75	5340.9
327.00	5086.9
327.25	5127.3
327.50	5342.2
327.75	5238.6
328.00	5061.1
328.25	4926.2
328.50	5197.7
328.75	5108.1
329.00	4959.1
329.25	5060.1
329.50	4952.1
329.75	4896.5
330.00	4881.9
330.25	5001.3
330.50	4995.3
330.75	4787.1
331.00	4860.9
331.25	4954.2
331.50	4609.4
331.75	4777.1
332.00	4832.0
332.25	4685.1
332.50	4767.1
332.75	4825.4
333.00	4852.8
333.25	4729.4
333.50	4731.5
333.75	4683.3
334.00	4382.6
334.25	4639.7
334.50	4553.7
334.75	4454.0
335.00	4604.3
335.25	4914.1
335.50	4753.8
335.75	4368.6
336.00	4590.7
336.25	4624.3
336.50	4837.7
336.75	4562.4
337.00	4472.7
337.25	4500.9
337.50	4456.2
337.75	4562.6
338.00	4298.8
338.25	4430.2
338.50	4279.8
338.75	4414.2
339.00	4381.4
339.25	4377.6
339.50	4420.9
339.75	4662.6
340.00	4425.7
340.25	4361.0
340.50	4262.3
340.75	4471.7
341.00	4402.0
341.25	4391.5
341.50	4414.0
341.75	4569.3
342.00	4228.7
342.25	4207.6
342.50	4386.8
342.75	4366.5
343.00	4265.6
343.25	4201.6
343.50	4215.8
343.75	4415.4
344.00	4503.0
344.25	4287.6
344.50	4496.9
344.75	4386.8
345.00	4382.1
345.25	4586.8
345.50	4329.9
345.75	4257.0
346.00	4539.4
346.25	4532.8
346.50	4587.9
346.75	4415.2
347.00	4402.6
347.25	4564.3
347.50	4416.8
347.75	4659.2
348.00	4427.3
348.25	4699.2
348.50	4718.4
348.75	4285.0
349.00	4596.6
349.25	4835.3
349.50	4717.7
349.75	4755.1
350.00	4669.9
350.25	4601.5
350.50	4574.9
350.75	4768.5
351.00	4831.5
351.25	4759.0
351.50	4944.5
351.75	4873.9
352.00	4856.8
352.25	4992.5
352.50	5099.7
352.75	4893.4
353.00	4981.8
353.25	5077.0
353.50	5186.1
353.75	5241.5
354.00	5169.5
354.25	4998.4
354.50	5168.0
354.75	5226.8
355.00	5271.2
355.25	5355.7
355.50	5354.4
355.75	5310.0
356.00	5210.9
356.25	5474.9
356.50	5255.0
356.75	5497.8
357.00	5430.7
357.25	5615.8
357.50	5714.1
357.75	5686.5
358.00	5629.8
358.25	5877.1
358.50	5830.7
358.75	5696.6
359.00	5831.7
359.25	5851.4
359.50	5928.5
359.75	6048.9
360.00	5965.8
360.25	6022.4
360.50	6100.7
360.75	6100.9
361.00	6163.9
361.25	6251.7
361.50	6225.6
361.75	6248.6
362.00	6414.8
362.25	6371.0
362.50	6491.1
362.75	6478.0
363.00	6699.1
363.25	6573.8
363.50	6750.3
363.75	6691.8
364.00	6706.6
364.25	6737.9
364.50	6893.5
364.75	6793.6
365.00	7000.2
365.25	7025.6
365.50	7019.9
365.75	7106.9
366.00	7253.4
366.25	7187.6
366.50	7322.7
366.75	7468.4
367.00	7419.9
367.25	7471.4
367.50	7512.5
367.75	7631.6
368.00	7745.4
368.25	7754.1
368.50	7759.9
368.75	7814.6
369.00	8056.9
369.25	8006.2
369.50	8147.5
369.75	8237.9
370.00	8216.6
370.25	8398.3
370.50	8344.9
370.75	8446.5
371.00	8426.0
371.25	8603.2
371.50	8606.3
371.75	8741.0
372.00	8960.3
372.25	8910.9
372.50	8978.3
372.75	8918.0
373.00	9080.4
373.25	9143.7
373.50	9260.3
373.75	9333.1
374.00	9414.8
374.25	9545.7
374.50	9407.5
374.75	9640.8
375.00	9710.6
375.25	9832.9
375.50	9834.2
375.75	10037
376.00	9974.4
376.25	10190
376.50	10185
376.75	10385
377.00	10443
377.25	10552
377.50	10612
377.75	10744
378.00	10819
378.25	10857
378.50	10956
378.75	11123
379.00	11376
379.25	11274
379.50	11404
379.75	11511
380.00	11574
380.25	11716
380.50	11804
380.75	12041
381.00	12049
381.25	12181
381.50	12176
381.75	12343
382.00	12399
382.25	12565
382.50	12583
382.75	12936
383.00	12853
383.25	13026
383.50	13055
383.75	13141
384.00	13361
384.25	13547
384.50	13555
384.75	13661
385.00	13800
385.25	13945
385.50	14032
385.75	14146
386.00	14265
386.25	14378
386.50	14632
386.75	14598
387.00	14814
387.25	14963
387.50	15024
387.75	15152
388.00	15237
388.25	15365
388.50	15644
388.75	15720
389.00	15782
389.25	15890
389.50	16101
389.75	16217
390.00	16353
390.25	16636
390.50	16768
390.75	16940
391.00	16915
391.25	17171
391.50	17380
391.75	17323
392.00	17525
392.25	17662
392.50	17964
392.75	18094
393.00	18322
393.25	18377
393.50	18580
393.75	18697
394.00	18963
394.25	19093
394.50	19272
394.75	19401
395.00	19618
395.25	19833
395.50	19855
395.75	20033
396.00	20320
396.25	20551
396.50	20709
396.75	20904
397.00	21039
397.25	21112
397.50	21521
397.75	21603
398.00	21708
398.25	22059
398.50	22112
398.75	22220
399.00	22468
399.25	22751
399.50	22922
399.75	23080
400.00	23235
