Wavelength (nm)	G07 abs e
330.00	1034.4
331.00	993.74
332.00	952.11
333.00	912.89
334.00	874.65
335.00	839.50
336.00	804.34
337.00	769.27
338.00	736.05
339.00	704.78
340.00	674.50
341.00	645.96
342.00	617.05
343.00	590.42
344.00	565.54
345.00	541.76
346.00	519.57
347.00	497.10
348.00	477.58
349.00	458.90
350.00	441.52
351.00	424.63
352.00	409.88
353.00	395.43
354.00	383.09
355.00	369.99
356.00	358.66
357.00	349.73
358.00	340.74
359.00	331.07
360.00	323.83
361.00	317.80
362.00	311.17
363.00	305.49
364.00	301.29
365.00	297.66
366.00	294.98
367.00	292.83
368.00	293.69
369.00	293.58
370.00	294.85
371.00	299.09
372.00	300.11
373.00	302.19
374.00	307.26
375.00	311.47
376.00	317.04
377.00	322.32
378.00	329.34
379.00	335.89
380.00	343.62
381.00	352.79
382.00	363.55
383.00	372.29
384.00	380.94
385.00	392.78
386.00	402.82
387.00	414.47
388.00	427.62
389.00	437.98
390.00	451.08
391.00	464.36
392.00	479.86
393.00	494.81
394.00	509.09
395.00	525.21
396.00	540.42
397.00	559.00
398.00	574.94
399.00	590.47
400.00	608.25
401.00	626.23
402.00	642.32
403.00	662.83
404.00	679.48
405.00	697.73
406.00	718.05
407.00	735.48
408.00	756.60
409.00	778.33
410.00	794.89
411.00	815.85
412.00	836.84
413.00	856.49
414.00	875.57
415.00	896.78
416.00	917.26
417.00	936.07
418.00	956.22
419.00	977.17
420.00	998.54
421.00	1020.4
422.00	1039.4
423.00	1058.5
424.00	1077.7
425.00	1096.8
426.00	1118.9
427.00	1138.1
428.00	1154.6
429.00	1173.3
430.00	1192.4
431.00	1208.2
432.00	1225.0
433.00	1243.4
434.00	1263.4
435.00	1277.4
436.00	1292.2
437.00	1308.6
438.00	1324.3
439.00	1338.5
440.00	1352.3
441.00	1367.9
442.00	1377.6
443.00	1388.7
444.00	1400.3
445.00	1411.9
446.00	1423.9
447.00	1430.9
448.00	1439.7
449.00	1450.4
450.00	1455.4
451.00	1460.8
452.00	1466.8
453.00	1470.4
454.00	1473.6
455.00	1475.6
456.00	1477.2
457.00	1476.3
458.00	1480.0
459.00	1475.5
460.00	1476.7
461.00	1472.5
462.00	1466.2
463.00	1460.5
464.00	1457.6
465.00	1451.3
466.00	1444.3
467.00	1435.4
468.00	1427.5
469.00	1421.9
470.00	1411.8
471.00	1397.4
472.00	1389.2
473.00	1375.6
474.00	1364.9
475.00	1348.8
476.00	1337.2
477.00	1318.6
478.00	1308.3
479.00	1290.1
480.00	1275.4
481.00	1258.0
482.00	1240.0
483.00	1217.0
484.00	1197.1
485.00	1173.4
486.00	1158.3
487.00	1141.1
488.00	1117.9
489.00	1097.1
490.00	1074.8
491.00	1052.7
492.00	1029.2
493.00	1001.5
494.00	978.43
495.00	951.08
496.00	928.50
497.00	905.66
498.00	877.44
499.00	851.29
500.00	829.33
501.00	804.63
502.00	777.59
503.00	757.12
504.00	729.46
505.00	705.03
506.00	681.45
507.00	658.38
508.00	633.45
509.00	611.51
510.00	589.48
511.00	568.17
512.00	547.08
513.00	527.71
514.00	508.68
515.00	486.70
516.00	468.52
517.00	454.23
518.00	435.49
519.00	421.78
520.00	407.23
521.00	388.98
522.00	374.88
523.00	358.04
524.00	351.35
525.00	337.81
526.00	325.40
527.00	320.59
528.00	309.97
529.00	299.26
530.00	289.75
531.00	281.41
532.00	272.44
533.00	262.98
534.00	253.18
535.00	245.23
536.00	238.30
537.00	224.48
538.00	214.50
539.00	209.01
540.00	200.94
541.00	189.07
542.00	182.25
543.00	173.02
544.00	165.90
545.00	159.04
546.00	150.83
547.00	144.57
548.00	137.87
549.00	131.88
550.00	126.11
551.00	123.30
552.00	116.12
553.00	112.94
554.00	109.81
555.00	105.60
556.00	104.03
557.00	102.74
558.00	100.89
559.00	98.206
560.00	98.554
561.00	98.940
562.00	97.850
563.00	97.017
564.00	97.580
565.00	96.745
566.00	95.715
567.00	93.940
568.00	94.959
569.00	94.516
570.00	92.454
571.00	89.436
572.00	87.570
573.00	84.975
574.00	81.771
575.00	78.526
576.00	73.994
577.00	70.250
578.00	67.037
579.00	61.831
580.00	57.748
581.00	53.112
582.00	50.249
583.00	45.450
584.00	40.417
585.00	38.210
586.00	34.755
587.00	31.175
588.00	28.312
589.00	25.771
590.00	23.292
591.00	20.388
592.00	18.259
593.00	17.525
594.00	15.051
595.00	13.697
596.00	12.829
597.00	10.830
598.00	10.897
599.00	9.9013
600.00	8.6555
