Wavelength (nm)	P02 abs e
640.60	233.74
640.80	234.07
641.00	237.35
641.20	234.40
641.40	236.04
641.60	238.66
641.80	230.46
642.00	233.08
642.20	228.81
642.40	230.78
642.60	229.80
642.80	223.89
643.00	222.91
643.20	221.92
643.40	216.67
643.60	220.28
643.80	223.56
644.00	219.62
644.20	214.04
644.40	217.98
644.60	218.97
644.80	215.03
645.00	213.39
645.20	219.29
645.40	211.42
645.60	209.45
645.80	210.43
646.00	205.18
646.20	210.10
646.40	210.10
646.60	200.91
646.80	196.64
647.00	205.18
647.20	203.21
647.40	194.02
647.60	201.24
647.80	209.77
648.00	192.05
648.20	195.00
648.40	196.97
648.60	198.61
648.80	191.06
649.00	190.73
649.20	190.08
649.40	196.64
649.60	191.72
649.80	189.75
650.00	189.09
650.20	198.28
650.40	188.76
650.60	188.44
650.80	192.70
651.00	184.50
651.20	191.39
651.40	180.89
651.60	178.92
651.80	181.54
652.00	181.21
652.20	174.32
652.40	173.66
652.60	179.57
652.80	182.86
653.00	176.29
653.20	169.40
653.40	165.13
653.60	181.21
653.80	179.24
654.00	170.05
654.20	175.96
654.40	166.44
654.60	163.81
654.80	158.89
655.00	169.07
655.20	176.95
655.40	161.52
655.60	154.29
655.80	154.95
656.00	162.50
656.20	161.19
656.40	172.02
656.60	163.49
656.80	161.52
657.00	163.81
657.20	156.92
657.40	144.77
657.60	161.84
657.80	170.71
658.00	156.59
658.20	158.56
658.40	149.37
658.60	152.98
658.80	160.53
659.00	157.58
659.20	141.16
659.40	139.19
659.60	141.49
659.80	150.68
660.00	155.61
660.20	141.16
660.40	156.92
660.60	147.73
660.80	154.62
661.00	137.88
661.20	144.77
661.40	147.73
661.60	140.51
661.80	141.16
662.00	144.77
662.20	132.96
662.40	138.54
662.60	137.22
662.80	128.69
663.00	130.66
663.20	139.52
663.40	121.47
663.60	120.81
663.80	121.47
664.00	120.48
664.20	131.64
664.40	129.34
664.60	124.42
664.80	119.50
665.00	124.75
665.20	123.76
665.40	127.05
665.60	122.78
665.80	123.11
666.00	121.79
666.20	118.51
666.40	122.78
666.60	128.69
666.80	128.03
667.00	127.05
667.20	127.05
667.40	117.53
667.60	123.76
667.80	106.36
668.00	129.34
668.20	139.85
668.40	114.24
668.60	119.82
668.80	123.76
669.00	118.84
669.20	119.82
669.40	121.14
669.60	126.39
669.80	127.05
670.00	114.24
670.20	120.81
670.40	122.12
670.60	119.82
670.80	113.59
671.00	119.17
671.20	111.29
671.40	108.01
671.60	95.203
671.80	112.93
672.00	118.51
672.20	120.81
672.40	128.36
672.60	125.73
672.80	121.47
673.00	125.08
673.20	127.37
673.40	132.96
673.60	121.79
673.80	103.41
674.00	104.72
674.20	129.02
674.40	114.57
674.60	123.44
674.80	128.69
675.00	127.37
675.20	123.44
675.40	112.60
675.60	132.30
675.80	115.23
676.00	111.29
676.20	128.69
676.40	111.29
676.60	104.39
676.80	110.63
677.00	92.905
677.20	83.385
677.40	105.38
677.60	106.69
677.80	116.54
678.00	94.875
678.20	111.95
678.40	102.10
678.60	102.10
678.80	107.02
679.00	101.77
679.20	89.622
679.40	76.491
679.60	100.78
679.80	105.38
680.00	102.43
680.20	96.188
680.40	97.501
680.60	88.965
680.80	91.920
681.00	91.263
681.20	96.188
681.40	86.996
681.60	92.577
681.80	99.799
682.00	99.142
682.20	100.78
682.40	93.561
682.60	92.577
682.80	89.294
683.00	93.233
683.20	84.369
683.40	87.981
683.60	97.829
683.80	90.935
684.00	90.935
684.20	88.309
684.40	93.890
684.60	86.996
684.80	89.622
685.00	88.637
685.20	82.400
685.40	91.920
685.60	91.920
685.80	90.935
686.00	98.486
686.20	101.11
686.40	93.890
686.60	96.516
686.80	96.844
687.00	97.829
687.20	96.188
687.40	98.157
687.60	93.233
687.80	92.248
688.00	91.920
688.20	94.875
688.40	95.859
688.60	86.996
688.80	87.981
689.00	88.637
689.20	87.981
689.40	77.475
689.60	88.637
689.80	78.460
690.00	83.385
690.20	78.460
690.40	83.385
690.60	72.879
690.80	77.475
691.00	83.713
691.20	81.087
691.40	75.177
691.60	83.056
691.80	82.400
692.00	74.193
692.20	80.102
692.40	75.834
692.60	67.955
692.80	75.177
693.00	68.940
693.20	61.718
693.40	68.612
693.60	67.299
693.80	66.970
694.00	63.687
694.20	72.551
694.40	76.491
694.60	83.713
694.80	82.071
695.00	77.804
695.20	75.834
695.40	78.789
695.60	79.445
695.80	69.597
696.00	73.536
696.20	72.879
696.40	77.475
696.60	82.071
696.80	80.430
697.00	78.132
697.20	77.475
697.40	68.612
697.60	78.789
697.80	76.819
698.00	66.642
698.20	63.359
698.40	69.597
698.60	71.895
698.80	71.238
699.00	78.789
699.20	57.122
699.40	65.329
699.60	70.910
699.80	76.819
700.00	77.804
700.20	73.208
700.40	77.147
700.60	60.733
700.80	68.283
701.00	68.283
701.20	72.879
701.40	76.162
701.60	69.925
701.80	64.672
702.00	66.642
702.20	66.970
702.40	67.299
702.60	72.879
702.80	81.087
703.00	68.612
703.20	70.581
703.40	71.566
703.60	65.329
703.80	52.197
704.00	56.793
704.20	67.299
704.40	59.748
704.60	70.581
704.80	75.506
705.00	76.491
705.20	68.940
705.40	57.122
705.60	65.985
705.80	72.223
706.00	75.506
706.20	65.001
706.40	68.940
706.60	65.985
706.80	65.001
707.00	64.344
707.20	74.193
707.40	66.314
707.60	59.091
707.80	53.511
708.00	58.763
708.20	66.642
708.40	78.460
708.60	66.970
708.80	67.627
709.00	65.329
709.20	70.253
709.40	59.748
709.60	61.389
709.80	57.122
710.00	63.687
710.20	81.087
710.40	68.283
710.60	64.016
710.80	69.597
711.00	59.091
711.20	74.521
711.40	62.374
711.60	64.672
711.80	64.016
712.00	65.657
712.20	70.581
712.40	62.046
712.60	59.748
712.80	62.703
713.00	59.420
713.20	61.389
713.40	72.223
713.60	64.344
713.80	59.748
714.00	72.223
714.20	63.031
714.40	68.612
714.60	67.299
714.80	65.657
715.00	68.612
715.20	55.480
715.40	63.031
715.60	49.571
715.80	57.778
716.00	59.420
716.20	59.091
716.40	50.556
716.60	59.748
716.80	68.283
717.00	65.329
717.20	71.895
717.40	51.541
717.60	63.687
717.80	60.076
718.00	53.839
718.20	77.804
718.40	56.793
718.60	50.228
718.80	68.940
719.00	55.480
719.20	60.405
719.40	62.046
719.60	56.137
719.80	62.046
720.00	45.632
720.20	44.647
720.40	65.657
720.60	75.177
720.80	60.405
721.00	61.389
721.20	73.208
721.40	65.657
721.60	60.076
721.80	67.299
722.00	61.061
722.20	56.465
722.40	58.763
722.60	62.374
722.80	68.283
723.00	57.778
723.20	61.718
723.40	63.359
723.60	61.061
723.80	66.970
724.00	53.182
724.20	59.091
724.40	66.642
724.60	63.687
724.80	53.511
725.00	54.495
725.20	63.359
725.40	72.551
725.60	53.839
725.80	52.526
726.00	64.672
726.20	60.733
726.40	59.091
726.60	61.718
726.80	46.617
727.00	56.793
727.20	71.895
727.40	56.465
727.60	57.122
727.80	73.864
728.00	56.793
728.20	56.465
728.40	56.465
728.60	56.137
728.80	55.152
729.00	66.970
729.20	60.076
729.40	60.405
729.60	48.915
729.80	38.409
730.00	48.586
730.20	50.228
730.40	37.425
730.60	55.809
730.80	62.374
731.00	45.632
731.20	47.930
731.40	55.809
731.60	57.450
731.80	54.824
732.00	65.329
732.20	66.970
732.40	52.854
732.60	63.031
732.80	67.955
733.00	51.213
733.20	66.314
733.40	53.839
733.60	58.107
733.80	59.091
734.00	57.122
734.20	54.495
734.40	61.718
734.60	48.586
734.80	51.869
735.00	46.945
735.20	45.960
735.40	68.612
735.60	53.511
735.80	55.480
736.00	65.001
736.20	61.389
736.40	47.601
736.60	55.152
736.80	67.627
737.00	52.197
737.20	67.299
737.40	44.975
737.60	57.450
737.80	73.536
738.00	49.571
738.20	54.824
738.40	64.344
738.60	62.046
738.80	52.197
739.00	58.107
739.20	68.283
739.40	53.511
739.60	58.763
739.80	63.031
740.00	45.632
740.20	59.420
740.40	59.748
740.60	65.985
740.80	47.601
741.00	58.763
741.20	40.707
741.40	48.586
741.60	50.228
741.80	54.824
742.00	57.778
742.20	55.809
742.40	43.662
742.60	63.031
742.80	51.541
743.00	64.344
743.20	48.586
743.40	41.364
743.60	48.586
743.80	45.632
744.00	46.288
744.20	62.046
744.40	51.541
744.60	46.945
744.80	48.258
745.00	54.824
745.20	47.273
745.40	40.379
745.60	43.334
745.80	55.809
746.00	44.647
746.20	41.692
746.40	59.420
746.60	59.748
746.80	39.066
747.00	46.288
747.20	53.511
747.40	61.061
747.60	44.975
747.80	50.556
748.00	50.228
748.20	44.975
748.40	54.824
748.60	48.258
748.80	50.556
749.00	55.480
749.20	52.197
749.40	50.228
749.60	45.960
749.80	38.081
750.00	52.526
750.20	60.405
750.40	45.303
750.60	58.435
750.80	50.884
751.00	52.197
751.20	43.005
751.40	58.763
751.60	44.975
751.80	43.334
752.00	53.182
752.20	54.495
752.40	51.213
752.60	62.703
752.80	45.632
753.00	58.107
753.20	51.869
753.40	40.707
753.60	56.137
753.80	47.601
754.00	54.824
754.20	48.258
754.40	58.107
754.60	48.586
754.80	52.526
755.00	47.930
755.20	54.824
755.40	48.586
755.60	47.273
755.80	53.182
756.00	44.319
756.20	43.334
756.40	63.031
756.60	42.677
756.80	45.303
757.00	54.495
757.20	43.990
757.40	39.723
757.60	37.096
757.80	37.753
758.00	42.349
758.20	40.379
758.40	43.662
758.60	40.379
758.80	55.480
759.00	33.813
759.20	45.960
759.40	49.243
759.60	38.081
759.80	47.601
760.00	38.738
760.20	49.243
760.40	34.798
760.60	38.081
760.80	43.005
761.00	25.606
761.20	42.677
761.40	43.990
761.60	44.975
761.80	44.975
762.00	44.975
762.20	42.349
762.40	48.586
762.60	41.036
762.80	37.096
763.00	47.601
763.20	39.723
763.40	35.455
763.60	39.723
763.80	39.394
764.00	38.409
764.20	48.258
764.40	46.945
764.60	42.349
764.80	31.844
765.00	41.036
765.20	33.157
765.40	47.273
765.60	42.677
765.80	37.425
766.00	32.829
766.20	37.425
766.40	25.935
766.60	52.854
766.80	53.839
767.00	51.213
767.20	41.692
767.40	46.288
767.60	45.303
767.80	41.692
768.00	40.051
768.20	48.258
768.40	49.571
768.60	41.364
768.80	43.990
769.00	34.142
769.20	26.919
769.40	53.182
769.60	52.526
769.80	50.884
770.00	52.526
770.20	42.677
770.40	46.288
770.60	40.379
770.80	46.617
771.00	49.571
771.20	46.288
771.40	41.036
771.60	53.182
771.80	43.334
772.00	39.723
772.20	23.637
772.40	35.783
772.60	39.066
772.80	39.723
773.00	40.379
773.20	30.531
773.40	44.319
773.60	44.647
773.80	41.036
774.00	30.859
774.20	41.036
774.40	38.081
774.60	27.248
774.80	42.021
775.00	34.798
775.20	33.813
775.40	35.127
775.60	31.187
775.80	37.425
776.00	38.738
776.20	41.036
776.40	30.859
776.60	33.485
776.80	36.111
777.00	36.440
777.20	26.263
777.40	28.561
777.60	27.248
777.80	32.500
778.00	40.379
778.20	41.036
778.40	36.111
778.60	36.768
778.80	30.531
779.00	35.127
779.20	47.273
779.40	24.621
779.60	29.217
779.80	37.753
780.00	37.096
780.20	39.066
780.40	30.531
780.60	21.339
780.80	27.576
781.00	45.632
781.20	36.768
781.40	38.409
781.60	38.409
781.80	42.021
782.00	35.783
782.20	36.768
782.40	47.930
782.60	38.409
782.80	36.440
783.00	41.036
783.20	34.470
783.40	46.288
783.60	40.051
783.80	38.409
784.00	44.647
784.20	47.601
784.40	48.258
784.60	43.990
784.80	38.409
785.00	43.662
785.20	41.692
785.40	52.854
785.60	37.753
785.80	39.723
786.00	47.273
786.20	45.960
786.40	39.066
786.60	48.586
786.80	44.319
787.00	31.187
787.20	31.515
787.40	29.874
787.60	25.935
787.80	41.036
788.00	39.066
788.20	35.783
788.40	35.127
788.60	32.829
788.80	37.425
789.00	35.783
789.20	30.202
789.40	39.394
789.60	37.425
789.80	34.798
790.00	35.455
790.20	24.293
790.40	33.485
790.60	40.379
790.80	35.783
791.00	33.813
791.20	29.874
791.40	35.455
791.60	40.051
791.80	30.859
792.00	25.606
792.20	36.440
792.40	31.515
792.60	23.637
792.80	30.531
793.00	23.308
793.20	28.561
793.40	30.859
793.60	25.606
793.80	16.743
794.00	23.965
794.20	18.056
794.40	16.086
794.60	28.561
794.80	33.157
795.00	25.935
795.20	29.546
795.40	27.904
795.60	21.010
795.80	22.652
796.00	22.980
796.20	20.682
796.40	9.8486
796.60	14.773
796.80	8.2071
797.00	4.5960
797.20	7.2223
797.40	7.8789
797.60	5.9091
797.80	7.2223
798.00	12.803
798.20	2.9546
798.40	10.177
798.60	9.5203
798.80	17.727
799.00	11.490
799.20	13.788
799.40	9.5203
799.60	-1.3131
799.80	9.5203
800.00	16.743
