Wavelength (nm)	N04 abs e
200.00	58340
201.00	63015
202.00	65061
203.00	62965
204.00	60999
205.00	59517
206.00	58017
207.00	56195
208.00	54809
209.00	53563
210.00	52747
211.00	51841
212.00	50878
213.00	49890
214.00	49067
215.00	48208
216.00	47315
217.00	46525
218.00	45712
219.00	44972
220.00	44274
221.00	43577
222.00	42944
223.00	42312
224.00	41629
225.00	40982
226.00	40340
227.00	39734
228.00	39158
229.00	38577
230.00	38047
231.00	37558
232.00	37162
233.00	36826
234.00	36592
235.00	36429
236.00	36311
237.00	36220
238.00	36169
239.00	36114
240.00	36065
241.00	36042
242.00	35989
243.00	35874
244.00	35702
245.00	35453
246.00	35137
247.00	34817
248.00	34522
249.00	34243
250.00	33956
251.00	33620
252.00	33239
253.00	32826
254.00	32382
255.00	31978
256.00	31599
257.00	31275
258.00	30995
259.00	30665
260.00	30333
261.00	29928
262.00	29366
263.00	28700
264.00	27890
265.00	26971
266.00	26046
267.00	25160
268.00	24380
269.00	23668
270.00	23067
271.00	22548
272.00	22090
273.00	21741
274.00	21446
275.00	21151
276.00	20933
277.00	20706
278.00	20462
279.00	20269
280.00	20084
281.00	19899
282.00	19758
283.00	19591
284.00	19447
285.00	19307
286.00	19200
287.00	19088
288.00	19025
289.00	18969
290.00	18936
291.00	18880
292.00	18843
293.00	18826
294.00	18807
295.00	18772
296.00	18735
297.00	18683
298.00	18634
299.00	18567
300.00	18483
301.00	18412
302.00	18340
303.00	18197
304.00	18079
305.00	17946
306.00	17779
307.00	17575
308.00	17310
309.00	16996
310.00	16651
311.00	16282
312.00	15897
313.00	15490
314.00	15099
315.00	14661
316.00	14258
317.00	13820
318.00	13395
319.00	12988
320.00	12571
321.00	12168
322.00	11810
323.00	11470
324.00	11132
325.00	10850
326.00	10575
327.00	10329
328.00	10096
329.00	9910.3
330.00	9726.2
331.00	9573.7
332.00	9438.7
333.00	9339.0
334.00	9296.5
335.00	9256.5
336.00	9241.4
337.00	9216.1
338.00	9226.2
339.00	9232.7
340.00	9208.3
341.00	9147.4
342.00	9092.2
343.00	8962.7
344.00	8810.3
345.00	8592.5
346.00	8373.9
347.00	8147.6
348.00	7854.1
349.00	7590.0
350.00	7263.9
351.00	6997.9
352.00	6720.5
353.00	6449.4
354.00	6209.6
355.00	5991.5
356.00	5809.2
357.00	5622.4
358.00	5445.5
359.00	5274.4
360.00	5151.8
361.00	5069.9
362.00	4970.3
363.00	4910.9
364.00	4869.3
365.00	4878.7
366.00	4839.0
367.00	4819.4
368.00	4845.3
369.00	4902.7
370.00	4902.2
371.00	4968.6
372.00	5036.0
373.00	5108.6
374.00	5152.2
375.00	5208.1
376.00	5262.9
377.00	5355.5
378.00	5424.6
379.00	5502.1
380.00	5564.7
381.00	5629.3
382.00	5734.7
383.00	5769.9
384.00	5898.0
385.00	5961.3
386.00	6015.9
387.00	6064.9
388.00	6068.3
389.00	6106.1
390.00	6239.8
391.00	6313.8
392.00	6310.3
393.00	6345.4
394.00	6388.8
395.00	6427.5
396.00	6491.3
397.00	6503.5
398.00	6515.8
399.00	6512.9
400.00	6533.8
401.00	6584.7
402.00	6572.4
403.00	6540.2
404.00	6507.2
405.00	6448.1
406.00	6400.4
407.00	6419.5
408.00	6418.7
409.00	6310.8
410.00	6242.1
411.00	6209.5
412.00	6123.8
413.00	5969.8
414.00	5899.7
415.00	5809.9
416.00	5756.0
417.00	5673.7
418.00	5572.0
419.00	5514.1
420.00	5415.0
421.00	5261.4
422.00	5178.9
423.00	5097.9
424.00	5032.4
425.00	5000.9
426.00	4954.5
427.00	4875.1
428.00	4748.7
429.00	4748.0
430.00	4673.4
431.00	4577.5
432.00	4592.0
433.00	4649.2
434.00	4579.7
435.00	4522.6
436.00	4572.6
437.00	4570.6
438.00	4582.5
439.00	4621.6
440.00	4674.0
441.00	4724.6
442.00	4763.7
443.00	4881.1
444.00	5048.5
445.00	5156.3
446.00	5301.3
447.00	5462.7
448.00	5585.9
449.00	5813.9
450.00	6027.3
451.00	6258.3
452.00	6511.2
453.00	6758.0
454.00	7027.3
455.00	7267.8
456.00	7528.1
457.00	7807.8
458.00	8026.2
459.00	8293.4
460.00	8613.5
461.00	8906.7
462.00	9264.5
463.00	9625.6
464.00	9964.4
465.00	10279
466.00	10653
467.00	11094
468.00	11572
469.00	12129
470.00	12801
471.00	13533
472.00	14199
473.00	14954
474.00	15711
475.00	16619
476.00	17477
477.00	18541
478.00	19655
479.00	20741
480.00	21811
481.00	22933
482.00	24123
483.00	25326
484.00	26521
485.00	28218
486.00	28918
487.00	29427
488.00	30750
489.00	31945
490.00	32760
491.00	33580
492.00	34402
493.00	35271
494.00	35936
495.00	36678
496.00	37511
497.00	38157
498.00	38887
499.00	39641
500.00	40541
501.00	41465
502.00	42621
503.00	43856
504.00	45070
505.00	46709
506.00	48391
507.00	50180
508.00	52449
509.00	54502
510.00	56995
511.00	59626
512.00	62359
513.00	65220
514.00	68322
515.00	71405
516.00	74639
517.00	77808
518.00	80870
519.00	83241
520.00	85778
521.00	88517
522.00	90552
523.00	92127
524.00	93271
525.00	94316
526.00	94628
527.00	95000
528.00	94617
529.00	93347
530.00	91975
531.00	90429
532.00	87821
533.00	85668
534.00	82596
535.00	79477
536.00	76092
537.00	72410
538.00	68816
539.00	65139
540.00	61409
541.00	57649
542.00	53906
543.00	50331
544.00	46953
545.00	43626
546.00	40455
547.00	37434
548.00	34601
549.00	32001
550.00	29586
551.00	27326
552.00	25086
553.00	23091
554.00	21308
555.00	19418
556.00	17875
557.00	16366
558.00	14961
559.00	13663
560.00	12411
561.00	11312
562.00	10323
563.00	9374.9
564.00	8493.5
565.00	7710.7
566.00	7007.8
567.00	6309.2
568.00	5715.1
569.00	5118.3
570.00	4626.0
571.00	4201.2
572.00	3734.3
573.00	3400.5
574.00	3071.6
575.00	2776.2
576.00	2496.7
577.00	2269.9
578.00	1996.0
579.00	1850.8
580.00	1709.8
581.00	1555.5
582.00	1387.2
583.00	1315.0
584.00	1188.5
585.00	993.21
586.00	949.23
587.00	941.36
588.00	825.16
589.00	777.02
590.00	729.38
591.00	660.97
592.00	602.33
593.00	519.47
594.00	508.92
595.00	494.73
596.00	456.71
597.00	476.31
598.00	433.67
599.00	412.74
600.00	377.19
601.00	348.28
602.00	304.46
603.00	320.04
604.00	328.07
605.00	319.58
606.00	272.62
607.00	298.39
608.00	309.14
609.00	294.53
610.00	288.10
611.00	234.40
612.00	238.52
613.00	276.94
614.00	259.30
615.00	227.92
616.00	190.06
617.00	252.46
618.00	244.69
619.00	217.99
620.00	219.74
621.00	210.48
622.00	215.32
623.00	186.15
624.00	208.01
625.00	214.34
626.00	208.43
627.00	220.00
628.00	190.42
629.00	189.44
630.00	188.00
631.00	245.25
632.00	261.92
633.00	250.04
634.00	268.20
635.00	272.67
636.00	249.16
637.00	214.29
638.00	221.95
639.00	241.60
640.00	276.63
641.00	183.99
642.00	202.66
643.00	204.46
644.00	220.51
645.00	184.30
646.00	182.71
647.00	183.17
648.00	173.70
649.00	136.72
650.00	124.27
651.00	172.88
652.00	147.63
653.00	167.84
654.00	142.71
655.00	156.72
656.00	197.36
657.00	228.28
658.00	211.15
659.00	189.14
660.00	201.84
661.00	205.03
662.00	188.62
663.00	179.21
664.00	130.14
665.00	150.81
666.00	130.09
667.00	150.81
668.00	158.27
669.00	178.59
670.00	190.37
671.00	187.49
672.00	140.37
673.00	151.28
674.00	183.58
675.00	141.66
676.00	138.32
677.00	139.09
678.00	83.637
679.00	110.18
680.00	113.52
681.00	122.88
682.00	145.47
683.00	145.67
684.00	156.52
685.00	97.680
686.00	111.00
687.00	133.48
688.00	132.55
689.00	150.35
690.00	136.31
691.00	122.06
692.00	97.474
693.00	122.01
694.00	156.73
695.00	150.45
696.00	137.70
697.00	91.868
698.00	99.686
699.00	140.32
700.00	87.084
