Wavelength (nm)	G23 abs e
280.00	28361
281.00	29279
282.00	30406
283.00	31379
284.00	31960
285.00	32263
286.00	32221
287.00	31947
288.00	31612
289.00	31462
290.00	31547
291.00	31904
292.00	32778
293.00	33954
294.00	35203
295.00	36097
296.00	36300
297.00	35660
298.00	33902
299.00	31278
300.00	28311
301.00	25258
302.00	22487
303.00	20002
304.00	17937
305.00	16243
306.00	14849
307.00	13672
308.00	12694
309.00	11896
310.00	11221
311.00	10685
312.00	10291
313.00	10018
314.00	9852.9
315.00	9735.3
316.00	9654.1
317.00	9573.2
318.00	9432.0
319.00	9228.3
320.00	8941.9
321.00	8569.6
322.00	8146.1
323.00	7672.3
324.00	7193.4
325.00	6710.4
326.00	6238.3
327.00	5798.7
328.00	5377.6
329.00	4992.3
330.00	4619.5
331.00	4275.6
332.00	3937.4
333.00	3611.7
334.00	3298.6
335.00	3020.0
336.00	2757.6
337.00	2504.9
338.00	2296.7
339.00	2113.6
340.00	1965.9
341.00	1844.9
342.00	1743.4
343.00	1679.0
344.00	1633.4
345.00	1602.1
346.00	1580.9
347.00	1581.6
348.00	1594.0
349.00	1619.4
350.00	1653.0
351.00	1697.8
352.00	1747.7
353.00	1800.0
354.00	1873.4
355.00	1950.9
356.00	2037.4
357.00	2130.1
358.00	2229.0
359.00	2330.9
360.00	2436.8
361.00	2559.8
362.00	2684.4
363.00	2808.4
364.00	2927.2
365.00	3047.5
366.00	3163.8
367.00	3282.9
368.00	3397.0
369.00	3514.4
370.00	3633.1
371.00	3745.3
372.00	3859.7
373.00	3984.2
374.00	4123.1
375.00	4244.1
376.00	4392.4
377.00	4542.2
378.00	4712.2
379.00	4881.3
380.00	5028.8
381.00	5158.6
382.00	5295.5
383.00	5412.4
384.00	5479.1
385.00	5516.5
386.00	5567.7
387.00	5575.1
388.00	5596.8
389.00	5625.3
390.00	5604.8
391.00	5608.0
392.00	5602.3
393.00	5600.9
394.00	5579.2
395.00	5570.7
396.00	5550.7
397.00	5544.4
398.00	5524.9
399.00	5503.6
400.00	5492.7
401.00	5455.6
402.00	5385.1
403.00	5304.7
404.00	5189.6
405.00	5020.0
406.00	4839.2
407.00	4638.0
408.00	4409.9
409.00	4214.0
410.00	4003.2
411.00	3811.8
412.00	3627.3
413.00	3455.4
414.00	3297.6
415.00	3110.7
416.00	2940.2
417.00	2738.5
418.00	2502.8
419.00	2250.2
420.00	1975.0
421.00	1701.4
422.00	1457.3
423.00	1221.6
424.00	1019.3
425.00	851.09
426.00	694.38
427.00	560.62
428.00	464.86
429.00	377.36
430.00	308.65
431.00	256.42
432.00	205.82
433.00	175.67
434.00	153.16
435.00	125.94
436.00	111.28
437.00	91.585
438.00	85.260
439.00	77.328
440.00	63.210
441.00	59.329
442.00	45.288
443.00	53.608
444.00	52.139
445.00	50.206
446.00	47.082
447.00	41.933
448.00	43.325
449.00	48.969
450.00	40.820
451.00	41.902
452.00	40.696
453.00	35.516
454.00	35.763
455.00	35.933
456.00	38.547
457.00	40.974
458.00	29.717
459.00	34.882
460.00	37.464
461.00	28.867
462.00	26.671
463.00	30.490
464.00	39.722
465.00	29.532
466.00	37.016
467.00	44.624
468.00	34.758
469.00	34.743
470.00	45.598
471.00	34.202
472.00	21.166
473.00	31.279
474.00	32.717
475.00	35.423
476.00	22.542
477.00	35.160
478.00	16.620
479.00	39.304
480.00	40.077
481.00	34.294
482.00	23.068
483.00	25.419
484.00	23.965
485.00	34.882
486.00	34.449
487.00	21.445
488.00	32.114
489.00	37.248
490.00	32.702
491.00	19.821
492.00	38.779
493.00	23.841
494.00	22.218
495.00	28.295
496.00	32.748
497.00	37.851
498.00	30.630
499.00	20.563
500.00	28.047
