Wavelength (nm)	O03 abs e
220.00	7932.4
220.25	7962.4
220.50	7909.3
220.75	7944.8
221.00	7945.0
221.25	7975.0
221.50	8026.5
221.75	8043.3
222.00	8114.7
222.25	8148.3
222.50	8209.4
222.75	8224.1
223.00	8204.8
223.25	8267.2
223.50	8214.1
223.75	8255.2
224.00	8242.5
224.25	8169.8
224.50	8229.7
224.75	8167.2
225.00	8108.1
225.25	8072.1
225.50	8012.7
225.75	8002.1
226.00	7975.1
226.25	7956.6
226.50	7931.1
226.75	7927.4
227.00	7894.0
227.25	7869.5
227.50	7880.8
227.75	7847.6
228.00	7829.8
228.25	7838.2
228.50	7835.2
228.75	7847.9
229.00	7836.6
229.25	7881.5
229.50	7823.8
229.75	7872.2
230.00	7909.6
230.25	7900.0
230.50	7896.8
230.75	7913.4
231.00	7936.2
231.25	7910.2
231.50	7935.9
231.75	7956.8
232.00	7961.4
232.25	7940.5
232.50	7987.8
232.75	7963.3
233.00	7993.1
233.25	8003.7
233.50	8008.6
233.75	8021.4
234.00	8005.1
234.25	8004.9
234.50	8017.3
234.75	8018.8
235.00	7994.9
235.25	8004.5
235.50	8040.0
235.75	7998.6
236.00	7997.1
236.25	7982.1
236.50	7986.6
236.75	7989.5
237.00	8022.4
237.25	8010.7
237.50	8025.9
237.75	8014.9
238.00	8057.9
238.25	8017.9
238.50	8055.1
238.75	8061.5
239.00	8078.4
239.25	8117.2
239.50	8127.0
239.75	8170.9
240.00	8204.0
240.25	8198.8
240.50	8200.9
240.75	8235.2
241.00	8232.3
241.25	8251.8
241.50	8279.6
241.75	8260.3
242.00	8259.9
242.25	8255.7
242.50	8226.8
242.75	8182.2
243.00	8177.5
243.25	8158.7
243.50	8122.0
243.75	8066.6
244.00	8023.3
244.25	7979.5
244.50	7929.7
244.75	7862.4
245.00	7819.3
245.25	7753.7
245.50	7693.1
245.75	7648.9
246.00	7571.9
246.25	7481.0
246.50	7437.5
246.75	7364.3
247.00	7338.6
247.25	7274.9
247.50	7200.3
247.75	7160.8
248.00	7095.9
248.25	7054.2
248.50	6982.9
248.75	6946.8
249.00	6909.3
249.25	6809.5
249.50	6776.3
249.75	6748.2
250.00	6678.9
250.25	6635.0
250.50	6584.9
250.75	6515.9
251.00	6425.4
251.25	6365.4
251.50	6272.1
251.75	6188.1
252.00	6083.5
252.25	5972.8
252.50	5842.1
252.75	5702.1
253.00	5591.7
253.25	5435.9
253.50	5282.7
