Wavelength (nm)	O03 abs e
253.75	5128.8
254.00	4961.5
254.25	4830.0
254.50	4695.8
254.75	4625.8
255.00	4542.3
255.25	4393.5
255.50	4280.9
255.75	4136.7
256.00	3968.0
256.25	3854.4
256.50	3716.6
256.75	3648.9
257.00	3535.3
257.25	3457.8
257.50	3342.3
257.75	3245.2
258.00	3171.6
258.25	3106.8
258.50	3034.9
258.75	3002.5
259.00	2948.6
259.25	2889.9
259.50	2874.3
259.75	2838.6
260.00	2824.1
260.25	2779.4
260.50	2798.2
260.75	2748.9
261.00	2776.6
261.25	2746.7
261.50	2738.7
261.75	2749.4
262.00	2782.4
262.25	2762.9
262.50	2772.0
262.75	2793.5
263.00	2802.2
263.25	2840.5
263.50	2823.7
263.75	2855.0
264.00	2889.3
264.25	2897.1
264.50	2916.8
264.75	2923.0
265.00	2970.4
265.25	2966.4
265.50	3012.5
265.75	3033.3
266.00	3026.6
266.25	3086.2
266.50	3102.3
266.75	3124.8
267.00	3169.8
267.25	3182.2
267.50	3226.1
267.75	3238.3
268.00	3275.5
268.25	3299.9
268.50	3349.6
268.75	3376.8
269.00	3396.9
269.25	3427.4
269.50	3453.1
269.75	3491.9
270.00	3501.5
270.25	3547.0
270.50	3586.8
270.75	3616.3
271.00	3676.1
271.25	3681.3
271.50	3718.1
271.75	3776.7
272.00	3778.0
272.25	3835.5
272.50	3878.4
272.75	3920.9
273.00	3952.1
273.25	3982.4
273.50	4000.7
273.75	4040.6
274.00	4063.8
274.25	4101.9
274.50	4135.0
274.75	4148.4
275.00	4182.8
275.25	4237.3
275.50	4270.5
275.75	4340.6
276.00	4347.2
276.25	4362.9
276.50	4389.4
276.75	4414.0
277.00	4452.6
277.25	4532.3
277.50	4522.5
277.75	4561.7
278.00	4583.5
278.25	4606.9
278.50	4646.9
278.75	4667.9
279.00	4698.0
279.25	4774.7
279.50	4786.3
279.75	4824.3
280.00	4886.6
280.25	4896.3
280.50	4938.8
280.75	4962.4
281.00	5001.5
281.25	5040.4
281.50	5063.0
281.75	5110.3
282.00	5176.9
282.25	5189.9
282.50	5250.8
282.75	5277.2
283.00	5318.5
283.25	5351.8
283.50	5365.1
283.75	5393.1
284.00	5455.9
284.25	5466.6
284.50	5529.1
284.75	5529.7
285.00	5586.3
285.25	5562.1
285.50	5631.5
285.75	5663.8
286.00	5690.8
286.25	5716.3
286.50	5737.0
286.75	5781.9
287.00	5836.2
287.25	5859.5
287.50	5875.9
287.75	5951.9
288.00	5940.3
288.25	6008.5
288.50	6023.3
288.75	6037.2
289.00	6085.4
289.25	6131.3
289.50	6199.7
289.75	6252.4
290.00	6302.6
290.25	6350.1
290.50	6358.3
290.75	6425.5
291.00	6452.5
291.25	6498.4
291.50	6553.5
291.75	6615.6
292.00	6662.2
292.25	6720.6
292.50	6777.4
292.75	6850.3
293.00	6889.4
293.25	6938.2
293.50	6982.1
293.75	7040.0
294.00	7120.4
294.25	7165.5
294.50	7180.9
294.75	7270.9
295.00	7266.8
295.25	7301.7
295.50	7386.4
295.75	7471.6
296.00	7506.7
296.25	7588.9
296.50	7639.4
296.75	7689.5
297.00	7771.7
297.25	7845.2
297.50	7890.1
297.75	7950.9
298.00	8028.0
298.25	8051.6
298.50	8145.8
298.75	8198.4
299.00	8236.3
299.25	8274.1
299.50	8375.6
299.75	8453.6
300.00	8466.9
300.25	8563.6
300.50	8583.8
300.75	8663.1
301.00	8724.6
301.25	8798.1
301.50	8833.6
301.75	8881.6
302.00	8952.9
302.25	9007.3
302.50	9093.0
302.75	9131.3
303.00	9195.3
303.25	9202.1
303.50	9293.8
303.75	9363.0
304.00	9413.5
304.25	9420.8
304.50	9554.8
304.75	9602.9
305.00	9655.6
305.25	9746.6
305.50	9746.2
305.75	9843.8
306.00	9887.0
306.25	9941.0
306.50	9998.1
306.75	10053
307.00	10126
307.25	10193
307.50	10217
307.75	10318
308.00	10387
308.25	10475
308.50	10490
308.75	10552
309.00	10629
309.25	10660
309.50	10766
309.75	10639
310.00	10502
310.25	10817
310.50	10810
310.75	10898
311.00	10836
311.25	11023
311.50	10981
311.75	10953
312.00	11200
312.25	11085
312.50	11289
312.75	11196
313.00	11426
313.25	11451
313.50	11464
313.75	11579
314.00	11500
314.25	11658
314.50	11774
314.75	11570
315.00	11739
315.25	11760
315.50	11908
315.75	12037
316.00	12016
316.25	11998
316.50	11939
316.75	12232
317.00	12222
317.25	12077
317.50	12162
317.75	12313
318.00	12310
318.25	12455
318.50	12416
318.75	12365
319.00	12495
319.25	12575
319.50	12614
319.75	12531
320.00	12619
320.25	12789
320.50	12711
320.75	12576
321.00	12684
321.25	12818
321.50	12756
321.75	12734
322.00	12866
322.25	12784
322.50	12908
322.75	12834
323.00	12780
323.25	12938
323.50	12915
323.75	12938
324.00	12866
324.25	12844
324.50	12911
324.75	12978
325.00	13000
325.25	12983
325.50	12809
325.75	12897
326.00	12800
326.25	12890
326.50	12932
326.75	12903
327.00	12740
327.25	12783
327.50	12807
327.75	12737
328.00	12790
328.25	12773
328.50	12771
328.75	12662
329.00	12632
329.25	12610
329.50	12659
329.75	12495
330.00	12603
330.25	12439
330.50	12463
330.75	12442
331.00	12434
331.25	12373
331.50	12346
331.75	12308
332.00	12307
332.25	12275
332.50	12118
332.75	12020
333.00	12124
333.25	12053
333.50	11990
333.75	11882
334.00	11968
334.25	11897
334.50	11776
334.75	11786
335.00	11628
335.25	11818
335.50	11603
335.75	11492
336.00	11484
336.25	11548
336.50	11470
336.75	11381
337.00	11346
337.25	11168
337.50	11131
337.75	11085
338.00	10970
338.25	10982
338.50	11004
338.75	10926
339.00	10816
339.25	10734
339.50	10704
339.75	10630
340.00	10422
340.25	10357
340.50	10279
340.75	10158
341.00	10188
341.25	10011
341.50	9961.9
341.75	9876.6
342.00	9817.1
342.25	9649.3
342.50	9563.2
342.75	9415.7
343.00	9290.0
343.25	9346.3
343.50	9180.6
343.75	9014.1
344.00	8959.6
344.25	8893.9
344.50	8800.7
344.75	8605.2
345.00	8550.8
345.25	8443.9
345.50	8328.4
345.75	8258.6
346.00	8144.3
346.25	8019.4
346.50	7951.5
346.75	7906.4
347.00	7766.4
347.25	7614.3
347.50	7554.4
347.75	7425.3
348.00	7367.4
348.25	7273.6
348.50	7219.1
348.75	6999.6
349.00	6924.8
349.25	6913.0
349.50	6821.0
349.75	6735.2
350.00	6626.6
350.25	6586.5
350.50	6467.8
350.75	6336.7
351.00	6310.1
351.25	6183.3
351.50	6076.3
351.75	6005.4
352.00	5873.4
352.25	5825.1
352.50	5796.1
352.75	5684.3
353.00	5645.1
353.25	5591.3
353.50	5457.9
353.75	5385.0
354.00	5305.1
354.25	5251.3
354.50	5176.0
354.75	5074.7
355.00	5008.8
355.25	4886.8
355.50	4824.7
355.75	4682.2
356.00	4593.4
356.25	4574.7
356.50	4523.6
356.75	4396.1
357.00	4281.7
357.25	4266.4
357.50	4137.8
357.75	4084.1
358.00	4010.2
358.25	3928.7
358.50	3818.2
358.75	3755.9
359.00	3719.6
359.25	3658.4
359.50	3510.1
359.75	3459.6
360.00	3410.1
360.25	3344.1
360.50	3169.1
360.75	3193.5
361.00	3128.1
361.25	2977.1
361.50	2992.8
361.75	2895.4
362.00	2778.5
362.25	2765.2
362.50	2645.9
362.75	2583.1
363.00	2532.5
363.25	2423.6
363.50	2363.0
363.75	2295.3
364.00	2236.2
364.25	2221.6
364.50	2075.3
364.75	2055.1
365.00	2002.8
365.25	1871.6
365.50	1866.6
365.75	1788.7
366.00	1770.6
366.25	1693.5
366.50	1606.8
366.75	1559.6
367.00	1514.3
367.25	1498.6
367.50	1377.1
367.75	1361.4
368.00	1318.9
368.25	1275.0
368.50	1231.1
368.75	1188.9
369.00	1145.6
369.25	1074.5
369.50	1041.2
369.75	1003.5
370.00	968.45
370.25	897.82
370.50	903.61
370.75	867.34
371.00	838.64
371.25	814.55
371.50	785.37
371.75	738.48
372.00	679.77
372.25	671.62
372.50	615.28
372.75	637.37
373.00	595.32
373.25	545.94
373.50	569.10
373.75	539.21
374.00	496.92
374.25	493.85
374.50	494.56
374.75	477.32
375.00	489.13
375.25	499.29
375.50	438.93
375.75	428.06
376.00	416.13
376.25	368.77
376.50	388.26
376.75	329.67
377.00	307.94
377.25	257.26
377.50	305.34
377.75	325.89
378.00	260.92
378.25	254.07
378.50	240.14
378.75	225.02
379.00	220.17
379.25	226.79
379.50	151.66
379.75	221.83
380.00	199.62
380.25	229.15
380.50	167.37
380.75	153.32
381.00	160.64
381.25	143.87
381.50	171.86
381.75	150.60
382.00	176.59
382.25	131.11
382.50	144.58
382.75	117.17
383.00	106.54
383.25	135.36
383.50	128.16
383.75	123.20
384.00	73.824
384.25	149.77
384.50	122.49
384.75	69.454
385.00	92.132
385.25	79.258
385.50	60.122
385.75	86.699
386.00	107.72
386.25	64.257
386.50	45.948
386.75	63.312
387.00	65.201
387.25	84.455
387.50	60.831
387.75	51.500
388.00	53.626
388.25	0.59059
388.50	44.531
388.75	45.121
389.00	2.2443
389.25	78.785
389.50	62.839
389.75	37.325
390.00	73.234
390.25	43.468
390.50	49.728
390.75	38.743
391.00	12.166
391.25	28.703
391.50	74.651
391.75	64.965
392.00	10.631
392.25	43.822
392.50	-0.11812
392.75	62.603
393.00	41.342
393.25	9.9220
393.50	36.262
393.75	26.577
394.00	26.813
394.25	28.939
394.50	46.775
394.75	18.308
395.00	36.262
395.25	-13.938
395.50	-1.0631
395.75	-14.529
396.00	16.537
396.25	13.111
396.50	36.971
396.75	6.7328
397.00	-0.94495
397.25	16.891
397.50	20.316
397.75	2.4805
398.00	29.648
398.25	54.453
398.50	-8.1502
398.75	34.136
399.00	10.631
399.25	17.009
399.50	-9.9220
399.75	23.387
400.00	9.4495
400.25	-11.812
400.50	-8.7408
400.75	-2.1261
401.00	13.229
401.25	-28.821
401.50	-7.7958
401.75	34.727
402.00	20.316
402.25	43.704
402.50	-4.8429
402.75	-21.734
403.00	21.379
403.25	4.8429
403.50	-9.0951
403.75	-2.4805
404.00	16.537
404.25	1.1812
404.50	3.5436
404.75	17.245
405.00	35.672
405.25	32.483
405.50	6.1422
405.75	12.639
406.00	8.0321
406.25	30.120
406.50	2.9530
406.75	14.056
407.00	-9.0951
407.25	8.8589
407.50	16.182
407.75	8.3864
408.00	20.435
408.25	11.339
408.50	32.010
408.75	12.757
409.00	-9.5676
409.25	36.144
409.50	-8.0321
409.75	-15.592
410.00	19.844
410.25	-16.418
410.50	-2.0080
410.75	-3.5436
411.00	15.828
411.25	5.5516
411.50	7.6777
411.75	-10.631
412.00	-4.3704
412.25	-10.985
412.50	26.104
412.75	4.7247
413.00	-4.6066
413.25	25.986
413.50	-3.1892
413.75	26.222
414.00	-22.679
414.25	10.040
414.50	4.2523
414.75	16.537
415.00	30.356
415.25	4.1342
415.50	28.467
415.75	-20.553
416.00	-3.3073
416.25	13.111
416.50	13.938
416.75	-9.8038
417.00	-0.059929
417.25	-2.3624
417.50	-21.379
417.75	-6.1422
418.00	-5.5516
418.25	-10.394
418.50	12.284
418.75	10.513
419.00	4.3704
419.25	13.466
419.50	-0.70871
419.75	4.2523
420.00	12.048
420.25	-7.2052
420.50	29.175
420.75	15.237
421.00	7.0871
421.25	4.8429
421.50	0.82683
421.75	10.158
422.00	-24.805
422.25	24.214
422.50	0.59059
422.75	4.8429
423.00	21.261
423.25	-13.938
423.50	-15.828
423.75	25.159
424.00	-1.2993
424.25	-18.072
424.50	12.639
424.75	27.049
425.00	-19.490
425.25	-3.5436
425.50	7.3234
425.75	14.292
426.00	-1.8899
426.25	7.2052
426.50	4.6066
426.75	9.0951
427.00	-27.522
427.25	-2.1261
427.50	-7.7958
427.75	12.993
428.00	15.474
428.25	15.119
428.50	-5.3153
428.75	21.734
429.00	-1.4174
429.25	17.600
429.50	1.1812
429.75	-11.221
430.00	-16.300
430.25	22.797
430.50	13.229
430.75	13.466
431.00	-16.300
431.25	2.9530
431.50	1.7718
431.75	9.4495
432.00	-17.718
432.25	-14.883
432.50	3.0711
432.75	7.5596
433.00	-7.9139
433.25	-6.3784
433.50	-12.993
433.75	1.0631
434.00	4.8429
434.25	-13.938
434.50	28.585
434.75	-7.3234
435.00	-16.300
435.25	24.451
435.50	11.458
435.75	-5.6697
436.00	-17.482
436.25	4.6066
436.50	7.2052
436.75	3.4254
437.00	10.040
437.25	-5.6697
437.50	-10.394
437.75	-20.316
438.00	26.340
438.25	44.176
438.50	-10.867
438.75	-2.1261
439.00	18.545
439.25	2.3624
439.50	3.4254
439.75	5.9059
440.00	15.001
440.25	-16.182
440.50	-29.884
440.75	-8.6227
441.00	0.59059
441.25	-13.229
441.50	24.451
441.75	-8.8589
442.00	45.358
442.25	-18.190
442.50	-6.9690
442.75	-15.592
443.00	16.300
443.25	-9.8038
443.50	14.647
443.75	-11.458
444.00	-20.789
444.25	20.907
444.50	8.8589
444.75	-5.4335
445.00	6.4965
445.25	5.9059
445.50	-4.7247
445.75	-11.458
446.00	-3.5436
446.25	40.160
446.50	2.5986
446.75	-3.7798
447.00	-4.6066
447.25	17.836
447.50	11.812
447.75	10.040
448.00	-0.59059
448.25	-18.781
448.50	14.056
448.75	24.569
449.00	-5.1972
449.25	32.601
449.50	17.836
449.75	24.805
450.00	8.9770
450.25	-8.3864
450.50	5.6697
450.75	20.789
451.00	17.363
451.25	-0.94495
451.50	-0.35436
451.75	1.8899
452.00	14.647
452.25	9.8038
452.50	-1.8899
452.75	3.6617
453.00	-38.861
453.25	19.608
453.50	-21.025
453.75	10.985
454.00	19.844
454.25	22.324
454.50	-12.048
454.75	5.0791
455.00	3.8979
455.25	-8.8589
455.50	2.8348
455.75	-12.639
456.00	9.2132
456.25	-13.466
456.50	0.35436
456.75	-15.710
457.00	-3.0711
457.25	-7.7958
457.50	-3.4254
457.75	6.4965
458.00	-15.592
458.25	9.0951
458.50	2.1261
458.75	-8.1502
459.00	-18.781
459.25	-6.7328
459.50	0.47247
459.75	-6.9690
460.00	-4.8429
460.25	-11.694
460.50	16.537
460.75	4.9610
461.00	-19.726
461.25	-8.0321
461.50	0.70871
461.75	18.899
462.00	-6.9690
462.25	5.7878
462.50	-12.639
462.75	-23.506
463.00	21.261
463.25	8.2683
463.50	12.875
463.75	9.0951
464.00	1.7718
464.25	-6.7328
464.50	-19.371
464.75	13.938
465.00	-32.010
465.25	-7.3234
465.50	-3.1892
465.75	-3.5436
466.00	-12.284
466.25	2.1261
466.50	12.048
466.75	-9.9220
467.00	0.23624
467.25	-9.4495
467.50	9.0951
467.75	-4.4885
468.00	-3.3073
468.25	28.585
468.50	-3.8979
468.75	-0.82683
469.00	-0.23624
469.25	18.072
469.50	-3.0711
469.75	11.458
470.00	-3.0711
470.25	13.347
470.50	-14.410
470.75	-4.8429
471.00	-5.3153
471.25	6.9690
471.50	4.1342
471.75	24.569
472.00	30.947
472.25	4.8429
472.50	14.529
472.75	18.190
473.00	4.2523
473.25	8.8589
473.50	7.0871
473.75	-8.7408
474.00	12.993
474.25	3.8979
474.50	14.056
474.75	-0.82683
475.00	-6.8509
475.25	-9.3314
475.50	6.9690
475.75	-4.4885
476.00	5.4335
476.25	1.6537
476.50	17.718
476.75	-16.418
477.00	11.103
477.25	-17.482
477.50	-10.867
477.75	3.3073
478.00	4.6066
478.25	29.648
478.50	2.5986
478.75	6.7328
479.00	-4.4885
479.25	14.174
479.50	2.3624
479.75	1.5355
480.00	-4.0160
480.25	-13.111
480.50	24.923
480.75	-22.797
481.00	7.3234
481.25	-10.631
481.50	24.569
481.75	2.4805
482.00	7.3234
482.25	13.466
482.50	-23.387
482.75	2.8348
483.00	-18.190
483.25	23.624
483.50	-17.718
483.75	11.103
484.00	15.474
484.25	12.875
484.50	6.8509
484.75	-1.1812
485.00	4.6066
485.25	-2.3624
485.50	13.229
485.75	10.513
486.00	-18.308
486.25	3.6617
486.50	-1.0631
486.75	-14.883
487.00	3.5436
487.25	-26.104
487.50	23.151
487.75	9.3314
488.00	-4.7247
488.25	6.8509
488.50	17.836
488.75	5.7878
489.00	21.852
489.25	9.4495
489.50	8.9770
489.75	0.11812
490.00	26.813
490.25	21.025
490.50	-7.3234
490.75	-13.466
491.00	-7.3234
491.25	-23.978
491.50	-0.70871
491.75	17.836
492.00	15.119
492.25	-6.7328
492.50	6.6146
492.75	12.521
493.00	-13.111
493.25	14.529
493.50	16.418
493.75	-11.339
494.00	9.9220
494.25	6.7328
494.50	23.624
494.75	1.6537
495.00	-15.355
495.25	-27.404
495.50	22.561
495.75	14.647
496.00	0.70871
496.25	15.946
496.50	4.0160
496.75	-3.7798
497.00	-18.899
497.25	-12.048
497.50	-7.5596
497.75	13.347
498.00	10.276
498.25	-8.9770
498.50	11.930
498.75	6.0240
499.00	46.184
499.25	-24.451
499.50	12.993
499.75	-2.4805
500.00	-17.718
