Wavelength (nm)	Q34 abs e
350.00	10669
350.00	10669
350.00	10669
351.00	10358
352.00	10011
353.00	9692.2
354.00	9323.1
355.00	9015.3
356.00	8701.7
357.00	8428.3
358.00	8145.3
359.00	7906.3
360.00	7675.0
361.00	7458.9
362.00	7298.3
363.00	7135.8
364.00	7005.7
365.00	6885.3
366.00	6776.3
367.00	6717.0
368.00	6621.4
369.00	6617.6
370.00	6667.3
371.00	6682.6
372.00	6661.6
373.00	6697.9
374.00	6755.3
375.00	6818.4
376.00	6854.7
377.00	6948.4
378.00	7066.9
379.00	7189.3
380.00	7336.5
381.00	7489.5
382.00	7661.6
383.00	7889.1
384.00	8110.9
385.00	8244.7
386.00	8449.3
387.00	8631.0
388.00	8845.1
389.00	9044.0
390.00	9275.3
391.00	9462.7
392.00	9686.4
393.00	9898.7
394.00	10120
395.00	10291
396.00	10524
397.00	10706
398.00	10895
399.00	11111
400.00	11333
401.00	11549
402.00	11772
403.00	12048
404.00	12352
405.00	12677
406.00	13073
407.00	13524
408.00	14023
409.00	14644
410.00	15388
411.00	16193
412.00	17101
413.00	18109
414.00	19199
415.00	20386
416.00	21627
417.00	22914
418.00	24264
419.00	25667
420.00	27159
421.00	28746
422.00	30361
423.00	32096
424.00	33797
425.00	35463
426.00	37048
427.00	38468
428.00	39598
429.00	40379
430.00	40862
431.00	40967
432.00	40792
433.00	40348
434.00	39801
435.00	39249
436.00	38849
437.00	38769
438.00	39029
439.00	39891
440.00	41424
441.00	43794
442.00	46960
443.00	51113
444.00	56319
445.00	62782
446.00	70474
447.00	79790
448.00	90623
449.00	1.0337e+05
450.00	1.1779e+05
451.00	1.3384e+05
452.00	1.5100e+05
453.00	1.6907e+05
454.00	1.8742e+05
455.00	2.0498e+05
456.00	2.2091e+05
457.00	2.3413e+05
458.00	2.4390e+05
459.00	2.4919e+05
460.00	2.5000e+05
461.00	2.4571e+05
462.00	2.3688e+05
463.00	2.2382e+05
464.00	2.0743e+05
465.00	1.8865e+05
466.00	1.6876e+05
467.00	1.4833e+05
468.00	1.2839e+05
469.00	1.0956e+05
470.00	92199
471.00	76776
472.00	63315
473.00	51839
474.00	42153
475.00	34208
476.00	27646
477.00	22344
478.00	18086
479.00	14728
480.00	12092
481.00	9979.0
482.00	8353.7
483.00	7107.1
484.00	6105.2
485.00	5321.2
486.00	4694.1
487.00	4214.1
488.00	3833.7
489.00	3523.9
490.00	3300.2
491.00	3080.3
492.00	2906.3
493.00	2783.9
494.00	2648.2
495.00	2529.6
496.00	2411.1
497.00	2313.6
498.00	2219.9
499.00	2156.8
500.00	2088.0
501.00	2013.4
502.00	1944.4
503.00	1883.4
504.00	1848.9
505.00	1785.9
506.00	1730.4
507.00	1692.0
508.00	1665.4
509.00	1629.1
510.00	1619.5
511.00	1573.6
512.00	1579.3
513.00	1544.9
514.00	1520.1
515.00	1502.9
516.00	1518.2
517.00	1523.9
518.00	1518.2
519.00	1548.8
520.00	1583.2
521.00	1636.7
522.00	1667.1
523.00	1768.6
524.00	1848.9
525.00	1938.8
526.00	2001.9
527.00	2147.2
528.00	2258.1
529.00	2327.0
530.00	2416.8
531.00	2491.4
532.00	2531.5
533.00	2558.3
534.00	2573.6
535.00	2587.0
536.00	2602.3
537.00	2587.0
538.00	2571.7
539.00	2602.3
540.00	2543.0
541.00	2564.1
542.00	2541.1
543.00	2535.4
544.00	2514.3
545.00	2502.9
546.00	2497.1
547.00	2466.5
548.00	2451.2
549.00	2449.3
550.00	2447.4
551.00	2447.4
552.00	2435.9
553.00	2409.2
554.00	2382.4
555.00	2395.8
556.00	2414.9
557.00	2424.5
558.00	2426.4
559.00	2474.2
560.00	2529.6
561.00	2598.5
562.00	2694.1
563.00	2852.8
564.00	3005.7
565.00	3214.1
566.00	3501.0
567.00	3829.8
568.00	4208.4
569.00	4657.7
570.00	5181.6
571.00	5768.6
572.00	6416.8
573.00	7053.5
574.00	7736.1
575.00	8384.3
576.00	8986.6
577.00	9583.2
578.00	10103
579.00	10597
580.00	11004
581.00	11419
582.00	11767
583.00	12098
584.00	12402
585.00	12620
586.00	12847
587.00	12981
588.00	13011
589.00	12971
590.00	12807
591.00	12545
592.00	12241
593.00	11897
594.00	11530
595.00	11155
596.00	10790
597.00	10400
598.00	10006
599.00	9627.2
600.00	9262.0
601.00	8931.2
602.00	8638.6
603.00	8434.0
604.00	8284.9
605.00	8221.8
606.00	8279.2
607.00	8401.5
608.00	8631.0
609.00	8982.8
610.00	9437.9
611.00	10004
612.00	10727
613.00	11600
614.00	12635
615.00	13897
616.00	15419
617.00	17287
618.00	19478
619.00	22071
620.00	25084
621.00	28535
622.00	32511
623.00	36901
624.00	41847
625.00	47208
626.00	52918
627.00	58801
628.00	64530
629.00	69809
630.00	74474
631.00	78363
632.00	81493
633.00	83845
634.00	85570
635.00	86677
636.00	87151
637.00	86939
638.00	85839
639.00	83753
640.00	80602
641.00	76365
642.00	71302
643.00	65507
644.00	59310
645.00	52983
646.00	46686
647.00	40715
648.00	35124
649.00	30046
650.00	25512
651.00	21564
652.00	18069
653.00	15132
654.00	12570
655.00	10449
656.00	8675.0
657.00	7177.8
658.00	5936.9
659.00	4940.7
660.00	4120.5
661.00	3457.0
662.00	2887.2
663.00	2455.1
664.00	2084.1
665.00	1793.5
666.00	1575.5
667.00	1344.2
668.00	1156.8
669.00	1045.9
670.00	915.87
671.00	824.09
672.00	736.14
673.00	659.66
674.00	602.29
675.00	552.58
676.00	504.78
677.00	483.75
678.00	437.86
679.00	414.91
680.00	395.79
681.00	363.29
682.00	355.64
683.00	326.96
684.00	296.37
685.00	288.72
686.00	279.16
687.00	261.95
