Wavelength (nm)	A30 abs e
220.00	11446
221.00	10768
222.00	10014
223.00	9269.1
224.00	8579.5
225.00	8007.2
226.00	7587.5
227.00	7332.2
228.00	7221.3
229.00	7243.8
230.00	7377.8
231.00	7573.7
232.00	7810.3
233.00	8070.6
234.00	8297.9
235.00	8492.8
236.00	8606.5
237.00	8654.8
238.00	8621.3
239.00	8493.3
240.00	8248.3
241.00	7892.2
242.00	7415.1
243.00	6785.4
244.00	6033.2
245.00	5212.2
246.00	4346.8
247.00	3521.4
248.00	2803.3
249.00	2226.5
250.00	1786.9
251.00	1492.1
252.00	1322.5
253.00	1245.9
254.00	1247.6
255.00	1294.8
256.00	1371.9
257.00	1484.5
258.00	1622.4
259.00	1784.8
260.00	1972.2
261.00	2177.4
262.00	2394.2
263.00	2637.7
264.00	2896.8
265.00	3182.9
266.00	3483.6
267.00	3812.4
268.00	4161.7
269.00	4521.0
270.00	4905.4
271.00	5296.7
272.00	5724.0
273.00	6152.9
274.00	6599.1
275.00	7055.3
276.00	7519.2
277.00	7993.5
278.00	8459.2
279.00	8925.2
280.00	9375.3
281.00	9811.1
282.00	10244
283.00	10647
284.00	11014
285.00	11360
286.00	11661
287.00	11939
288.00	12154
289.00	12321
290.00	12434
291.00	12500
292.00	12492
293.00	12438
294.00	12327
295.00	12146
296.00	11907
297.00	11654
298.00	11346
299.00	10983
300.00	10603
301.00	10202
302.00	9776.7
303.00	9318.9
304.00	8872.5
305.00	8426.0
306.00	7986.8
307.00	7546.0
308.00	7127.0
309.00	6714.7
310.00	6318.1
311.00	5927.1
312.00	5554.6
313.00	5207.4
314.00	4873.3
315.00	4557.6
316.00	4268.0
317.00	4009.5
318.00	3766.7
319.00	3546.3
320.00	3347.4
321.00	3172.9
322.00	3018.4
323.00	2874.7
324.00	2756.5
325.00	2646.7
326.00	2550.9
327.00	2463.1
328.00	2381.8
329.00	2311.5
330.00	2243.6
331.00	2184.3
332.00	2122.5
333.00	2065.9
334.00	2006.8
335.00	1952.5
336.00	1900.8
337.00	1844.8
338.00	1788.5
339.00	1733.9
340.00	1679.4
341.00	1621.5
342.00	1567.1
343.00	1513.0
344.00	1458.9
345.00	1399.8
346.00	1343.2
347.00	1287.7
348.00	1234.7
349.00	1178.4
350.00	1127.2
351.00	1073.3
352.00	1020.7
353.00	968.11
354.00	916.83
355.00	871.68
356.00	824.62
357.00	779.23
358.00	736.16
359.00	695.24
360.00	654.36
361.00	612.82
362.00	575.98
363.00	537.82
364.00	503.34
365.00	470.55
366.00	435.14
367.00	405.71
368.00	374.53
369.00	350.40
370.00	327.82
371.00	301.91
372.00	276.74
373.00	254.63
374.00	234.74
375.00	219.78
376.00	200.33
377.00	187.10
378.00	172.88
379.00	159.61
380.00	148.70
381.00	137.76
382.00	124.10
383.00	114.95
384.00	105.02
385.00	95.058
386.00	88.242
387.00	84.034
388.00	74.031
389.00	71.306
390.00	66.794
391.00	63.828
392.00	59.175
393.00	50.983
394.00	48.316
395.00	46.886
396.00	45.521
397.00	40.071
398.00	34.375
399.00	31.415
400.00	31.843
401.00	29.440
402.00	28.450
403.00	28.133
404.00	26.065
405.00	22.959
406.00	21.201
407.00	16.132
408.00	20.627
409.00	19.578
410.00	19.478
411.00	15.733
412.00	14.098
413.00	14.157
414.00	11.895
415.00	12.727
416.00	14.315
417.00	14.016
418.00	14.192
419.00	13.500
420.00	12.938
421.00	11.022
422.00	12.235
423.00	11.402
424.00	11.039
425.00	10.857
426.00	9.1111
427.00	7.3061
428.00	10.266
429.00	11.567
430.00	8.8415
431.00	10.471
432.00	7.9625
433.00	11.145
434.00	10.002
435.00	8.9412
436.00	9.1463
437.00	10.019
438.00	10.189
439.00	10.623
440.00	9.7675
441.00	10.693
442.00	11.713
443.00	9.0466
444.00	8.8591
445.00	6.3040
446.00	10.834
447.00	9.8495
448.00	8.6071
449.00	9.8202
450.00	11.297
