Wavelength (nm)	F10 abs e
262.50	7770.1
262.75	7762.5
263.00	7671.4
263.25	7600.7
263.50	7621.5
263.75	7511.9
264.00	7466.6
264.25	7435.0
264.50	7307.9
264.75	7243.6
265.00	7188.4
265.25	7140.5
265.50	6980.1
265.75	7014.3
266.00	6881.4
266.25	6774.4
266.50	6710.9
266.75	6624.8
267.00	6604.1
267.25	6459.7
267.50	6371.9
267.75	6286.8
268.00	6187.9
268.25	6162.9
268.50	6001.4
268.75	5882.1
269.00	5778.7
269.25	5689.0
269.50	5559.3
269.75	5467.3
270.00	5375.4
270.25	5285.7
270.50	5130.2
270.75	5097.3
271.00	4963.6
271.25	4818.8
271.50	4743.5
271.75	4640.3
272.00	4505.7
272.25	4354.2
272.50	4316.2
272.75	4153.3
273.00	4047.8
273.25	3919.7
273.50	3817.4
273.75	3692.4
274.00	3571.8
274.25	3433.5
274.50	3369.3
274.75	3236.8
275.00	3122.0
275.25	3007.7
275.50	2936.1
275.75	2793.4
276.00	2737.4
276.25	2622.5
276.50	2513.6
276.75	2358.8
277.00	2289.2
277.25	2193.1
277.50	2123.0
277.75	1990.8
278.00	1923.2
278.25	1850.5
278.50	1711.6
278.75	1655.5
279.00	1596.9
279.25	1499.0
279.50	1405.0
279.75	1342.1
280.00	1273.1
280.25	1192.8
280.50	1131.4
280.75	1045.1
281.00	991.95
281.25	966.15
281.50	834.83
281.75	816.93
282.00	755.41
282.25	643.92
282.50	621.31
282.75	618.09
283.00	549.48
283.25	524.73
283.50	497.30
283.75	473.64
284.00	414.01
284.25	392.72
284.50	315.13
284.75	333.95
285.00	325.66
285.25	276.19
285.50	294.74
285.75	256.97
286.00	222.63
286.25	202.62
286.50	209.88
286.75	176.98
287.00	160.01
287.25	123.22
287.50	121.30
287.75	137.03
288.00	111.48
288.25	132.34
288.50	116.75
288.75	131.03
289.00	65.374
289.25	88.665
289.50	82.340
289.75	47.172
290.00	69.845
290.25	67.513
290.50	31.654
290.75	53.516
291.00	88.359
291.25	88.306
291.50	38.271
291.75	40.689
292.00	37.394
292.25	61.893
292.50	27.947
292.75	54.911
293.00	20.540
293.25	66.198
293.50	10.649
293.75	-1.3286
294.00	56.014
294.25	33.195
294.50	28.472
294.75	60.159
295.00	47.099
295.25	34.637
295.50	-13.040
295.75	31.269
296.00	68.144
296.25	16.940
296.50	45.751
296.75	25.928
297.00	52.380
297.25	24.686
297.50	16.209
297.75	51.191
298.00	22.646
298.25	37.121
298.50	17.372
298.75	35.354
299.00	39.632
299.25	13.133
299.50	48.335
299.75	39.420
300.00	5.3344
300.25	35.547
300.50	31.853
300.75	60.923
301.00	-6.4969
301.25	33.986
301.50	-2.6240
301.75	25.250
302.00	-9.6922
302.25	31.707
302.50	8.3835
302.75	28.087
303.00	6.5500
303.25	5.8592
303.50	2.6705
303.75	25.908
304.00	19.205
304.25	43.532
304.50	-6.4238
304.75	17.763
305.00	-16.501
305.25	43.930
305.50	-14.960
305.75	4.4774
306.00	-6.2777
306.25	23.045
306.50	32.571
306.75	35.301
307.00	23.888
307.25	-13.705
307.50	6.7228
307.75	-24.652
308.00	5.6599
308.25	21.171
308.50	49.590
308.75	39.134
309.00	60.339
309.25	57.004
309.50	5.7130
309.75	49.318
310.00	31.083
310.25	10.157
310.50	26.061
310.75	32.817
311.00	-20.753
311.25	15.379
311.50	-9.3135
311.75	33.248
312.00	-4.5505
312.25	46.455
312.50	-18.235
312.75	5.1484
313.00	27.934
313.25	-25.370
313.50	41.320
313.75	33.720
314.00	5.4539
314.25	2.6705
314.50	-20.926
314.75	11.439
315.00	22.653
315.25	-8.1842
315.50	12.190
315.75	-23.596
316.00	6.3640
316.25	11.074
316.50	11.380
316.75	38.935
317.00	20.899
317.25	39.154
317.50	19.537
317.75	-23.623
318.00	27.303
318.25	34.810
318.50	-22.626
318.75	26.406
319.00	31.149
319.25	-32.657
319.50	4.7298
319.75	42.715
320.00	-40.735
320.25	22.042
320.50	36.749
320.75	43.519
321.00	-24.533
321.25	1.1957
321.50	-34.112
321.75	19.225
322.00	-18.461
322.25	5.0886
322.50	-9.0146
322.75	-9.3866
323.00	-37.659
323.25	25.569
323.50	-10.954
323.75	27.602
324.00	-6.3042
324.25	26.492
324.50	37.932
324.75	-13.432
325.00	38.171
325.25	-11.373
325.50	-24.765
325.75	10.443
326.00	22.042
326.25	28.220
326.50	31.787
326.75	12.256
327.00	28.133
327.25	59.575
327.50	-12.349
327.75	-27.569
328.00	-4.3910
328.25	-16.189
328.50	-21.856
328.75	37.546
329.00	8.0646
329.25	28.538
329.50	10.901
329.75	-23.271
330.00	18.049
330.25	-9.8915
330.50	28.804
330.75	-31.255
331.00	88.565
331.25	-23.822
331.50	18.262
331.75	4.0456
332.00	-2.9229
332.25	14.190
332.50	11.718
332.75	31.475
333.00	-20.228
333.25	8.7887
333.50	23.271
333.75	-18.521
334.00	-42.044
334.25	18.215
334.50	-10.310
334.75	43.107
335.00	10.277
335.25	38.935
335.50	-0.37865
335.75	27.874
336.00	-24.845
336.25	3.7135
336.50	-16.840
336.75	74.508
337.00	36.816
337.25	4.6966
337.50	-4.8760
337.75	-16.588
338.00	43.080
338.25	63.102
338.50	75.325
338.75	5.1151
339.00	22.885
339.25	20.613
339.50	-0.77059
339.75	5.1085
340.00	-0.74402
340.25	-2.6639
340.50	-20.826
340.75	-9.8782
341.00	-6.5434
341.25	31.249
341.50	20.520
341.75	29.236
342.00	-5.5004
342.25	-3.8729
342.50	33.600
342.75	14.170
343.00	10.934
343.25	-7.4468
343.50	-26.758
343.75	-26.811
344.00	15.306
344.25	-4.3313
344.50	-5.8924
344.75	28.499
345.00	-47.305
345.25	-9.0478
345.50	-14.017
345.75	17.777
346.00	10.815
346.25	35.182
346.50	-13.326
346.75	18.169
347.00	12.662
347.25	61.574
347.50	43.286
347.75	-23.955
348.00	8.3437
348.25	51.523
348.50	31.076
348.75	32.604
349.00	28.997
349.25	-35.666
349.50	1.5810
349.75	8.3237
350.00	-5.7329
