Wavelength (nm)	F10 abs e
220.00	3251.8
220.25	3120.3
220.50	3033.6
220.75	2910.6
221.00	2822.0
221.25	2752.0
221.50	2605.4
221.75	2565.6
222.00	2520.7
222.25	2357.2
222.50	2358.3
222.75	2255.8
223.00	2243.3
223.25	2114.0
223.50	2140.9
223.75	2067.5
224.00	2032.5
224.25	1928.0
224.50	1833.1
224.75	1931.3
225.00	1780.3
225.25	1830.3
225.50	1761.6
225.75	1768.0
226.00	1684.5
226.25	1782.7
226.50	1647.0
226.75	1713.1
227.00	1677.5
227.25	1678.0
227.50	1664.5
227.75	1658.4
228.00	1621.2
228.25	1673.4
228.50	1686.5
228.75	1689.1
229.00	1703.4
229.25	1766.6
229.50	1746.0
229.75	1771.3
230.00	1798.1
230.25	1775.8
230.50	1805.3
230.75	1906.3
231.00	1927.7
231.25	1931.1
231.50	1979.5
231.75	2000.8
232.00	2042.0
232.25	2079.6
232.50	2121.6
232.75	2196.3
233.00	2236.0
233.25	2311.7
233.50	2362.9
233.75	2341.5
234.00	2426.4
234.25	2459.8
234.50	2540.5
234.75	2632.5
235.00	2669.2
235.25	2726.3
235.50	2767.4
235.75	2803.8
236.00	2855.2
236.25	2969.6
236.50	3010.5
236.75	3117.9
237.00	3146.0
237.25	3206.4
237.50	3255.8
237.75	3326.8
238.00	3361.6
238.25	3504.0
238.50	3554.3
238.75	3597.6
239.00	3651.9
239.25	3771.4
239.50	3813.3
239.75	3869.5
240.00	3965.2
240.25	4025.7
240.50	4076.0
240.75	4171.3
241.00	4215.9
241.25	4330.6
241.50	4414.1
241.75	4470.0
242.00	4527.2
242.25	4578.3
242.50	4610.8
242.75	4794.2
243.00	4820.7
243.25	4886.1
243.50	5018.3
243.75	5083.9
244.00	5152.2
244.25	5187.0
244.50	5321.1
244.75	5382.0
245.00	5464.8
245.25	5482.8
245.50	5594.3
245.75	5603.0
246.00	5731.6
246.25	5801.6
246.50	5847.5
246.75	5947.0
247.00	5978.1
247.25	6133.3
247.50	6156.6
247.75	6247.8
248.00	6309.5
248.25	6421.6
248.50	6402.7
248.75	6510.1
249.00	6630.6
249.25	6760.0
249.50	6774.3
249.75	6772.8
250.00	6890.0
250.25	7005.0
250.50	7087.5
250.75	7085.0
251.00	7111.0
251.25	7225.3
251.50	7268.6
251.75	7369.8
252.00	7385.2
252.25	7393.2
252.50	7547.1
252.75	7571.6
253.00	7526.5
253.25	7605.8
253.50	7682.2
253.75	7722.7
254.00	7786.0
254.25	7787.6
254.50	7855.4
254.75	7849.0
255.00	7899.1
255.25	7963.3
255.50	7951.2
255.75	7940.7
256.00	8014.0
256.25	8019.0
256.50	8141.0
256.75	8015.5
257.00	8122.5
257.25	8083.3
257.50	8103.0
257.75	8098.0
258.00	8102.9
258.25	8200.0
258.50	8181.3
258.75	8083.1
259.00	8112.5
259.25	8095.1
259.50	8183.2
259.75	8118.9
260.00	8110.5
260.25	8114.1
260.50	8137.9
260.75	8070.1
261.00	7984.2
261.25	7975.0
261.50	7922.1
261.75	7850.7
262.00	7872.4
262.25	7724.2
