Wavelength (nm)	I04 abs e
220.00	8644.6
220.25	8071.4
220.50	8118.7
220.75	7966.1
221.00	7983.3
221.25	7906.3
221.50	7784.1
221.75	7831.4
222.00	7823.7
222.25	7828.9
222.50	7892.0
222.75	7804.7
223.00	7656.8
223.25	7638.4
223.50	7859.3
223.75	7844.6
224.00	7827.0
224.25	7872.5
224.50	7895.6
224.75	7976.4
225.00	8037.3
225.25	8068.8
225.50	8297.4
225.75	8255.2
226.00	8364.9
226.25	8377.0
226.50	8629.1
226.75	8710.9
227.00	8850.7
227.25	8970.7
227.50	9206.6
227.75	9190.1
228.00	9374.7
228.25	9557.0
228.50	9751.1
228.75	9917.7
229.00	10127
229.25	10173
229.50	10437
229.75	10623
230.00	10685
230.25	10859
230.50	11103
230.75	11280
231.00	11445
231.25	11651
231.50	11762
231.75	11852
232.00	11992
232.25	12274
232.50	12372
232.75	12550
233.00	12685
233.25	12818
233.50	13086
233.75	13255
234.00	13462
234.25	13800
234.50	13975
234.75	14138
235.00	14437
235.25	14668
235.50	15084
235.75	15324
236.00	15654
236.25	15915
236.50	16304
236.75	16461
237.00	16921
237.25	17104
237.50	17334
237.75	17660
238.00	17955
238.25	18298
238.50	18592
238.75	18898
239.00	19149
239.25	19529
239.50	19823
239.75	20111
240.00	20521
240.25	20820
240.50	21125
240.75	21398
241.00	21730
241.25	22102
241.50	22401
241.75	22745
242.00	23154
242.25	23398
242.50	23738
242.75	23980
243.00	24338
243.25	24716
243.50	24992
243.75	25376
244.00	25750
244.25	26049
244.50	26381
244.75	26725
245.00	27052
245.25	27476
245.50	27829
245.75	28161
246.00	28525
246.25	28779
246.50	29256
246.75	29686
247.00	29969
247.25	30452
247.50	30771
247.75	31214
248.00	31628
248.25	32034
248.50	32384
248.75	32875
249.00	33269
249.25	33655
249.50	34191
249.75	34467
250.00	35023
250.25	35378
250.50	35860
250.75	36259
251.00	36700
251.25	37040
251.50	37497
251.75	37863
252.00	38202
252.25	38616
252.50	39144
252.75	39191
253.00	39674
253.25	40083
253.50	40516
253.75	40709
254.00	41130
254.25	41375
254.50	41475
254.75	41545
255.00	41942
255.25	42357
255.50	42594
255.75	42892
256.00	43260
256.25	43523
256.50	43920
256.75	44104
257.00	44460
257.25	44683
257.50	44912
257.75	45361
258.00	45645
258.25	45853
258.50	46216
258.75	46750
259.00	46930
259.25	47234
259.50	47639
259.75	47789
260.00	48045
260.25	48542
260.50	48819
260.75	49039
261.00	49171
261.25	49539
261.50	49962
261.75	50264
262.00	50229
262.25	50550
262.50	50614
262.75	50633
263.00	50854
263.25	50909
263.50	50978
263.75	51024
264.00	51084
264.25	50852
264.50	50948
264.75	50744
265.00	50596
265.25	50536
265.50	50490
265.75	50157
266.00	49710
266.25	49563
266.50	49296
266.75	49063
267.00	48567
267.25	48170
267.50	47620
267.75	47087
268.00	46440
268.25	45949
268.50	45259
268.75	44475
269.00	44042
269.25	43219
269.50	42626
269.75	41852
270.00	41162
270.25	40263
270.50	39698
270.75	38854
271.00	38081
271.25	37384
271.50	36726
271.75	35849
272.00	35171
272.25	34523
272.50	33785
272.75	33095
273.00	32551
273.25	31931
273.50	31313
273.75	30631
274.00	30105
274.25	29545
274.50	29020
274.75	28351
275.00	27701
275.25	27211
275.50	26664
275.75	26053
276.00	25500
276.25	25144
276.50	24739
276.75	24358
277.00	23928
277.25	23589
277.50	23307
277.75	22936
278.00	22683
278.25	22278
278.50	22029
278.75	21775
279.00	21488
279.25	21195
279.50	20876
279.75	20800
280.00	20489
280.25	20289
280.50	20082
280.75	19777
281.00	19619
281.25	19416
281.50	19128
281.75	19002
282.00	18808
282.25	18646
282.50	18342
282.75	18161
283.00	17855
283.25	17671
283.50	17521
283.75	17379
