Wavelength (nm)	I08 abs e
200.00	11244
201.00	10806
202.00	9985.9
203.00	9084.7
204.00	8338.7
205.00	7748.1
206.00	7288.0
207.00	6970.4
208.00	6766.3
209.00	6644.1
210.00	6589.9
211.00	6571.4
212.00	6570.3
213.00	6569.1
214.00	6569.5
215.00	6546.5
216.00	6499.1
217.00	6419.8
218.00	6320.9
219.00	6198.4
220.00	6045.4
221.00	5889.4
222.00	5736.6
223.00	5604.5
224.00	5510.2
225.00	5469.2
226.00	5504.8
227.00	5613.0
228.00	5811.5
229.00	6078.1
230.00	6419.5
231.00	6814.9
232.00	7244.7
233.00	7717.0
234.00	8203.4
235.00	8711.3
236.00	9227.4
237.00	9765.9
238.00	10315
239.00	10873
240.00	11453
241.00	12050
242.00	12648
243.00	13256
244.00	13862
245.00	14447
246.00	15021
247.00	15571
248.00	16093
249.00	16574
250.00	17019
251.00	17418
252.00	17761
253.00	18050
254.00	18272
255.00	18430
256.00	18537
257.00	18602
258.00	18670
259.00	18776
260.00	18964
261.00	19288
262.00	19765
263.00	20441
264.00	21319
265.00	22421
266.00	23745
267.00	25270
268.00	26976
269.00	28874
270.00	30923
271.00	33039
272.00	35190
273.00	37302
274.00	39292
275.00	41004
276.00	42394
277.00	43317
278.00	43700
279.00	43532
280.00	42743
281.00	41398
282.00	39578
283.00	37405
284.00	35041
285.00	32604
286.00	30215
287.00	27954
288.00	25891
289.00	24044
290.00	22386
291.00	20944
292.00	19663
293.00	18501
294.00	17446
295.00	16478
296.00	15577
297.00	14727
298.00	13923
299.00	13167
300.00	12454
301.00	11788
302.00	11165
303.00	10571
304.00	10023
305.00	9503.7
306.00	9011.5
307.00	8534.4
308.00	8090.3
309.00	7667.6
310.00	7266.0
311.00	6887.8
312.00	6535.1
313.00	6221.7
314.00	5932.1
315.00	5664.9
316.00	5413.6
317.00	5189.0
318.00	4970.9
319.00	4766.4
320.00	4578.8
321.00	4393.2
322.00	4224.1
323.00	4061.9
324.00	3927.3
325.00	3799.2
326.00	3692.4
327.00	3603.6
328.00	3536.4
329.00	3485.3
330.00	3441.5
331.00	3409.7
332.00	3386.0
333.00	3365.3
334.00	3342.5
335.00	3320.6
336.00	3298.4
337.00	3275.6
338.00	3253.8
339.00	3231.9
340.00	3218.2
341.00	3205.7
342.00	3195.7
343.00	3190.4
344.00	3179.0
345.00	3164.9
346.00	3134.6
347.00	3084.5
348.00	3013.3
349.00	2906.1
350.00	2771.3
351.00	2616.2
352.00	2443.6
353.00	2254.6
354.00	2071.8
355.00	1890.1
356.00	1726.6
357.00	1586.2
358.00	1462.6
359.00	1359.4
360.00	1273.6
361.00	1200.5
362.00	1145.3
363.00	1103.2
364.00	1077.5
365.00	1061.7
366.00	1062.3
367.00	1064.6
368.00	1073.2
369.00	1091.2
370.00	1116.3
371.00	1142.2
372.00	1174.4
373.00	1204.1
374.00	1242.3
375.00	1286.3
376.00	1327.8
377.00	1382.0
378.00	1436.9
379.00	1487.6
380.00	1543.6
381.00	1617.0
382.00	1681.5
383.00	1752.1
384.00	1826.3
385.00	1902.0
386.00	1975.2
387.00	2063.6
388.00	2145.9
389.00	2246.1
390.00	2337.6
391.00	2446.3
392.00	2551.3
393.00	2660.2
394.00	2781.0
395.00	2902.3
396.00	3029.4
397.00	3161.1
398.00	3298.9
399.00	3435.4
400.00	3577.3
401.00	3736.6
402.00	3894.6
403.00	4059.0
404.00	4229.3
405.00	4400.7
406.00	4575.1
407.00	4756.9
408.00	4955.7
409.00	5148.9
410.00	5351.3
411.00	5554.7
412.00	5779.2
413.00	5997.1
414.00	6214.1
415.00	6447.4
416.00	6679.6
417.00	6924.5
418.00	7171.5
419.00	7431.0
420.00	7696.7
421.00	7963.1
422.00	8224.9
423.00	8490.3
424.00	8762.3
425.00	9049.9
426.00	9348.4
427.00	9651.5
428.00	9933.6
429.00	10245
430.00	10553
431.00	10842
432.00	11149
433.00	11482
434.00	11792
435.00	12097
436.00	12420
437.00	12736
438.00	13054
439.00	13364
440.00	13681
441.00	14006
442.00	14294
443.00	14590
444.00	14885
445.00	15155
446.00	15444
447.00	15718
448.00	15976
449.00	16229
450.00	16469
451.00	16699
452.00	16908
453.00	17105
454.00	17280
455.00	17446
456.00	17588
457.00	17700
458.00	17796
459.00	17871
460.00	17906
461.00	17932
462.00	17911
463.00	17881
464.00	17806
465.00	17710
466.00	17581
467.00	17426
468.00	17235
469.00	17020
470.00	16776
471.00	16498
472.00	16197
473.00	15870
474.00	15533
475.00	15169
476.00	14800
477.00	14412
478.00	14002
479.00	13583
480.00	13152
481.00	12739
482.00	12316
483.00	11891
484.00	11486
485.00	10984
486.00	10662
487.00	10330
488.00	9922.2
489.00	9505.5
