Wavelength (nm)	I08 abs e
490.00	9142.6
491.00	8786.6
492.00	8440.6
493.00	8103.3
494.00	7786.8
495.00	7472.9
496.00	7171.4
497.00	6898.8
498.00	6622.4
499.00	6362.5
500.00	6117.4
501.00	5881.2
502.00	5651.3
503.00	5436.9
504.00	5230.1
505.00	5033.2
506.00	4841.0
507.00	4662.5
508.00	4491.2
509.00	4326.7
510.00	4167.5
511.00	4013.5
512.00	3866.3
513.00	3728.0
514.00	3589.0
515.00	3457.4
516.00	3331.8
517.00	3201.4
518.00	3084.2
519.00	2965.1
520.00	2857.4
521.00	2749.6
522.00	2641.6
523.00	2540.9
524.00	2450.9
525.00	2347.8
526.00	2253.2
527.00	2165.7
528.00	2080.7
529.00	2000.5
530.00	1924.0
531.00	1846.9
532.00	1775.7
533.00	1710.1
534.00	1640.9
535.00	1582.7
536.00	1523.8
537.00	1467.3
538.00	1416.4
539.00	1365.6
540.00	1323.0
541.00	1276.0
542.00	1238.4
543.00	1199.6
544.00	1163.4
545.00	1129.1
546.00	1096.7
547.00	1066.7
548.00	1039.1
549.00	1013.1
550.00	985.78
551.00	964.62
552.00	942.57
553.00	921.92
554.00	900.62
555.00	884.44
556.00	863.14
557.00	847.12
558.00	828.65
559.00	816.71
560.00	799.73
561.00	783.66
562.00	767.75
563.00	753.47
564.00	740.85
565.00	729.84
566.00	719.07
567.00	705.48
568.00	693.11
569.00	676.39
570.00	665.21
571.00	655.02
572.00	643.12
573.00	628.86
574.00	618.05
575.00	606.36
576.00	590.17
577.00	579.34
578.00	562.64
579.00	554.40
580.00	541.72
581.00	531.69
582.00	514.22
583.00	505.28
584.00	496.21
585.00	481.95
586.00	470.85
587.00	461.50
588.00	447.22
589.00	437.63
590.00	426.92
591.00	416.56
592.00	407.94
593.00	396.36
594.00	386.20
595.00	372.50
596.00	363.55
597.00	355.29
598.00	347.16
599.00	336.45
600.00	330.32
601.00	320.08
602.00	312.71
603.00	303.12
604.00	294.55
605.00	288.31
606.00	279.99
607.00	273.04
608.00	265.87
609.00	256.54
610.00	253.29
611.00	244.74
612.00	238.03
613.00	232.27
614.00	226.94
615.00	221.63
616.00	215.12
617.00	214.06
618.00	205.12
619.00	199.37
620.00	197.98
621.00	190.94
622.00	189.36
623.00	185.20
624.00	179.46
625.00	176.91
626.00	172.72
627.00	171.56
628.00	168.64
629.00	165.38
630.00	163.42
631.00	160.35
632.00	160.28
633.00	162.13
634.00	163.04
635.00	161.22
636.00	161.04
637.00	155.30
638.00	151.72
639.00	144.62
640.00	137.71
641.00	135.16
642.00	134.37
643.00	133.24
644.00	130.21
645.00	131.63
646.00	128.95
647.00	129.42
648.00	129.06
649.00	123.52
650.00	122.04
651.00	122.62
652.00	119.70
653.00	120.73
654.00	110.11
655.00	110.71
656.00	113.85
657.00	114.97
658.00	113.83
659.00	114.63
660.00	113.20
661.00	112.74
662.00	108.40
663.00	106.92
664.00	107.70
665.00	105.78
666.00	103.73
667.00	100.95
668.00	103.88
669.00	103.99
670.00	100.30
671.00	101.14
672.00	101.24
673.00	101.41
674.00	101.36
675.00	100.82
676.00	98.444
677.00	99.045
678.00	95.858
679.00	96.273
680.00	96.586
681.00	95.273
682.00	93.778
683.00	92.039
684.00	91.299
685.00	93.120
686.00	88.609
687.00	92.388
688.00	91.617
689.00	89.822
690.00	91.410
691.00	89.931
692.00	88.248
693.00	87.505
694.00	87.720
695.00	86.611
696.00	84.979
697.00	84.446
698.00	83.389
699.00	85.335
700.00	83.593
