Wavelength (nm)	S01 abs e
360.00	46481
360.25	48121
360.50	48275
360.75	47999
361.00	47820
361.25	47701
361.50	48206
361.75	47489
362.00	47139
362.25	46967
362.50	46152
362.75	46356
363.00	46391
363.25	45877
363.50	45135
363.75	44815
364.00	44828
364.25	44655
364.50	43973
364.75	43068
365.00	42991
365.25	42241
365.50	41568
365.75	41400
366.00	41793
366.25	40902
366.50	40907
366.75	40008
367.00	40037
367.25	39317
367.50	38768
367.75	38161
368.00	37933
368.25	37058
368.50	37114
368.75	37030
369.00	36378
369.25	36089
369.50	36135
369.75	35243
370.00	34906
370.25	34580
370.50	34351
370.75	33065
371.00	33273
371.25	32574
371.50	32399
371.75	31955
372.00	31950
372.25	31317
372.50	31282
372.75	31521
373.00	30817
373.25	30599
373.50	30484
373.75	29702
374.00	30062
374.25	29469
374.50	28949
374.75	29029
375.00	28875
375.25	28551
375.50	28450
375.75	28044
376.00	27429
376.25	27166
376.50	26424
376.75	26413
377.00	25917
377.25	26209
377.50	25744
377.75	25849
378.00	25444
378.25	25725
378.50	25307
378.75	24793
379.00	24526
379.25	24179
379.50	24269
379.75	23915
380.00	23651
380.25	23339
380.50	23143
380.75	23211
381.00	22619
381.25	22786
381.50	22287
381.75	22191
382.00	22019
382.25	21864
382.50	21742
382.75	21517
383.00	21966
383.25	21376
383.50	21537
383.75	21136
384.00	20947
384.25	20724
384.50	20894
384.75	20726
385.00	20451
385.25	20275
385.50	20292
385.75	20081
386.00	19705
386.25	19708
386.50	19500
386.75	19491
387.00	19012
387.25	19115
387.50	18863
387.75	18721
388.00	18666
388.25	18887
388.50	18549
388.75	18136
389.00	18398
389.25	17865
389.50	17911
389.75	17803
390.00	17510
390.25	17985
390.50	17607
390.75	17902
391.00	17667
391.25	17372
391.50	17452
391.75	17176
392.00	17346
392.25	17113
392.50	17125
392.75	17123
393.00	16980
393.25	16977
393.50	16596
393.75	16776
394.00	16589
394.25	16238
394.50	16257
394.75	16307
395.00	15994
395.25	15979
395.50	15946
395.75	16057
396.00	15622
396.25	15940
396.50	15855
396.75	15739
397.00	15528
397.25	15621
397.50	15799
397.75	15605
398.00	15184
398.25	15380
398.50	15264
398.75	14990
399.00	15575
399.25	15260
399.50	15336
399.75	15109
400.00	15106
400.25	15030
400.50	14936
400.75	14658
401.00	14794
401.25	14733
401.50	14634
401.75	14656
402.00	14431
402.25	14593
402.50	14059
402.75	14039
403.00	13945
403.25	13781
403.50	13840
403.75	13928
404.00	13731
404.25	14183
404.50	13812
404.75	13730
405.00	13719
405.25	13588
405.50	13486
405.75	13525
406.00	13177
406.25	13362
406.50	13270
406.75	13538
407.00	13206
407.25	12890
407.50	13177
407.75	13009
408.00	13298
408.25	13114
408.50	13156
408.75	12923
409.00	13173
409.25	13027
409.50	12676
409.75	12788
410.00	12271
410.25	12774
410.50	12502
410.75	12327
411.00	12584
411.25	12272
411.50	12415
411.75	12308
412.00	12345
412.25	12158
412.50	12293
412.75	12350
413.00	12037
413.25	11928
413.50	11852
413.75	11908
414.00	11545
414.25	11589
414.50	11530
414.75	11684
415.00	11530
415.25	11648
415.50	11687
415.75	11525
416.00	11538
416.25	11495
416.50	11456
416.75	11188
417.00	11243
417.25	11142
417.50	11055
417.75	10935
418.00	10839
418.25	11034
418.50	10899
418.75	10688
419.00	10842
419.25	10681
419.50	10678
419.75	10562
420.00	10586
420.25	10481
420.50	10346
420.75	10197
421.00	10171
421.25	10139
421.50	10025
421.75	9826.9
422.00	9920.5
422.25	10009
422.50	9822.9
422.75	9659.6
423.00	9572.0
423.25	9598.9
423.50	9588.9
423.75	9566.0
424.00	9465.4
424.25	9298.1
424.50	9301.1
424.75	9401.7
425.00	9119.8
425.25	9131.8
425.50	9322.0
425.75	9197.5
426.00	9051.1
426.25	9081.0
426.50	8987.4
426.75	9052.1
427.00	8898.8
427.25	8842.0
427.50	8754.4
427.75	8642.8
428.00	8582.1
428.25	8277.3
428.50	8289.3
428.75	8504.4
429.00	8256.4
429.25	8038.3
429.50	7991.5
429.75	7958.7
430.00	7917.8
430.25	8090.1
430.50	7744.6
430.75	7728.6
431.00	7951.7
431.25	7829.2
431.50	7571.3
431.75	7523.5
432.00	7307.4
432.25	7430.9
432.50	7450.8
432.75	7473.7
433.00	7511.5
433.25	7409.9
433.50	7439.8
433.75	7303.4
434.00	7201.8
434.25	7131.1
434.50	7004.6
434.75	7157.0
435.00	6820.4
435.25	6669.0
435.50	6864.2
435.75	6693.9
436.00	6796.5
436.25	6692.9
436.50	6555.5
436.75	6478.8
437.00	6503.7
437.25	6392.2
437.50	6495.7
437.75	6292.6
438.00	6078.5
438.25	6173.1
438.50	6115.3
438.75	5965.9
439.00	5934.1
439.25	5905.2
439.50	5866.3
439.75	5780.7
440.00	5948.0
440.25	5934.1
440.50	5865.4
440.75	5568.6
441.00	5566.6
441.25	5470.0
441.50	5428.2
441.75	5485.9
442.00	5520.8
442.25	5425.2
442.50	5509.8
442.75	5266.8
443.00	5290.7
443.25	5263.8
443.50	4958.1
443.75	4941.2
444.00	5159.3
444.25	5088.6
444.50	5009.9
444.75	4898.4
445.00	4720.1
445.25	4903.3
445.50	4778.9
445.75	4782.8
446.00	4697.2
446.25	4632.5
446.50	4693.2
446.75	4553.8
447.00	4461.2
447.25	4338.7
447.50	4648.4
447.75	4299.9
448.00	4496.0
448.25	4528.9
448.50	4322.8
448.75	4431.3
449.00	4124.6
449.25	4358.6
449.50	4258.0
449.75	4219.2
450.00	4086.7
450.25	4098.7
450.50	4152.5
450.75	4022.0
451.00	4017.0
451.25	4122.6
451.50	3953.3
451.75	3894.5
452.00	3897.5
452.25	3830.8
452.50	3882.6
452.75	3895.5
453.00	3881.6
453.25	3888.6
453.50	3667.5
453.75	3585.8
454.00	3429.5
454.25	3557.9
454.50	3441.4
454.75	3502.2
455.00	3458.3
455.25	3386.6
455.50	3596.8
455.75	3435.4
456.00	3310.0
456.25	3496.2
456.50	3383.7
456.75	3312.9
457.00	3310.0
457.25	3261.2
457.50	3262.2
457.75	3332.9
458.00	3280.1
458.25	3182.5
458.50	3193.4
458.75	3048.0
459.00	3011.2
459.25	2927.5
459.50	2823.0
459.75	2909.6
460.00	2838.9
460.25	2786.1
460.50	2813.0
460.75	2787.1
461.00	2893.7
461.25	2816.0
461.50	2734.3
461.75	2631.8
462.00	2708.5
462.25	2732.4
462.50	2706.5
462.75	2786.1
463.00	2462.5
463.25	2414.7
463.50	2570.0
463.75	2508.3
464.00	2373.8
464.25	2374.8
464.50	2430.6
464.75	2396.8
465.00	2241.4
465.25	2365.9
465.50	2320.1
465.75	2147.8
466.00	2275.3
466.25	2182.6
466.50	2117.9
466.75	2270.3
467.00	2179.7
467.25	2330.0
467.50	2219.5
467.75	2083.1
468.00	2159.7
468.25	1905.8
468.50	2236.4
468.75	2139.8
469.00	2099.0
469.25	2022.3
469.50	2182.6
469.75	2030.3
470.00	1941.6
470.25	1849.0
470.50	1947.6
470.75	2005.4
471.00	1933.7
471.25	1787.3
471.50	1660.8
471.75	1660.8
472.00	1596.1
472.25	1542.3
472.50	1673.8
472.75	1522.4
473.00	1547.3
473.25	1633.9
473.50	1704.6
473.75	1617.0
474.00	1609.0
474.25	1646.9
474.50	1601.1
474.75	1635.9
475.00	1455.7
475.25	1598.1
475.50	1330.2
475.75	1275.4
476.00	1347.1
476.25	1334.2
476.50	1396.9
476.75	1365.0
477.00	1427.8
477.25	1400.9
477.50	1333.2
477.75	1554.2
478.00	1490.5
478.25	1437.7
478.50	1447.7
478.75	1505.5
479.00	1362.0
479.25	1401.9
479.50	1355.1
479.75	1222.6
480.00	1215.7
480.25	1183.8
480.50	1353.1
480.75	1193.7
481.00	1375.0
481.25	1295.3
481.50	1022.5
481.75	1112.1
482.00	909.92
482.25	1235.6
482.50	1167.9
482.75	1247.5
483.00	1362.0
483.25	1261.5
483.50	1301.3
483.75	1079.2
484.00	1248.5
484.25	1137.0
484.50	1144.9
484.75	950.75
485.00	944.78
485.25	965.69
485.50	1069.3
485.75	911.91
486.00	984.61
486.25	1029.4
486.50	850.17
486.75	802.37
487.00	969.67
487.25	885.03
487.50	1195.7
487.75	819.30
488.00	1072.2
488.25	948.76
488.50	899.96
488.75	765.52
489.00	810.34
489.25	817.31
489.50	836.23
489.75	920.88
490.00	894.98
490.25	726.68
490.50	959.72
490.75	919.88
491.00	1023.5
491.25	734.65
491.50	832.25
491.75	761.54
492.00	742.62
492.25	789.42
492.50	872.08
492.75	915.90
493.00	945.77
493.25	958.72
493.50	890.01
493.75	812.33
494.00	817.31
494.25	933.82
494.50	867.10
494.75	617.14
495.00	742.62
495.25	783.45
495.50	872.08
495.75	701.79
496.00	791.41
496.25	819.30
496.50	662.95
496.75	886.02
497.00	955.73
497.25	948.76
497.50	890.01
497.75	556.39
498.00	437.88
498.25	598.22
498.50	739.63
498.75	588.26
499.00	519.54
499.25	672.91
499.50	612.16
499.75	658.96
500.00	734.65
500.25	649.45
500.50	716.63
500.75	615.50
501.00	700.59
501.25	887.27
501.50	796.10
501.75	937.96
502.00	1075.8
502.25	656.03
502.50	807.85
502.75	893.94
503.00	651.40
503.25	929.69
503.50	779.76
503.75	747.35
504.00	470.95
504.25	708.41
504.50	671.01
504.75	549.97
505.00	824.28
505.25	742.07
505.50	961.61
505.75	850.52
506.00	689.64
506.25	856.39
506.50	698.50
506.75	680.03
507.00	805.95
507.25	808.39
507.50	802.87
507.75	512.52
508.00	671.31
508.25	735.50
508.50	988.89
508.75	690.58
509.00	952.94
509.25	933.48
509.50	1035.5
509.75	854.70
510.00	910.92
510.25	1075.7
510.50	897.87
510.75	1032.8
511.00	918.69
511.25	926.11
511.50	1022.2
511.75	944.93
512.00	722.30
512.25	823.33
512.50	887.52
512.75	1159.8
513.00	1164.3
513.25	1170.7
513.50	1252.8
513.75	1155.7
514.00	1004.7
514.25	1213.3
514.50	916.99
514.75	1032.0
515.00	1044.4
515.25	959.17
515.50	1054.2
515.75	1064.6
516.00	1186.6
516.25	1074.5
516.50	1181.5
516.75	1044.5
517.00	1039.0
517.25	1406.9
517.50	1295.8
517.75	1465.6
518.00	1153.3
518.25	1393.8
518.50	1283.7
518.75	1523.1
519.00	1381.2
519.25	1212.3
519.50	1347.2
519.75	1203.3
520.00	1414.8
520.25	1205.1
520.50	1590.0
520.75	1550.6
521.00	1648.7
521.25	1310.5
521.50	1448.4
521.75	1589.3
522.00	1428.4
522.25	1455.7
522.50	1448.2
522.75	1549.2
523.00	1609.4
523.25	1562.1
523.50	1542.6
523.75	1572.9
524.00	1301.5
524.25	1541.9
524.50	1439.8
524.75	1453.2
525.00	1398.9
525.25	1519.8
525.50	1539.2
525.75	1395.3
526.00	1698.4
526.25	1727.8
526.50	1617.7
526.75	1686.8
527.00	1920.3
527.25	1719.6
527.50	1808.7
527.75	1709.6
528.00	1755.8
528.25	1856.8
528.50	1650.2
528.75	1696.4
529.00	1570.4
529.25	1953.2
529.50	1628.0
529.75	1790.8
530.00	1876.9
530.25	2014.8
530.50	2243.3
530.75	1830.5
531.00	2028.1
531.25	1971.8
531.50	2049.9
531.75	1936.8
532.00	2020.9
532.25	1946.7
532.50	1802.7
532.75	1960.5
533.00	1568.6
533.25	1920.6
533.50	1837.4
533.75	2131.6
534.00	2087.2
534.25	1929.3
534.50	1802.3
534.75	1781.9
535.00	1955.6
535.25	2178.1
535.50	1942.5
535.75	2145.1
536.00	2180.4
536.25	2309.4
536.50	1861.7
536.75	2280.4
537.00	2110.5
537.25	2282.3
537.50	2190.1
537.75	2116.9
538.00	2287.6
538.25	2251.2
538.50	2091.3
538.75	1993.2
539.00	2386.0
539.25	2461.1
539.50	2164.8
539.75	2455.1
540.00	2472.4
540.25	2537.6
540.50	2176.6
540.75	2103.3
541.00	2114.7
541.25	2261.6
541.50	2316.8
541.75	2372.0
542.00	2482.0
542.25	2647.8
542.50	2732.9
542.75	2594.9
543.00	2568.4
543.25	2482.2
543.50	2730.7
543.75	2616.6
544.00	2743.5
544.25	2830.6
544.50	2714.5
544.75	3006.8
545.00	2815.0
545.25	2991.7
545.50	3079.8
545.75	3201.8
546.00	3194.2
546.25	3121.0
546.50	3308.7
546.75	3401.7
547.00	3369.3
547.25	3457.4
547.50	3122.2
547.75	3440.4
548.00	3515.5
548.25	3440.3
548.50	3674.7
548.75	3628.4
549.00	3905.7
549.25	3727.9
549.50	3729.3
549.75	3906.0
550.00	3852.7
550.25	3910.9
550.50	4081.7
550.75	3973.6
551.00	3893.3
551.25	3912.7
551.50	4174.1
551.75	4097.8
552.00	4005.7
552.25	4085.8
552.50	4246.6
552.75	4345.6
553.00	4501.4
553.25	4592.5
553.50	4458.5
553.75	4321.5
554.00	4506.2
554.25	4458.8
554.50	4293.0
554.75	4483.6
555.00	4276.9
555.25	4351.1
555.50	4360.5
555.75	4437.6
556.00	4521.7
556.25	4440.5
556.50	4221.9
556.75	4225.3
557.00	4325.3
557.25	4215.3
557.50	4477.6
557.75	4702.1
558.00	4767.3
558.25	4589.5
558.50	4635.8
558.75	4289.6
559.00	4419.6
559.25	4438.9
559.50	4476.2
559.75	4347.2
560.00	4555.8
560.25	4728.5
560.50	4644.3
560.75	4524.3
561.00	4644.2
561.25	4562.0
561.50	4766.6
561.75	4811.9
562.00	5002.5
562.25	4881.5
562.50	4971.6
562.75	4701.1
563.00	4601.0
563.25	4527.8
563.50	4578.0
563.75	4774.6
564.00	4813.9
564.25	4907.0
564.50	4908.4
564.75	4985.6
565.00	4933.2
565.25	4926.7
565.50	4981.9
565.75	4978.4
566.00	5079.4
566.25	5222.3
566.50	5314.3
566.75	5356.6
567.00	5751.4
567.25	5277.8
567.50	5452.6
567.75	5315.6
568.00	5065.1
568.25	5348.3
568.50	5222.3
568.75	5495.6
569.00	5684.3
569.25	5836.1
569.50	5789.8
569.75	6141.8
570.00	5816.6
570.25	6141.7
570.50	6327.3
570.75	6259.1
571.00	6479.6
571.25	6577.6
571.50	6696.6
571.75	6609.4
572.00	6837.9
572.25	6680.0
572.50	6920.5
572.75	6860.2
573.00	6890.5
573.25	7034.3
573.50	6945.2
573.75	7187.6
574.00	7236.9
574.25	7177.6
574.50	7408.0
574.75	7470.2
575.00	7664.9
575.25	7478.1
575.50	7600.1
575.75	7602.5
576.00	7805.1
576.25	7638.2
576.50	7760.2
576.75	7983.7
577.00	7908.5
577.25	8145.9
577.50	8034.8
577.75	8193.6
578.00	8226.9
578.25	8315.0
578.50	8183.0
578.75	8049.0
579.00	8209.8
579.25	8205.3
579.50	8316.3
579.75	8272.9
580.00	8436.7
580.25	8373.4
580.50	8349.9
580.75	8520.7
581.00	8427.5
581.25	8398.1
581.50	8437.4
581.75	8382.1
582.00	8489.1
582.25	8559.2
582.50	8664.2
582.75	8697.5
583.00	8996.8
583.25	8996.2
583.50	9035.5
583.75	9257.0
584.00	9114.1
584.25	9247.0
584.50	9150.8
584.75	9546.6
585.00	9550.1
585.25	9589.3
585.50	9767.1
585.75	9833.2
586.00	9945.2
586.25	10108
586.50	10322
586.75	10685
587.00	10972
587.25	10841
587.50	11084
587.75	11159
588.00	11345
588.25	11812
588.50	11962
588.75	12453
589.00	12782
589.25	13117
589.50	13147
589.75	13261
590.00	13636
590.25	14057
590.50	14280
590.75	14428
591.00	14917
591.25	15408
591.50	15715
591.75	16181
592.00	16707
592.25	17084
592.50	17397
592.75	17991
593.00	18125
593.25	18752
593.50	19325
593.75	19867
594.00	20423
594.25	20973
594.50	21662
594.75	22235
595.00	22659
595.25	23355
595.50	23920
595.75	24366
596.00	24782
596.25	25140
596.50	25312
596.75	25801
597.00	26180
597.25	26416
597.50	26766
597.75	27266
598.00	27495
598.25	27611
598.50	27824
598.75	28046
599.00	28094
599.25	28325
599.50	28381
599.75	28281
600.00	28674
600.25	28823
600.50	28911
600.75	28929
601.00	28973
601.25	28917
601.50	28675
601.75	28810
602.00	28499
602.25	28929
602.50	28680
602.75	28778
603.00	28717
603.25	28590
603.50	28510
603.75	28286
604.00	28040
604.25	27988
604.50	28039
604.75	27826
605.00	27719
605.25	27859
605.50	27567
605.75	27620
606.00	27393
606.25	27509
606.50	27011
606.75	27037
607.00	26755
607.25	26432
607.50	26570
607.75	26299
608.00	26278
608.25	25776
608.50	25689
608.75	25508
609.00	25308
609.25	25014
609.50	24936
609.75	25186
610.00	24733
610.25	24724
610.50	24273
610.75	24278
611.00	24104
611.25	23996
611.50	23872
611.75	23625
612.00	23750
612.25	23431
612.50	23487
612.75	23263
613.00	23034
613.25	23180
613.50	22954
613.75	23057
614.00	22871
614.25	23153
614.50	22947
614.75	22886
615.00	22915
615.25	22742
615.50	22671
615.75	22566
616.00	22591
616.25	22340
616.50	22413
616.75	22524
617.00	22266
617.25	22252
617.50	22093
617.75	21976
618.00	21999
618.25	21957
618.50	21845
618.75	21700
