Wavelength (nm)	S01 abs e
619.00	21823
619.25	21433
619.50	21739
619.75	21569
620.00	21582
620.25	21535
620.50	21384
620.75	21462
621.00	21302
621.25	21438
621.50	21509
621.75	21607
622.00	21875
622.25	21989
622.50	22062
622.75	22106
623.00	22262
623.25	22635
623.50	22705
623.75	23156
624.00	23643
624.25	23789
624.50	24188
624.75	24544
625.00	24868
625.25	25425
625.50	26014
625.75	26756
626.00	27222
626.25	27672
626.50	28314
626.75	29019
627.00	29399
627.25	30087
627.50	30814
627.75	31569
628.00	32298
628.25	32759
628.50	33554
628.75	34136
629.00	35045
629.25	35393
629.50	36038
629.75	36630
630.00	37224
630.25	37888
630.50	38215
630.75	38709
631.00	39214
631.25	39627
631.50	39869
631.75	40241
632.00	40682
632.25	41054
632.50	41363
632.75	41397
633.00	41820
633.25	41799
633.50	42201
633.75	42270
634.00	42317
634.25	42657
634.50	42523
634.75	42557
635.00	42485
635.25	42711
635.50	42339
635.75	42390
636.00	42316
636.25	42233
636.50	42481
636.75	42050
637.00	42266
637.25	41977
637.50	42411
637.75	42133
638.00	42185
638.25	42111
638.50	41906
638.75	42123
639.00	41896
639.25	41823
639.50	41888
639.75	41816
640.00	41964
640.25	41714
640.50	41969
640.75	41787
641.00	42080
641.25	41836
641.50	41837
641.75	41931
642.00	41992
642.25	42152
642.50	41929
642.75	42219
643.00	42144
643.25	42241
643.50	42309
643.75	42298
644.00	42471
644.25	42547
644.50	42517
644.75	42406
645.00	42328
645.25	42387
645.50	42372
645.75	42271
646.00	42400
646.25	42360
646.50	42242
646.75	42125
647.00	42056
647.25	41879
647.50	41595
647.75	41515
648.00	41159
648.25	41228
648.50	41112
648.75	41087
649.00	40784
649.25	40764
649.50	40998
649.75	41223
650.00	41277
650.25	41368
650.50	41522
650.75	41942
651.00	42057
651.25	42202
651.50	42730
651.75	43342
652.00	43697
652.25	44461
652.50	45063
652.75	45997
653.00	46966
653.25	48037
653.50	49075
653.75	49551
654.00	50788
654.25	51814
654.50	53263
654.75	55025
655.00	56672
655.25	58704
655.50	60745
655.75	63012
656.00	65343
656.25	67832
656.50	70498
656.75	73514
657.00	76201
657.25	79156
657.50	82321
657.75	85231
658.00	88613
658.25	92211
658.50	95636
658.75	99066
659.00	1.0252e+05
659.25	1.0603e+05
659.50	1.0927e+05
659.75	1.1269e+05
660.00	1.1593e+05
660.25	1.1903e+05
660.50	1.2224e+05
660.75	1.2485e+05
661.00	1.2768e+05
661.25	1.3019e+05
661.50	1.3245e+05
661.75	1.3448e+05
662.00	1.3590e+05
662.25	1.3762e+05
662.50	1.3901e+05
662.75	1.3956e+05
663.00	1.4056e+05
663.25	1.4076e+05
663.50	1.4085e+05
663.75	1.4081e+05
664.00	1.4066e+05
664.25	1.4004e+05
664.50	1.3892e+05
664.75	1.3793e+05
665.00	1.3640e+05
665.25	1.3552e+05
665.50	1.3369e+05
665.75	1.3169e+05
666.00	1.2988e+05
666.25	1.2797e+05
666.50	1.2594e+05
666.75	1.2303e+05
667.00	1.2069e+05
667.25	1.1876e+05
667.50	1.1610e+05
667.75	1.1354e+05
668.00	1.1149e+05
668.25	1.0901e+05
668.50	1.0637e+05
668.75	1.0414e+05
669.00	1.0159e+05
669.25	99372
669.50	96922
669.75	94660
670.00	92300
670.25	90033
670.50	88126
670.75	86249
671.00	83776
671.25	81740
671.50	79533
671.75	77670
672.00	75693
672.25	73834
672.50	72239
672.75	70367
673.00	68699
673.25	67120
673.50	65642
673.75	63912
674.00	62534
674.25	60718
674.50	58704
674.75	56545
675.00	54622
675.25	53049
675.50	51522
675.75	49898
676.00	48938
676.25	47372
676.50	46214
676.75	44976
677.00	43725
677.25	42860
677.50	41633
677.75	40744
678.00	39475
678.25	38808
678.50	37935
678.75	37030
679.00	36284
679.25	35608
679.50	35247
679.75	34403
680.00	34009
680.25	33333
680.50	32994
680.75	32698
681.00	32148
681.25	32083
681.50	31657
681.75	31723
682.00	31591
682.25	31727
682.50	31689
682.75	31858
683.00	32046
683.25	32326
683.50	32713
683.75	33069
684.00	33737
684.25	34130
684.50	34851
684.75	35594
685.00	36450
685.25	37462
685.50	38470
685.75	39710
686.00	40878
686.25	42327
686.50	43816
686.75	45302
687.00	47085
687.25	48848
687.50	50720
687.75	52561
688.00	54589
688.25	56864
688.50	59306
688.75	61935
689.00	64354
689.25	67054
689.50	69894
689.75	72685
690.00	75503
690.25	78651
690.50	81827
690.75	85047
691.00	88078
691.25	91734
691.50	95160
691.75	98369
692.00	1.0199e+05
692.25	1.0533e+05
692.50	1.0907e+05
692.75	1.1237e+05
693.00	1.1583e+05
693.25	1.1917e+05
693.50	1.2161e+05
693.75	1.2400e+05
694.00	1.2592e+05
694.25	1.2861e+05
694.50	1.3135e+05
694.75	1.3462e+05
695.00	1.3733e+05
695.25	1.4001e+05
695.50	1.4288e+05
695.75	1.4569e+05
696.00	1.4840e+05
696.25	1.5063e+05
696.50	1.5239e+05
696.75	1.5430e+05
697.00	1.5557e+05
697.25	1.5706e+05
697.50	1.5827e+05
697.75	1.5971e+05
698.00	1.6081e+05
698.25	1.6109e+05
698.50	1.6201e+05
698.75	1.6144e+05
699.00	1.6146e+05
699.25	1.6125e+05
699.50	1.6098e+05
699.75	1.5941e+05
700.00	1.5898e+05
700.25	1.5731e+05
700.50	1.5578e+05
700.75	1.5409e+05
701.00	1.5199e+05
701.25	1.4997e+05
701.50	1.4759e+05
701.75	1.4509e+05
702.00	1.4262e+05
702.25	1.3981e+05
702.50	1.3726e+05
702.75	1.3390e+05
703.00	1.3085e+05
703.25	1.2773e+05
703.50	1.2450e+05
703.75	1.2097e+05
704.00	1.1739e+05
704.25	1.1447e+05
704.50	1.1121e+05
704.75	1.0780e+05
705.00	1.0451e+05
705.25	1.0076e+05
705.50	97545
705.75	94046
706.00	90691
706.25	87260
706.50	84059
706.75	80890
707.00	77699
707.25	74944
707.50	71944
707.75	69022
708.00	66472
708.25	63424
708.50	60522
708.75	58167
709.00	55378
709.25	53074
709.50	50654
709.75	48707
710.00	46355
710.25	44101
710.50	42222
710.75	40208
711.00	37945
711.25	36132
711.50	34550
711.75	32647
712.00	31195
712.25	29430
712.50	28202
712.75	26614
713.00	25318
713.25	24097
713.50	23063
713.75	22091
714.00	20870
714.25	19898
714.50	18683
714.75	17702
715.00	16268
715.25	15239
715.50	14374
715.75	13618
716.00	13076
716.25	12259
716.50	11622
716.75	11064
717.00	10629
717.25	10041
717.50	9695.8
717.75	9219.7
718.00	8745.7
718.25	8467.8
718.50	7867.3
718.75	7793.6
719.00	7313.6
719.25	7128.4
719.50	6853.5
719.75	6267.0
720.00	6042.9
720.25	5952.3
720.50	5545.0
720.75	5393.6
721.00	5059.0
721.25	4948.5
721.50	4646.7
721.75	4316.1
722.00	4303.1
722.25	4017.3
722.50	3997.4
722.75	4053.2
723.00	3952.6
723.25	3676.7
723.50	3747.4
723.75	3581.1
724.00	3454.7
724.25	3296.3
724.50	3047.4
724.75	2866.1
725.00	2854.2
725.25	2690.8
725.50	2658.0
725.75	2576.3
726.00	2451.8
726.25	2314.4
726.50	2314.4
726.75	2379.1
727.00	2443.9
727.25	2413.0
727.50	2444.9
727.75	2060.4
728.00	1954.9
728.25	2009.7
728.50	2086.3
728.75	1868.2
729.00	1766.7
729.25	2052.5
729.50	1994.7
729.75	1963.8
730.00	1849.3
730.25	2048.5
730.50	1801.5
730.75	1805.5
731.00	1649.2
731.25	1751.7
731.50	1740.8
731.75	1696.0
732.00	1700.9
732.25	1643.2
732.50	1699.9
732.75	1724.8
733.00	1532.6
733.25	1423.1
733.50	1583.4
733.75	1495.8
734.00	1399.2
734.25	1412.1
734.50	1469.9
734.75	1564.5
735.00	1528.7
735.25	1449.0
735.50	1351.4
735.75	1265.7
736.00	1315.5
736.25	1182.1
736.50	1310.6
736.75	1338.4
737.00	1425.1
737.25	1296.6
737.50	1277.7
737.75	1366.3
738.00	1215.0
738.25	1314.5
738.50	1280.7
738.75	1109.4
739.00	1427.1
739.25	1246.8
739.50	1275.7
739.75	1225.9
740.00	1330.5
740.25	1148.2
740.50	1216.9
740.75	1129.3
741.00	1117.4
741.25	1055.6
741.50	1171.1
741.75	1035.7
742.00	955.04
742.25	1010.8
742.50	720.01
742.75	713.04
743.00	503.91
743.25	727.98
743.50	989.89
743.75	996.86
744.00	862.42
744.25	796.69
744.50	862.42
744.75	810.63
745.00	666.23
745.25	926.16
745.50	628.39
745.75	730.97
746.00	579.59
746.25	757.85
746.50	710.05
746.75	727.98
747.00	530.80
747.25	588.56
747.50	602.50
747.75	561.67
748.00	652.29
748.25	704.08
748.50	722.00
748.75	741.92
749.00	792.71
749.25	523.83
749.50	372.45
749.75	282.83
750.00	432.21
750.25	351.54
750.50	427.23
750.75	495.94
751.00	466.07
751.25	685.16
751.50	580.59
751.75	608.47
752.00	469.05
752.25	511.88
752.50	554.70
752.75	334.61
753.00	463.08
753.25	413.28
753.50	657.27
753.75	590.55
754.00	723.00
754.25	559.68
754.50	565.65
754.75	480.01
755.00	497.93
755.25	638.35
755.50	292.78
755.75	473.04
756.00	462.08
756.25	543.74
756.50	548.72
756.75	401.33
757.00	550.71
757.25	385.40
757.50	526.81
757.75	596.52
758.00	655.28
758.25	457.10
758.50	415.28
758.75	516.85
759.00	336.60
759.25	522.83
759.50	572.62
759.75	517.85
760.00	394.36
760.25	433.20
760.50	643.33
760.75	348.55
761.00	440.17
761.25	412.29
761.50	587.56
761.75	395.36
762.00	667.23
762.25	431.21
762.50	538.76
762.75	544.74
763.00	464.07
763.25	730.97
763.50	557.68
763.75	459.09
764.00	352.54
764.25	428.22
764.50	486.98
764.75	442.16
765.00	760.84
765.25	440.17
765.50	446.15
765.75	359.51
766.00	507.89
766.25	542.75
766.50	453.12
766.75	403.33
767.00	317.68
767.25	229.05
767.50	286.81
767.75	291.79
768.00	157.35
768.25	328.64
768.50	371.46
768.75	285.81
769.00	555.69
769.25	443.16
769.50	628.39
769.75	434.20
770.00	621.42
770.25	433.20
770.50	303.74
770.75	601.50
771.00	385.40
771.25	395.36
771.50	426.23
771.75	430.21
772.00	439.18
772.25	290.79
772.50	394.36
772.75	250.96
773.00	167.31
773.25	321.66
773.50	533.78
773.75	533.78
774.00	579.59
774.25	548.72
774.50	384.40
774.75	413.28
775.00	272.87
775.25	448.14
775.50	625.40
775.75	487.97
776.00	604.49
776.25	325.65
776.50	322.66
776.75	353.53
777.00	233.03
777.25	423.24
777.50	206.14
777.75	376.44
778.00	288.80
778.25	281.83
778.50	451.13
778.75	419.26
779.00	535.78
779.25	464.07
779.50	648.31
779.75	449.14
780.00	646.32
780.25	503.91
780.50	609.47
780.75	428.22
781.00	454.11
781.25	383.41
781.50	227.06
781.75	482.99
782.00	280.83
782.25	468.06
782.50	244.98
782.75	292.78
783.00	324.65
783.25	335.61
783.50	245.98
783.75	268.88
784.00	335.61
784.25	374.45
784.50	365.48
784.75	497.93
785.00	288.80
