Wavelength (nm)	G03 abs e
200.00	9798.2
201.00	9312.6
202.00	8692.5
203.00	8460.2
204.00	7972.5
205.00	7899.2
206.00	8102.4
207.00	7868.4
208.00	7768.6
209.00	8715.8
210.00	9960.9
211.00	10445
212.00	10423
213.00	10157
214.00	9734.5
215.00	9144.4
216.00	8359.8
217.00	7512.0
218.00	6691.9
219.00	5931.3
220.00	5210.4
221.00	4550.9
222.00	3944.9
223.00	3414.2
224.00	2940.9
225.00	2524.6
226.00	2157.2
227.00	1844.9
228.00	1570.8
229.00	1339.8
230.00	1137.3
231.00	961.97
232.00	822.73
233.00	705.92
234.00	611.01
235.00	537.04
236.00	479.61
237.00	440.19
238.00	414.45
239.00	394.98
240.00	385.66
241.00	386.22
242.00	398.81
243.00	419.06
244.00	443.90
245.00	475.41
246.00	516.51
247.00	576.58
248.00	659.63
249.00	743.64
250.00	833.14
251.00	948.08
252.00	1071.6
253.00	1223.9
254.00	1402.3
255.00	1583.9
256.00	1776.6
257.00	2010.4
258.00	2288.5
259.00	2613.7
260.00	3000.5
261.00	3425.7
262.00	3854.0
263.00	4329.6
264.00	4819.8
265.00	5318.7
266.00	5839.1
267.00	6397.4
268.00	7013.7
269.00	7745.4
270.00	8591.0
271.00	9509.0
272.00	10552
273.00	11633
274.00	12666
275.00	13640
276.00	14476
277.00	15145
278.00	15704
279.00	16173
280.00	16644
281.00	17193
282.00	17900
283.00	18770
284.00	19756
285.00	20770
286.00	21662
287.00	22254
288.00	22400
289.00	22021
290.00	21033
291.00	19504
292.00	17557
293.00	15292
294.00	12897
295.00	10567
296.00	8419.7
297.00	6530.2
298.00	4928.7
299.00	3661.7
300.00	2669.7
301.00	1923.4
302.00	1371.3
303.00	972.05
304.00	693.21
305.00	505.13
306.00	363.70
307.00	267.32
308.00	206.02
309.00	166.36
310.00	139.79
311.00	123.84
312.00	107.16
313.00	97.877
314.00	94.687
315.00	95.041
316.00	91.262
317.00	98.532
318.00	93.594
319.00	102.15
320.00	101.87
321.00	104.76
322.00	110.51
323.00	114.86
324.00	122.10
325.00	122.46
326.00	124.98
327.00	128.30
328.00	133.72
329.00	138.58
330.00	143.35
331.00	148.33
332.00	152.14
333.00	158.57
334.00	163.33
335.00	167.90
336.00	173.56
337.00	180.35
338.00	184.10
339.00	188.13
340.00	192.98
341.00	194.92
342.00	197.07
343.00	201.46
344.00	206.20
345.00	212.61
346.00	212.44
347.00	224.48
348.00	222.24
349.00	226.01
350.00	228.48
351.00	232.95
352.00	234.78
353.00	233.68
354.00	245.72
355.00	251.18
356.00	245.19
357.00	245.03
358.00	257.10
359.00	255.01
360.00	256.88
361.00	259.73
362.00	257.81
363.00	265.20
364.00	265.53
365.00	267.01
366.00	259.15
367.00	264.37
368.00	260.07
369.00	259.11
370.00	265.31
371.00	264.72
372.00	264.07
373.00	258.66
374.00	252.39
375.00	259.16
376.00	252.56
377.00	250.08
378.00	251.32
379.00	251.87
380.00	245.32
381.00	241.03
382.00	244.95
383.00	240.44
384.00	236.47
385.00	230.15
386.00	226.30
387.00	222.64
388.00	218.64
389.00	213.55
390.00	215.77
391.00	212.02
392.00	191.11
393.00	200.83
394.00	184.20
395.00	184.22
396.00	180.08
397.00	176.87
398.00	170.91
399.00	163.67
400.00	159.83
401.00	151.53
402.00	159.01
403.00	146.88
404.00	139.93
405.00	132.93
406.00	126.96
407.00	134.43
408.00	115.29
409.00	117.06
410.00	126.37
411.00	103.34
412.00	106.32
413.00	97.559
414.00	83.895
415.00	88.374
416.00	83.999
417.00	79.859
418.00	79.159
419.00	77.483
420.00	77.678
421.00	71.693
422.00	62.311
423.00	62.837
424.00	62.705
425.00	49.689
426.00	53.047
427.00	48.244
428.00	50.356
429.00	54.392
430.00	42.297
431.00	35.519
432.00	33.075
433.00	39.541
434.00	45.111
435.00	38.968
436.00	34.950
437.00	39.868
438.00	33.845
439.00	29.907
440.00	29.198
441.00	30.135
442.00	31.561
443.00	34.113
444.00	23.848
445.00	24.397
446.00	17.491
447.00	27.079
448.00	21.735
449.00	24.704
450.00	20.976
451.00	19.826
452.00	18.020
453.00	21.546
454.00	21.596
455.00	26.525
456.00	24.133
457.00	25.025
458.00	22.280
459.00	18.188
460.00	12.962
461.00	24.365
462.00	20.370
463.00	17.316
464.00	19.368
465.00	21.285
466.00	18.967
467.00	18.562
468.00	17.595
469.00	24.090
470.00	10.677
471.00	20.785
472.00	20.964
473.00	19.064
474.00	13.423
475.00	13.341
476.00	20.454
477.00	19.515
478.00	9.6451
479.00	15.619
480.00	25.316
481.00	17.368
482.00	8.8178
483.00	15.700
484.00	16.019
485.00	22.696
486.00	17.689
487.00	16.830
488.00	7.7463
489.00	20.827
490.00	17.393
491.00	16.924
492.00	29.545
493.00	21.673
494.00	22.581
495.00	19.814
496.00	22.420
497.00	22.802
498.00	20.334
499.00	24.145
500.00	19.930
