Wavelength (nm)	O08 abs e
240.00	9057.1
240.25	8675.3
240.50	8770.3
240.75	9786.2
241.00	8843.4
241.25	9121.8
241.50	8493.1
241.75	9695.1
242.00	10148
242.25	9987.3
242.50	8574.4
242.75	8694.2
243.00	10161
243.25	9386.5
243.50	10376
243.75	9057.1
244.00	9899.8
244.25	10978
244.50	10421
244.75	10222
245.00	11058
245.25	10899
245.50	10179
245.75	11315
246.00	11658
246.25	10193
246.50	11389
246.75	11204
247.00	11196
247.25	11208
247.50	11878
247.75	12089
248.00	13110
248.25	12569
248.50	13064
248.75	12711
249.00	13361
249.25	13527
249.50	14063
249.75	14490
250.00	13568
250.25	13783
250.50	14006
250.75	14479
251.00	13700
251.25	14167
251.50	14587
251.75	15312
252.00	14603
252.25	14617
252.50	15014
252.75	15859
253.00	15369
253.25	14962
253.50	16652
253.75	16223
254.00	17688
254.25	16665
254.50	16937
254.75	16928
255.00	18447
255.25	17299
255.50	17682
255.75	18027
256.00	17763
256.25	17201
256.50	18246
256.75	18702
257.00	17981
257.25	18226
257.50	18185
257.75	17343
258.00	18758
258.25	19563
258.50	19411
258.75	19352
259.00	19148
259.25	18397
259.50	19670
259.75	21130
260.00	21884
260.25	20448
260.50	21059
260.75	21444
261.00	22804
261.25	21650
261.50	21379
261.75	22819
262.00	22289
262.25	20856
262.50	22624
262.75	20811
263.00	22292
263.25	21797
263.50	21873
263.75	21595
264.00	21848
264.25	20768
264.50	21485
264.75	21693
265.00	20309
265.25	20348
265.50	20044
265.75	20294
266.00	19780
266.25	20086
266.50	18824
266.75	18300
267.00	19101
267.25	18178
267.50	18518
267.75	17787
268.00	16822
268.25	17070
268.50	16789
268.75	17469
269.00	17302
269.25	16028
269.50	16106
269.75	15493
270.00	15771
270.25	14896
270.50	14122
270.75	13136
271.00	14075
271.25	13749
271.50	14457
271.75	13987
272.00	13668
272.25	12185
272.50	12902
272.75	12533
273.00	12329
273.25	12199
273.50	11242
273.75	10638
274.00	11642
274.25	11829
274.50	10882
274.75	12185
275.00	10856
275.25	10791
275.50	10201
275.75	9903.9
276.00	9703.5
276.25	9083.8
276.50	8886.7
276.75	9769.5
277.00	9593.5
277.25	8893.7
277.50	8476.9
277.75	8309.5
278.00	8160.1
278.25	8139.1
278.50	7232.2
278.75	7436.7
279.00	7073.1
279.25	6046.2
279.50	7521.1
