Wavelength (nm)	H06 abs e
363.25	21498
363.50	21566
363.75	21553
364.00	21505
364.25	21612
364.50	21901
364.75	21712
365.00	21961
365.25	22158
365.50	22175
365.75	22140
366.00	22154
366.25	22416
366.50	22391
366.75	22304
367.00	22557
367.25	22496
367.50	22532
367.75	22719
368.00	22656
368.25	22780
368.50	22755
368.75	22858
369.00	22765
369.25	22818
369.50	23011
369.75	22905
370.00	23062
370.25	23149
370.50	23024
370.75	23000
371.00	23168
371.25	23139
371.50	23249
371.75	23195
372.00	23214
372.25	23358
372.50	23092
372.75	23283
373.00	23197
373.25	23500
373.50	23220
373.75	23269
374.00	23346
374.25	23335
374.50	23245
374.75	23315
375.00	23494
375.25	23343
375.50	23332
375.75	23305
376.00	23126
376.25	23330
376.50	23365
376.75	23302
377.00	23227
377.25	23191
377.50	23175
377.75	23193
378.00	23062
378.25	23079
378.50	23057
378.75	23013
379.00	22934
379.25	22813
379.50	22864
379.75	22744
380.00	22685
380.25	22587
380.50	22500
380.75	22430
381.00	22372
381.25	22213
381.50	22193
381.75	22105
382.00	21972
382.25	21798
382.50	21591
382.75	21636
383.00	21521
383.25	21447
383.50	21305
383.75	21232
384.00	21013
384.25	20833
384.50	20583
384.75	20533
385.00	20439
385.25	20198
385.50	20153
385.75	19863
386.00	19628
386.25	19635
386.50	19386
386.75	19214
387.00	19089
387.25	18848
387.50	18680
387.75	18399
388.00	18240
388.25	18048
388.50	17771
388.75	17610
389.00	17387
389.25	17171
389.50	16959
389.75	16712
390.00	16602
390.25	16219
390.50	15960
390.75	15816
391.00	15543
391.25	15367
391.50	15034
391.75	14808
392.00	14563
392.25	14379
392.50	14128
392.75	13973
393.00	13660
393.25	13476
393.50	13151
393.75	12963
394.00	12743
394.25	12532
394.50	12305
394.75	12029
395.00	11678
395.25	11477
395.50	11201
395.75	10947
396.00	10666
396.25	10396
396.50	10179
396.75	9945.8
397.00	9762.2
397.25	9537.3
397.50	9292.3
397.75	9117.6
398.00	8887.9
398.25	8713.7
398.50	8546.0
398.75	8359.4
399.00	8156.3
399.25	7951.9
399.50	7730.3
399.75	7589.3
400.00	7401.4
400.25	7248.8
400.50	7050.3
400.75	6875.6
401.00	6702.5
401.25	6532.4
401.50	6348.4
401.75	6202.5
402.00	6007.7
402.25	5891.2
402.50	5753.0
402.75	5554.3
403.00	5461.2
403.25	5281.5
403.50	5137.2
403.75	4971.0
404.00	4839.0
404.25	4732.7
404.50	4571.9
404.75	4457.5
405.00	4317.9
405.25	4189.8
405.50	4110.7
405.75	3975.5
406.00	3848.7
406.25	3781.1
406.50	3596.7
406.75	3519.2
407.00	3397.6
407.25	3300.8
407.50	3185.7
407.75	3097.3
408.00	2980.3
408.25	2897.9
408.50	2784.9
408.75	2710.3
409.00	2642.3
409.25	2530.5
409.50	2469.2
409.75	2329.3
410.00	2302.3
410.25	2218.0
410.50	2118.6
410.75	2075.7
411.00	1993.4
411.25	1978.3
411.50	1876.2
411.75	1774.8
412.00	1689.5
412.25	1680.0
412.50	1602.2
412.75	1532.5
413.00	1493.4
413.25	1437.2
413.50	1366.5
413.75	1327.9
414.00	1273.2
414.25	1232.3
414.50	1178.7
414.75	1156.4
415.00	1121.4
415.25	1071.2
415.50	1039.8
415.75	1007.1
416.00	965.34
416.25	942.95
416.50	876.35
416.75	854.53
417.00	826.01
417.25	754.99
417.50	784.65
417.75	733.17
418.00	682.68
418.25	716.91
418.50	606.24
418.75	579.29
419.00	571.45
419.25	556.33
419.50	513.97
419.75	496.86
420.00	459.07
420.25	469.48
420.50	423.84
420.75	410.44
421.00	397.60
421.25	380.20
421.50	322.45
421.75	334.71
422.00	346.26
422.25	290.79
422.50	286.51
422.75	260.41
423.00	255.28
423.25	283.94
423.50	243.72
423.75	228.75
424.00	209.78
424.25	220.34
424.50	216.20
424.75	196.80
425.00	188.68
425.25	198.52
425.50	156.59
425.75	122.22
426.00	139.33
426.25	142.33
426.50	132.77
426.75	123.22
427.00	118.08
427.25	134.06
427.50	86.566
427.75	129.78
428.00	104.11
428.25	94.267
428.50	67.883
428.75	98.402
429.00	87.992
429.25	82.430
429.50	82.430
429.75	88.847
430.00	57.901
430.25	87.421
430.50	55.191
430.75	45.065
431.00	67.456
431.25	29.093
431.50	33.942
431.75	61.181
432.00	67.741
432.25	34.512
432.50	71.591
432.75	63.605
433.00	41.358
433.25	69.452
433.50	17.827
433.75	20.964
434.00	42.356
434.25	37.650
434.50	34.797
434.75	35.796
435.00	9.4124
435.25	53.907
435.50	46.064
435.75	30.947
436.00	12.407
436.25	25.242
436.50	20.821
436.75	16.115
437.00	-3.1375
437.25	46.777
437.50	15.687
437.75	33.086
438.00	32.943
438.25	19.110
438.50	22.818
438.75	-14.689
439.00	15.830
439.25	12.835
439.50	19.966
439.75	37.650
440.00	35.653
440.25	11.979
440.50	9.1272
440.75	38.933
441.00	31.089
441.25	-10.553
441.50	20.108
441.75	-3.5653
442.00	21.249
442.25	-18.397
442.50	37.650
442.75	12.692
443.00	27.809
443.25	6.9880
443.50	1.2835
443.75	21.392
444.00	71.163
444.25	20.536
444.50	6.5602
444.75	18.540
445.00	1.5687
445.25	-10.553
445.50	14.832
445.75	-16.258
446.00	-13.976
446.25	16.258
446.50	24.387
446.75	43.211
447.00	49.629
447.25	13.976
447.50	23.674
447.75	35.510
448.00	16.258
448.25	5.1340
448.50	44.210
448.75	25.385
449.00	3.4227
449.25	15.687
449.50	31.375
449.75	4.7062
450.00	23.103
450.25	59.897
450.50	17.399
450.75	41.785
451.00	2.5670
451.25	26.668
451.50	15.973
451.75	5.9897
452.00	42.071
452.25	54.335
452.50	19.966
452.75	34.655
453.00	9.2698
453.25	3.2801
453.50	18.397
453.75	11.979
454.00	7.9863
454.25	33.656
454.50	43.782
454.75	1.8540
455.00	23.531
455.25	26.526
455.50	40.502
455.75	31.660
456.00	69.880
456.25	24.101
456.50	15.260
456.75	44.495
457.00	39.361
457.25	43.211
457.50	29.378
457.75	19.823
458.00	16.258
458.25	9.5550
458.50	39.361
458.75	16.686
459.00	41.500
459.25	33.799
459.50	54.906
459.75	54.478
460.00	19.253
460.25	79.007
460.50	27.667
460.75	48.773
461.00	25.242
461.25	37.792
461.50	59.041
461.75	57.330
462.00	30.804
462.25	40.930
462.50	52.196
462.75	14.832
463.00	55.904
463.25	30.519
463.50	48.346
463.75	49.201
464.00	54.478
464.25	34.940
464.50	21.962
464.75	63.462
465.00	53.907
465.25	61.323
465.50	50.770
465.75	57.045
466.00	55.761
466.25	65.744
466.50	60.468
466.75	44.352
467.00	58.899
467.25	48.488
467.50	45.636
467.75	35.796
468.00	17.969
468.25	84.141
468.50	41.215
468.75	45.779
469.00	35.368
469.25	48.631
469.50	67.598
469.75	51.768
470.00	61.466
470.25	63.605
470.50	44.067
470.75	56.047
471.00	59.469
471.25	76.440
471.50	42.356
471.75	68.026
472.00	48.346
472.25	39.789
472.50	61.181
472.75	40.217
473.00	104.11
473.25	62.179
473.50	43.925
473.75	73.731
474.00	52.767
474.25	61.466
474.50	83.000
474.75	77.866
475.00	71.591
475.25	46.919
475.50	100.26
475.75	53.907
476.00	57.330
476.25	96.263
476.50	69.880
476.75	71.591
477.00	59.612
477.25	58.471
477.50	50.199
477.75	82.287
478.00	68.454
478.25	82.430
478.50	52.339
478.75	96.406
479.00	49.201
479.25	95.835
479.50	78.865
479.75	59.755
480.00	81.717
480.25	49.344
480.50	73.017
480.75	58.899
481.00	64.746
481.25	99.543
481.50	50.057
481.75	64.175
482.00	66.315
482.25	70.593
482.50	57.473
482.75	64.889
483.00	43.069
483.25	75.299
483.50	69.167
483.75	67.313
484.00	87.136
484.25	81.004
484.50	94.267
484.75	68.739
485.00	73.445
485.25	90.987
485.50	54.335
485.75	55.476
486.00	92.127
486.25	79.863
486.50	71.449
486.75	69.737
487.00	93.126
487.25	42.356
487.50	62.179
487.75	79.863
488.00	92.841
488.25	64.033
488.50	92.983
488.75	89.418
489.00	45.636
489.25	90.131
489.50	58.899
489.75	63.177
490.00	50.913
490.25	76.868
490.50	60.040
490.75	47.062
491.00	54.193
491.25	67.598
491.50	88.562
491.75	94.695
492.00	66.315
492.25	97.689
492.50	27.096
492.75	62.464
493.00	61.751
493.25	73.303
493.50	72.447
493.75	69.167
494.00	73.160
494.25	87.849
494.50	75.299
494.75	87.849
495.00	76.298
495.25	72.875
495.50	67.313
495.75	99.115
496.00	63.605
496.25	88.990
496.50	101.97
496.75	110.81
497.00	80.576
497.25	96.834
497.50	95.265
497.75	46.349
498.00	56.617
498.25	79.863
498.50	76.012
498.75	52.053
499.00	82.858
499.25	60.040
499.50	94.837
499.75	94.837
500.00	78.865
