Wavelength (nm)	H06 abs e
220.00	11207
220.25	10650
220.50	10086
220.75	9573.8
221.00	9120.8
221.25	8690.6
221.50	8275.9
221.75	7963.5
222.00	7624.3
222.25	7379.0
222.50	7168.8
222.75	6930.4
223.00	6730.2
223.25	6604.5
223.50	6457.5
223.75	6398.9
224.00	6315.7
224.25	6299.5
224.50	6257.8
224.75	6227.6
225.00	6224.0
225.25	6219.9
225.50	6247.0
225.75	6273.7
226.00	6322.3
226.25	6360.9
226.50	6480.6
226.75	6527.5
227.00	6603.1
227.25	6663.3
227.50	6761.4
227.75	6820.7
228.00	6981.7
228.25	7031.4
228.50	7155.3
228.75	7259.4
229.00	7423.5
229.25	7446.6
229.50	7574.6
229.75	7670.8
230.00	7791.3
230.25	7946.8
230.50	8047.3
230.75	8169.3
231.00	8318.7
231.25	8428.4
231.50	8548.7
231.75	8615.8
232.00	8773.1
232.25	8930.2
232.50	9042.2
232.75	9197.9
233.00	9276.2
233.25	9390.9
233.50	9555.3
233.75	9692.9
234.00	9849.2
234.25	10006
234.50	10105
234.75	10310
235.00	10484
235.25	10606
235.50	10790
235.75	11020
236.00	11196
236.25	11348
236.50	11477
236.75	11573
237.00	11765
237.25	11910
237.50	12002
237.75	12130
238.00	12222
238.25	12377
238.50	12446
238.75	12568
239.00	12650
239.25	12758
239.50	12846
239.75	12912
240.00	12988
240.25	13012
240.50	13052
240.75	13077
241.00	13096
241.25	13135
241.50	13176
241.75	13200
242.00	13223
242.25	13169
242.50	13202
242.75	13179
243.00	13186
243.25	13133
243.50	13139
243.75	13144
244.00	13091
244.25	13062
244.50	13017
244.75	13075
245.00	12993
245.25	13041
245.50	12971
245.75	12893
246.00	12874
246.25	12889
246.50	12835
246.75	12819
247.00	12790
247.25	12798
247.50	12700
247.75	12682
248.00	12691
248.25	12646
248.50	12612
248.75	12581
249.00	12528
249.25	12483
249.50	12461
249.75	12402
250.00	12332
250.25	12260
250.50	12194
250.75	12170
251.00	12097
251.25	11990
251.50	11928
251.75	11815
252.00	11714
252.25	11632
252.50	11576
252.75	11404
253.00	11332
253.25	11248
253.50	11153
253.75	11013
254.00	10930
254.25	10781
254.50	10651
254.75	10559
255.00	10497
255.25	10387
255.50	10209
255.75	10065
256.00	9900.7
256.25	9781.2
256.50	9578.0
256.75	9426.8
257.00	9281.8
257.25	9073.0
257.50	8869.1
257.75	8671.1
258.00	8508.2
258.25	8287.9
258.50	8099.5
258.75	7890.0
259.00	7675.2
259.25	7505.3
259.50	7246.7
259.75	7056.6
260.00	6807.7
260.25	6589.3
260.50	6399.2
260.75	6148.9
261.00	5920.4
261.25	5698.1
261.50	5463.3
261.75	5237.1
262.00	5011.8
262.25	4792.6
262.50	4600.5
262.75	4371.2
263.00	4159.7
263.25	3958.8
263.50	3772.4
263.75	3621.1
264.00	3416.3
264.25	3260.1
264.50	3104.5
264.75	2955.1
265.00	2835.4
265.25	2689.5
265.50	2561.5
265.75	2460.3
266.00	2335.6
266.25	2226.2
266.50	2117.4
266.75	2038.9
267.00	1976.9
267.25	1902.3
267.50	1814.3
267.75	1743.3
268.00	1677.4
268.25	1615.7
268.50	1562.5
268.75	1541.2
269.00	1468.6
269.25	1444.9
269.50	1399.5
269.75	1356.4
270.00	1319.9
270.25	1279.2
270.50	1267.3
270.75	1243.4
271.00	1213.5
271.25	1203.4
271.50	1155.4
271.75	1123.8
272.00	1147.7
272.25	1113.1
272.50	1085.8
272.75	1093.6
273.00	1095.5
273.25	1084.6
273.50	1087.3
273.75	1072.0
274.00	1088.8
274.25	1071.9
274.50	1087.7
274.75	1083.3
275.00	1073.9
275.25	1072.7
275.50	1096.1
275.75	1100.1
276.00	1109.0
276.25	1130.1
276.50	1116.1
276.75	1152.7
277.00	1138.5
277.25	1157.0
277.50	1132.3
277.75	1132.6
278.00	1146.9
278.25	1139.2
278.50	1134.5
278.75	1128.2
279.00	1118.4
279.25	1162.4
279.50	1120.2
279.75	1140.9
280.00	1122.8
280.25	1102.8
280.50	1044.5
280.75	1062.7
281.00	1043.4
281.25	1034.7
281.50	1009.0
281.75	1015.3
282.00	993.15
282.25	978.18
282.50	955.79
282.75	925.41
283.00	902.16
283.25	911.86
283.50	883.91
283.75	905.02
284.00	897.46
284.25	864.66
284.50	872.07
284.75	855.39
285.00	873.50
285.25	854.82
285.50	852.11
285.75	860.81
286.00	876.64
286.25	870.79
286.50	893.04
286.75	907.73
287.00	907.44
287.25	884.34
287.50	921.56
287.75	935.11
288.00	927.98
288.25	977.18
288.50	992.30
288.75	990.73
289.00	998.00
289.25	1055.9
289.50	1037.8
289.75	1070.7
290.00	1102.8
290.25	1115.7
290.50	1177.8
290.75	1176.7
291.00	1167.6
291.25	1205.8
291.50	1224.2
291.75	1213.5
292.00	1266.1
292.25	1277.5
292.50	1301.3
292.75	1363.8
293.00	1366.8
293.25	1409.2
293.50	1406.3
293.75	1452.4
294.00	1472.2
294.25	1469.0
294.50	1506.1
294.75	1547.9
295.00	1532.5
295.25	1550.5
295.50	1577.0
295.75	1619.1
296.00	1643.6
296.25	1688.4
296.50	1693.5
296.75	1735.0
297.00	1777.5
297.25	1830.3
297.50	1863.8
297.75	1851.8
298.00	1920.0
298.25	1955.6
298.50	1988.6
298.75	2017.5
299.00	2044.8
299.25	2111.5
299.50	2105.1
299.75	2135.6
300.00	2187.5
300.25	2241.6
300.50	2272.1
300.75	2278.1
301.00	2301.5
301.25	2305.9
301.50	2346.0
301.75	2382.5
302.00	2392.7
302.25	2422.7
302.50	2439.7
302.75	2448.4
303.00	2486.0
303.25	2478.2
303.50	2452.9
303.75	2529.1
304.00	2502.8
304.25	2524.2
304.50	2502.8
304.75	2547.6
305.00	2544.8
305.25	2566.4
305.50	2548.2
305.75	2556.9
306.00	2564.3
306.25	2568.4
306.50	2615.4
306.75	2620.9
307.00	2617.8
307.25	2609.1
307.50	2619.2
307.75	2669.6
308.00	2654.2
308.25	2678.5
308.50	2706.8
308.75	2723.5
309.00	2736.3
309.25	2738.4
309.50	2776.9
309.75	2803.2
310.00	2776.5
310.25	2830.1
310.50	2939.5
310.75	2856.8
311.00	3002.7
311.25	2982.3
311.50	3039.2
311.75	3024.5
312.00	2967.9
312.25	2971.2
312.50	3086.6
312.75	3133.6
313.00	3181.3
313.25	3227.9
313.50	3193.9
313.75	3252.1
314.00	3205.8
314.25	3244.4
314.50	3221.8
314.75	3178.0
315.00	3226.5
315.25	3300.2
315.50	3335.6
315.75	3309.6
316.00	3229.0
316.25	3177.8
316.50	3111.2
316.75	3162.4
317.00	3223.5
317.25	3157.3
317.50	3173.5
317.75	3145.9
318.00	3097.4
318.25	3150.4
318.50	3064.7
318.75	3058.7
319.00	3106.4
319.25	3217.8
319.50	3095.0
319.75	3070.7
320.00	3183.0
320.25	3054.3
320.50	3200.2
320.75	3164.7
321.00	3105.5
321.25	3186.7
321.50	3231.9
321.75	3213.1
322.00	3265.8
322.25	3283.2
322.50	3236.2
322.75	3263.3
323.00	3415.6
323.25	3476.7
323.50	3513.8
323.75	3539.3
324.00	3605.8
324.25	3635.0
324.50	3585.8
324.75	3672.1
325.00	3810.7
325.25	3854.7
325.50	3849.0
325.75	3928.5
326.00	3888.3
326.25	3934.2
326.50	4075.3
326.75	4265.0
327.00	4243.7
327.25	4300.6
327.50	4442.8
327.75	4397.3
328.00	4544.2
328.25	4562.7
328.50	4646.4
328.75	4759.7
329.00	4764.4
329.25	4932.1
329.50	4958.6
329.75	5006.1
330.00	5152.9
330.25	5220.9
330.50	5360.2
330.75	5477.4
331.00	5515.7
331.25	5597.8
331.50	5603.2
331.75	5775.4
332.00	5895.7
332.25	6001.8
332.50	6097.4
332.75	6148.2
333.00	6267.8
333.25	6301.7
333.50	6398.6
333.75	6602.1
334.00	6648.2
334.25	6758.1
334.50	6828.1
334.75	6865.1
335.00	6921.8
335.25	6992.0
335.50	7157.8
335.75	7189.4
336.00	7314.9
336.25	7508.5
336.50	7495.0
336.75	7648.4
337.00	7906.8
337.25	7972.6
337.50	8021.1
337.75	8192.4
338.00	8283.8
338.25	8337.5
338.50	8472.6
338.75	8667.8
339.00	8800.6
339.25	8957.8
339.50	9101.9
339.75	9111.5
340.00	9297.9
340.25	9442.9
340.50	9532.9
340.75	9718.2
341.00	9880.2
341.25	9897.9
341.50	10147
341.75	10204
342.00	10313
342.25	10481
342.50	10617
342.75	10822
343.00	10949
343.25	11069
343.50	11190
343.75	11324
344.00	11419
344.25	11515
344.50	11604
344.75	11680
345.00	11970
345.25	12075
345.50	12114
345.75	12332
346.00	12515
346.25	12545
346.50	12780
346.75	12876
347.00	13019
347.25	13223
347.50	13400
347.75	13426
348.00	13575
348.25	13819
348.50	13825
348.75	14055
349.00	14326
349.25	14320
349.50	14487
349.75	14604
350.00	14784
350.25	14890
350.50	14908
350.75	15163
351.00	15303
351.25	15443
351.50	15641
351.75	15746
352.00	15945
352.25	16001
352.50	16147
352.75	16346
353.00	16523
353.25	16610
353.50	16621
353.75	16798
354.00	17007
354.25	17140
354.50	17252
354.75	17414
355.00	17531
355.25	17670
355.50	17868
355.75	17984
356.00	18184
356.25	18346
356.50	18562
356.75	18699
357.00	18739
357.25	18950
357.50	18959
357.75	19104
358.00	19283
358.25	19260
358.50	19441
358.75	19487
359.00	19630
359.25	19862
359.50	19860
359.75	20109
360.00	20077
360.25	20149
360.50	20364
360.75	20552
361.00	20600
361.25	20595
361.50	20776
361.75	20857
362.00	21004
362.25	21104
362.50	21154
362.75	21206
363.00	21325
