Wavelength (nm)	N10 abs e
350.50	378.08
350.75	127.77
351.00	228.68
351.25	458.02
351.50	316.49
351.75	83.873
352.00	243.10
352.25	451.47
352.50	112.05
352.75	336.80
353.00	298.80
353.25	-20.313
353.50	48.489
353.75	170.37
354.00	76.665
354.25	74.044
354.50	-60.939
354.75	47.834
355.00	155.30
355.25	66.836
355.50	259.48
355.75	141.93
356.00	80.793
356.25	129.09
356.50	104.84
356.75	307.97
357.00	62.249
357.25	264.72
357.50	143.89
357.75	76.665
358.00	76.665
358.25	-27.521
358.50	149.73
358.75	72.733
359.00	46.523
359.25	5.8318
359.50	189.50
359.75	259.48
360.00	81.907
360.25	243.10
360.50	21.623
360.75	67.884
361.00	189.37
361.25	-62.905
361.50	8.5183
361.75	165.78
362.00	222.79
362.25	-82.562
362.50	119.26
362.75	74.699
363.00	401.67
363.25	87.149
363.50	512.41
363.75	69.457
364.00	115.98
364.25	34.073
364.50	5.8973
364.75	-55.041
365.00	63.560
365.25	342.70
365.50	344.66
365.75	170.37
366.00	129.74
366.25	-38.660
366.50	-87.149
366.75	138.26
367.00	95.012
367.25	53.731
367.50	193.30
367.75	49.144
368.00	345.97
368.25	247.03
368.50	37.350
368.75	186.09
369.00	94.357
369.25	129.09
369.50	549.10
369.75	134.33
370.00	275.86
370.25	429.19
370.50	232.62
370.75	62.905
371.00	548.45
371.25	216.23
371.50	433.12
371.75	322.39
372.00	206.41
372.25	176.92
372.50	247.69
372.75	360.39
373.00	152.02
373.25	627.73
373.50	329.59
373.75	505.20
374.00	357.77
374.25	211.65
374.50	171.02
374.75	427.23
375.00	328.94
375.25	520.27
375.50	643.46
375.75	454.75
376.00	605.46
376.25	593.01
376.50	437.06
376.75	503.89
377.00	540.59
377.25	368.25
377.50	499.96
377.75	540.59
378.00	409.53
378.25	253.58
378.50	492.10
378.75	591.04
379.00	596.28
379.25	402.98
379.50	806.62
379.75	602.84
380.00	581.87
380.25	503.24
380.50	526.83
380.75	792.20
381.00	640.84
381.25	543.86
381.50	639.53
381.75	665.74
382.00	699.16
382.25	509.13
382.50	509.13
382.75	462.61
383.00	519.62
383.25	613.97
383.50	608.08
383.75	430.50
384.00	617.91
384.25	841.35
384.50	363.67
384.75	679.50
385.00	435.74
385.25	489.48
385.50	768.61
385.75	484.23
386.00	686.71
386.25	691.29
386.50	642.15
386.75	551.07
387.00	611.35
387.25	563.52
387.50	724.71
387.75	788.93
388.00	713.57
388.25	608.08
388.50	596.28
388.75	509.13
389.00	529.45
389.25	418.71
389.50	651.98
389.75	333.53
390.00	516.34
390.25	608.73
390.50	271.93
390.75	545.83
391.00	427.88
391.25	741.09
391.50	448.19
391.75	307.31
392.00	404.95
392.25	332.21
392.50	434.43
392.75	545.83
393.00	278.48
393.25	537.31
393.50	474.40
393.75	325.01
394.00	539.93
394.25	549.76
394.50	374.81
394.75	460.64
395.00	381.36
395.25	305.35
395.50	494.72
395.75	497.34
396.00	578.59
396.25	389.88
396.50	398.40
396.75	260.79
397.00	393.09
397.25	422.64
397.50	391.19
397.75	195.92
398.00	467.85
398.25	416.09
398.50	555.66
398.75	515.69
399.00	359.08
399.25	311.25
399.50	357.11
399.75	321.73
400.00	363.01
400.25	447.54
400.50	239.17
400.75	482.92
401.00	287.66
401.25	400.36
401.50	313.21
401.75	292.90
402.00	235.24
402.25	287.00
402.50	411.50
402.75	298.80
403.00	365.63
403.25	321.73
403.50	357.11
403.75	216.89
404.00	222.79
404.25	99.599
404.50	340.08
404.75	351.22
405.00	277.83
405.25	350.56
405.50	401.02
405.75	345.32
406.00	363.67
406.25	353.84
406.50	322.39
406.75	195.27
407.00	269.97
407.25	288.97
407.50	416.09
407.75	224.10
408.00	302.73
408.25	367.60
408.50	322.39
408.75	175.61
409.00	85.183
409.25	262.76
409.50	333.53
409.75	191.99
410.00	534.69
410.25	376.77
410.50	174.30
410.75	363.67
411.00	295.52
411.25	461.96
411.50	361.05
411.75	218.86
412.00	247.69
412.25	383.98
412.50	312.56
412.75	268.00
413.00	255.55
413.25	328.94
413.50	254.89
413.75	313.87
414.00	262.10
414.25	315.18
414.50	354.49
414.75	209.68
415.00	274.55
415.25	260.14
415.50	318.45
415.75	390.53
416.00	306.00
416.25	395.12
416.50	334.84
416.75	383.98
417.00	317.80
417.25	304.04
417.50	378.08
417.75	369.56
418.00	365.63
418.25	310.59
418.50	326.97
418.75	280.45
419.00	342.70
419.25	348.60
419.50	406.26
419.75	334.18
420.00	455.40
420.25	439.02
420.50	279.79
420.75	210.99
421.00	455.40
421.25	370.87
421.50	345.32
421.75	510.44
422.00	505.86
422.25	310.59
422.50	389.22
422.75	323.04
423.00	397.74
423.25	496.03
423.50	482.92
423.75	541.24
424.00	612.66
424.25	653.29
424.50	684.09
424.75	555.66
425.00	538.62
425.25	699.81
425.50	568.11
425.75	457.37
426.00	547.79
426.25	557.62
426.50	653.94
426.75	752.89
427.00	733.23
427.25	653.94
427.50	523.55
427.75	889.18
428.00	837.42
428.25	856.42
428.50	696.54
428.75	847.25
429.00	782.37
429.25	876.73
429.50	933.74
429.75	1023.5
430.00	954.05
430.25	1028.1
430.50	1077.2
430.75	1027.4
431.00	1102.8
431.25	1122.5
431.50	953.40
431.75	1231.2
432.00	1169.6
432.25	1140.8
432.50	1390.5
432.75	1390.5
433.00	1328.9
433.25	1341.3
433.50	1266.6
433.75	1269.2
434.00	1542.5
434.25	1526.1
434.50	1625.0
434.75	1557.5
435.00	1484.8
435.25	1759.4
435.50	1675.5
435.75	1786.9
436.00	1851.1
436.25	1895.7
436.50	1860.9
436.75	1991.3
437.00	1963.8
437.25	2164.3
437.50	2129.6
437.75	2287.5
438.00	2207.6
438.25	2231.8
438.50	2298.0
438.75	2113.9
439.00	2312.4
439.25	2371.4
439.50	2364.2
439.75	2491.3
440.00	2589.6
440.25	2588.9
440.50	2581.7
440.75	2777.6
441.00	2704.2
441.25	2572.5
441.50	2955.9
441.75	2824.2
442.00	3088.9
442.25	2956.5
442.50	3237.6
442.75	3111.8
443.00	3170.8
443.25	3227.1
443.50	3320.2
443.75	3266.4
444.00	3636.7
444.25	3451.9
444.50	3383.1
444.75	3621.6
445.00	3481.4
445.25	3628.1
445.50	3680.6
445.75	3596.7
446.00	3811.6
446.25	3912.5
446.50	4021.3
446.75	4053.4
447.00	4096.7
447.25	3984.6
447.50	4046.2
447.75	4226.4
448.00	4283.4
448.25	4274.2
448.50	4334.5
448.75	4480.0
449.00	4434.8
449.25	4627.4
449.50	4525.2
449.75	4743.4
450.00	4745.4
450.25	4957.0
450.50	4820.1
450.75	4973.4
451.00	5008.8
451.25	5116.2
451.50	5102.5
451.75	5068.4
452.00	5491.7
452.25	5387.5
452.50	5443.9
452.75	5599.2
453.00	5532.3
453.25	5622.7
453.50	5747.9
453.75	5851.4
454.00	5842.3
454.25	5903.2
454.50	6122.7
454.75	5982.5
455.00	6266.2
455.25	6287.2
455.50	6271.4
455.75	6432.6
456.00	6572.9
456.25	6610.9
456.50	6734.7
456.75	6926.0
457.00	6971.9
457.25	7105.6
457.50	7230.1
457.75	7171.8
458.00	7379.5
458.25	7472.5
458.50	7772.0
458.75	7804.7
459.00	8131.7
459.25	8185.5
459.50	8357.1
459.75	8431.2
460.00	8555.0
460.25	8783.0
460.50	8897.1
460.75	9030.7
461.00	9117.9
461.25	9359.7
461.50	9535.9
461.75	9788.9
462.00	9874.0
462.25	10152
462.50	10497
462.75	10430
463.00	10673
463.25	11077
463.50	11061
463.75	11272
464.00	11604
464.25	11733
464.50	11937
464.75	12215
465.00	12352
465.25	12593
465.50	12801
465.75	13000
466.00	13248
466.25	13484
466.50	13720
466.75	13936
467.00	14255
467.25	14397
467.50	14651
467.75	14796
468.00	15056
468.25	15469
468.50	15673
468.75	15874
469.00	16045
469.25	16326
469.50	16685
469.75	16843
470.00	17056
470.25	17336
470.50	17529
470.75	17923
471.00	17986
471.25	18594
471.50	18584
471.75	18892
472.00	19206
472.25	19318
472.50	19620
472.75	19913
473.00	20196
473.25	20430
473.50	20436
473.75	20868
474.00	21027
474.25	21171
474.50	21489
474.75	21601
475.00	21947
475.25	22066
475.50	22522
475.75	22502
476.00	22863
476.25	23040
476.50	23250
476.75	23323
477.00	23590
477.25	23862
477.50	23769
477.75	24117
478.00	24026
478.25	24329
478.50	24474
478.75	24725
479.00	24758
479.25	24910
479.50	25047
479.75	25143
480.00	25252
480.25	25493
480.50	25755
480.75	25777
481.00	25870
481.25	26063
481.50	26062
481.75	26219
482.00	26217
482.25	26521
482.50	26480
482.75	26789
483.00	26776
483.25	26876
483.50	27137
483.75	27139
484.00	27360
484.25	27510
484.50	27826
484.75	27987
485.00	27749
485.25	28235
485.50	28247
485.75	28479
486.00	28631
486.25	28761
486.50	28897
486.75	29180
487.00	29564
487.25	29497
487.50	29870
487.75	30135
488.00	30386
488.25	30598
488.50	30949
488.75	31287
489.00	31408
489.25	31748
489.50	32024
489.75	32295
490.00	32621
490.25	32974
490.50	33385
490.75	33643
491.00	34099
491.25	34527
491.50	34897
491.75	35419
492.00	35655
492.25	36292
492.50	36591
492.75	37191
493.00	37697
493.25	38246
493.50	38911
493.75	39161
494.00	39779
494.25	40371
494.50	41053
494.75	41284
495.00	41651
495.25	42081
495.50	42797
495.75	43436
496.00	44034
496.25	44743
496.50	45431
496.75	46229
497.00	46847
497.25	47674
497.50	48279
497.75	48840
498.00	49694
498.25	50247
498.50	51205
498.75	52029
499.00	53133
499.25	53806
499.50	54581
499.75	55492
500.00	56288
500.25	56953
500.50	57779
500.75	59016
501.00	59646
501.25	60479
501.50	61460
501.75	62090
502.00	63146
502.25	64170
502.50	65106
502.75	65792
503.00	66666
503.25	67696
503.50	68362
503.75	69240
504.00	69919
504.25	70705
504.50	71754
504.75	72570
505.00	73394
505.25	74033
505.50	75002
505.75	75636
506.00	76244
506.25	77145
506.50	77645
506.75	78313
507.00	79100
507.25	79639
507.50	80323
507.75	80722
508.00	81636
508.25	81865
508.50	82529
508.75	82785
509.00	83447
509.25	83588
509.50	84164
509.75	84229
510.00	84705
510.25	84871
510.50	85165
510.75	85333
511.00	85441
511.25	85688
511.50	85659
511.75	85700
512.00	85688
512.25	85584
512.50	85591
512.75	85348
513.00	84895
513.25	84698
513.50	84525
513.75	84132
514.00	83436
514.25	83326
514.50	82736
514.75	82252
515.00	81329
515.25	80625
515.50	79680
515.75	78912
516.00	77904
516.25	76911
516.50	76246
516.75	75212
517.00	74230
517.25	73392
517.50	72288
517.75	71434
518.00	70323
518.25	69154
518.50	67995
518.75	66976
519.00	65988
519.25	64575
519.50	63660
519.75	62279
520.00	61212
520.25	59730
520.50	58687
520.75	57472
521.00	56207
521.25	54968
521.50	53920
521.75	52536
522.00	51453
522.25	50136
522.50	49015
522.75	47684
523.00	46452
523.25	45106
523.50	44295
523.75	42897
524.00	41761
524.25	40720
524.50	39414
524.75	38469
525.00	37093
525.25	36214
525.50	34968
525.75	33963
526.00	32963
526.25	31859
526.50	31067
526.75	29708
527.00	28925
527.25	27916
527.50	26965
527.75	25968
528.00	25297
528.25	24381
528.50	23376
528.75	22732
529.00	21865
529.25	21078
529.50	20148
529.75	19462
530.00	18836
530.25	17911
530.50	17473
530.75	16680
531.00	15959
531.25	15385
531.50	14875
531.75	14248
532.00	13756
532.25	13290
532.50	12645
532.75	12129
533.00	11651
533.25	11244
533.50	10637
533.75	10107
534.00	10037
534.25	9465.8
534.50	9296.1
534.75	8927.9
535.00	8620.5
535.25	8224.8
535.50	7857.2
535.75	7738.6
536.00	7252.4
536.25	6942.4
536.50	6648.9
536.75	6257.0
537.00	6059.1
537.25	5839.0
537.50	5516.6
537.75	5120.2
538.00	5126.7
538.25	4856.8
538.50	4677.2
538.75	4438.7
539.00	4180.5
539.25	4213.3
539.50	3760.5
539.75	3609.1
540.00	3456.5
540.25	3235.7
540.50	3256.0
540.75	3056.1
541.00	2754.0
541.25	2704.2
541.50	2571.2
541.75	2465.1
542.00	2317.6
542.25	2422.5
542.50	2124.3
542.75	2119.1
543.00	1983.5
543.25	1906.1
543.50	1711.5
543.75	1872.7
544.00	1515.0
544.25	1560.2
544.50	1510.4
544.75	1378.0
545.00	1269.2
545.25	1350.5
545.50	1072.0
545.75	1090.3
546.00	1011.1
546.25	1170.9
546.50	1044.5
546.75	1061.5
547.00	789.58
547.25	760.10
547.50	984.85
547.75	826.93
548.00	822.35
548.25	727.33
548.50	629.05
548.75	773.86
549.00	665.74
549.25	408.88
549.50	720.78
549.75	426.57
550.00	468.51
550.25	584.49
550.50	353.84
550.75	533.38
551.00	502.58
551.25	493.41
551.50	467.85
551.75	277.17
552.00	520.27
552.25	353.18
552.50	433.12
552.75	221.48
553.00	467.85
553.25	265.38
553.50	225.41
553.75	320.42
554.00	247.69
554.25	312.56
554.50	310.59
554.75	157.92
555.00	96.323
555.25	286.35
555.50	313.21
555.75	171.68
556.00	337.46
556.25	172.33
556.50	178.88
556.75	166.43
557.00	148.09
557.25	39.315
557.50	119.26
557.75	89.115
558.00	310.59
558.25	171.02
558.50	75.354
558.75	211.65
559.00	315.83
559.25	12.450
559.50	319.11
559.75	76.010
560.00	165.12
560.25	262.10
560.50	85.183
560.75	207.06
561.00	180.20
561.25	213.61
561.50	161.85
561.75	254.89
562.00	12.450
562.25	347.29
562.50	129.74
562.75	52.420
563.00	182.82
563.25	83.873
563.50	152.02
563.75	62.905
564.00	89.770
564.25	244.41
564.50	132.36
564.75	301.42
565.00	81.252
565.25	35.384
565.50	91.080
565.75	330.90
566.00	149.40
566.25	191.99
566.50	156.61
566.75	182.82
567.00	344.66
567.25	87.804
567.50	99.599
567.75	307.31
568.00	-47.834
568.25	173.64
568.50	64.870
568.75	250.96
569.00	153.99
569.25	108.77
569.50	195.27
569.75	104.19
570.00	11.795
570.25	36.039
570.50	-10.484
570.75	144.81
571.00	262.76
571.25	178.23
571.50	83.217
571.75	94.357
572.00	188.06
572.25	157.92
572.50	76.665
572.75	275.21
573.00	146.78
573.25	113.36
573.50	34.073
573.75	152.67
574.00	104.19
574.25	102.22
574.50	164.47
574.75	239.17
575.00	188.06
575.25	207.72
575.50	224.75
575.75	128.43
576.00	271.28
576.25	121.88
576.50	131.71
576.75	-15.726
577.00	133.67
577.25	148.09
577.50	209.03
577.75	346.63
578.00	229.34
578.25	152.67
578.50	160.54
578.75	152.67
579.00	285.04
579.25	135.64
579.50	312.56
579.75	279.14
580.00	36.694
580.25	138.91
580.50	153.99
580.75	170.37
581.00	-21.623
581.25	267.34
581.50	41.936
581.75	158.57
582.00	293.55
582.25	213.61
582.50	144.81
582.75	198.54
583.00	269.97
583.25	102.22
583.50	150.05
583.75	248.34
584.00	221.48
584.25	360.39
584.50	150.71
584.75	115.32
585.00	221.48
585.25	151.36
585.50	317.14
585.75	66.181
586.00	489.48
586.25	254.24
586.50	191.99
586.75	157.26
587.00	273.90
587.25	235.24
587.50	291.59
587.75	249.65
588.00	161.85
588.25	192.65
588.50	35.384
588.75	302.07
589.00	6.5525
589.25	57.662
589.50	286.35
589.75	304.04
590.00	338.11
590.25	-10.484
590.50	218.20
590.75	169.71
591.00	87.149
591.25	275.21
591.50	152.67
591.75	310.59
592.00	172.99
592.25	125.81
592.50	266.03
592.75	135.64
593.00	294.86
593.25	272.59
593.50	355.80
593.75	142.85
594.00	302.07
594.25	229.34
594.50	151.36
594.75	324.35
595.00	180.85
595.25	319.11
595.50	-72.078
595.75	250.96
596.00	188.06
596.25	201.82
596.50	254.24
596.75	172.99
597.00	305.35
597.25	70.768
597.50	287.00
597.75	313.87
598.00	169.71
598.25	289.62
598.50	269.31
598.75	328.94
599.00	24.900
599.25	83.217
599.50	190.02
599.75	450.82
600.00	269.31
