Wavelength (nm)	Q02 abs e
300.00	10649
301.00	10992
302.00	11301
303.00	11872
304.00	12166
305.00	12536
306.00	13139
307.00	13561
308.00	13927
309.00	14324
310.00	14479
311.00	14473
312.00	14289
313.00	14014
314.00	13529
315.00	12859
316.00	12186
317.00	11520
318.00	10851
319.00	10121
320.00	9413.3
321.00	9032.2
322.00	8506.3
323.00	8015.8
324.00	7397.9
325.00	7119.8
326.00	6609.7
327.00	6327.7
328.00	6012.8
329.00	5763.3
330.00	5655.3
331.00	5451.5
332.00	5236.8
333.00	5112.7
334.00	5170.2
335.00	5162.5
336.00	5046.5
337.00	5071.0
338.00	5093.4
339.00	5075.2
340.00	5113.2
341.00	5066.2
342.00	5174.5
343.00	5158.8
344.00	5246.9
345.00	5309.5
346.00	5338.3
347.00	5292.3
348.00	5431.6
349.00	5502.3
350.00	5511.6
351.00	5631.8
352.00	5630.5
353.00	5751.3
354.00	5802.3
355.00	5719.8
356.00	5834.6
357.00	5971.8
358.00	6145.3
359.00	6318.1
360.00	6637.8
361.00	6858.2
362.00	6983.1
363.00	7235.9
364.00	7425.0
365.00	7671.0
366.00	7882.7
367.00	8226.2
368.00	8635.2
369.00	8815.3
370.00	9311.5
371.00	9839.1
372.00	10538
373.00	11672
374.00	13335
375.00	15451
376.00	18158
377.00	21845
378.00	26410
379.00	31267
380.00	35889
381.00	39116
382.00	40538
383.00	40647
384.00	40363
385.00	39606
386.00	39191
387.00	39613
388.00	41411
389.00	44473
390.00	49364
391.00	55348
392.00	65580
393.00	81143
394.00	1.0230e+05
395.00	1.2728e+05
396.00	1.5553e+05
397.00	1.9240e+05
398.00	2.4607e+05
399.00	3.1707e+05
400.00	3.9518e+05
401.00	4.6120e+05
402.00	4.8700e+05
403.00	4.6673e+05
404.00	4.1518e+05
405.00	3.5109e+05
406.00	2.8705e+05
407.00	2.2619e+05
408.00	1.6881e+05
409.00	1.2385e+05
410.00	88277
411.00	61846
412.00	42318
413.00	29365
414.00	20966
415.00	14769
416.00	10580
417.00	7673.1
418.00	6000.0
419.00	4604.1
420.00	3777.2
421.00	3092.6
422.00	2629.5
423.00	2275.0
424.00	2358.6
425.00	2228.1
426.00	2093.7
427.00	1839.8
428.00	1772.9
429.00	1563.3
430.00	1454.9
431.00	1519.5
432.00	1495.0
433.00	1347.6
434.00	1376.5
435.00	1384.3
436.00	1334.0
437.00	1419.5
438.00	1220.0
439.00	1306.4
440.00	1372.8
441.00	1194.5
442.00	1521.0
443.00	1427.0
444.00	1320.5
445.00	1331.5
446.00	1399.7
447.00	1503.1
448.00	1316.3
449.00	1298.6
450.00	1290.5
451.00	1348.1
452.00	1363.3
453.00	1340.4
454.00	1354.3
455.00	1109.9
456.00	1461.8
457.00	1546.7
458.00	1355.7
459.00	1290.2
460.00	1520.8
461.00	1315.5
462.00	1584.0
463.00	1399.4
464.00	1471.3
465.00	1440.8
466.00	1645.3
467.00	1613.6
468.00	1319.3
469.00	1695.4
470.00	1817.0
471.00	1611.0
472.00	1475.5
473.00	1632.5
474.00	1438.9
475.00	1597.6
476.00	1662.9
477.00	1754.6
478.00	1704.0
479.00	1641.4
480.00	1605.0
481.00	1796.5
482.00	1736.4
483.00	1645.0
484.00	1817.9
485.00	1841.3
486.00	1762.9
487.00	2247.3
488.00	2308.0
489.00	2090.7
490.00	2359.1
491.00	2316.0
492.00	2607.9
493.00	2657.5
494.00	2908.4
495.00	2993.2
496.00	2738.0
497.00	2681.5
498.00	2709.8
499.00	2862.4
500.00	2915.1
501.00	3093.4
502.00	2832.2
503.00	2805.1
504.00	2850.3
505.00	2511.4
506.00	2868.1
507.00	2623.6
508.00	2379.3
509.00	2551.0
510.00	2530.0
511.00	2601.6
512.00	2825.0
513.00	2413.1
514.00	2763.2
515.00	3445.8
516.00	2896.9
517.00	3337.9
518.00	3149.7
519.00	3741.1
520.00	3841.6
521.00	4170.1
522.00	4847.8
523.00	5332.4
524.00	6324.1
525.00	6955.2
526.00	8347.5
527.00	9207.8
528.00	9902.5
529.00	10597
530.00	11289
531.00	11663
532.00	12720
533.00	14189
534.00	15378
535.00	16241
536.00	17105
537.00	17328
538.00	17285
539.00	17113
540.00	16479
541.00	15529
542.00	14552
543.00	13414
544.00	12037
545.00	10651
546.00	9978.3
547.00	9317.2
548.00	8803.7
