Wavelength (nm)	G15 abs e
200.00	14091
201.00	14592
202.00	13546
203.00	12397
204.00	11453
205.00	10577
206.00	9900.5
207.00	9401.6
208.00	8954.5
209.00	8563.3
210.00	8261.3
211.00	8002.9
212.00	7786.7
213.00	7593.2
214.00	7396.3
215.00	7177.8
216.00	6994.3
217.00	6863.5
218.00	6771.6
219.00	6690.2
220.00	6566.8
221.00	6435.3
222.00	6347.1
223.00	6348.5
224.00	6385.9
225.00	6441.6
226.00	6520.9
227.00	6674.6
228.00	6942.8
229.00	7308.7
230.00	7770.0
231.00	8310.8
232.00	8933.9
233.00	9628.8
234.00	10341
235.00	11059
236.00	11809
237.00	12625
238.00	13446
239.00	14181
240.00	14773
241.00	15278
242.00	15849
243.00	16514
244.00	17181
245.00	17612
246.00	17611
247.00	17415
248.00	17370
249.00	17605
250.00	18007
251.00	18200
252.00	17852
253.00	17099
254.00	16441
255.00	16023
256.00	15729
257.00	15418
258.00	15066
259.00	14710
260.00	14438
261.00	14288
262.00	14288
263.00	14325
264.00	14254
265.00	13989
266.00	13350
267.00	12356
268.00	11097
269.00	9680.0
270.00	8232.1
271.00	6861.0
272.00	5592.8
273.00	4497.5
274.00	3579.7
275.00	2834.5
276.00	2251.2
277.00	1809.7
278.00	1479.5
279.00	1235.4
280.00	1052.2
281.00	928.61
282.00	839.17
283.00	775.14
284.00	737.51
285.00	708.80
286.00	694.38
287.00	691.13
288.00	692.78
289.00	699.20
290.00	713.43
291.00	731.77
292.00	754.59
293.00	779.43
294.00	808.65
295.00	840.74
296.00	871.53
297.00	907.69
298.00	950.04
299.00	990.61
300.00	1040.7
301.00	1088.2
302.00	1133.1
303.00	1186.5
304.00	1240.7
305.00	1294.0
306.00	1345.4
307.00	1408.1
308.00	1472.1
309.00	1535.5
310.00	1593.6
311.00	1654.4
312.00	1712.9
313.00	1771.5
314.00	1837.8
315.00	1896.1
316.00	1962.4
317.00	2018.3
318.00	2075.5
319.00	2127.9
320.00	2185.2
321.00	2230.2
322.00	2276.1
323.00	2320.6
324.00	2363.2
325.00	2397.4
326.00	2425.8
327.00	2449.6
328.00	2472.7
329.00	2489.1
330.00	2499.7
331.00	2501.6
332.00	2495.5
333.00	2489.9
334.00	2476.9
335.00	2457.7
336.00	2432.4
337.00	2390.7
338.00	2355.7
339.00	2315.8
340.00	2269.0
341.00	2212.1
342.00	2155.8
343.00	2093.8
344.00	2028.2
345.00	1963.0
346.00	1886.9
347.00	1813.8
348.00	1737.9
349.00	1662.5
350.00	1581.3
351.00	1499.0
352.00	1421.3
353.00	1339.2
354.00	1256.4
355.00	1174.9
356.00	1097.6
357.00	1014.4
358.00	939.44
359.00	876.55
360.00	811.73
361.00	752.06
362.00	698.56
363.00	631.36
364.00	573.99
365.00	521.98
366.00	469.49
367.00	429.97
368.00	394.40
369.00	355.30
370.00	322.91
371.00	297.88
372.00	277.92
373.00	255.93
374.00	239.20
375.00	216.88
376.00	196.67
377.00	190.17
378.00	173.89
379.00	164.30
380.00	151.63
381.00	145.43
382.00	130.06
383.00	120.17
384.00	126.63
385.00	116.77
386.00	113.96
387.00	109.68
388.00	110.50
389.00	99.920
390.00	95.112
391.00	93.411
392.00	99.399
393.00	92.625
394.00	88.702
395.00	85.900
396.00	89.872
397.00	85.260
398.00	85.811
399.00	84.543
400.00	78.044
401.00	78.447
402.00	78.162
403.00	76.461
404.00	87.384
405.00	81.141
406.00	71.594
407.00	79.872
408.00	69.096
409.00	70.089
410.00	66.412
411.00	71.633
412.00	68.398
413.00	65.399
414.00	67.553
415.00	70.020
416.00	71.210
417.00	67.808
418.00	65.065
419.00	66.815
420.00	64.613
421.00	68.683
422.00	67.071
423.00	69.431
424.00	65.252
425.00	62.489
426.00	63.000
427.00	61.457
428.00	63.217
429.00	56.422
430.00	59.677
431.00	60.778
432.00	54.839
433.00	48.950
434.00	60.051
435.00	61.280
436.00	45.056
437.00	49.677
438.00	48.920
439.00	52.883
440.00	55.734
441.00	50.484
442.00	50.513
443.00	50.159
444.00	52.195
445.00	43.542
446.00	46.905
447.00	43.935
448.00	46.099
449.00	46.256
450.00	49.422
451.00	46.511
452.00	44.850
453.00	40.278
454.00	40.789
455.00	40.691
456.00	39.462
457.00	36.178
458.00	33.828
459.00	32.953
460.00	38.498
461.00	35.136
462.00	35.126
463.00	27.801
464.00	30.947
465.00	31.665
466.00	32.274
467.00	29.954
468.00	29.767
469.00	29.049
470.00	22.452
471.00	28.686
472.00	29.541
473.00	34.310
474.00	39.472
475.00	13.917
476.00	24.713
477.00	24.015
478.00	21.734
479.00	19.306
480.00	24.064
481.00	22.698
482.00	9.9157
483.00	16.680
484.00	19.237
485.00	9.2766
486.00	31.242
487.00	30.347
488.00	20.237
489.00	18.197
490.00	19.040
491.00	16.759
492.00	13.760
493.00	17.310
494.00	37.230
495.00	26.375
496.00	28.804
497.00	34.585
498.00	19.256
499.00	20.004
500.00	23.966
