Wavelength (nm)	T14 abs e
350.00	7779.3
351.00	7825.3
352.00	7779.5
353.00	7775.2
354.00	7782.7
355.00	7797.0
356.00	7840.6
357.00	7916.1
358.00	7979.5
359.00	8085.6
360.00	8202.0
361.00	8350.6
362.00	8501.8
363.00	8669.3
364.00	8785.3
365.00	8972.9
366.00	9109.0
367.00	9299.8
368.00	9550.2
369.00	9763.5
370.00	9972.1
371.00	10133
372.00	10275
373.00	10435
374.00	10588
375.00	10732
376.00	10917
377.00	11090
378.00	11303
379.00	11534
380.00	11821
381.00	12164
382.00	12558
383.00	13092
384.00	13736
385.00	14537
386.00	15466
387.00	16592
388.00	17865
389.00	19249
390.00	20747
391.00	22358
392.00	24032
393.00	25571
394.00	27018
395.00	28303
396.00	29451
397.00	30391
398.00	31071
399.00	31530
400.00	31825
401.00	32119
402.00	32537
403.00	33257
404.00	34499
405.00	36405
406.00	39097
407.00	42939
408.00	48286
409.00	55203
410.00	63197
411.00	72940
412.00	84509
413.00	97112
414.00	1.1055e+05
415.00	1.2513e+05
416.00	1.3999e+05
417.00	1.5373e+05
418.00	1.6418e+05
419.00	1.7092e+05
420.00	1.7400e+05
421.00	1.7091e+05
422.00	1.6251e+05
423.00	1.4969e+05
424.00	1.3336e+05
425.00	1.1523e+05
426.00	97404
427.00	79959
428.00	65381
429.00	52567
430.00	41878
431.00	33883
432.00	27320
433.00	21714
434.00	17474
435.00	14351
436.00	11795
437.00	9795.7
438.00	8209.9
439.00	6983.8
440.00	6009.0
441.00	5177.6
442.00	4548.3
443.00	4035.6
444.00	3616.0
445.00	3267.6
446.00	2968.9
447.00	2723.8
448.00	2508.2
449.00	2344.7
450.00	2204.6
451.00	2069.2
452.00	1957.1
453.00	1881.9
454.00	1786.0
455.00	1715.0
456.00	1656.3
457.00	1601.0
458.00	1540.1
459.00	1498.3
460.00	1475.5
461.00	1444.6
462.00	1445.0
463.00	1420.7
464.00	1399.3
465.00	1399.7
466.00	1406.3
467.00	1403.5
468.00	1390.7
469.00	1409.2
470.00	1398.8
471.00	1419.4
472.00	1433.7
473.00	1451.6
474.00	1459.1
475.00	1461.5
476.00	1488.7
477.00	1505.1
478.00	1522.1
479.00	1534.2
480.00	1544.3
481.00	1559.5
482.00	1575.5
483.00	1576.7
484.00	1591.4
485.00	1603.3
486.00	1626.3
487.00	1642.1
488.00	1645.1
489.00	1664.0
490.00	1679.1
491.00	1704.5
492.00	1757.4
493.00	1778.8
494.00	1795.6
495.00	1848.4
496.00	1896.7
497.00	1953.5
498.00	2001.6
499.00	2053.3
500.00	2124.4
501.00	2188.5
502.00	2252.0
503.00	2319.8
504.00	2400.1
505.00	2449.0
506.00	2529.7
507.00	2578.0
508.00	2628.5
509.00	2688.5
510.00	2738.4
511.00	2801.9
512.00	2840.8
513.00	2871.1
514.00	2899.5
515.00	2936.3
516.00	2941.5
517.00	2940.9
518.00	2919.8
519.00	2921.5
520.00	2900.2
521.00	2853.0
522.00	2824.0
523.00	2815.3
524.00	2815.5
525.00	2818.8
526.00	2825.5
527.00	2847.3
528.00	2880.2
529.00	2898.4
530.00	2928.7
531.00	2952.3
532.00	2971.3
533.00	3000.3
534.00	3007.9
535.00	2997.6
536.00	2996.5
537.00	2997.6
538.00	2986.8
539.00	2961.8
540.00	2970.0
541.00	2985.1
542.00	2989.9
543.00	3014.1
544.00	3053.3
545.00	3113.3
546.00	3180.5
547.00	3281.3
548.00	3435.8
549.00	3598.8
550.00	3785.7
551.00	4012.2
552.00	4226.6
553.00	4445.5
554.00	4647.7
555.00	4838.7
556.00	5001.8
557.00	5126.3
558.00	5232.0
559.00	5321.9
560.00	5352.8
561.00	5343.5
562.00	5292.1
563.00	5223.2
564.00	5139.9
565.00	5046.3
566.00	4934.2
567.00	4835.7
568.00	4734.8
569.00	4638.5
570.00	4560.7
571.00	4498.4
572.00	4423.3
573.00	4374.9
574.00	4349.9
575.00	4329.0
576.00	4321.0
577.00	4332.8
578.00	4325.6
579.00	4347.1
580.00	4352.2
581.00	4365.6
582.00	4375.3
583.00	4404.1
584.00	4462.8
585.00	4552.1
586.00	4665.8
587.00	4820.1
588.00	5018.2
589.00	5234.6
590.00	5556.0
591.00	5925.6
592.00	6403.3
593.00	7009.1
594.00	7716.3
595.00	8666.2
596.00	9826.9
597.00	11295
598.00	13065
599.00	15048
600.00	17170
601.00	19282
602.00	21255
603.00	22889
604.00	23955
605.00	24452
606.00	24337
607.00	23633
608.00	22449
609.00	20926
610.00	19196
611.00	17361
612.00	15572
613.00	13823
614.00	12191
615.00	10722
616.00	9410.3
617.00	8244.6
618.00	7247.9
619.00	6399.5
620.00	5653.2
621.00	5025.2
622.00	4476.7
623.00	3991.1
624.00	3570.9
625.00	3195.2
626.00	2889.0
627.00	2612.2
628.00	2363.1
629.00	2148.7
630.00	1971.7
631.00	1798.8
632.00	1646.3
633.00	1525.3
634.00	1399.4
635.00	1281.2
636.00	1182.4
637.00	1086.4
638.00	987.71
