Wavelength (nm)	J06 abs e
418.00	3303.9
419.00	3360.8
420.00	3422.3
421.00	3486.6
422.00	3533.8
423.00	3591.0
424.00	3647.3
425.00	3698.4
426.00	3761.7
427.00	3834.0
428.00	3882.5
429.00	3940.2
430.00	4010.1
431.00	4064.8
432.00	4125.2
433.00	4190.7
434.00	4245.6
435.00	4305.7
436.00	4363.3
437.00	4423.6
438.00	4484.0
439.00	4546.6
440.00	4616.9
441.00	4676.3
442.00	4736.5
443.00	4810.9
444.00	4875.5
445.00	4945.5
446.00	5019.2
447.00	5096.6
448.00	5179.9
449.00	5262.3
450.00	5348.9
451.00	5446.7
452.00	5533.0
453.00	5625.8
454.00	5743.5
455.00	5846.2
456.00	5976.2
457.00	6075.5
458.00	6196.4
459.00	6315.5
460.00	6418.6
461.00	6561.9
462.00	6698.4
463.00	6841.4
464.00	6985.9
465.00	7121.4
466.00	7242.8
467.00	7398.6
468.00	7558.3
469.00	7693.7
470.00	7840.8
471.00	8005.8
472.00	8150.6
473.00	8303.3
474.00	8429.5
475.00	8604.1
476.00	8753.8
477.00	8891.7
478.00	9036.1
479.00	9209.1
480.00	9343.3
481.00	9475.1
482.00	9631.7
483.00	9787.2
484.00	9907.5
485.00	10094
486.00	10187
487.00	10288
488.00	10419
489.00	10609
490.00	10717
491.00	10827
492.00	10958
493.00	11038
494.00	11140
495.00	11244
496.00	11353
497.00	11402
498.00	11465
499.00	11547
500.00	11589
501.00	11644
502.00	11664
503.00	11700
504.00	11654
505.00	11687
506.00	11699
507.00	11663
508.00	11635
509.00	11607
510.00	11565
511.00	11505
512.00	11440
513.00	11348
514.00	11279
515.00	11215
516.00	11114
517.00	10990
518.00	10903
519.00	10805
520.00	10723
521.00	10619
522.00	10471
523.00	10341
524.00	10224
525.00	10127
526.00	9988.1
527.00	9849.0
528.00	9736.0
529.00	9637.4
530.00	9495.0
531.00	9363.2
532.00	9220.8
533.00	9111.2
534.00	8970.1
535.00	8847.9
536.00	8708.2
537.00	8581.4
538.00	8444.1
539.00	8322.2
540.00	8172.0
541.00	8071.2
542.00	7898.0
543.00	7782.6
544.00	7650.7
545.00	7512.0
546.00	7372.2
547.00	7245.7
548.00	7116.9
549.00	6965.3
550.00	6822.1
551.00	6668.6
552.00	6522.7
553.00	6391.6
554.00	6243.8
555.00	6087.0
556.00	5950.5
557.00	5791.3
558.00	5645.6
559.00	5494.9
560.00	5332.0
561.00	5181.3
562.00	5030.0
563.00	4883.5
564.00	4717.9
565.00	4572.0
566.00	4415.9
567.00	4262.3
568.00	4101.4
569.00	3946.1
570.00	3793.5
571.00	3645.8
572.00	3512.9
573.00	3370.7
574.00	3218.7
575.00	3089.3
576.00	2953.6
577.00	2814.6
578.00	2688.9
579.00	2571.2
580.00	2439.5
581.00	2315.4
582.00	2208.6
583.00	2115.6
584.00	1993.7
585.00	1880.1
586.00	1796.2
587.00	1691.5
588.00	1600.7
589.00	1518.7
590.00	1439.0
591.00	1364.1
592.00	1274.8
593.00	1197.6
594.00	1133.6
595.00	1067.6
596.00	1012.7
597.00	948.79
598.00	893.12
599.00	836.61
600.00	785.97
601.00	738.32
602.00	695.27
603.00	647.32
604.00	612.26
605.00	577.91
606.00	541.49
607.00	508.94
608.00	480.07
609.00	449.60
610.00	420.53
611.00	391.67
612.00	365.73
613.00	349.23
614.00	326.09
615.00	306.52
616.00	290.87
617.00	275.53
618.00	257.02
619.00	247.20
620.00	228.82
621.00	225.24
622.00	202.33
623.00	190.29
624.00	182.91
625.00	177.58
626.00	172.16
627.00	161.02
628.00	154.26
629.00	145.85
630.00	140.43
631.00	138.90
632.00	129.74
633.00	142.41
634.00	134.44
635.00	133.93
636.00	129.76
637.00	117.44
638.00	113.72
639.00	104.54
640.00	105.88
641.00	97.697
642.00	101.41
643.00	103.49
644.00	95.050
645.00	96.817
646.00	84.907
647.00	82.778
648.00	71.633
649.00	70.514
650.00	77.366
651.00	67.731
652.00	70.220
653.00	64.982
654.00	65.134
655.00	64.772
656.00	56.119
657.00	56.093
658.00	56.302
659.00	58.277
660.00	61.499
661.00	54.707
662.00	58.883
663.00	57.208
664.00	55.479
665.00	48.109
666.00	52.185
667.00	57.583
668.00	48.148
669.00	50.470
670.00	45.110
671.00	41.538
672.00	33.646
673.00	37.656
674.00	36.070
675.00	36.416
676.00	37.939
677.00	37.531
678.00	31.104
679.00	29.352
680.00	31.009
681.00	31.022
682.00	30.069
683.00	31.381
684.00	30.417
685.00	21.782
686.00	15.689
687.00	20.909
688.00	24.131
689.00	20.325
690.00	18.905
691.00	21.394
692.00	20.575
693.00	17.113
694.00	16.216
695.00	20.936
696.00	20.650
697.00	20.696
698.00	16.013
699.00	19.446
700.00	17.560
