Wavelength (nm)	J06 abs e
280.00	5041.5
281.00	5066.6
282.00	5080.0
283.00	5097.8
284.00	5121.4
285.00	5139.3
286.00	5157.0
287.00	5167.2
288.00	5168.2
289.00	5150.1
290.00	5116.1
291.00	5058.8
292.00	4988.2
293.00	4895.0
294.00	4796.9
295.00	4696.8
296.00	4601.3
297.00	4518.1
298.00	4442.8
299.00	4386.1
300.00	4347.5
301.00	4325.2
302.00	4307.4
303.00	4292.6
304.00	4288.0
305.00	4282.8
306.00	4276.8
307.00	4283.2
308.00	4301.7
309.00	4320.0
310.00	4353.3
311.00	4403.4
312.00	4467.2
313.00	4534.8
314.00	4606.8
315.00	4673.1
316.00	4725.3
317.00	4749.9
318.00	4752.9
319.00	4733.6
320.00	4695.3
321.00	4647.5
322.00	4587.3
323.00	4542.8
324.00	4522.3
325.00	4503.3
326.00	4502.1
327.00	4511.2
328.00	4535.8
329.00	4544.9
330.00	4539.0
331.00	4494.9
332.00	4409.1
333.00	4289.2
334.00	4121.1
335.00	3918.1
336.00	3685.7
337.00	3440.2
338.00	3189.1
339.00	2945.7
340.00	2714.4
341.00	2498.9
342.00	2305.3
343.00	2133.0
344.00	1983.6
345.00	1850.9
346.00	1743.8
347.00	1659.5
348.00	1587.4
349.00	1524.8
350.00	1470.8
351.00	1436.5
352.00	1410.2
353.00	1382.5
354.00	1362.9
355.00	1345.6
356.00	1336.5
357.00	1330.3
358.00	1333.5
359.00	1330.5
360.00	1329.1
361.00	1329.0
362.00	1333.7
363.00	1336.7
364.00	1350.0
365.00	1356.1
366.00	1362.5
367.00	1371.3
368.00	1381.9
369.00	1395.8
370.00	1405.7
371.00	1423.1
372.00	1435.2
373.00	1447.5
374.00	1450.4
375.00	1472.0
376.00	1482.1
377.00	1493.6
378.00	1497.6
379.00	1526.3
380.00	1537.0
381.00	1551.4
382.00	1566.6
383.00	1592.2
384.00	1616.0
385.00	1625.2
386.00	1654.6
387.00	1686.7
388.00	1706.6
389.00	1740.3
390.00	1780.0
391.00	1801.2
392.00	1857.9
393.00	1887.9
394.00	1932.0
395.00	1966.6
396.00	2016.7
397.00	2076.2
398.00	2120.4
399.00	2165.2
400.00	2228.5
401.00	2270.8
402.00	2325.0
403.00	2381.3
404.00	2446.3
405.00	2508.8
406.00	2555.4
407.00	2626.5
408.00	2686.8
409.00	2750.1
410.00	2810.7
411.00	2886.1
412.00	2946.9
413.00	3002.6
414.00	3069.0
415.00	3123.1
416.00	3180.4
417.00	3247.8
