Wavelength (nm)	J13 abs e
616.00	9.7468
617.00	47.264
618.00	49.050
619.00	5.8967
620.00	9.4084
621.00	16.836
622.00	41.838
623.00	15.086
624.00	17.568
625.00	37.915
626.00	37.758
627.00	43.286
628.00	18.854
629.00	17.725
630.00	20.932
631.00	36.915
632.00	69.298
633.00	97.100
634.00	123.32
635.00	119.93
636.00	80.662
637.00	59.943
638.00	93.457
639.00	128.39
640.00	148.65
641.00	131.24
642.00	125.67
643.00	103.16
644.00	73.953
645.00	83.628
646.00	80.092
647.00	81.269
648.00	74.891
649.00	72.921
650.00	75.099
651.00	98.463
652.00	98.828
653.00	86.562
654.00	63.377
655.00	75.692
656.00	82.683
657.00	80.235
658.00	93.295
659.00	108.65
660.00	112.93
661.00	120.02
662.00	113.25
663.00	108.37
664.00	110.69
665.00	119.60
666.00	119.35
667.00	141.92
668.00	134.05
669.00	124.20
670.00	110.17
671.00	107.02
672.00	90.146
673.00	96.051
674.00	99.185
675.00	89.573
676.00	100.02
677.00	102.27
678.00	94.931
679.00	95.267
680.00	89.107
681.00	101.39
682.00	102.61
683.00	117.16
684.00	111.59
685.00	83.318
686.00	61.569
687.00	93.750
688.00	94.709
689.00	110.21
690.00	108.08
691.00	81.274
692.00	70.777
693.00	86.151
694.00	92.142
695.00	98.525
696.00	98.658
697.00	60.667
698.00	89.625
699.00	84.179
700.00	91.214
