Wavelength (nm)	J13 abs e
280.00	5534.3
281.00	5489.6
282.00	5478.3
283.00	5485.6
284.00	5512.3
285.00	5565.3
286.00	5640.5
287.00	5744.3
288.00	5858.7
289.00	5985.9
290.00	6118.6
291.00	6260.9
292.00	6399.1
293.00	6544.5
294.00	6683.1
295.00	6829.5
296.00	6963.0
297.00	7107.6
298.00	7254.5
299.00	7402.2
300.00	7553.4
301.00	7705.3
302.00	7861.4
303.00	8020.1
304.00	8162.0
305.00	8287.0
306.00	8407.9
307.00	8510.4
308.00	8600.5
309.00	8671.6
310.00	8732.3
311.00	8802.6
312.00	8890.4
313.00	8990.8
314.00	9122.8
315.00	9283.4
316.00	9460.4
317.00	9673.2
318.00	9930.4
319.00	10190
320.00	10477
321.00	10774
322.00	11085
323.00	11403
324.00	11724
325.00	12049
326.00	12380
327.00	12705
328.00	13054
329.00	13370
330.00	13714
331.00	14049
332.00	14397
333.00	14732
334.00	15067
335.00	15399
336.00	15693
337.00	15952
338.00	16190
339.00	16361
340.00	16489
341.00	16561
342.00	16592
343.00	16617
344.00	16622
345.00	16632
346.00	16642
347.00	16688
348.00	16708
349.00	16743
350.00	16772
351.00	16738
352.00	16680
353.00	16533
354.00	16331
355.00	16045
356.00	15697
357.00	15260
358.00	14751
359.00	14183
360.00	13570
361.00	13047
362.00	12611
363.00	12211
364.00	11862
365.00	11520
366.00	11213
367.00	10960
368.00	10759
369.00	10605
370.00	10492
371.00	10400
372.00	10303
373.00	10251
374.00	10196
375.00	10139
376.00	10078
377.00	10079
378.00	10042
379.00	10006
380.00	9985.7
381.00	10002
382.00	10015
383.00	10011
384.00	10036
385.00	10069
386.00	10091
387.00	10113
388.00	10083
389.00	10078
390.00	10177
391.00	10213
392.00	10237
393.00	10215
394.00	10254
395.00	10309
396.00	10372
397.00	10425
398.00	10428
399.00	10414
400.00	10488
401.00	10586
402.00	10645
403.00	10731
404.00	10794
405.00	10844
406.00	10868
407.00	10969
408.00	11098
409.00	11169
410.00	11237
411.00	11359
412.00	11472
413.00	11495
414.00	11550
415.00	11680
416.00	11766
417.00	11867
418.00	11971
419.00	12082
420.00	12172
421.00	12264
422.00	12257
423.00	12343
424.00	12421
425.00	12562
426.00	12705
427.00	12899
428.00	12902
429.00	13162
430.00	13210
431.00	13269
432.00	13439
433.00	13639
434.00	13754
435.00	13868
436.00	14059
437.00	14159
438.00	14286
439.00	14381
440.00	14518
441.00	14643
442.00	14652
443.00	14798
444.00	14863
445.00	14981
446.00	15127
447.00	15253
448.00	15404
449.00	15581
450.00	15727
451.00	15925
452.00	16109
453.00	16288
454.00	16520
455.00	16775
456.00	17001
457.00	17255
458.00	17502
459.00	17741
460.00	17971
461.00	18303
462.00	18550
463.00	18956
464.00	19232
465.00	19482
466.00	19735
467.00	20092
468.00	20409
469.00	20730
470.00	21092
471.00	21377
472.00	21774
473.00	22067
474.00	22315
475.00	22720
476.00	23035
477.00	23360
478.00	23728
479.00	23975
480.00	24342
481.00	24654
482.00	24982
483.00	25362
484.00	25594
485.00	26393
486.00	26234
487.00	26464
488.00	26794
489.00	27176
490.00	27466
491.00	27770
492.00	28108
493.00	28371
494.00	28519
495.00	28762
496.00	29073
497.00	29174
498.00	29449
499.00	29642
500.00	29747
501.00	29715
502.00	29854
503.00	29895
504.00	30000
505.00	29992
506.00	29931
507.00	29895
508.00	29787
509.00	29769
510.00	29706
511.00	29545
512.00	29464
513.00	29350
514.00	29098
515.00	29009
516.00	28840
517.00	28707
518.00	28707
519.00	28366
520.00	28224
521.00	28039
522.00	27902
523.00	27677
524.00	27418
525.00	27268
526.00	27040
527.00	26786
528.00	26506
529.00	26256
530.00	25950
531.00	25673
532.00	25287
533.00	24995
534.00	24568
535.00	24162
536.00	23703
537.00	23307
538.00	22766
539.00	22216
540.00	21706
541.00	21116
542.00	20538
543.00	19924
544.00	19266
545.00	18574
546.00	17880
547.00	17162
548.00	16405
549.00	15683
550.00	14970
551.00	14239
552.00	13452
553.00	12682
554.00	11974
555.00	11219
556.00	10509
557.00	9793.6
558.00	9120.5
559.00	8461.8
560.00	7840.2
561.00	7227.0
562.00	6647.0
563.00	6093.8
564.00	5577.7
565.00	5092.4
566.00	4666.4
567.00	4249.6
568.00	3830.3
569.00	3469.5
570.00	3167.9
571.00	2825.0
572.00	2491.8
573.00	2279.5
574.00	2054.4
575.00	1804.1
576.00	1664.7
577.00	1559.1
578.00	1308.6
579.00	1160.6
580.00	1082.5
581.00	998.86
582.00	824.24
583.00	681.61
584.00	653.90
585.00	575.51
586.00	455.46
587.00	530.86
588.00	399.99
589.00	272.18
590.00	301.27
591.00	268.52
592.00	296.25
593.00	261.61
594.00	221.98
595.00	205.42
596.00	111.24
597.00	128.77
598.00	166.23
599.00	200.64
600.00	148.57
601.00	104.98
602.00	100.98
603.00	126.51
604.00	66.026
605.00	92.638
606.00	99.485
607.00	80.114
608.00	51.984
609.00	71.128
610.00	65.417
611.00	40.985
612.00	36.666
613.00	48.356
614.00	55.595
615.00	26.667
