Wavelength (nm)	A22 abs e
220.00	4034.4
221.00	3952.5
222.00	4072.3
223.00	4312.8
224.00	4646.4
225.00	5036.3
226.00	5480.8
227.00	5963.4
228.00	6479.9
229.00	7024.3
230.00	7615.6
231.00	8230.9
232.00	8856.2
233.00	9491.8
234.00	10097
235.00	10680
236.00	11255
237.00	11821
238.00	12399
239.00	12947
240.00	13491
241.00	13953
242.00	14267
243.00	14457
244.00	14547
245.00	14577
246.00	14576
247.00	14618
248.00	14700
249.00	14699
250.00	14483
251.00	14005
252.00	13303
253.00	12421
254.00	11470
255.00	10578
256.00	9882.1
257.00	9357.9
258.00	8968.1
259.00	8556.6
260.00	7907.7
261.00	6985.4
262.00	5874.5
263.00	4668.6
264.00	3552.6
265.00	2632.9
266.00	1962.6
267.00	1526.8
268.00	1229.7
269.00	1024.2
270.00	908.16
271.00	862.89
272.00	858.75
273.00	870.06
274.00	866.37
275.00	831.06
276.00	772.46
277.00	705.64
278.00	675.14
279.00	693.30
280.00	751.23
281.00	805.72
282.00	826.47
283.00	792.13
284.00	677.95
285.00	540.92
286.00	439.21
287.00	389.95
288.00	381.21
289.00	415.86
290.00	540.48
291.00	612.44
292.00	487.45
293.00	307.42
294.00	178.87
295.00	109.47
296.00	77.882
297.00	59.232
298.00	48.180
299.00	43.507
300.00	37.816
301.00	38.516
302.00	34.819
303.00	33.036
304.00	32.666
305.00	30.095
306.00	30.481
307.00	30.028
308.00	29.905
309.00	30.157
310.00	26.044
311.00	25.484
312.00	25.150
313.00	25.520
314.00	27.623
315.00	28.327
316.00	24.775
317.00	26.343
318.00	26.939
319.00	26.050
320.00	24.286
321.00	28.060
322.00	25.834
323.00	24.317
324.00	25.402
325.00	24.806
326.00	21.582
327.00	22.811
328.00	25.052
329.00	24.369
330.00	20.847
331.00	20.009
332.00	22.096
333.00	21.968
334.00	22.415
335.00	22.132
336.00	24.626
337.00	24.148
338.00	21.803
339.00	23.356
340.00	23.114
341.00	21.793
342.00	21.850
343.00	23.469
344.00	21.130
345.00	20.441
346.00	21.428
347.00	22.081
348.00	20.431
349.00	21.295
350.00	19.233
