Wavelength (nm)	I13 abs e
200.00	18952
201.00	19202
202.00	17290
203.00	15517
204.00	13900
205.00	12578
206.00	11348
207.00	10515
208.00	9789.7
209.00	9208.4
210.00	8765.5
211.00	8417.1
212.00	8042.4
213.00	7848.9
214.00	7666.7
215.00	7552.8
216.00	7496.1
217.00	7463.7
218.00	7443.3
219.00	7450.4
220.00	7483.3
221.00	7549.7
222.00	7629.3
223.00	7771.2
224.00	7926.6
225.00	8085.1
226.00	8229.7
227.00	8358.1
228.00	8485.4
229.00	8614.9
230.00	8730.8
231.00	8890.6
232.00	9102.5
233.00	9395.9
234.00	9803.6
235.00	10272
236.00	10800
237.00	11394
238.00	12050
239.00	12721
240.00	13405
241.00	14077
242.00	14735
243.00	15362
244.00	15859
245.00	16143
246.00	16102
247.00	15711
248.00	15034
249.00	14178
250.00	13263
251.00	12385
252.00	11619
253.00	10963
254.00	10429
255.00	10007
256.00	9669.0
257.00	9416.8
258.00	9255.7
259.00	9154.1
260.00	9169.4
261.00	9328.3
262.00	9568.2
263.00	9930.5
264.00	10372
265.00	10908
266.00	11500
267.00	12157
268.00	12818
269.00	13525
270.00	14277
271.00	15051
272.00	15915
273.00	16856
274.00	17891
275.00	19046
276.00	20304
277.00	21633
278.00	23016
279.00	24449
280.00	25952
281.00	27442
282.00	28954
283.00	30500
284.00	32090
285.00	33756
286.00	35438
287.00	37125
288.00	38703
289.00	40007
290.00	40933
291.00	41304
292.00	41114
293.00	40254
294.00	38883
295.00	36991
296.00	34741
297.00	32176
298.00	29517
299.00	26918
300.00	24383
301.00	22036
302.00	19866
303.00	17808
304.00	15977
305.00	14394
306.00	12991
307.00	11835
308.00	10938
309.00	10211
310.00	9645.1
311.00	9228.4
312.00	8929.2
313.00	8691.4
314.00	8475.6
315.00	8315.6
316.00	8158.7
317.00	8047.9
318.00	7963.7
319.00	7913.2
320.00	7866.9
321.00	7837.2
322.00	7874.3
323.00	7859.0
324.00	7830.9
325.00	7774.8
326.00	7672.5
327.00	7458.0
328.00	7195.3
329.00	6868.5
330.00	6476.1
331.00	6023.0
332.00	5584.0
333.00	5130.4
334.00	4668.0
335.00	4255.5
336.00	3875.9
337.00	3521.2
338.00	3214.1
339.00	2938.6
340.00	2695.4
341.00	2488.9
342.00	2276.2
343.00	2133.1
344.00	2009.2
345.00	1849.5
346.00	1725.6
347.00	1638.4
348.00	1516.8
349.00	1442.0
350.00	1381.8
351.00	1292.6
352.00	1213.2
353.00	1201.2
354.00	1129.1
355.00	1094.3
356.00	1039.5
357.00	995.60
358.00	957.34
359.00	937.13
360.00	953.91
361.00	945.35
362.00	913.87
363.00	911.40
364.00	909.66
365.00	915.90
366.00	946.32
367.00	892.78
368.00	906.81
369.00	898.83
370.00	910.14
371.00	870.39
372.00	900.91
373.00	968.81
374.00	910.92
375.00	912.37
376.00	920.30
377.00	943.03
378.00	908.26
379.00	938.97
380.00	964.70
381.00	971.90
382.00	1021.8
383.00	992.55
384.00	1046.3
385.00	1066.7
386.00	1066.6
387.00	1074.6
388.00	1084.5
389.00	1033.6
390.00	1081.1
391.00	1007.8
392.00	987.76
393.00	951.40
394.00	865.70
395.00	818.45
396.00	735.56
397.00	685.07
398.00	647.98
399.00	625.45
400.00	520.60
401.00	461.36
402.00	450.09
403.00	423.93
404.00	384.37
405.00	342.73
406.00	304.86
407.00	302.20
408.00	280.83
409.00	302.98
410.00	283.20
411.00	275.41
412.00	274.59
413.00	292.29
414.00	262.07
415.00	273.48
416.00	302.11
417.00	303.99
418.00	277.25
419.00	328.13
420.00	351.58
421.00	351.58
422.00	356.47
423.00	379.73
424.00	396.99
425.00	423.35
426.00	438.92
427.00	421.32
428.00	434.91
429.00	464.36
