Wavelength (nm)	I13 abs e
430.00	518.76
431.00	522.73
432.00	529.64
433.00	577.28
434.00	615.15
435.00	616.84
436.00	659.83
437.00	699.73
438.00	722.36
439.00	754.57
440.00	773.96
441.00	821.60
442.00	840.75
443.00	884.95
444.00	928.91
445.00	951.83
446.00	978.09
447.00	1047.4
448.00	1062.4
449.00	1103.3
450.00	1128.3
451.00	1167.5
452.00	1205.0
453.00	1249.8
454.00	1242.3
455.00	1300.3
456.00	1328.7
457.00	1382.1
458.00	1439.3
459.00	1452.2
460.00	1438.2
461.00	1538.3
462.00	1544.4
463.00	1547.3
464.00	1598.1
465.00	1648.3
466.00	1686.8
467.00	1717.7
468.00	1772.4
469.00	1773.0
470.00	1810.1
471.00	1835.3
472.00	1889.9
473.00	1916.4
474.00	1995.3
475.00	2030.3
476.00	2028.3
477.00	2101.1
478.00	2154.5
479.00	2173.4
480.00	2187.5
481.00	2223.2
482.00	2254.0
483.00	2256.9
484.00	2297.6
485.00	2307.8
486.00	2363.3
487.00	2367.5
488.00	2342.6
489.00	2352.1
490.00	2359.9
491.00	2359.8
492.00	2368.4
493.00	2374.5
494.00	2330.8
495.00	2293.6
496.00	2321.9
497.00	2312.4
498.00	2267.8
499.00	2233.8
500.00	2261.2
501.00	2232.7
502.00	2139.8
503.00	2146.5
504.00	2159.2
505.00	2103.7
506.00	2138.2
507.00	2160.6
508.00	2135.0
509.00	2168.6
510.00	2135.7
511.00	2164.8
512.00	2167.7
513.00	2198.6
514.00	2205.3
515.00	2206.9
516.00	2217.8
517.00	2300.8
518.00	2246.0
519.00	2361.0
520.00	2419.2
521.00	2399.7
522.00	2439.7
523.00	2544.3
524.00	2591.7
525.00	2667.4
526.00	2729.9
527.00	2759.9
528.00	2877.3
529.00	2933.1
530.00	3062.9
531.00	3126.6
532.00	3217.0
533.00	3346.7
534.00	3466.9
535.00	3585.8
536.00	3703.3
537.00	3830.7
538.00	3987.2
539.00	4127.7
540.00	4315.4
541.00	4495.5
542.00	4665.5
543.00	4844.2
544.00	5015.3
545.00	5201.8
546.00	5350.1
547.00	5609.5
548.00	5849.7
549.00	6059.6
550.00	6250.3
551.00	6511.9
552.00	6749.6
553.00	7032.5
554.00	7286.7
555.00	7563.9
556.00	7810.4
557.00	8123.2
558.00	8413.4
559.00	8704.2
560.00	8991.3
561.00	9306.0
562.00	9656.8
563.00	9963.9
564.00	10327
565.00	10709
566.00	11070
567.00	11489
568.00	11880
569.00	12309
570.00	12719
571.00	13176
572.00	13607
573.00	14100
574.00	14647
575.00	15145
576.00	15678
577.00	16301
578.00	16871
579.00	17428
580.00	18115
581.00	18779
582.00	19381
583.00	19991
584.00	20820
585.00	21554
586.00	22198
587.00	23064
588.00	23824
589.00	24569
590.00	25463
591.00	26305
592.00	27211
593.00	28043
594.00	28851
595.00	29691
596.00	30434
597.00	31311
598.00	32066
599.00	32842
600.00	33506
601.00	34166
602.00	34813
603.00	35435
604.00	35980
605.00	36533
606.00	37056
607.00	37579
608.00	38039
609.00	38517
610.00	39004
611.00	39457
612.00	39932
613.00	40397
614.00	40867
615.00	41375
616.00	41867
617.00	42414
618.00	43043
619.00	43682
620.00	44385
621.00	45098
622.00	45940
623.00	46776
624.00	47617
625.00	48596
626.00	49619
627.00	50695
628.00	51760
629.00	52974
630.00	54136
631.00	55308
632.00	56533
633.00	57765
634.00	58807
635.00	59989
636.00	61296
637.00	62609
638.00	63999
639.00	65256
640.00	66606
641.00	67829
642.00	68981
643.00	70465
644.00	71670
645.00	72810
646.00	74272
647.00	75564
648.00	76542
649.00	77706
650.00	78915
651.00	79997
652.00	80728
653.00	81302
654.00	81219
655.00	81112
656.00	81039
657.00	80607
658.00	78893
659.00	76708
660.00	74349
661.00	71603
662.00	68553
663.00	65507
664.00	61972
665.00	58133
666.00	54271
667.00	50584
668.00	46767
669.00	43081
670.00	39560
671.00	36265
672.00	33079
673.00	30255
674.00	27561
675.00	25039
676.00	22731
677.00	20661
678.00	18739
679.00	17008
680.00	15420
681.00	13956
682.00	12619
683.00	11396
684.00	10214
685.00	9183.6
686.00	8268.3
687.00	7434.2
688.00	6652.1
689.00	5898.7
690.00	5280.0
691.00	4700.3
692.00	4157.4
693.00	3704.4
694.00	3288.4
695.00	2927.2
696.00	2594.0
697.00	2308.5
698.00	2040.7
699.00	1828.0
700.00	1617.3
701.00	1461.1
702.00	1311.7
703.00	1180.2
704.00	1049.5
705.00	940.56
706.00	852.45
707.00	759.50
708.00	723.57
709.00	662.68
710.00	580.33
711.00	572.06
712.00	493.33
713.00	456.43
714.00	443.76
715.00	390.32
716.00	345.97
717.00	361.64
718.00	347.76
719.00	324.35
720.00	288.76
721.00	276.62
722.00	265.26
723.00	224.20
724.00	250.46
725.00	230.63
726.00	218.20
727.00	183.19
728.00	207.71
729.00	211.77
730.00	193.68
731.00	197.31
732.00	165.88
733.00	156.54
734.00	166.22
735.00	167.47
736.00	170.52
737.00	183.19
738.00	183.77
739.00	160.12
740.00	169.94
741.00	155.67
742.00	144.02
743.00	155.33
744.00	151.51
745.00	138.75
746.00	150.69
747.00	156.59
748.00	133.09
749.00	148.37
750.00	137.92
751.00	135.80
752.00	131.54
753.00	133.23
754.00	135.89
755.00	154.17
756.00	134.83
757.00	140.10
758.00	124.87
759.00	123.22
760.00	132.36
761.00	151.76
762.00	96.237
763.00	175.11
764.00	146.10
765.00	152.00
766.00	150.26
767.00	121.58
768.00	128.30
769.00	141.74
770.00	119.40
771.00	121.24
772.00	135.17
773.00	126.08
774.00	134.88
775.00	112.58
776.00	135.36
777.00	114.28
778.00	106.68
779.00	119.84
780.00	126.95
781.00	124.09
782.00	107.02
783.00	101.70
784.00	112.10
785.00	110.02
786.00	124.29
787.00	125.21
788.00	110.55
789.00	118.92
790.00	109.78
791.00	143.24
792.00	113.45
793.00	92.127
794.00	118.29
795.00	112.92
796.00	111.47
797.00	142.95
798.00	97.543
799.00	94.400
800.00	120.03
