Wavelength (nm)	G12 abs e
211.00	8975.8
212.00	8142.6
213.00	7707.9
214.00	7500.5
215.00	7425.7
216.00	7410.7
217.00	7451.7
218.00	7496.6
219.00	7554.1
220.00	7613.6
221.00	7707.7
222.00	7843.4
223.00	7998.0
224.00	8172.1
225.00	8337.6
226.00	8538.2
227.00	8817.7
228.00	9233.8
229.00	9779.0
230.00	10415
231.00	11149
232.00	11924
233.00	12767
234.00	13617
235.00	14495
236.00	15394
237.00	16330
238.00	17282
239.00	18221
240.00	18989
241.00	19481
242.00	19854
243.00	20220
244.00	20654
245.00	21143
246.00	21300
247.00	20936
248.00	20539
249.00	20270
250.00	20105
251.00	19971
252.00	19147
253.00	17332
254.00	15403
255.00	13845
256.00	12783
257.00	12032
258.00	11247
259.00	10267
260.00	9181.0
261.00	7952.2
262.00	6667.7
263.00	5485.8
264.00	4472.8
265.00	3627.4
266.00	2948.2
267.00	2403.9
268.00	1994.8
269.00	1671.8
270.00	1422.5
271.00	1237.2
272.00	1092.5
273.00	980.41
274.00	891.36
275.00	820.24
276.00	760.50
277.00	726.96
278.00	700.37
279.00	679.18
280.00	663.51
281.00	658.22
282.00	663.54
283.00	666.31
284.00	675.58
285.00	690.89
286.00	708.47
287.00	731.54
288.00	752.26
289.00	784.81
290.00	818.58
291.00	854.40
292.00	891.46
293.00	932.87
294.00	974.38
295.00	1023.0
296.00	1069.3
297.00	1122.2
298.00	1172.9
299.00	1231.5
300.00	1292.9
301.00	1352.8
302.00	1411.1
303.00	1472.8
304.00	1536.9
305.00	1604.5
306.00	1674.9
307.00	1744.5
308.00	1821.7
309.00	1894.0
310.00	1961.5
311.00	2039.3
312.00	2110.0
313.00	2178.4
314.00	2251.1
315.00	2317.7
316.00	2389.5
317.00	2460.2
318.00	2524.4
319.00	2592.0
320.00	2647.9
321.00	2712.2
322.00	2767.1
323.00	2813.2
324.00	2862.5
325.00	2905.4
326.00	2941.0
327.00	2969.8
328.00	3004.2
329.00	3025.4
330.00	3041.2
331.00	3057.5
332.00	3057.9
333.00	3051.9
334.00	3038.0
335.00	3023.1
336.00	3001.9
337.00	2967.3
338.00	2933.7
339.00	2886.5
340.00	2828.9
341.00	2775.8
342.00	2712.0
343.00	2642.3
344.00	2568.3
345.00	2494.1
346.00	2410.6
347.00	2318.7
348.00	2231.0
349.00	2145.3
350.00	2051.5
351.00	1953.3
352.00	1851.4
353.00	1753.2
354.00	1656.2
355.00	1553.5
356.00	1456.2
357.00	1366.0
358.00	1277.8
359.00	1191.7
360.00	1105.0
361.00	1019.0
362.00	936.82
363.00	855.93
364.00	780.21
365.00	705.80
366.00	646.58
367.00	586.78
368.00	523.81
369.00	484.56
370.00	434.94
371.00	397.52
372.00	358.31
373.00	328.25
374.00	300.92
375.00	265.49
376.00	248.60
377.00	233.82
378.00	208.45
379.00	194.82
380.00	183.39
381.00	171.91
382.00	153.65
383.00	146.51
384.00	141.44
385.00	124.96
386.00	120.23
387.00	111.52
388.00	110.23
389.00	109.66
390.00	104.93
391.00	104.59
392.00	104.59
393.00	97.072
394.00	91.712
395.00	92.711
396.00	84.770
397.00	86.841
398.00	83.449
399.00	81.492
400.00	83.074
