Wavelength (nm)	Q04 abs e
300.00	7624.6
300.25	8336.2
300.50	7464.3
300.75	7530.1
301.00	7884.4
301.25	7879.2
301.50	8477.0
301.75	7827.0
302.00	7742.6
302.25	7205.5
302.50	7927.6
302.75	8803.1
303.00	7968.8
303.25	7718.1
303.50	8479.5
303.75	8369.8
304.00	8695.3
304.25	8382.1
304.50	8322.3
304.75	8371.0
305.00	8779.1
305.25	8915.3
305.50	8858.9
305.75	9009.4
306.00	8794.7
306.25	9277.7
306.50	9189.1
306.75	9216.4
307.00	9073.2
307.25	9720.9
307.50	10022
307.75	9523.2
308.00	9372.1
308.25	9879.8
308.50	9771.0
308.75	9856.7
309.00	9280.5
309.25	9671.5
309.50	10489
309.75	10244
310.00	8950.4
310.25	10561
310.50	10700
310.75	9944.7
311.00	9891.1
311.25	10458
311.50	10370
311.75	10651
312.00	10480
312.25	11031
312.50	10663
312.75	11207
313.00	11080
313.25	10269
313.50	11056
313.75	11586
314.00	11126
314.25	11049
314.50	11067
314.75	11432
315.00	11182
315.25	11747
315.50	11656
315.75	11907
316.00	11080
316.25	12345
316.50	12047
316.75	11852
317.00	12490
317.25	11920
317.50	12567
317.75	12707
318.00	12536
318.25	12529
318.50	12896
318.75	13183
319.00	12930
319.25	13236
319.50	12951
319.75	13432
320.00	13097
320.25	13258
320.50	13803
320.75	13593
321.00	12907
321.25	13473
321.50	13392
321.75	13972
322.00	14299
322.25	14406
322.50	14159
322.75	13607
323.00	14475
323.25	14458
323.50	14350
323.75	14230
324.00	14428
324.25	13711
324.50	14798
324.75	13956
325.00	14640
325.25	14082
325.50	14787
325.75	15072
326.00	14241
326.25	14976
326.50	15584
326.75	14624
327.00	15095
327.25	15780
327.50	15591
327.75	15902
328.00	15495
328.25	14833
328.50	16053
328.75	15987
329.00	16182
329.25	15865
329.50	16060
329.75	16293
330.00	15893
330.25	15755
330.50	16081
330.75	16018
331.00	15913
331.25	16287
331.50	17607
331.75	15596
332.00	16337
332.25	16641
332.50	16315
332.75	16662
333.00	16238
333.25	17084
333.50	17487
333.75	16480
334.00	16479
334.25	17330
334.50	17447
334.75	17144
335.00	17730
335.25	18165
335.50	17223
335.75	17406
336.00	17381
336.25	17246
336.50	17588
336.75	18638
337.00	18630
337.25	18427
337.50	18207
337.75	17920
338.00	17387
338.25	18933
338.50	18723
338.75	19644
339.00	19354
339.25	20305
339.50	19663
339.75	19900
340.00	19677
340.25	20441
340.50	21019
340.75	20766
341.00	20430
341.25	20843
341.50	22494
341.75	21547
342.00	21408
342.25	21900
342.50	23000
342.75	22471
343.00	22665
343.25	23604
343.50	22262
343.75	24291
344.00	23951
344.25	24014
344.50	24593
344.75	24528
345.00	24897
345.25	25400
345.50	25534
345.75	25556
346.00	25653
346.25	27356
346.50	26745
346.75	26376
347.00	26304
347.25	26334
347.50	27628
347.75	27022
348.00	28409
348.25	27516
348.50	28929
348.75	28847
349.00	30315
349.25	29313
349.50	30629
349.75	30006
350.00	30054
350.25	30414
350.50	30466
350.75	30787
351.00	30646
351.25	31472
351.50	31443
351.75	31274
352.00	31765
352.25	31751
352.50	31836
352.75	32165
353.00	32608
353.25	32618
353.50	32638
353.75	33555
354.00	33393
354.25	33519
354.50	34395
354.75	34551
355.00	34519
355.25	35114
355.50	35161
355.75	35777
356.00	36031
356.25	36040
356.50	36202
356.75	36370
357.00	37145
357.25	38041
357.50	38291
357.75	38463
358.00	39143
358.25	39190
358.50	40204
358.75	40877
359.00	41097
359.25	41042
359.50	41786
359.75	42097
360.00	42977
360.25	43504
360.50	43844
360.75	44488
361.00	45220
361.25	45658
361.50	45927
361.75	46565
362.00	47295
362.25	48052
362.50	48044
362.75	49059
363.00	49858
363.25	50452
363.50	51252
363.75	51859
364.00	52020
364.25	52373
364.50	53570
364.75	54433
365.00	54551
365.25	55823
365.50	56251
365.75	56580
366.00	57799
366.25	58243
366.50	59268
366.75	60209
367.00	60043
367.25	61294
367.50	61493
367.75	62531
368.00	62460
368.25	63949
368.50	64321
368.75	65380
369.00	66211
369.25	66588
369.50	66855
369.75	68151
370.00	68686
370.25	68884
370.50	69986
370.75	70126
371.00	70929
371.25	71386
371.50	71934
371.75	72790
372.00	73367
372.25	73889
372.50	74214
372.75	74408
373.00	75623
373.25	75759
373.50	76075
373.75	76038
374.00	76753
374.25	76719
374.50	76427
374.75	77110
375.00	77674
375.25	78575
375.50	77847
375.75	78308
376.00	79033
376.25	78423
376.50	79105
376.75	79195
377.00	78987
377.25	80012
377.50	79929
377.75	80434
378.00	80528
378.25	80687
378.50	82022
378.75	81349
379.00	81877
379.25	82239
379.50	81586
379.75	82653
380.00	82669
380.25	82842
380.50	83985
380.75	84024
381.00	84047
381.25	84845
381.50	85451
381.75	85662
382.00	86375
382.25	87377
382.50	87650
382.75	88507
383.00	88760
383.25	89516
383.50	90260
383.75	90940
384.00	91585
384.25	92452
384.50	93436
384.75	93796
385.00	94918
385.25	96219
385.50	96062
385.75	97537
386.00	98659
386.25	99032
386.50	99971
386.75	1.0088e+05
387.00	1.0213e+05
387.25	1.0303e+05
387.50	1.0393e+05
387.75	1.0491e+05
388.00	1.0609e+05
388.25	1.0702e+05
388.50	1.0870e+05
388.75	1.0912e+05
389.00	1.1053e+05
389.25	1.1065e+05
389.50	1.1242e+05
389.75	1.1381e+05
390.00	1.1463e+05
390.25	1.1592e+05
390.50	1.1730e+05
390.75	1.1842e+05
391.00	1.1972e+05
391.25	1.2117e+05
391.50	1.2230e+05
391.75	1.2357e+05
392.00	1.2513e+05
392.25	1.2578e+05
392.50	1.2789e+05
392.75	1.3011e+05
393.00	1.3093e+05
393.25	1.3291e+05
393.50	1.3372e+05
393.75	1.3528e+05
394.00	1.3663e+05
394.25	1.3797e+05
394.50	1.3924e+05
394.75	1.4023e+05
395.00	1.4175e+05
395.25	1.4280e+05
395.50	1.4430e+05
395.75	1.4577e+05
396.00	1.4623e+05
396.25	1.4806e+05
396.50	1.4933e+05
396.75	1.4968e+05
397.00	1.5104e+05
397.25	1.5159e+05
397.50	1.5287e+05
397.75	1.5338e+05
398.00	1.5496e+05
398.25	1.5588e+05
398.50	1.5625e+05
398.75	1.5656e+05
399.00	1.5663e+05
