Wavelength (nm)	E19 abs e
474.00	575.53
475.00	514.84
476.00	448.34
477.00	399.47
478.00	351.46
479.00	301.41
480.00	270.35
481.00	220.99
482.00	206.60
483.00	192.42
484.00	166.27
485.00	124.62
486.00	107.83
487.00	93.276
488.00	124.02
489.00	105.49
490.00	91.368
491.00	82.799
492.00	83.005
493.00	75.782
494.00	78.102
495.00	75.689
496.00	65.248
497.00	63.340
498.00	60.515
499.00	66.577
500.00	50.916
501.00	53.461
502.00	62.928
503.00	78.477
504.00	52.675
505.00	59.879
506.00	54.883
507.00	41.412
508.00	49.738
509.00	38.680
510.00	51.365
511.00	49.494
512.00	34.395
513.00	34.788
514.00	48.521
515.00	56.174
516.00	56.754
517.00	51.160
518.00	60.889
519.00	36.304
520.00	40.981
521.00	52.245
522.00	40.832
523.00	52.937
524.00	44.836
525.00	33.609
526.00	47.530
527.00	52.563
528.00	51.777
529.00	52.956
530.00	47.268
531.00	48.035
532.00	52.900
533.00	58.082
534.00	58.662
535.00	48.372
536.00	42.029
537.00	27.005
538.00	33.422
539.00	38.100
540.00	51.908
541.00	45.341
542.00	50.430
543.00	54.060
544.00	51.384
545.00	46.201
546.00	38.717
547.00	47.455
548.00	40.775
549.00	46.070
550.00	61.637
551.00	44.966
552.00	51.403
553.00	50.355
554.00	53.424
555.00	53.555
556.00	45.958
557.00	34.844
558.00	45.004
559.00	64.444
560.00	56.118
561.00	43.526
562.00	54.453
563.00	59.149
564.00	46.744
565.00	68.916
566.00	56.922
567.00	65.305
568.00	61.993
569.00	64.219
570.00	67.419
571.00	62.274
572.00	58.831
573.00	63.808
574.00	66.670
575.00	39.690
576.00	44.368
577.00	59.710
578.00	54.004
579.00	45.996
580.00	53.330
581.00	53.330
582.00	55.407
583.00	57.072
584.00	58.831
585.00	58.438
586.00	52.264
587.00	61.095
588.00	59.261
589.00	58.064
590.00	56.773
591.00	56.960
592.00	62.199
593.00	59.336
594.00	61.057
595.00	69.776
596.00	65.679
597.00	63.565
598.00	52.189
599.00	50.074
600.00	56.286
