Wavelength (nm)	E19 abs e
210.00	28033
211.00	26072
212.00	24281
213.00	22647
214.00	21279
215.00	20100
216.00	19050
217.00	18085
218.00	17145
219.00	16298
220.00	15512
221.00	14764
222.00	13988
223.00	13184
224.00	12400
225.00	11735
226.00	11228
227.00	10895
228.00	10695
229.00	10609
230.00	10594
231.00	10610
232.00	10645
233.00	10686
234.00	10714
235.00	10714
236.00	10688
237.00	10645
238.00	10587
239.00	10521
240.00	10457
241.00	10397
242.00	10349
243.00	10313
244.00	10303
245.00	10326
246.00	10360
247.00	10408
248.00	10471
249.00	10529
250.00	10580
251.00	10623
252.00	10633
253.00	10643
254.00	10620
255.00	10567
256.00	10488
257.00	10372
258.00	10221
259.00	10034
260.00	9801.5
261.00	9518.7
262.00	9209.2
263.00	8880.2
264.00	8485.5
265.00	8083.6
266.00	7644.3
267.00	7233.3
268.00	6816.0
269.00	6428.1
270.00	6056.2
271.00	5724.9
272.00	5410.2
273.00	5135.1
274.00	4897.5
275.00	4694.9
276.00	4535.4
277.00	4399.8
278.00	4291.9
279.00	4210.1
280.00	4158.1
281.00	4122.4
282.00	4090.6
283.00	4087.8
284.00	4092.2
285.00	4096.4
286.00	4113.9
287.00	4127.2
288.00	4151.3
289.00	4172.3
290.00	4190.7
291.00	4214.8
292.00	4232.4
293.00	4248.0
294.00	4261.6
295.00	4259.1
296.00	4261.7
297.00	4262.2
298.00	4251.5
299.00	4250.0
300.00	4237.2
301.00	4223.1
302.00	4215.0
303.00	4201.9
304.00	4189.0
305.00	4176.5
306.00	4168.5
307.00	4154.3
308.00	4126.8
309.00	4096.9
310.00	4066.0
311.00	4017.1
312.00	3967.7
313.00	3919.4
314.00	3869.6
315.00	3818.2
316.00	3764.5
317.00	3713.3
318.00	3655.6
319.00	3601.7
320.00	3542.2
321.00	3480.1
322.00	3404.9
323.00	3312.5
324.00	3234.2
325.00	3153.2
326.00	3091.1
327.00	3040.7
328.00	3001.8
329.00	2977.1
330.00	2976.5
331.00	3005.2
332.00	3053.7
333.00	3125.1
334.00	3221.3
335.00	3315.4
336.00	3433.5
337.00	3568.8
338.00	3721.9
339.00	3876.4
340.00	4050.1
341.00	4231.4
342.00	4421.4
343.00	4622.4
344.00	4834.7
345.00	5058.3
346.00	5298.9
347.00	5541.8
348.00	5801.6
349.00	6076.7
350.00	6359.7
351.00	6638.6
352.00	6950.4
353.00	7268.0
354.00	7587.8
355.00	7942.8
356.00	8285.5
357.00	8621.9
358.00	8978.6
359.00	9353.9
360.00	9730.0
361.00	10139
362.00	10584
363.00	11040
364.00	11478
365.00	11956
366.00	12459
367.00	12935
368.00	13427
369.00	13962
370.00	14509
371.00	15060
372.00	15611
373.00	16126
374.00	16731
375.00	17327
376.00	17895
377.00	18493
378.00	19116
379.00	19737
380.00	20367
381.00	21012
382.00	21675
383.00	22316
384.00	22932
385.00	23581
386.00	24237
387.00	24915
388.00	25593
389.00	26236
390.00	26856
391.00	27536
392.00	28215
393.00	28809
394.00	29412
395.00	30064
396.00	30547
397.00	31183
398.00	31695
399.00	32288
400.00	32766
401.00	33171
402.00	33643
403.00	34049
404.00	34384
405.00	34825
406.00	35102
407.00	35319
408.00	35498
409.00	35729
410.00	35878
411.00	35925
412.00	35939
413.00	36000
414.00	35873
415.00	35710
416.00	35557
417.00	35368
418.00	35117
419.00	34780
420.00	34352
421.00	33929
422.00	33460
423.00	32936
424.00	32338
425.00	31684
426.00	30992
427.00	30205
428.00	29513
429.00	28626
430.00	27833
431.00	26977
432.00	26040
433.00	25099
434.00	24129
435.00	23165
436.00	22178
437.00	21192
438.00	20155
439.00	19171
440.00	18152
441.00	17096
442.00	16170
443.00	15196
444.00	14219
445.00	13315
446.00	12399
447.00	11531
448.00	10682
449.00	9839.9
450.00	9098.7
451.00	8353.5
452.00	7649.4
453.00	6966.4
454.00	6345.0
455.00	5748.9
456.00	5204.4
457.00	4677.7
458.00	4194.1
459.00	3784.6
460.00	3402.3
461.00	3029.5
462.00	2708.4
463.00	2385.5
464.00	2098.0
465.00	1845.4
466.00	1638.6
467.00	1450.5
468.00	1269.0
469.00	1139.9
470.00	1015.5
471.00	874.95
472.00	766.43
473.00	660.12
