Wavelength (nm)	Q29 abs e
350.00	9624.7
351.00	9410.4
352.00	9171.1
353.00	9006.8
354.00	8828.2
355.00	8658.5
356.00	8501.3
357.00	8383.5
358.00	8303.1
359.00	8208.4
360.00	8129.9
361.00	8172.7
362.00	8235.2
363.00	8301.3
364.00	8362.0
365.00	8562.1
366.00	8674.6
367.00	8838.9
368.00	9030.0
369.00	9246.1
370.00	9412.2
371.00	9617.6
372.00	9817.6
373.00	10078
374.00	10355
375.00	10632
376.00	10952
377.00	11280
378.00	11639
379.00	11995
380.00	12432
381.00	12818
382.00	13272
383.00	13616
384.00	14095
385.00	14654
386.00	15099
387.00	15527
388.00	15919
389.00	16303
390.00	16708
391.00	17094
392.00	17521
393.00	17969
394.00	18453
395.00	18969
396.00	19603
397.00	20282
398.00	21078
399.00	21996
400.00	23013
401.00	24182
402.00	25509
403.00	26970
404.00	28638
405.00	30412
406.00	32371
407.00	34429
408.00	36620
409.00	38847
410.00	41073
411.00	43171
412.00	45098
413.00	46736
414.00	48174
415.00	49231
416.00	50056
417.00	50556
418.00	50894
419.00	51138
420.00	51415
421.00	51839
422.00	52548
423.00	53716
424.00	55418
425.00	57763
426.00	60935
427.00	65085
428.00	70191
429.00	76559
430.00	84174
431.00	93261
432.00	1.0385e+05
433.00	1.1621e+05
434.00	1.3004e+05
435.00	1.4519e+05
436.00	1.6114e+05
437.00	1.7741e+05
438.00	1.9323e+05
439.00	2.0803e+05
440.00	2.2087e+05
441.00	2.3074e+05
442.00	2.3742e+05
443.00	2.4000e+05
444.00	2.3880e+05
445.00	2.3356e+05
446.00	2.2511e+05
447.00	2.1343e+05
448.00	1.9967e+05
449.00	1.8436e+05
450.00	1.6827e+05
451.00	1.5192e+05
452.00	1.3612e+05
453.00	1.2115e+05
454.00	1.0717e+05
455.00	94501
456.00	83120
457.00	73065
458.00	64210
459.00	56634
460.00	49976
461.00	44209
462.00	39142
463.00	34759
464.00	30889
465.00	27472
466.00	24461
467.00	21791
468.00	19408
469.00	17278
470.00	15320
471.00	13616
472.00	12102
473.00	10748
474.00	9576.5
475.00	8556.7
476.00	7611.9
477.00	6826.1
478.00	6118.8
479.00	5520.5
480.00	4982.9
481.00	4532.9
482.00	4123.9
483.00	3807.7
484.00	3488.1
485.00	3220.2
486.00	2993.3
487.00	2812.9
488.00	2621.8
489.00	2461.1
490.00	2318.2
491.00	2193.2
492.00	2086.0
493.00	1989.6
494.00	1886.0
495.00	1819.9
496.00	1736.0
497.00	1684.2
498.00	1618.1
499.00	1575.3
500.00	1521.7
