Wavelength (nm)	I18 abs e
220.00	9941.2
220.25	9932.4
220.50	10040
220.75	9931.7
221.00	9928.6
221.25	9822.1
221.50	9806.0
221.75	9874.6
222.00	9849.1
222.25	9806.5
222.50	9887.0
222.75	9864.5
223.00	9858.8
223.25	9822.7
223.50	9928.3
223.75	9892.7
224.00	9877.8
224.25	9916.8
224.50	9930.8
224.75	9982.9
225.00	9985.2
225.25	10016
225.50	10063
225.75	9970.1
226.00	10059
226.25	10066
226.50	10096
226.75	10051
227.00	10055
227.25	10125
227.50	10117
227.75	10009
228.00	10014
228.25	10062
228.50	10060
228.75	9962.6
229.00	9930.4
229.25	9865.2
229.50	9826.6
229.75	9823.0
230.00	9743.3
230.25	9750.3
230.50	9613.8
230.75	9593.0
231.00	9479.1
231.25	9470.5
231.50	9403.0
231.75	9297.2
232.00	9283.4
232.25	9264.0
232.50	9139.0
232.75	9087.5
233.00	8977.4
233.25	8949.2
233.50	8894.2
233.75	8843.4
234.00	8816.8
234.25	8800.5
234.50	8713.4
234.75	8634.7
235.00	8598.8
235.25	8523.9
235.50	8496.8
235.75	8424.4
236.00	8425.3
236.25	8381.5
236.50	8308.4
236.75	8221.9
237.00	8229.4
237.25	8164.6
237.50	8104.4
237.75	8039.4
238.00	8005.1
238.25	8011.2
238.50	7889.6
238.75	7874.7
239.00	7839.0
239.25	7749.4
239.50	7736.1
239.75	7645.9
240.00	7659.8
240.25	7535.5
240.50	7500.1
240.75	7447.3
241.00	7391.1
241.25	7332.0
241.50	7306.7
241.75	7200.9
242.00	7139.7
242.25	7071.3
242.50	7027.8
242.75	6984.5
243.00	6962.8
243.25	6935.5
243.50	6894.9
243.75	6837.1
244.00	6814.3
244.25	6786.6
244.50	6741.0
244.75	6766.7
245.00	6734.4
245.25	6776.0
245.50	6727.7
245.75	6748.2
246.00	6760.4
246.25	6776.2
246.50	6772.3
246.75	6786.8
247.00	6800.1
247.25	6838.5
247.50	6812.3
247.75	6858.3
248.00	6847.0
248.25	6847.7
248.50	6844.6
248.75	6867.8
249.00	6813.0
249.25	6864.6
249.50	6908.0
249.75	6911.1
250.00	6915.4
250.25	6844.8
250.50	6858.5
250.75	6887.0
251.00	6880.9
251.25	6924.7
251.50	6930.8
251.75	6971.4
252.00	6987.2
252.25	6987.6
252.50	7042.7
252.75	7041.8
253.00	7093.0
253.25	7201.1
253.50	7283.7
253.75	7311.7
254.00	7396.3
254.25	7461.0
254.50	7493.1
254.75	7593.7
255.00	7628.7
255.25	7750.1
255.50	7763.0
255.75	7892.3
256.00	7990.9
256.25	8120.2
256.50	8170.0
256.75	8281.7
257.00	8417.1
257.25	8506.9
257.50	8605.8
257.75	8718.6
258.00	8852.6
258.25	8943.6
258.50	9104.5
258.75	9233.8
259.00	9378.6
259.25	9558.5
259.50	9662.3
259.75	9861.1
260.00	9959.5
260.25	10136
260.50	10290
260.75	10442
261.00	10609
261.25	10793
261.50	10940
261.75	11064
262.00	11192
262.25	11344
262.50	11503
262.75	11680
263.00	11766
263.25	11926
263.50	12050
263.75	12197
264.00	12258
264.25	12355
264.50	12463
264.75	12610
265.00	12712
265.25	12823
265.50	12842
265.75	12976
266.00	13068
266.25	13157
266.50	13238
266.75	13349
267.00	13442
267.25	13557
267.50	13591
267.75	13709
268.00	13743
268.25	13892
268.50	13968
268.75	14053
269.00	14119
269.25	14174
269.50	14230
269.75	14237
270.00	14286
270.25	14283
270.50	14295
270.75	14306
271.00	14232
271.25	14181
271.50	14082
271.75	13990
272.00	13843
272.25	13737
272.50	13573
272.75	13419
273.00	13121
273.25	12942
273.50	12698
273.75	12436
274.00	12163
274.25	11838
274.50	11510
274.75	11139
275.00	10694
275.25	10270
275.50	9880.7
275.75	9440.9
276.00	9101.8
276.25	8755.4
276.50	8347.9
276.75	8047.1
277.00	7695.5
277.25	7378.9
277.50	7134.5
277.75	6804.6
278.00	6547.6
278.25	6302.8
278.50	6079.6
278.75	5772.0
279.00	5567.1
279.25	5411.9
279.50	5128.7
279.75	5017.0
280.00	4819.1
280.25	4676.3
280.50	4469.8
280.75	4377.9
281.00	4180.0
281.25	4070.6
281.50	3963.0
281.75	3848.1
282.00	3719.7
282.25	3638.7
282.50	3570.6
282.75	3455.2
283.00	3312.9
283.25	3278.3
283.50	3228.2
283.75	3166.0
284.00	3100.5
284.25	3033.3
284.50	2931.1
284.75	2902.2
285.00	2862.2
285.25	2819.4
285.50	2761.4
285.75	2772.0
286.00	2721.2
286.25	2672.7
286.50	2647.2
286.75	2536.4
287.00	2545.2
287.25	2510.2
287.50	2500.3
287.75	2453.8
288.00	2429.6
288.25	2424.7
288.50	2406.4
288.75	2325.2
289.00	2316.4
289.25	2368.0
289.50	2282.3
289.75	2316.1
290.00	2319.5
290.25	2327.7
290.50	2275.1
290.75	2273.0
291.00	2179.9
291.25	2202.2
291.50	2216.9
291.75	2195.0
292.00	2188.2
292.25	2204.0
292.50	2179.2
292.75	2187.5
293.00	2171.1
293.25	2202.2
293.50	2141.9
293.75	2174.0
294.00	2198.8
294.25	2149.8
294.50	2199.5
294.75	2227.7
295.00	2123.4
295.25	2199.7
295.50	2143.5
295.75	2208.7
296.00	2196.3
296.25	2297.4
296.50	2240.6
296.75	2271.5
297.00	2263.1
297.25	2243.5
297.50	2310.5
297.75	2238.3
298.00	2361.3
298.25	2334.2
298.50	2367.1
298.75	2377.3
299.00	2393.8
299.25	2436.6
299.50	2439.8
299.75	2459.4
300.00	2504.6
300.25	2565.3
300.50	2587.4
300.75	2616.3
301.00	2633.6
301.25	2627.8
301.50	2656.7
301.75	2702.9
302.00	2736.1
302.25	2763.6
302.50	2807.2
302.75	2866.5
303.00	2850.7
303.25	2871.5
303.50	2845.5
303.75	2927.0
304.00	2892.5
304.25	2982.0
304.50	3018.2
304.75	3075.5
305.00	3059.7
305.25	3093.3
305.50	3117.4
305.75	3138.9
306.00	3161.0
306.25	3193.7
306.50	3239.1
306.75	3288.9
307.00	3289.6
307.25	3325.3
307.50	3298.4
307.75	3358.9
308.00	3427.5
308.25	3405.1
308.50	3453.0
308.75	3471.0
309.00	3518.4
309.25	3546.2
309.50	3565.1
