Wavelength (nm)	K04 abs e
200.00	46308
201.00	46633
202.00	46755
203.00	46238
204.00	46577
205.00	46671
206.00	47176
207.00	47988
208.00	49124
209.00	50220
210.00	51227
211.00	51948
212.00	52335
213.00	52318
214.00	51570
215.00	50006
216.00	47450
217.00	44371
218.00	41002
219.00	37760
220.00	34631
221.00	31841
222.00	29358
223.00	27128
224.00	25180
225.00	23517
226.00	22093
227.00	20907
228.00	19935
229.00	19207
230.00	18658
231.00	18341
232.00	18200
233.00	18195
234.00	18295
235.00	18542
236.00	18914
237.00	19429
238.00	20063
239.00	20686
240.00	21124
241.00	21229
242.00	21027
243.00	20652
244.00	20210
245.00	19776
246.00	19340
247.00	18808
248.00	18067
249.00	16972
250.00	15424
251.00	13494
252.00	11397
253.00	9356.7
254.00	7595.7
255.00	6231.2
256.00	5262.4
257.00	4645.5
258.00	4232.9
259.00	3957.5
260.00	3751.1
261.00	3566.5
262.00	3436.8
263.00	3385.0
264.00	3395.2
265.00	3508.1
266.00	3647.4
267.00	3832.0
268.00	4087.8
269.00	4361.5
270.00	4654.5
271.00	4964.3
272.00	5330.0
273.00	5730.2
274.00	6154.7
275.00	6618.5
276.00	7101.3
277.00	7590.6
278.00	8072.8
279.00	8514.1
280.00	8910.1
281.00	9222.9
282.00	9471.4
283.00	9688.4
284.00	9862.8
285.00	10016
286.00	10144
287.00	10235
288.00	10296
289.00	10306
290.00	10258
291.00	10213
292.00	10141
293.00	10079
294.00	10011
295.00	9968.6
296.00	9971.6
297.00	9990.0
298.00	9949.3
299.00	9860.8
300.00	9671.5
301.00	9358.2
302.00	8929.9
303.00	8411.0
304.00	7806.0
305.00	7192.7
306.00	6601.2
307.00	6021.1
308.00	5531.5
309.00	5122.0
310.00	4760.2
311.00	4461.8
312.00	4211.9
313.00	4019.5
314.00	3854.6
315.00	3707.1
316.00	3594.4
317.00	3490.3
318.00	3412.4
319.00	3357.4
320.00	3306.2
321.00	3247.4
322.00	3236.5
323.00	3230.4
324.00	3220.8
325.00	3209.9
326.00	3215.7
327.00	3216.4
328.00	3222.5
329.00	3215.1
330.00	3174.8
331.00	3164.1
332.00	3141.3
333.00	3123.7
334.00	3113.5
335.00	3102.8
336.00	3091.6
337.00	3111.6
338.00	3127.5
339.00	3145.5
340.00	3174.3
341.00	3182.3
342.00	3197.3
343.00	3206.0
344.00	3205.8
345.00	3182.1
346.00	3153.1
347.00	3112.9
348.00	3062.6
349.00	3010.8
350.00	2952.1
351.00	2884.9
352.00	2837.9
353.00	2743.9
354.00	2677.8
355.00	2616.8
356.00	2554.2
357.00	2471.9
358.00	2397.6
359.00	2333.8
360.00	2210.3
361.00	2105.7
362.00	2006.9
363.00	1911.5
364.00	1821.4
365.00	1750.2
366.00	1646.9
367.00	1585.3
368.00	1518.4
369.00	1448.1
370.00	1404.4
371.00	1343.1
372.00	1272.2
373.00	1215.4
374.00	1176.9
375.00	1120.8
376.00	1085.3
377.00	1039.8
378.00	951.30
379.00	891.97
380.00	833.64
381.00	747.61
382.00	657.20
383.00	604.63
384.00	526.63
385.00	450.00
386.00	399.13
387.00	367.66
388.00	323.01
389.00	283.25
390.00	240.89
391.00	224.61
392.00	208.94
393.00	201.31
394.00	174.79
395.00	179.89
396.00	168.24
397.00	134.95
398.00	117.26
399.00	123.81
400.00	143.06
401.00	129.74
402.00	140.13
403.00	125.87
404.00	123.81
405.00	120.95
406.00	71.097
407.00	105.97
408.00	110.35
409.00	115.92
410.00	129.27
411.00	114.48
412.00	108.80
413.00	117.26
414.00	120.01
415.00	109.63
416.00	104.31
417.00	129.06
418.00	112.31
419.00	84.158
420.00	109.16
421.00	110.61
422.00	103.30
423.00	133.61
