Wavelength (nm)	H12 abs e
220.00	43778
220.25	43629
220.50	43702
220.75	43371
221.00	43498
221.25	43249
221.50	42796
221.75	42389
222.00	42481
222.25	42156
222.50	41631
222.75	41278
223.00	41114
223.25	40580
223.50	40095
223.75	39573
224.00	39276
224.25	38843
224.50	38406
224.75	37567
225.00	37058
225.25	36440
225.50	35694
225.75	35025
226.00	34258
226.25	33665
226.50	32969
226.75	32105
227.00	31401
227.25	30593
227.50	29760
227.75	29021
228.00	28240
228.25	27319
228.50	26399
228.75	25661
229.00	24807
229.25	23913
229.50	23138
229.75	22296
230.00	21522
230.25	20819
230.50	20035
230.75	19331
231.00	18635
231.25	17865
231.50	17298
231.75	16671
232.00	16102
232.25	15524
232.50	14966
232.75	14549
233.00	13996
233.25	13502
233.50	13056
233.75	12652
234.00	12280
234.25	11872
234.50	11568
234.75	11217
235.00	10788
235.25	10477
235.50	10226
235.75	9928.1
236.00	9730.4
236.25	9440.0
236.50	9326.1
236.75	9095.7
237.00	8945.2
237.25	8796.6
237.50	8674.0
237.75	8543.7
238.00	8384.7
238.25	8301.5
238.50	8257.7
238.75	8126.0
239.00	8055.6
239.25	7950.8
239.50	7983.8
239.75	7941.7
240.00	7814.7
240.25	7897.3
240.50	7810.4
240.75	7767.6
241.00	7759.5
241.25	7682.7
241.50	7730.5
241.75	7754.8
242.00	7714.0
242.25	7763.2
242.50	7737.6
242.75	7826.5
243.00	7748.0
243.25	7812.4
243.50	7859.2
243.75	7830.9
244.00	7929.6
244.25	7975.4
244.50	8032.3
244.75	8056.6
245.00	8126.7
245.25	8164.7
245.50	8276.2
245.75	8235.1
246.00	8419.0
246.25	8400.5
246.50	8472.9
246.75	8514.0
247.00	8545.0
247.25	8570.9
247.50	8649.1
247.75	8718.1
248.00	8774.4
248.25	8902.7
248.50	8919.2
248.75	9007.8
249.00	9044.5
249.25	9133.5
249.50	9185.7
249.75	9268.9
250.00	9378.4
250.25	9488.5
250.50	9491.2
250.75	9614.1
251.00	9586.2
251.25	9692.6
251.50	9744.5
251.75	9804.1
252.00	9812.2
252.25	9974.6
252.50	9988.0
252.75	10094
253.00	10147
253.25	10209
253.50	10280
253.75	10372
254.00	10408
254.25	10534
254.50	10659
254.75	10645
255.00	10701
255.25	10695
255.50	10746
255.75	10834
256.00	10904
256.25	10944
256.50	10992
256.75	11104
257.00	11234
257.25	11191
257.50	11295
257.75	11353
258.00	11408
258.25	11420
258.50	11607
258.75	11707
259.00	11723
259.25	11737
259.50	11855
259.75	11908
260.00	11888
260.25	11975
260.50	11948
260.75	12107
261.00	12061
261.25	12156
261.50	12262
261.75	12238
262.00	12292
262.25	12314
262.50	12421
262.75	12417
263.00	12514
263.25	12397
263.50	12497
263.75	12572
264.00	12452
264.25	12599
264.50	12566
264.75	12615
265.00	12608
265.25	12649
265.50	12618
265.75	12637
266.00	12602
266.25	12630
266.50	12701
266.75	12638
267.00	12644
267.25	12584
267.50	12513
267.75	12589
268.00	12549
268.25	12533
268.50	12482
268.75	12575
269.00	12539
269.25	12402
269.50	12405
269.75	12352
270.00	12255
270.25	12249
270.50	12147
270.75	12170
271.00	12113
271.25	12033
271.50	11957
271.75	11857
272.00	11815
272.25	11742
272.50	11713
272.75	11646
273.00	11513
273.25	11544
273.50	11438
273.75	11317
274.00	11235
274.25	11179
274.50	11059
274.75	11017
275.00	10874
275.25	10785
275.50	10682
275.75	10546
276.00	10483
276.25	10362
276.50	10274
276.75	10204
277.00	10090
277.25	10056
277.50	9978.9
277.75	9842.9
278.00	9766.4
278.25	9736.1
278.50	9652.2
278.75	9540.0
279.00	9469.6
279.25	9519.8
279.50	9356.1
279.75	9276.6
280.00	9242.3
280.25	9154.0
280.50	9127.4
280.75	9115.3
281.00	8947.9
281.25	8918.9
281.50	8977.5
281.75	8916.9
282.00	8861.0
282.25	8689.5
282.50	8670.0
282.75	8583.4
283.00	8593.5
283.25	8488.1
283.50	8438.6
283.75	8404.2
284.00	8367.8
284.25	8326.4
284.50	8284.0
284.75	8250.9
285.00	8236.5
285.25	8150.6
285.50	8081.2
285.75	8095.7
286.00	8025.3
286.25	7982.8
286.50	7965.3
286.75	7878.1
287.00	7900.0
287.25	7773.3
287.50	7769.3
287.75	7704.3
288.00	7703.9
288.25	7677.3
288.50	7651.0
288.75	7549.0
289.00	7544.3
289.25	7547.6
289.50	7505.9
289.75	7457.3
290.00	7436.1
290.25	7447.2
290.50	7421.0
290.75	7346.2
291.00	7415.6
291.25	7253.2
291.50	7243.5
291.75	7238.7
292.00	7141.4
292.25	7169.3
292.50	7111.1
292.75	7107.4
293.00	7180.5
293.25	7095.6
293.50	7001.9
293.75	6979.0
294.00	7022.8
294.25	6968.3
294.50	6989.8
294.75	6961.2
295.00	6940.3
295.25	6982.4
295.50	6853.7
295.75	6826.8
296.00	6795.1
296.25	6775.2
296.50	6739.5
296.75	6638.1
297.00	6580.5
297.25	6570.8
297.50	6467.0
297.75	6455.6
298.00	6286.8
298.25	6243.4
298.50	6112.7
298.75	6104.6
299.00	5933.8
299.25	5881.3
299.50	5841.2
299.75	5629.0
300.00	5517.8
300.25	5448.1
300.50	5351.7
300.75	5225.4
301.00	5032.1
301.25	4926.0
301.50	4820.9
301.75	4673.7
302.00	4564.5
302.25	4436.9
302.50	4244.5
302.75	4246.6
303.00	4050.2
303.25	3966.3
303.50	3921.9
303.75	3774.3
304.00	3721.4
304.25	3515.3
304.50	3470.1
304.75	3483.6
305.00	3394.7
305.25	3290.3
305.50	3214.8
305.75	3209.8
306.00	3153.5
306.25	3051.8
306.50	3020.5
306.75	2886.1
307.00	2944.7
307.25	2953.4
307.50	2862.5
307.75	2791.4
308.00	2800.2
308.25	2805.2
308.50	2723.0
308.75	2739.5
309.00	2719.7
309.25	2751.3
309.50	2709.6
309.75	2845.3
310.00	2814.0
310.25	2602.8
310.50	2814.3
310.75	2784.7
311.00	2746.3
311.25	2508.5
311.50	2673.9
311.75	2399.0
312.00	2842.9
312.25	2609.5
312.50	2498.7
312.75	2627.4
313.00	2840.6
313.25	2596.7
