Wavelength (nm)	I20 abs e
402.00	267.04
403.00	292.91
404.00	298.85
405.00	341.43
406.00	376.86
407.00	421.59
408.00	456.69
409.00	497.56
410.00	521.17
411.00	568.10
412.00	602.52
413.00	638.64
414.00	663.09
415.00	705.78
416.00	745.07
417.00	789.85
418.00	813.34
419.00	835.14
420.00	858.52
421.00	853.71
422.00	852.57
423.00	869.95
424.00	876.35
425.00	867.35
426.00	844.59
427.00	830.10
428.00	796.98
429.00	784.87
430.00	737.88
431.00	700.17
432.00	695.02
433.00	684.55
434.00	635.92
435.00	607.39
436.00	582.48
437.00	576.14
438.00	557.17
439.00	563.17
440.00	563.34
441.00	575.06
442.00	575.18
443.00	590.35
444.00	596.57
445.00	617.24
446.00	638.92
447.00	642.83
448.00	654.71
449.00	673.45
450.00	694.46
451.00	710.93
452.00	725.76
453.00	742.18
454.00	761.54
455.00	772.98
456.00	772.07
457.00	794.83
458.00	803.49
459.00	817.53
460.00	833.27
461.00	842.33
462.00	850.59
463.00	873.52
464.00	893.11
465.00	907.77
466.00	917.45
467.00	936.47
468.00	964.61
469.00	1002.6
470.00	1020.6
471.00	1073.2
472.00	1119.0
473.00	1163.1
474.00	1213.9
475.00	1271.8
476.00	1342.0
477.00	1410.0
478.00	1485.0
479.00	1572.4
480.00	1675.4
481.00	1755.8
482.00	1846.3
483.00	1942.1
484.00	2045.0
485.00	2202.5
486.00	2319.6
487.00	2336.0
488.00	2475.2
489.00	2541.6
490.00	2647.6
491.00	2741.4
492.00	2847.3
493.00	2949.5
494.00	3053.5
495.00	3139.2
496.00	3264.6
497.00	3355.0
498.00	3450.0
499.00	3562.4
500.00	3668.8
501.00	3778.3
502.00	3893.6
503.00	4000.6
504.00	4089.5
505.00	4210.5
506.00	4332.4
507.00	4432.2
508.00	4537.9
509.00	4648.7
510.00	4780.2
511.00	4899.1
512.00	5038.8
513.00	5152.0
514.00	5264.9
515.00	5399.6
516.00	5537.2
517.00	5666.3
518.00	5805.5
519.00	5945.9
520.00	6098.2
521.00	6245.4
522.00	6379.6
523.00	6544.3
524.00	6702.3
525.00	6869.3
526.00	7023.8
527.00	7171.6
528.00	7342.0
529.00	7539.6
530.00	7698.6
531.00	7901.9
532.00	8084.7
533.00	8301.5
534.00	8492.3
535.00	8698.4
536.00	8920.9
537.00	9147.3
538.00	9386.8
539.00	9626.3
540.00	9899.1
541.00	10162
542.00	10421
543.00	10718
544.00	11028
545.00	11325
546.00	11642
547.00	11991
548.00	12340
549.00	12692
550.00	13055
551.00	13454
552.00	13880
553.00	14307
554.00	14725
555.00	15196
556.00	15697
557.00	16196
558.00	16689
559.00	17219
560.00	17778
561.00	18341
562.00	18877
563.00	19458
564.00	20072
565.00	20650
566.00	21258
567.00	21893
568.00	22527
569.00	23186
570.00	23834
571.00	24476
572.00	25094
573.00	25716
574.00	26425
575.00	27043
576.00	27670
577.00	28407
578.00	29098
579.00	29667
580.00	30389
581.00	31187
582.00	31852
583.00	32325
584.00	33138
585.00	33990
586.00	34571
587.00	35275
588.00	36018
589.00	36683
590.00	37397
591.00	38123
592.00	38914
593.00	39762
594.00	40376
595.00	41153
596.00	41928
597.00	42718
598.00	43607
599.00	44491
600.00	45306
601.00	46229
602.00	47139
603.00	48167
604.00	49122
605.00	50092
606.00	51216
607.00	52240
608.00	53275
609.00	54346
610.00	55492
611.00	56561
612.00	57467
613.00	58531
614.00	59573
615.00	60507
616.00	61356
617.00	62177
618.00	63015
619.00	63643
620.00	64300
621.00	64900
622.00	65347
623.00	65902
624.00	66270
625.00	66581
626.00	66819
627.00	66915
628.00	67000
629.00	66819
630.00	66626
631.00	66383
632.00	66021
633.00	65704
634.00	65217
635.00	64634
636.00	63830
637.00	62975
638.00	61933
639.00	60824
640.00	59640
641.00	58010
642.00	56753
643.00	55117
644.00	53489
645.00	51689
646.00	49846
647.00	47868
648.00	45901
649.00	43774
650.00	41700
651.00	39415
652.00	37209
653.00	34902
654.00	32713
655.00	29755
656.00	27832
657.00	27076
658.00	24314
659.00	22029
660.00	20022
661.00	18150
662.00	16426
663.00	14798
664.00	13288
665.00	11905
666.00	10635
667.00	9476.2
668.00	8420.4
669.00	7492.0
670.00	6615.6
671.00	5873.5
672.00	5210.0
673.00	4636.4
674.00	4101.1
675.00	3630.7
676.00	3231.0
677.00	2862.7
678.00	2554.9
679.00	2271.6
680.00	2033.7
681.00	1811.7
682.00	1610.9
683.00	1437.7
684.00	1280.2
685.00	1143.6
686.00	1031.9
687.00	919.09
688.00	810.74
689.00	724.63
690.00	650.36
691.00	578.18
692.00	530.11
693.00	470.27
694.00	417.40
695.00	371.15
696.00	340.52
697.00	300.83
698.00	285.10
699.00	248.41
700.00	224.64
701.00	197.86
702.00	180.53
703.00	174.59
704.00	157.89
705.00	144.70
706.00	131.23
707.00	132.19
708.00	133.09
709.00	118.21
710.00	109.77
711.00	110.85
712.00	107.79
713.00	101.22
714.00	107.51
715.00	102.86
716.00	101.90
717.00	96.863
718.00	92.277
719.00	93.692
720.00	102.75
721.00	92.673
722.00	93.749
723.00	93.692
724.00	97.202
725.00	99.920
726.00	108.75
727.00	106.88
728.00	98.391
729.00	104.96
730.00	106.43
731.00	110.05
732.00	109.32
733.00	103.49
734.00	108.07
735.00	115.77
736.00	108.98
737.00	116.79
738.00	116.45
739.00	111.81
740.00	115.37
741.00	119.05
742.00	110.39
743.00	112.32
744.00	107.90
745.00	104.90
746.00	108.07
747.00	106.03
748.00	107.62
749.00	111.41
750.00	109.32
751.00	115.83
752.00	115.54
753.00	103.20
754.00	112.26
755.00	113.90
756.00	107.39
757.00	115.71
758.00	119.85
759.00	117.24
760.00	108.30
761.00	116.28
762.00	111.92
763.00	104.79
764.00	98.787
765.00	110.05
766.00	108.47
767.00	101.56
768.00	91.371
769.00	91.994
770.00	95.787
771.00	93.579
772.00	93.523
773.00	90.862
774.00	83.163
775.00	84.748
776.00	74.218
777.00	81.804
778.00	73.935
779.00	83.219
780.00	85.880
781.00	75.973
782.00	77.218
783.00	79.200
784.00	78.294
785.00	67.368
786.00	74.501
787.00	75.520
788.00	72.576
789.00	75.973
790.00	73.086
791.00	72.180
792.00	63.971
793.00	71.897
794.00	61.990
795.00	69.066
796.00	76.199
797.00	60.122
798.00	63.632
799.00	60.405
800.00	70.142
