Wavelength (nm)	I20 abs e
220.00	16171
221.00	15898
222.00	15619
223.00	15424
224.00	15307
225.00	15282
226.00	15366
227.00	15524
228.00	15722
229.00	15927
230.00	16065
231.00	16062
232.00	15881
233.00	15510
234.00	15002
235.00	14417
236.00	13847
237.00	13326
238.00	12866
239.00	12461
240.00	12102
241.00	11797
242.00	11515
243.00	11266
244.00	11026
245.00	10781
246.00	10575
247.00	10426
248.00	10333
249.00	10341
250.00	10439
251.00	10643
252.00	10940
253.00	11312
254.00	11727
255.00	12143
256.00	12532
257.00	12872
258.00	13170
259.00	13429
260.00	13731
261.00	14107
262.00	14617
263.00	15298
264.00	16139
265.00	17090
266.00	18088
267.00	19121
268.00	20101
269.00	21027
270.00	21909
271.00	22805
272.00	23749
273.00	24744
274.00	25719
275.00	26572
276.00	27176
277.00	27368
278.00	27026
279.00	26092
280.00	24522
281.00	22509
282.00	20190
283.00	17775
284.00	15437
285.00	13236
286.00	11303
287.00	9632.5
288.00	8213.2
289.00	7025.5
290.00	6072.7
291.00	5290.9
292.00	4641.8
293.00	4126.3
294.00	3731.2
295.00	3419.3
296.00	3182.3
297.00	3015.3
298.00	2919.9
299.00	2879.6
300.00	2891.6
301.00	2944.8
302.00	3034.2
303.00	3138.6
304.00	3278.9
305.00	3447.8
306.00	3616.5
307.00	3832.7
308.00	4045.8
309.00	4284.1
310.00	4534.2
311.00	4804.6
312.00	5079.7
313.00	5365.7
314.00	5660.6
315.00	5949.3
316.00	6252.2
317.00	6547.1
318.00	6822.8
319.00	7078.2
320.00	7313.1
321.00	7520.9
322.00	7685.6
323.00	7802.8
324.00	7867.9
325.00	7865.6
326.00	7798.8
327.00	7661.8
328.00	7443.3
329.00	7167.0
330.00	6852.9
331.00	6498.5
332.00	6132.2
333.00	5765.3
334.00	5406.4
335.00	5073.4
336.00	4748.4
337.00	4449.1
338.00	4169.3
339.00	3906.8
340.00	3671.0
341.00	3451.7
342.00	3229.9
343.00	3033.0
344.00	2858.3
345.00	2673.8
346.00	2520.5
347.00	2381.5
348.00	2256.6
349.00	2148.8
350.00	2050.8
351.00	1960.1
352.00	1890.9
353.00	1828.4
354.00	1778.6
355.00	1732.5
356.00	1713.8
357.00	1692.0
358.00	1675.9
359.00	1671.2
360.00	1632.5
361.00	1624.1
362.00	1634.1
363.00	1674.2
364.00	1764.1
365.00	1752.2
366.00	1599.3
367.00	1353.5
368.00	1151.4
369.00	1058.5
370.00	997.50
371.00	968.17
372.00	943.49
373.00	905.45
374.00	837.91
375.00	790.81
376.00	739.75
377.00	693.44
378.00	669.72
379.00	625.67
380.00	583.89
381.00	545.74
382.00	516.47
383.00	451.25
384.00	412.19
385.00	367.81
386.00	330.95
387.00	275.76
388.00	209.92
389.00	172.22
390.00	149.06
391.00	128.38
392.00	102.90
393.00	91.513
394.00	105.28
395.00	109.44
396.00	120.72
397.00	143.66
398.00	157.75
399.00	175.03
400.00	225.31
401.00	240.54
